Date,Season,Tirap,Papum Pare,Lohit,Changlang,East Siang,Tirap_Trend,Tirap_SMA,Tirap_EWMA,Tirap_DES,Tirap_TES,Tirap_ARIMA,Papum Pare_Trend,Papum Pare_SMA,Papum Pare_EWMA,Papum Pare_DES,Papum Pare_TES,Papum Pare_ARIMA,Lohit_Trend,Lohit_SMA,Lohit_EWMA,Lohit_DES,Lohit_TES,Lohit_ARIMA,Changlang_Trend,Changlang_SMA,Changlang_EWMA,Changlang_DES,Changlang_TES,Changlang_ARIMA,East Siang_Trend,East Siang_SMA,East Siang_EWMA,East Siang_DES,East Siang_TES,East Siang_ARIMA
1998-08-31,MONSOON,1.7666666666666668,1.83,3.89,2.205,3.585,3.85125,2.9074999999999998,2.834561892010666,2.666904194359095,2.446280095712574,2.7845134933265343,1.9077083333333331,2.0029166666666667,1.970755756544,1.6799876287910467,1.2277420569722122,1.1232337721285568,3.6462500000000007,3.585000000000001,3.813744639488,3.693137724597262,3.8113411788070124,3.798076298570643,3.5140624999999996,3.2856250000000005,3.142055516928,3.529580326178877,2.972842359450061,3.2459563517115213,5.354583333333333,5.473750000000001,4.409865230066526,5.517729719460976,4.916090251189379,4.4459958646027795
1998-11-30,POMKH,5.036666666666667,1.77,3.005,3.9225,6.133333333333334,4.210416666666667,3.684166666666666,3.7154038018730664,3.5980703633094837,1.8178174978701924,2.2026607498618556,1.7347916666666665,1.997083333333333,1.8904534539264,1.7005097220575707,1.7171532670236516,1.713801661836981,3.732500000000001,3.5612500000000007,3.4902467836928,3.2996230825780146,3.0778183157876775,3.0173541616495267,3.7731250000000003,3.4181250000000003,3.4542333101568,3.7898597845470126,2.827897347293481,3.312295137525976,5.944583333333333,5.374583333333334,5.099252471373249,6.088660604353283,6.619104641109845,6.099233822658856
1999-02-28,POMRB,5.06,1.6,3.55,4.5375,10.32,4.612916666666667,4.018333333333333,4.25324228112384,4.477575487750899,4.541218153861655,4.0425929314481195,1.6387500000000002,1.8183333333333334,1.77427207235584,1.6951649193224911,2.4368862824915185,1.8647380885526728,3.73375,3.73125,3.51414807021568,3.34563187198566,3.0899430729399766,2.9116920327155595,4.0421875,3.6100000000000003,3.88753998609408,4.258188596740211,4.164828246751416,5.270862279954453,6.554583333333333,5.334583333333334,7.187551482823949,8.092288631631925,9.095852267362961,9.788663164083431
1999-05-31,PREMON,5.746666666666667,1.405,4.49,5.08,6.18,4.797916666666667,4.402499999999999,4.850612035340971,5.515466507813737,4.0247004581531876,3.7469839957351234,1.5950000000000002,1.6512499999999999,1.626563243413504,1.660965537752183,2.00439465267526,1.9054321441322695,3.73140625,3.7337499999999997,3.904488842129408,3.988735990099194,4.501598104568084,4.501596264256529,4.210625,3.9362500000000007,4.364523991656448,4.870269619330195,3.7454029528355766,3.7101076788590657,6.517916666666666,6.554583333333333,6.78453088969437,8.387443694790736,1.6577317931928413,1.2142425680637845
1999-08-31,MONSOON,3.4500000000000006,1.73,3.89,3.0525,3.585,4.615416666666667,4.823333333333332,4.290367221204583,5.551499505083281,3.0308173150192457,2.2950890796736823,1.70875,1.6262499999999998,1.6679379460481023,1.673582129489356,1.2333110102034575,1.122034503684426,3.779479166666667,3.7337499999999997,3.8986933052776447,4.095419053033879,3.8855512722837138,3.800804964631501,4.299375,4.148125,3.8397143949938686,4.459128280888867,2.5988725249443214,2.9431555342014923,6.501250000000001,6.554583333333333,5.504718533816622,7.56088583757497,4.3100441790871304,3.3485073896220516
1999-11-30,POMKH,4.833333333333333,1.5200000000000002,2.98625,4.4225,5.84,4.428020833333333,4.772499999999999,4.507553666056083,5.9339742263270026,4.158686914374698,3.508345265799359,1.8018750000000001,1.5637499999999998,1.6087627676288614,1.6553964061928743,1.7227222196349554,1.7444747443924733,3.699895833333333,3.7290625000000004,3.5337159831665867,3.5839245323791444,3.081144686882207,2.962820944177138,3.9328125,4.273125,4.072828636996322,4.612408729310975,3.7948563554348844,3.5255993108641035,7.01625,6.481250000000001,5.638831120289973,7.425391840948785,6.5914053693418255,5.728734167275291
2000-02-29,POMRB,3.8033333333333332,2.76,3.953333333333333,4.7475,10.48,4.3915625,4.458333333333333,4.225865532966983,5.798045217166324,5.568743204086472,4.464886521720604,1.673125,1.8537499999999998,2.0692576605773167,1.8166986394138538,2.4424552336020238,1.6852767469045578,3.1886458333333336,3.8298958333333335,3.7015629232332854,3.7611231232405005,3.31715766206027,3.266558385126694,3.4375,4.3256250000000005,4.342697182197793,4.841707850654611,4.657575266788534,5.10535358604476,7.364375000000001,6.52125,7.575298672173984,8.841574483408744,10.145949284890133,9.63921792493712
2000-05-31,PREMON,5.504166666666666,0.99,3.45,1.9375,10.14,4.424166666666666,4.397708333333333,4.737185986446857,6.151271938358226,5.161029002307024,4.601039389320161,1.635,1.7499999999999998,1.6375545963463902,1.7187119831905957,2.009963610565026,2.302019042448862,2.8091145833333333,3.5698958333333333,3.600937753939971,3.5976039133673297,4.544731892719639,4.524530926235647,3.3078125,3.5400000000000005,3.3806183093186757,3.83777138281215,4.843683911519197,4.079897871298854,7.24125,7.51125,8.60117920330439,9.966936316435635,4.753367575681949,5.772322362026298
2000-08-31,MONSOON,3.4008333333333334,1.115,0.8400000000000001,2.2325,2.41,4.650104166666667,4.385416666666667,4.202644925201447,5.655255204229008,3.46127487975838,2.7875957393818065,1.680625,1.5962499999999995,1.4285327578078342,1.63942508079749,1.2388799656234812,0.993481221181018,2.8291666666666666,2.807395833333333,2.4965626523639823,2.08654658918298,3.838049276690252,3.515101250956537,3.2325,3.3350000000000004,2.9213709855912056,3.1212961909687076,2.675129408543402,2.8712767224185582,7.225,7.217499999999999,6.124707521982635,8.204445657254618,4.148837661686509,3.3485073896220516
2000-11-30,POMKH,5.1433333333333335,1.83,3.0,4.205,6.03,5.117604166666667,4.4629166666666675,4.578920288454202,5.716168133937228,4.587386832089422,4.06836690554639,1.72375,1.6737499999999994,1.5891196546847006,1.664223105316101,1.7282911714107614,1.4257561504494805,2.97875,2.810833333333333,2.6979375914183894,2.280465560050913,2.7214313198135445,2.09257235020931,3.4631250000000002,3.2806250000000006,3.4348225913547235,3.3579991842371086,3.8575202897326983,3.6656545591468213,7.308750000000001,7.265,6.0868245131895815,7.704536340343067,6.369140714990902,5.454751228840385
2001-02-28,POMRB,5.300833333333333,2.815,4.1,4.3625,10.16,5.449895833333334,4.837291666666667,4.867685506405854,5.7763453847261665,5.0566279220627575,4.155351577716708,1.807291666666667,1.6874999999999996,2.0794717928108204,1.8314125426386596,2.448024187165566,2.13079840566816,3.1756249999999997,2.8474999999999997,3.2587625548510335,3.2091791411172084,3.3009254762913782,3.742326389030082,3.7321875,3.184375000000001,3.805893554812834,3.6695356952116156,4.318876938487222,4.935103009390911,7.35375,7.185,7.716094707913749,8.615885560272233,10.641024576385204,9.788663164083431
2001-05-31,PREMON,7.746666666666667,1.28,4.5,4.1675,11.13,5.634375,5.397916666666667,6.0192779705101795,6.638313688327919,5.770050910087722,4.962334760741803,1.8612499999999998,1.7599999999999993,1.7596830756864923,1.7729224438765787,2.0155325644188453,1.985086073881489,3.22125,3.1099999999999994,3.75525753291062,4.234842259857874,3.8094599872202104,3.7084763240739393,3.6956249999999997,3.741875000000001,3.9505361328877004,3.872585850391819,2.575060162951205,3.516366030220483,6.979375,7.432499999999999,9.08165682474825,9.765529528164034,8.404481173637727,9.471092030897518
2001-08-31,MONSOON,3.816666666666667,1.4933333333333332,1.365,2.155,1.78,6.045520833333334,5.501875,5.138233448972775,6.034446332713013,4.247247345229249,3.0348489526177915,1.7547916666666667,1.8545833333333328,1.6531431787452286,1.7443787669776862,1.244448921147588,1.1417654023192734,3.1317187499999997,3.2412499999999995,2.799154519746372,3.00501790702032,2.4566040283623263,1.8519984430590222,3.5790625,3.7225000000000015,3.23232167973262,3.220989753409574,2.4530479921781994,2.7480831785003206,5.871875,7.2749999999999995,6.16099409484895,7.610395184797209,3.1600570156065544,2.2510189146413233
2001-11-30,POMKH,6.203333333333332,1.8833333333333333,2.84,3.99,3.665,5.895,5.766875,5.5642734027169976,6.233927601625322,5.600498806488019,4.506472277980806,1.8329166666666667,1.867916666666666,1.7452192405804705,1.771432409752926,1.7338601291238829,1.6532478575166822,2.7996875,3.2012499999999995,2.8154927118478232,2.88633608261862,2.9003749251182525,2.826966080003131,3.4924999999999997,3.6687500000000015,3.535393007839572,3.4300177610634606,4.168350096019354,3.7506891168230467,4.9125,6.68375,5.16259645690937,6.291803300634442,6.284717500050828,5.632217450326631
2002-02-28,POMRB,7.53,1.91,3.54375,3.645,3.665,5.56,6.324166666666667,6.350564041630198,6.839770305709615,6.021952438394917,4.62006658184165,2.0316666666666667,1.6416666666666662,1.8111315443482823,1.8008553633829802,2.4535931451591777,2.26494201087839,2.4715625,3.0621875,3.106795627108694,3.2357130647244285,3.67000910603867,3.9059633570595143,3.5546875000000004,3.4893750000000017,3.5792358047037434,3.4854064658819173,4.395296248060669,4.773671865081726,4.793541666666666,5.06,4.563557874145622,5.20663336819621,10.342097872304631,9.489772685790808
2002-05-31,PREMON,4.3133333333333335,2.81,2.4000000000000004,4.1925,9.95,5.44125,5.465833333333333,5.535671758311452,6.259263650629497,7.664355573215673,6.121353106253173,2.02625,2.0241666666666664,2.2106789266089697,1.9594933162790102,2.021101517065249,1.4222638329571526,2.3071875000000004,2.5371875,2.8240773762652163,2.8149198752826545,4.049296072589509,3.968091725323351,3.5540624999999997,3.4956250000000013,3.824541482822246,3.770208226540985,3.550161669371143,3.574421229362336,4.8220833333333335,4.764999999999999,6.718134724487373,6.37949049157778,9.782604745574762,10.395784448115323
2002-08-31,MONSOON,4.569999999999999,1.5533333333333337,0.8400000000000001,2.6275,2.0083333333333333,4.888333333333334,5.654166666666667,5.149403054986871,5.7839847075168915,4.37183184452876,3.3508893333937735,2.134583333333333,2.0391666666666666,1.9477406892987152,1.931341037761871,1.2500178827460335,1.976752599267186,2.1763020833333333,2.4059375,2.0304464257591297,1.695178468390557,1.7305387138718116,0.725008767558543,3.5434375000000005,3.613750000000002,3.345724889693347,3.3611408744607068,2.127671641727695,2.582997998475763,5.167708333333333,4.822083333333332,4.834214168025757,4.922875132296055,1.7814351111745212,1.6625782855027202
2002-11-30,POMKH,4.500000000000001,1.7799999999999998,2.05,3.5125,3.665,4.41625,5.2283333333333335,4.8896418329921225,5.334025054361024,6.1791142140854,5.204324571448178,2.2008333333333336,2.013333333333333,1.880644413579229,1.9331898746806198,1.7394290910419683,1.5950032510962604,2.1641666666666666,2.2084374999999996,2.038267855455478,1.6350514872351853,2.6295127691969613,2.690864824212871,3.5084375,3.494375000000002,3.4124349338160083,3.3758243816779285,4.004925277481926,3.765542171377961,4.633333333333333,4.822083333333332,4.366528500815454,4.246384046300157,4.183067997747539,3.4232300091952075
2003-02-28,POMRB,4.81,2.8800000000000003,3.286666666666666,4.0375000000000005,6.43,4.252916666666666,4.548333333333333,4.857785099795273,5.054574478898041,6.490891859172287,5.832019479350467,2.1010416666666667,2.2558333333333334,2.2803866481475374,2.0926737864462623,2.4591621064377476,2.1345226680228055,2.3154166666666667,2.144166666666666,2.5376273799399534,2.4356877274552646,3.3245189366265815,3.3665610536016755,3.3368749999999996,3.592500000000002,3.662460960289605,3.6193402099235286,3.8364675544330376,4.493725905244684,3.646041666666666,5.513333333333332,5.191917100489272,4.617074000782351,5.769666495420809,3.4232300091952075
2003-05-31,PREMON,3.2566666666666664,2.37,2.56,3.52,2.91,4.281666666666666,4.284166666666667,4.21733772654383,4.346856470153575,5.677224157424742,5.316827323510188,2.02125,2.1458333333333335,2.3162319888885223,2.173092144067697,2.026670484007326,2.1417316979668923,2.5247916666666668,2.184166666666666,2.5465764279639718,2.623891628638867,3.0661767627153362,2.788961556089639,3.2521875000000002,3.424375000000002,3.6054765761737633,3.6126507255800258,3.9804583766493473,3.6549739184172285,3.314375,3.753333333333332,4.279150260293563,3.889328176055824,9.920678044698194,9.293625809411273
2003-08-31,MONSOON,4.319999999999999,1.195,1.89,1.9275,1.15,4.615833333333333,4.221666666666667,4.258402635926298,4.115816183664716,3.700039084153918,3.850527380176744,1.9429166666666668,2.0562500000000004,1.8677391933331133,2.076973730931394,1.2555868470715594,1.6068351617474361,2.5464583333333333,2.4466666666666663,2.283945856778383,2.320237901782826,1.1718740175281623,0.8647460528157416,3.2721875000000002,3.2493750000000023,2.9342859457042576,2.957408126584242,2.349085689795279,2.5257426982363422,3.15375,3.5387499999999985,3.0274901561761376,2.8125050618302407,1.5608983539107006,1.875849095534436
2003-11-30,POMKH,4.98,1.5,2.675,3.535,1.87,4.840416666666666,4.341666666666667,4.547041581555779,4.178976459322931,4.753632280183705,4.8747651974392285,1.7333333333333334,1.9862500000000005,1.720643515999868,2.0221137997216956,1.744998053230521,1.5043650021930155,2.3606249999999998,2.6029166666666663,2.44036751406703,2.542420455479752,2.3473991304273025,2.442568821105769,3.2306250000000003,3.2550000000000026,3.1745715674225545,3.07305414608971,3.489659795433247,3.6217192536112206,3.1243749999999997,3.089999999999999,2.5644940937056826,2.2235528258968014,3.438293722545364,3.4232300091952075
2004-02-29,POMRB,7.003333333333333,2.533333333333333,2.835,4.175000000000002,6.94,4.7404166666666665,4.890000000000001,5.529558282266801,4.957741734127568,5.284467977922748,5.363953671235869,1.5760416666666668,1.8995833333333336,2.045719442933254,2.1150025065970435,2.464731066949329,2.181076895222261,2.27125,2.49,2.5982205084402183,2.8001860811938046,3.353606444214581,3.3740627765691,3.1615625000000005,3.2893750000000024,3.5747429404535334,3.468038821793376,3.8087388134030644,4.323277560486235,3.195625,3.2174999999999994,4.31469645622341,3.4454020870374684,5.69079725385509,6.00583054819241
2004-05-31,PREMON,2.86,1.04,1.525,3.05,2.165,4.880833333333333,4.7908333333333335,4.46173496936008,4.30746276089575,4.738701552444311,4.41019688453734,1.63125,1.5670833333333338,1.6434316657599526,1.9882693736698185,2.0322394424504457,2.0518083508110414,2.26,2.23125,2.168932305064131,2.1855786889808946,2.8535035488660028,2.3193723609923884,3.0825000000000005,3.1718750000000027,3.36484576427212,3.341208213087827,3.5471257962639626,3.5574321765966883,3.5974999999999997,3.031249999999999,3.454817873734046,3.0115671228738825,5.006510229668473,2.7180352869735485
2004-08-31,MONSOON,3.9166666666666665,1.2666666666666668,2.21,1.845,2.465,5.060833333333333,4.69,4.243707648282714,4.085035674840981,3.9843784418047754,4.028135179206167,1.7045833333333333,1.5850000000000004,1.4927256661226382,1.8948761303519717,1.2611557976717076,0.9605249497832997,2.2843750000000003,2.3112500000000002,2.1853593830384788,2.1246886695499496,1.4041802855609564,1.3038661605514812,3.0215625000000004,3.1512500000000028,2.756907458563272,2.7448714465314064,1.9308256032541877,2.3295719953477585,3.7712499999999998,3.359999999999999,3.0588907242404275,2.7434298998503373,1.0245489832719308,1.074137656364117
2004-11-30,POMKH,6.506666666666668,1.87,2.265,2.985,3.77,5.3083333333333345,5.071666666666667,5.148891255636296,4.7763482588748225,4.784354295094228,4.891597695110431,1.7962500000000001,1.6775000000000002,1.643635399673583,1.8896770695631095,1.7505670042188204,1.645889615476819,2.465625,2.20875,2.2172156298230874,2.1377245812467787,2.422059169643851,2.5995614037986794,2.9818750000000005,3.0137500000000026,2.848144475137963,2.7224701908595663,3.399744825705693,3.5135652556953785,3.7568749999999995,3.834999999999999,3.343334434544256,2.957662047778237,2.26363228488192,1.746641232522521
2005-02-28,POMRB,6.916666666666668,2.75,3.44,4.2375,6.43,5.331250000000001,5.050000000000001,5.856001420048445,5.5682917721048435,6.138524924353343,6.030294410988321,1.8525,1.731666666666667,2.0861812398041497,2.0116176259915144,2.4703000200777074,2.4005907131111712,2.663125,2.3600000000000003,2.7063293778938524,2.9133956315632865,3.0259781121770066,2.8129827954990803,2.94625,3.0293750000000026,3.403886685082778,3.2608764948821465,3.8660842663847106,4.1727698247700316,3.774375,3.7074999999999987,4.578000660726554,4.108518164045643,6.461183665015219,6.48218724797128
2005-05-31,PREMON,4.926666666666667,1.5566666666666666,2.37,2.67,2.56,4.7354166666666675,5.566666666666667,5.4842675186957335,5.585776532047325,4.1326164556214025,3.7257891720224747,1.861041666666667,1.8608333333333336,1.8743754105491566,1.9588432652684327,2.0378083968184706,1.9220266654154505,2.7406249999999996,2.5712500000000005,2.5717976267363114,2.815535063985515,2.2664758652721027,1.9021622715031248,2.9756249999999995,2.934375000000003,3.1103320110496666,3.075294175492753,3.0527773953064905,3.3683243774608296,3.71,3.8062499999999986,3.770800396435932,3.825142442441655,3.1261050190548314,2.0221808921985334
2005-08-31,MONSOON,2.0333333333333337,1.2,2.9450000000000003,1.94,2.21,4.495833333333334,5.095833333333334,4.1038938445507736,4.5995159273067685,4.547959893039392,3.957664959101671,1.8666666666666667,1.844166666666667,1.6046252463294939,1.8554956578220385,1.2667247550410934,1.2271179568974513,2.651875,2.755000000000001,2.721078576041787,3.0345669873732524,1.8506695083515083,2.2215221224591843,2.941875,2.9581250000000026,2.6421992066298,2.617623658527885,1.7026100412995087,2.135156529932743,3.6725000000000003,3.742499999999999,3.146480237861559,3.411383865783623,1.974806911793598,2.302390715597868
2005-11-30,POMKH,3.6233333333333335,2.005,2.15,3.125,3.51,4.67875,4.375000000000001,3.911669640063798,4.231504809460624,5.640506296686614,5.550307216620082,2.0083333333333333,1.877916666666667,1.7647751477976963,1.870035807625635,1.7561359611640108,1.6085327987890587,2.5968750000000003,2.7262500000000007,2.4926471456250723,2.669259538558633,2.4863592000144177,2.538087749703394,2.9759375,2.9931250000000027,2.83531952397788,2.7281967706188532,2.9957224563287115,3.317897875457027,4.123125,3.6774999999999993,3.2918881427169353,3.455642042753499,3.195256913432024,3.5213034473849745
2006-02-28,POMRB,7.883333333333334,2.66,2.845,3.8275,6.39,5.035,4.616666666666667,5.500335117371613,5.362034713044529,5.98259430569771,6.372611845620618,2.3275,1.8554166666666667,2.122865088678618,1.9792098166089163,2.4758689777829668,2.5250563487740365,2.5175,2.577500000000001,2.6335882873750434,2.7827208073162466,3.31621728078065,3.1242686044782118,3.1184374999999998,2.8906250000000027,3.232191714386728,3.1417430540413447,4.019786774914188,4.081305494365245,4.550625,3.6674999999999995,4.531132885630161,4.500302121964904,6.358874955276846,6.00583054819241
2006-05-31,PREMON,5.423333333333333,2.78,2.525,3.3525,6.205,5.5874999999999995,4.740833333333334,5.469534403756301,5.558146282236344,4.114001014376607,4.215025602599135,2.600625,2.16125,2.3857190532071706,2.103923504495623,2.043377353962512,1.7995957653475352,2.4175,2.616250000000001,2.590152972425026,2.6681386339971884,2.345466537861072,1.9808597760675004,3.185625,3.0612500000000025,3.280315028632037,3.2994922046341104,2.6685011908451597,3.13440023822106,4.63,4.57875,5.200679731378097,5.406024201035858,2.689272079301059,2.3911238263409906
2006-08-31,MONSOON,4.386666666666667,2.53,2.155,2.3975,1.985,5.792083333333333,5.329166666666667,5.036387308920447,5.346356851899169,3.3587669339353847,3.116825028784838,2.681875,2.49375,2.443431431924302,2.1889826345572456,1.2722937193363133,1.7731354597791795,2.388125,2.4187500000000006,2.4160917834550157,2.363100567331166,2.3564791017236213,2.776437243206977,3.2171875,3.1756250000000024,2.9271890171792223,3.0158223823655423,1.8318218441223109,2.04202202178189,4.7456249999999995,4.5225,3.914407838826858,4.706240715828151,2.2702387461425397,2.0642123657084332
2006-11-30,POMKH,5.69,2.86,2.14,3.205,4.37,5.633333333333334,5.845833333333333,5.297832385352269,5.561365092778787,5.249298129902775,4.6992210149650235,2.511875,2.7074999999999996,2.610058859154581,2.318282831660038,1.761704933236796,2.1644009654261254,2.5106249999999997,2.4162500000000007,2.3056550700730094,2.150219394161901,2.2691608536653014,1.970400016904155,3.2281250000000004,3.1956250000000024,3.0383134103075333,3.0960026665568368,3.1043580591549316,3.2317331935226328,4.49375,4.737500000000001,4.096644703296115,4.799361749839926,3.523446509774473,3.2784549337722177
2007-02-28,POMRB,7.453333333333332,2.455,2.62,4.0,6.455,5.513333333333333,5.738333333333333,6.160032764544694,6.3441137143209305,7.539555714683928,6.978408814870547,2.195,2.6562499999999996,2.5480353154927484,2.38310152159121,2.481437954843935,2.8086950657806744,2.5743750000000003,2.3600000000000008,2.4313930420438057,2.3111236443226115,3.0604949030239403,2.9115565902099885,3.2323958333333334,3.2387500000000022,3.42298804618452,3.5030646474538796,3.935146230867745,3.979189212520418,4.195416666666667,4.75375,5.039986821977669,5.570922002477318,6.547307354495693,5.968469238405832
2007-05-31,PREMON,4.583333333333333,1.625,3.73,3.2675,4.125,5.534166666666666,5.528333333333333,5.52935299206015,6.038875363942495,5.206451374325163,4.704606918031115,1.9125,2.3674999999999997,2.178821189295649,2.321146576538221,2.048946329786939,1.809943601725557,2.4993749999999997,2.661250000000001,2.9508358252262834,3.1744341795477564,2.368346955654374,2.3205140762976226,3.2347916666666667,3.217500000000003,3.3607928277107124,3.5281430380396093,3.1800521829248742,3.1273734833289004,4.048333333333334,4.233750000000001,4.673992093186602,5.4241389696386815,5.083047900812447,5.795673180642909
2007-08-31,MONSOON,4.266666666666667,1.15,1.46,2.5166666666666666,1.6783333333333337,5.626666666666667,5.498333333333333,5.024278461902757,5.606045120554995,4.061336812275418,3.638858806495834,1.783125,2.0225,1.7672927135773893,2.1869603007391065,1.2778626883454358,1.410804711506184,2.549375,2.487500000000001,2.35450149513577,2.4204780279508893,2.3241989616168537,2.650517966674461,3.2235416666666667,3.247291666666669,3.0231423632930943,3.207419046939662,2.214919761646627,2.0596982899976557,3.5614583333333334,4.157083333333334,3.4757285892452945,4.416439535601362,2.026587473028446,1.8540549981589325
