Date,Season,Jhabua,Meghnagar,Petlawad,Thandla,Ranapur,Jhabua_Trend,Jhabua_SMA,Jhabua_EWMA,Jhabua_DES,Jhabua_TES,Jhabua_ARIMA,Meghnagar_Trend,Meghnagar_SMA,Meghnagar_EWMA,Meghnagar_DES,Meghnagar_TES,Meghnagar_ARIMA,Petlawad_Trend,Petlawad_SMA,Petlawad_EWMA,Petlawad_DES,Petlawad_TES,Petlawad_ARIMA,Thandla_Trend,Thandla_SMA,Thandla_EWMA,Thandla_DES,Thandla_TES,Thandla_ARIMA,Ranapur_Trend,Ranapur_SMA,Ranapur_EWMA,Ranapur_DES,Ranapur_TES,Ranapur_ARIMA
2003-08-31,MONSOON,4.1000000000000005,9.45,0.9766666666666666,0.9,1.235,4.85625,5.353749999999996,5.533184600927661,5.5136839391135934,4.319347067745634,4.033028937114785,11.823749999999999,10.514999999999999,10.5309265231842,9.515615265815915,4.817658493923515,5.3059840026950535,14.220583333333334,14.187916666666668,12.5325528653705,15.640262102630642,11.163963803429617,12.245086362628236,3.3775000000000004,4.4300000000000015,4.723546360714269,12.094927523086218,8.895071507273103,5.406572350918591,3.1162500000000004,2.9625000000000026,2.990494782559847,2.62673913183178,2.121134017969727,1.9866749512172421
2003-11-30,POMKH,2.433333333333333,13.58,11.386666666666665,1.31,3.435,4.361666666666666,5.10333333333333,4.29324409388993,4.435824099077747,4.456733730333621,3.9518737837528137,12.00125,11.759999999999998,11.750555913910521,10.28519649578682,10.530342023505094,12.873203272570262,11.927958333333333,14.717083333333335,12.074198385888966,14.935283737547696,10.535900380840207,11.209187871135217,7.085000000000001,3.152500000000001,3.3581278164285613,10.590552324129208,10.469599567342485,6.752539736496923,2.7131250000000002,3.2837500000000026,3.1682968695359084,2.637771817316773,2.3037443352998945,2.0516811943084017
2004-02-29,POMRB,2.953333333333333,10.38,9.948,6.4,1.315,3.6883333333333335,4.609166666666663,3.757279789667291,3.8675618292774843,4.676905170022916,3.830599852576422,11.0775,11.8875,11.202333548346314,10.148934864409252,12.998525059816195,12.939499378765813,10.593,13.724083333333336,11.22371903153338,13.878880187009944,14.006798892581532,15.300870543346953,10.990000000000002,3.6025000000000014,4.574876689857137,9.899602441012785,11.395406866725356,7.41003860625573,2.46375,2.9487500000000026,2.426978121721545,2.648850824611496,3.592264749697433,2.918454295368247
2004-05-31,PREMON,6.97,15.05,18.216,33.660000000000004,3.925,3.37875,4.114166666666663,5.042367873800375,4.854557985549147,6.57831155635041,6.447528397378532,9.27375,12.114999999999998,12.741400129007788,11.097252366731032,15.415549692980978,14.901264065036539,10.576833333333331,10.131833333333335,14.02063141892003,14.902072525449455,18.690377539601545,23.54102414790218,11.673750000000002,10.567500000000003,16.208926013914283,13.447678813654793,13.361207398717749,12.656434145906475,2.220625,2.4775000000000023,3.026186873032927,2.659976386102027,4.859668184050046,4.704354392862021
2004-08-31,MONSOON,0.6933333333333334,1.15,4.666,4.28,1.125,3.601666666666666,3.2624999999999957,3.302754057613558,3.411927095758939,2.7610652086048466,3.036665945343534,7.44125,10.04,8.104840077404672,8.686822943422644,7.321996970770295,8.96330588128921,10.340375,11.054166666666669,10.278778851352017,12.581967349316463,8.073659371514303,7.074050680116494,12.0225,11.412500000000003,11.43735560834857,12.426202206017189,9.544561841131104,3.180903883291887,2.0425,2.4500000000000024,2.265712123819756,2.671148654055707,0.82350601412177,0.8114245565041571
2004-11-30,POMKH,3.3633333333333333,7.45,7.568,3.4,1.6,3.849166666666666,3.4949999999999957,3.3269857679014683,3.321118890355151,2.0297830717183123,1.3866755398777668,5.372604166666667,8.5075,7.842904046442803,8.275139547429479,9.28269557245818,9.533559664024173,10.285499999999999,10.099500000000003,9.194467310811211,11.159861727213114,8.98572390803318,10.455592260353797,11.807500000000001,11.935000000000002,8.222413365009142,11.259781324039436,11.291440096616537,2.975368843893549,2.139375,1.9912500000000022,1.9994272742918537,2.6823678508378275,2.1721142639795334,2.5367451263993614
2005-02-28,POMRB,3.806666666666666,1.85,11.875,7.1000000000000005,1.725,4.257916666666667,3.7083333333333286,3.5188581274075474,3.4127867255382975,3.827590448802906,3.80702913147005,4.888958333333333,6.375,5.445742427865682,6.701225519244358,8.959224879056771,8.360641248923434,10.25,10.581250000000002,10.266680386486726,10.938723243154596,11.941290289430508,12.161106527761802,11.536249999999999,12.110000000000003,7.773448019005485,10.670276442218572,12.395679135923611,4.3581689165217234,2.3443750000000003,2.093750000000002,1.8896563645751123,2.6936341707566562,1.5970252145743857,1.3654984953443825
2005-05-31,PREMON,8.096666666666666,7.030833333333333,15.849999999999998,31.24,4.29,4.4591666666666665,3.989999999999995,5.349981543111195,4.974032758733745,6.529175042313298,6.707401291438238,5.7908333333333335,4.370208333333333,6.0797787900527425,6.672769685593629,10.460986741878237,9.658413915076785,10.6435,9.989750000000003,12.500008231892036,11.762373577996524,17.531845730728815,20.55060246982996,12.02875,11.505,17.160068811403292,13.829175723037228,14.833024107711584,15.926821451482324,2.546875,2.1850000000000023,2.8497938187450673,2.704947831249646,4.207221297036241,3.7072672012960464
2005-08-31,MONSOON,2.8366666666666664,5.3,6.747999999999998,4.53,2.4000000000000004,4.687083333333333,4.525833333333328,4.344655592533384,4.258848820488488,3.264510350306724,2.6970801319639666,6.707083333333333,5.407708333333334,5.767867274031645,6.26133168435672,0.11749292940449862,2.242719328768744,10.650875,10.510250000000003,10.199204939135221,10.402494047579513,6.640827432563631,5.5020288370984645,12.848125,11.5675,12.108041286841974,12.822845798689704,10.24650545003336,2.0869546463490067,2.6056250000000003,2.5037500000000024,2.6698762912470406,2.716308995524658,0.9872198147143831,1.4195304724430984
2005-11-30,POMKH,2.83,10.515,8.634,7.09,1.945,5.013333333333333,4.392499999999994,3.73879335552003,3.7551345896459214,3.303911731754136,3.775724343951717,7.240208333333333,6.173958333333334,7.666720364418987,7.123414059915252,6.613478300768177,7.051057498066478,10.687999999999999,10.776750000000003,9.573122963481133,9.655908229086252,8.351355121272196,9.016882723734962,11.709375,12.49,10.100824772105184,12.184787924354973,11.899538578421643,1.8841418373424696,2.7041666666666666,2.5900000000000025,2.3799257747482243,2.7277178745804043,2.401474225052639,2.4047543694021165
2006-02-28,POMRB,6.163333333333332,6.115,10.868,9.965,1.85,4.8547916666666655,4.98166666666666,4.708609346645352,4.55647717924928,4.252282436629976,3.606954778943753,6.7214583333333335,7.240208333333333,7.046032218651392,6.787132286536971,6.927626665040612,4.937722932669663,10.4545,10.525000000000004,10.09107377808868,9.569075614242525,11.693193690058223,11.699338795162694,10.109375,13.206249999999999,10.04649486326311,11.974693509162012,13.271073459571134,5.328011201902104,2.6539583333333336,2.6212500000000025,2.1679554648489345,2.739174671704494,2.126948458447909,2.2482873246052266
2006-05-31,PREMON,8.35,7.030833333333333,17.154,19.265,4.953333333333334,4.584583333333333,5.044999999999995,6.165165607987211,5.902447854886804,7.861819810342989,8.398978983672434,5.819583333333333,7.240208333333333,7.039952664524169,6.738011624190422,11.226090234755052,9.011773961790297,9.504999999999999,10.851000000000006,12.916244266853209,11.085560031522526,17.111349309118204,18.241725479589608,9.898124999999999,10.212500000000002,13.733896917957866,13.182055007591746,16.27446862981059,25.534755085571753,2.4908333333333337,2.787083333333336,3.2821066122426945,2.7506796137379803,4.578235233281193,4.14093449584306
2006-08-31,MONSOON,1.315,1.15,3.5760000000000005,3.705,1.335,4.236666666666666,4.664583333333328,4.225099364792326,4.409395750336608,4.089920821443473,3.3516784202032714,4.903333333333333,6.202708333333333,4.683971598714501,5.376195319818357,2.5478266101732325,1.8797676638102496,8.8385,10.058000000000007,9.180146560111925,9.27487281197555,6.612084264780041,5.999803204106751,9.48375,10.006250000000001,9.722338150774718,11.978879109162076,10.277152794018795,3.4741905553978385,2.453333333333333,2.520833333333336,2.5032639673456165,2.762232849139343,1.9547251051905428,2.2372631958902427
2006-11-30,POMKH,2.19,7.45,4.209999999999999,6.2250000000000005,1.705,3.75,4.504583333333329,3.4110596188753957,3.658548876251275,3.026287449925522,2.2186188667870947,4.370208333333333,5.4364583333333325,5.790382959228701,5.7608816962367895,6.688512173560439,6.0563311750935345,8.73775,8.952000000000007,7.192087936067155,7.82013788609614,7.608559389387186,8.360857124626007,8.557500000000001,9.790000000000003,8.32340289046483,11.172542951006841,11.831057195851574,4.183113436844566,2.209166666666667,2.460833333333336,2.18395838040737,2.77383461264398,1.961443188699465,2.009684596284953
2007-02-28,POMRB,4.02,1.85,9.96,7.5150000000000015,1.79,3.6627083333333337,3.968749999999996,3.6546357713252373,3.76137244952094,3.8043556946357002,4.348808885455557,4.473766025641026,4.370208333333332,4.214229775537221,4.791771101232266,4.970713858401267,2.657627726737707,8.74375,8.725000000000007,8.299252761640293,7.915849058067422,10.114140061685923,10.194274083642444,8.36,9.177500000000002,8.000041734278899,10.585720366425873,13.115118181064823,6.76209750224945,2.0785416666666667,2.445833333333336,2.026375028244422,2.785485105797167,1.823793200863166,1.7766469041302702
2007-05-31,PREMON,6.6000000000000005,7.030833333333333,17.256,14.305,3.06,3.8383333333333334,3.531249999999996,4.832781462795143,4.737109874194759,6.6171180665636,6.791596688360386,4.202591575091574,4.370208333333332,5.340871198655666,5.222633545922698,7.793852934071183,4.9149991571760125,9.056750000000001,8.750500000000006,11.881951656984175,9.866205449522399,15.684738700698215,16.42773501189373,9.63875,7.937500000000002,10.522025040567339,11.047874563663102,16.007127666439548,19.732978232941498,2.2177083333333334,1.9725000000000026,2.4398250169466538,2.7971845427470434,4.602560134218216,4.388009676244005
2007-08-31,MONSOON,2.3666666666666667,1.9784615384615385,3.522,7.085,2.1833333333333336,3.9179166666666667,3.7941666666666625,3.8463355443437526,3.9594504635383494,2.607748596500312,1.6177221261457237,4.123359432234432,4.577323717948717,3.995907334578015,4.411931036449277,0.8153347036068217,2.908905725744672,9.369,8.737000000000005,8.537970994190504,8.397273552915555,5.532727597962165,4.506914476764173,10.593124999999999,8.782500000000002,9.147215024340403,10.420074212753335,9.405274381473662,3.23295425759074,2.3533333333333335,2.184583333333336,2.3372283435013257,2.808933111896149,0.9365396302532387,0.8806119434644741
2007-11-30,POMKH,2.543333333333333,4.4521428571428565,6.767999999999999,13.075,1.97,4.012500000000001,3.8824999999999963,3.3251346599395846,3.4727085448972628,2.734920721251922,2.9008173176990493,4.418859432234432,3.8278594322344315,4.178401543603952,4.3533778542398105,6.2402193906295444,6.916240625524664,9.382249999999999,9.376500000000005,7.829982596514302,7.833362044299622,6.762132640848855,6.3095026721487395,10.439374999999998,10.495000000000003,10.718329014604242,10.721035163572193,11.200064219788809,5.233713262226691,2.465208333333333,2.250833333333336,2.1903370061007954,2.8207310249113524,1.7332990266697086,1.8904783487972894
2008-02-29,POMRB,4.303333333333334,4.2139999999999995,9.9,8.3,2.61,4.494583333333334,3.9533333333333296,3.7164141292970845,3.738238942640131,3.8159728612001094,3.9325166220905876,4.418859432234432,4.418859432234431,4.192640926162371,4.255273848269354,2.860505050965654,2.4113725518931823,9.639999999999999,9.361500000000005,8.657989557908582,8.101406878339741,10.041095756533588,9.781542158767586,10.122499999999999,10.691250000000004,9.750997408762546,10.305177638020949,12.968092735514979,6.852858709120099,2.4610416666666666,2.455833333333336,2.3582022036604773,2.83257849586808,1.8514199704194738,2.1551126948421424
