Date,Season,Aron,Raghogarh,Guna,Bamori,Chachaura,Aron_Trend,Aron_SMA,Aron_EWMA,Aron_DES,Aron_TES,Aron_ARIMA,Raghogarh_Trend,Raghogarh_SMA,Raghogarh_EWMA,Raghogarh_DES,Raghogarh_TES,Raghogarh_ARIMA,Guna_Trend,Guna_SMA,Guna_EWMA,Guna_DES,Guna_TES,Guna_ARIMA,Bamori_Trend,Bamori_SMA,Bamori_EWMA,Bamori_DES,Bamori_TES,Bamori_ARIMA,Chachaura_Trend,Chachaura_SMA,Chachaura_EWMA,Chachaura_DES,Chachaura_TES,Chachaura_ARIMA
1998-08-31,MONSOON,5.97,3.01,4.502857142857144,4.543333333333333,7.363333333333334,8.613125,8.351249999999999,8.184103014911999,8.56218274912928,5.6519983673971375,6.878265412342172,3.9962500000000003,3.8712499999999994,4.074880712704,6.016156480617152,1.4727659817721435,3.902201207790731,5.250595238095238,4.5809523809523816,4.927264955245715,4.58859146409809,2.113634355118614,2.418057050573413,4.9433333333333325,5.048958333333335,5.134514627669333,5.106200418305933,3.1928075842784884,4.037980604729023,8.122916666666667,7.218333333333334,7.823281638741334,7.9761769083218725,3.1236867948569955,3.861501554527943
1998-11-30,POMKH,9.025,2.015,4.844285714285714,4.165,7.346666666666668,8.428125,8.773749999999998,8.5204618089472,8.635118321306393,7.775929398409953,6.2996747960866974,4.060625,3.803749999999999,3.2509284276224,5.219289470559462,3.7720824395655512,3.498086260025864,5.929583333333334,4.86202380952381,4.894073258861715,4.45469651710838,4.658564353461509,3.9269317174831433,5.311875,4.820208333333335,4.7467087766016,4.853435661894233,4.824656439457595,5.062189069396592,8.55125,7.615833333333333,7.632635649911467,7.903758857847358,6.281661620682309,7.209366090411325
1999-02-28,POMRB,7.29,5.04,6.542857142857144,5.307499999999999,8.853333333333332,8.623750000000001,8.452499999999997,8.02827708536832,8.48534952197476,9.790802199758073,8.453079806313323,3.653125,4.188749999999999,3.96655705657344,5.226612881741089,4.075418674973562,3.3536993178705465,6.005535714285715,5.639166666666668,5.553586812459886,5.107102879976355,5.754885985966777,5.003700626840553,5.4260416666666655,5.066458333333335,4.971025265960959,4.920868854888757,6.249475214285903,5.111603369849059,7.98,8.629999999999999,8.120914723280213,8.01744593108724,9.542944710163805,7.78888484470343
1999-05-31,PREMON,11.33,5.665,8.99,8.213333333333333,10.326666666666668,8.601875,8.403749999999997,9.348966251220991,8.851718823042917,11.563433230793057,10.355806365680753,3.3956250000000003,3.9324999999999983,4.645934233944065,5.38673045534889,7.689380900517937,4.30964987566391,5.8185714285714285,6.2200000000000015,6.928152087475931,6.804119283652119,7.801178411922556,7.8658144453238705,5.209583333333333,5.557291666666668,6.267948492909909,5.635350706734429,6.125574122767606,6.026382249345011,7.3270833333333325,8.4725,9.003215500634795,8.291415207336271,12.622605164041495,10.756029931545855
1999-08-31,MONSOON,7.729999999999999,0.775,2.7871428571428574,3.4933333333333336,3.4233333333333333,8.111875,8.843749999999996,8.701379750732595,8.729887437989339,5.6692236782519565,6.369496658615404,3.231875,3.373749999999998,3.097560540366439,4.289719893013695,1.4146167583112668,3.864743239557538,5.862745535714286,5.7910714285714295,5.271748395342701,5.597005406074183,3.0910067452481984,4.1984830231764345,5.152604166666666,5.294791666666668,5.158102429079278,5.104690215481419,3.898511558131555,4.853204860122556,7.9034375,7.4875,6.77126263371421,7.719481648156458,3.794872697637226,5.901313761648871
1999-11-30,POMKH,7.09,2.19,5.064285714285714,3.483333333333333,6.0633333333333335,9.223333333333333,8.359999999999998,8.056827850439557,8.543962321878132,8.091513344055052,7.896957251080469,4.3321875,3.4174999999999978,2.7345363242198633,3.658784640035056,3.081056195788495,2.92984400198451,5.775669642857142,5.846071428571429,5.188763322919907,5.436898934256107,5.06399282048022,4.678317133717478,4.917916666666666,5.1243750000000015,4.4881947907809,4.696766195022286,4.8557598956273225,4.897920661121573,9.7125,7.166666666666667,6.48809091356186,7.526000007513676,5.920717921947832,6.07161780670438
2000-02-29,POMRB,5.305,3.555,6.67625,5.533333333333332,14.7475,11.160833333333333,7.863749999999998,6.956096710263734,8.160595848853763,9.721091845637424,7.320645591173237,6.5740625,3.046249999999998,3.0627217945319183,3.4574941335385887,3.6361727160852197,3.308702158294665,5.848705357142857,5.879419642857143,5.783757993751944,5.969678062750905,6.12093410707191,5.852826596249184,4.772499999999999,5.180833333333334,4.9062502078018735,4.852630507990764,6.006708416122254,4.937585900508607,11.513958333333333,8.640208333333334,9.791854548137117,8.378853067012493,8.97554096707809,6.711320218837168
2000-05-31,PREMON,22.20666666666667,15.9525,8.16,6.11,18.905,13.230833333333335,10.582916666666666,13.056324692824909,9.907009818172858,11.165830116046527,10.021101903391537,9.03,5.618124999999998,8.21863307671915,6.759653073356236,6.946102295636944,3.4512754722659666,6.084017857142857,5.671919642857143,6.734254796251166,7.07262294917756,8.117816402419693,8.494987599081018,5.0,4.655000000000001,5.387750124681125,5.10333528698325,6.062859255914982,6.389712144112215,13.398333333333333,10.784791666666667,13.437112728882271,9.621403842502948,13.501505741099518,11.723107208784558
2000-08-31,MONSOON,12.353333333333332,8.4225,4.201428571428572,4.433333333333334,9.256666666666666,16.613958333333336,11.73875,12.775128149028276,10.226921176208737,7.2017471376352855,10.01012902339194,11.86625,7.5299999999999985,8.30017984603149,7.953198789635419,3.878322467864322,5.296830225662523,6.22405505952381,6.025491071428571,5.721124306322128,6.28157792839078,3.1641276456495877,3.9569631101613414,5.300416666666666,4.8900000000000015,5.005983408142008,4.912462940836836,3.0517224427808,3.7747756030868507,14.902604166666666,12.243125000000001,11.764934303996029,9.580560871719124,6.39715043410067,8.854388761037907
2000-11-30,POMKH,19.026666666666667,14.19,5.5325000000000015,4.363333333333333,15.304999999999998,17.297291666666666,14.722916666666666,15.275743556083633,11.33052652532507,10.153175664664921,8.816535830972832,13.972499999999998,10.53,10.656107907618894,10.7418205464861,7.051849262834162,6.200915752634854,6.491190476190477,6.1425446428571435,5.645674583793277,6.085171741232624,5.421943419120965,5.154443337481941,5.5062500000000005,5.110000000000001,4.748923378218538,4.750588291689457,4.695515254827638,4.470274287251344,15.555104166666666,14.553541666666668,13.180960582397617,10.257419060140608,9.246208340784042,9.676153834162175
2001-02-28,POMRB,20.433333333333334,14.245,7.328333333333332,7.0566666666666675,17.54,16.015,18.505000000000003,17.338779466983514,12.473534294135018,13.473330024153482,9.877627819566353,14.68052083333333,13.202499999999999,12.091664744571336,13.493519185069395,9.941301518954262,8.18330079359922,6.418958333333333,6.305565476190477,6.318738083609299,6.653613595266545,6.502301941534536,6.435954216001605,5.304166666666666,5.4908333333333355,5.67202069359779,5.241305114854358,6.2461607536577946,5.270054754708101,15.24302083333333,15.251666666666665,14.92457634943857,11.118081130681336,13.625259201037164,12.49512034848117
2001-05-31,PREMON,12.545,22.1125,9.645,6.2333333333333325,21.3325,15.42375,16.089583333333337,15.421267680190109,12.50549224932153,16.865627116008625,18.99926668692587,13.313541666666666,14.7425,16.0999988467428,18.52237477483509,14.52604710685106,11.828444404413059,6.21438244047619,6.676815476190476,7.64924285016558,8.154458551741797,8.556677404806909,8.903477840858493,5.2675,5.521666666666668,5.896545749492007,5.42857956302323,6.7956218537823085,7.070422359636035,14.270312500000001,15.858541666666664,17.487745809663142,12.324500943749934,17.735519651668316,16.54672887687442
2001-08-31,MONSOON,11.756666666666666,7.926666666666666,2.138571428571429,2.6933333333333334,4.3325,13.664791666666666,15.94041666666667,13.955427274780732,12.436403317587137,10.271700270515321,8.055729747395997,11.174791666666666,14.618541666666665,12.830665974712346,19.15748317368905,11.04544594524161,12.57538736239242,6.298080357142857,6.16110119047619,5.444974281527919,6.218710835424972,3.8251622779511187,4.709577952237858,5.523125,5.086666666666669,4.615260783028537,4.76412056223646,3.5503218198199007,4.387155907706079,13.4234375,14.627499999999996,12.225647485797886,11.385261906032952,10.226809256421575,10.261852512038848
2001-11-30,POMKH,14.893333333333333,3.75,5.95875,5.8100000000000005,12.4475,12.390625,14.907083333333336,14.330589698201774,12.762316238546614,12.595412728164042,12.515936285515254,8.543229166666666,12.008541666666666,9.198399584827406,18.022278793786846,11.99111710332464,12.480784319870503,6.368705357142858,6.26766369047619,5.6504845689167515,6.0758689707248275,5.504491899453905,5.321137637549283,5.559374999999999,5.448333333333335,5.0931564698171226,4.967235494023671,4.333969458691696,4.118521031205081,12.18125,13.913124999999996,12.31438849147873,11.513005269357603,11.116483480865964,10.395061903361086
2002-02-28,POMRB,10.495,7.575,7.571666666666667,7.6549999999999985,13.6225,12.594583333333333,12.422500000000003,12.796353818921062,12.506540164123413,14.789846006904073,12.679895224849087,8.518958333333334,10.341041666666667,8.549039750896444,17.460918144587097,10.409346384295102,10.383932203798455,6.798842261904762,6.328497023809524,6.418957408016718,6.642573044743942,6.657843986207089,6.747294890088641,6.125833333333333,5.597916666666667,6.117893881890273,5.543416013894892,6.579391002716159,5.861361149995691,12.5165625,12.933749999999995,12.837633094887238,11.764213682002948,14.43730837186424,11.586727211693482
2002-05-31,PREMON,12.29,7.73,9.966666666666667,5.925,15.312499999999998,12.575,12.358750000000002,12.593812291352638,12.5030607913579,16.25534125935205,13.389417730868352,10.85375,6.745416666666666,8.221423850537867,16.580871018627263,12.918844273108782,11.155125935375644,7.354239583333333,6.408913690476191,7.838041111476697,8.192521308837064,8.730864112686572,9.198894004071786,6.6327083333333325,5.520833333333334,6.040736329134164,5.589173411877581,7.230713624230244,7.383075376595741,14.127604166666666,11.428749999999994,13.827579856932342,12.185063577859246,17.48894576891459,15.823808849966088
2002-08-31,MONSOON,13.643333333333333,22.115,5.258000000000001,7.533333333333332,13.035,12.573958333333334,12.830416666666668,13.013620708144916,12.666810886657085,9.722238457157207,9.331515214534905,13.063958333333334,10.2925,13.778854310322721,19.415293981301062,5.724073958807482,7.556402018048217,7.617000000000001,7.188770833333334,6.806024666886019,7.461916639567295,4.030670022384909,4.510000659958037,6.3308333333333335,6.730833333333333,6.637775130813832,5.99107512811865,3.699764661213522,4.311504805518824,14.922187500000001,13.604374999999994,13.510547914159405,12.287962176235228,8.68795956362619,6.329613344026837
2002-11-30,POMKH,12.85,8.24,7.2825000000000015,5.025,16.633333333333336,12.412083333333335,12.319583333333334,12.94817242488695,12.71289817066567,12.463009971263894,13.816240925571606,16.594791666666666,11.415000000000001,11.563312586193632,18.147839691060746,12.341812446030762,9.951044113478806,7.474708333333334,7.519708333333334,6.996614800131612,7.586872537295413,6.328843190374492,6.26721119261404,6.123958333333333,6.534583333333332,5.992665078488299,5.726043390671542,6.285682121499412,6.262950476016316,17.09947916666667,14.65083333333333,14.759662081828978,12.8028786139102,11.869972548697087,11.425155921599835
2003-02-28,POMRB,12.53,20.766666666666666,8.35,6.025,15.793333333333333,12.007083333333334,12.828333333333335,12.78090345493217,12.71394836586099,14.330296751081852,11.094652535738568,18.182916666666664,14.712916666666668,15.244654218382845,20.04955098054806,11.963464040520542,10.169875874766348,7.590732142857144,7.714291666666668,7.537968880078966,8.100282515872536,7.588255011286674,7.839800027238246,6.319479166666667,6.127083333333332,6.005599047092979,5.751589700348223,7.479566614537784,7.007309552408703,19.26666666666667,15.193541666666661,15.173130582430721,13.158210630902536,15.959064907913923,15.316745270779716
2003-05-31,PREMON,8.96,22.785,8.05,5.9,30.56,11.867083333333333,11.995833333333335,11.252542072959303,12.274845519507641,16.222852549577304,13.36803074167398,19.401041666666668,18.476666666666667,18.260792531029708,22.250821116633432,17.856352936604388,12.466056769051901,8.113883928571429,7.235125,7.74278132804738,8.360575667360042,9.628977658304933,10.232840323582362,7.057500000000001,6.120833333333333,5.963359428255788,5.742600146129472,7.158710666667418,7.147544028154212,18.904062500000002,19.00541666666666,21.32787834945843,15.212236417464956,19.155986271010597,17.278612281814016
2003-08-31,MONSOON,13.733333333333334,19.765,8.102857142857143,9.1225,15.125,11.716666666666667,12.018333333333336,12.244858577108914,12.477394161922838,9.12522412460103,9.922383510327771,20.393750000000004,17.889166666666668,18.862475518617824,23.310119513403624,13.60304642824283,17.40424960983018,8.355178571428572,7.946339285714286,7.886811653971286,8.535697149896919,4.330994996341488,4.922342367436039,8.05625,6.5181249999999995,7.227015656953473,6.470907778363548,3.645821820842348,4.683832736578026,18.201041666666665,19.527916666666663,18.846727009675057,15.20534929287625,13.394737466356403,12.234644841107267
2003-11-30,POMKH,11.64,20.335,8.622857142857143,9.34,11.642499999999998,13.04625,11.715833333333336,12.002915146265348,12.39733643441717,11.983610761086528,13.29127508476805,21.224583333333335,20.91291666666667,19.451485311170693,24.195026822075764,17.24691013859937,15.081598301611878,8.773928571428572,8.281428571428572,8.181229849525629,8.837517526681035,7.1695628438877375,7.256104320398691,9.0515625,7.596874999999999,8.072209394172084,7.077254347481794,6.8630772176728385,6.676139480328136,16.495312499999997,18.280208333333327,15.965036205805031,14.788802091671695,15.991032592520549,17.08986545805441
2004-02-29,POMRB,12.536666666666667,16.613333333333333,8.94,9.7,15.16,13.411458333333336,11.717500000000003,12.216415754425874,12.437517716744805,13.725820526884148,11.162616316350265,21.65645833333333,19.874583333333337,18.316224520035746,23.753854513593136,18.958885974756264,18.484210942214986,8.728214285714285,8.428928571428571,8.484737909715378,9.164585294754582,8.53508510988594,8.867692553518276,8.9871875,8.515624999999998,8.723325636503251,7.622882429406954,9.493075224467178,8.859354234285846,13.586875,18.121874999999992,15.643021723483018,14.835854540957651,18.040594323675094,14.645273648979543
2004-05-31,PREMON,19.59,33.585,10.81,10.1875,17.5475,12.225416666666668,14.375000000000002,15.165849452655525,13.342189836458997,15.72300244814548,11.497978148568995,21.553645833333334,22.574583333333337,24.42373471202145,27.68968905246564,21.610491136549832,18.244906779807543,8.119285714285715,9.118928571428572,9.414842745829226,10.185100289722957,10.500026012382145,10.841981685498594,8.038124999999999,9.587499999999999,9.308995381901951,8.151184420775737,9.81062015086653,9.61424855190546,12.0015625,14.868749999999991,16.404813034089813,15.158777997314948,20.62984332949366,18.572287238566243
2004-08-31,MONSOON,6.025,12.42,4.977142857142857,4.319999999999999,4.87,12.543333333333333,12.447916666666668,11.509509671593316,12.465060414146132,10.530776312040324,14.335143438379253,24.389791666666667,20.738333333333337,19.62224082721287,25.539541507877004,19.40563189413617,20.92718695785276,7.711428571428572,8.337500000000002,7.639762790354679,8.524217506122355,5.603209203968099,6.607201911272001,7.534791666666666,8.386874999999998,7.31339722914117,7.216416020827804,6.926180192286151,8.436710250602811,11.564791666666666,12.304999999999993,11.790887820453888,13.949458311318049,11.626088528896648,9.396181121266144
2004-11-30,POMKH,9.86,26.8575,6.877142857142857,6.55,9.215,12.759583333333333,12.002916666666668,10.849705802955988,12.167103519416298,11.828888715402606,10.253969860665055,23.325,22.36895833333334,22.516344496327726,27.038703149400522,19.227090870239056,18.875216020197385,7.466428571428571,7.901071428571431,7.33471481706995,7.834910289268628,7.50776757509562,7.7744017844537865,7.2859375,7.689374999999997,7.008038337484702,7.01061988406079,7.037729545888056,7.224861915727886,11.306770833333333,11.698124999999994,10.760532692272331,13.394537288300276,12.322869229669168,9.830569285763007
2005-02-28,POMRB,16.86,32.78,7.422857142857143,8.463333333333333,14.093333333333335,13.593541666666667,13.08375,13.253823481773592,12.768113954838089,13.29285499130736,11.034010030174416,21.2640625,26.410625000000007,26.621806697796636,29.876697591309338,22.25965767885344,19.747470364762687,7.55875,7.521785714285716,7.369971747384827,7.502381392562227,8.430717818183648,8.771489839531275,7.632916666666666,7.380208333333331,7.590156335824155,7.2898138834000585,8.528608415773542,8.054999229204357,11.654270833333335,11.431458333333328,12.093652948696732,13.47989142560481,14.650130756345217,11.355411169346375
2005-05-31,PREMON,16.996666666666666,8.9,10.367142857142856,9.433333333333332,16.55,15.542083333333332,12.435416666666665,14.750960755730823,13.313006424497134,16.104303292509396,15.719072398107212,22.005625,20.23937500000001,19.533084018677982,26.02259034410983,28.651771540355572,25.716114160113808,7.67625,7.411071428571429,8.56884019128804,8.497908826463853,10.095620698641453,10.42616177218109,7.991354166666666,7.191666666666665,8.327427134827825,7.724528056527363,8.741565001634449,8.650108497915683,12.041458333333333,11.182083333333328,13.876191769218039,13.844763067226275,17.759519183920027,17.34353375876171
2005-08-31,MONSOON,15.29,20.6175,6.158571428571428,7.849999999999999,8.6475,16.262083333333337,14.751666666666667,14.966576453438494,13.581390948373622,10.40282728160049,10.231792867642708,18.505,22.28875000000001,19.96685041120679,25.22572391001577,17.223113393545436,17.579710308929005,7.568714285714286,7.706428571428571,7.604732686201395,7.62772619752923,5.1906376881478025,6.008411177667982,7.747812499999999,8.074166666666665,8.136456280896695,7.695607498287291,5.978115788932563,7.081817315809708,11.932291666666668,12.126458333333328,11.784715061530825,13.235269472546396,9.174961804514073,7.895267475170499
2005-11-30,POMKH,16.183333333333334,24.5925,6.635714285714287,5.8874999999999975,8.535,16.26083333333333,16.3325,15.45327920539643,13.927302536235418,13.308988887669287,12.632494855843483,15.183124999999999,21.72250000000001,21.817110246724074,25.41711616832457,20.06236084200511,20.826097732250467,7.248464285714285,7.646071428571428,7.217125326006552,7.0972919254681015,7.433721614922538,7.595436404944379,7.395104166666665,7.908541666666664,7.2368737685380164,7.225776659735352,7.810288100448723,7.891011012748593,12.190208333333334,11.956458333333327,10.484829036918494,12.684218774684028,11.265906643224456,10.355810559826793
2006-02-28,POMRB,16.296666666666667,7.040000000000001,6.803999999999999,7.1775,13.9,15.71875,16.191666666666666,15.790634189904527,14.245189322109907,15.602104475248042,14.957357864683463,14.008750000000003,15.287500000000012,15.906266148034444,21.080057660260184,22.193584461158217,22.592481044423817,6.553041666666668,7.491357142857143,7.05187519560393,6.7686944332978864,8.321123998297582,8.509077585517604,6.728749999999999,7.5870833333333305,7.21312426112281,7.160932756296974,8.749769207258774,8.3120393461236,12.448437499999999,11.908124999999993,11.850897422151096,12.830349645727875,13.677544348249452,12.694849190004808
2006-05-31,PREMON,17.549999999999994,8.065000000000001,8.424000000000001,7.8975,18.806666666666665,14.500208333333333,16.33,16.494380513942716,14.678965892803202,17.92177383737015,15.850553457267214,11.5721875,15.078750000000012,12.769759688820667,17.44636770650758,21.121503506498684,14.261013095775615,6.2204226190476195,7.00557142857143,7.600725117362359,7.217612834869962,9.877872148548855,10.191163173537742,6.0531250000000005,7.203124999999998,7.486874556673687,7.275625770983054,8.383687964487606,8.378520592699996,12.350208333333331,12.47229166666666,14.633205119957324,13.537621117091748,16.961354319976,16.852459246528372
2006-08-31,MONSOON,10.4,12.0575,2.5383333333333336,4.055,8.456666666666667,13.674166666666666,15.1075,14.05662830836563,14.178798077699218,12.003880721618327,12.24030902481778,10.298124999999999,12.938750000000011,12.4848558132924,15.31210053725376,11.639364307681017,14.939184310565622,6.352333333333333,6.100511904761906,5.5757684037507484,5.314499919985393,4.606458752515456,5.434161525427666,5.9896875000000005,6.254374999999999,6.1141247340042115,6.486672555908093,5.16762832369367,6.3718461275169105,12.291666666666666,12.424583333333326,12.162589738641062,12.941767869919163,9.06056508977495,8.571418826997993
2006-11-30,POMKH,11.325,13.659999999999998,7.595,4.277500000000002,7.94,13.424583333333333,13.892916666666665,12.963976985019379,13.85336314646961,13.798790336952674,12.431974584888598,10.658750000000001,10.205625000000012,12.954913487975439,13.984762817582196,13.613324695331638,14.898105277499317,6.524333333333334,6.3403333333333345,6.383461042250449,5.826462891677336,6.204760020720556,6.269320482773958,6.259062500000001,5.851875,5.379474840402528,5.934349200054228,5.853050538968783,5.784812068715646,12.08,12.275833333333324,10.473553843184636,12.355115087649192,11.13440098984046,10.493223038645274
2007-02-28,POMRB,14.546666666666667,7.78,6.9,8.280000000000001,14.026666666666666,13.455,13.455416666666665,13.597052857678294,13.964527419388922,15.17631872765819,13.878413233537902,10.263854166666667,10.390625000000012,10.884948092785264,11.60255109069458,14.44106840912358,11.098803820514789,6.797041666666667,6.364333333333335,6.590076625350269,6.062143553604878,7.556891133980581,7.554635851103257,6.721562500000001,6.1274999999999995,6.5396849042415175,6.4252753535928,6.925951995803042,6.393957099888361,12.443333333333335,12.30749999999999,11.894798972577448,12.554892592452175,13.442293965122794,12.674930867630046
2007-05-31,PREMON,17.30333333333333,10.21,9.704,8.95,16.986666666666668,14.127708333333334,13.393749999999997,15.07956504794031,14.401973248418985,17.269285946938737,15.795011301398063,9.777708333333333,10.926875000000013,10.614968855671158,10.300994291256707,15.838021304613406,10.409205090030849,6.6818333333333335,6.684333333333337,7.835645975210162,7.5161639478246896,9.296331123897035,9.421513680617362,7.66,6.390624999999998,7.50381094254491,6.953398046300711,7.684260248723819,7.612392762179946,13.594583333333333,11.85249999999999,13.931546050213136,13.080052619562924,16.807112447080804,17.03926886162826
2007-08-31,MONSOON,10.89,6.753333333333334,3.44,6.7025,13.183333333333332,15.210833333333333,13.516249999999998,13.403739028764186,13.995828164013123,11.420868401979387,11.331716339696504,10.14875,9.600833333333346,9.070314646736028,8.562721700751212,8.515568811044012,11.006498869715022,6.542458333333334,6.909750000000003,6.077387585126098,6.140405094071895,4.420262254359658,4.95828057659329,8.70375,7.052499999999998,7.183286565526946,6.84435736067131,5.141350160240492,6.102391353365475,14.27625,13.034166666666657,13.632260963461215,13.095145224282366,8.533473735597301,8.119956586848904
2007-11-30,POMKH,16.216666666666665,15.075,5.7716666666666665,9.1375,12.423333333333332,15.926249999999998,14.739166666666662,14.528910083925178,14.295535382548081,13.399475022322093,11.977669339003581,10.536666666666667,9.954583333333346,11.472188788041617,9.227335840377112,9.855628692447937,10.23223444946895,6.788714285714285,6.45391666666667,5.955099217742325,5.902764765389377,6.249598316908747,6.426745571233475,9.163437499999999,8.267499999999998,7.964971939316166,7.316525015736717,6.854127875125963,6.595539967535871,14.468333333333332,14.15499999999999,13.148689911410061,13.018883697095783,11.78326724978531,10.644674361311573
