Date,Season,Karkal,Udupi,Kundapura,Karkal_Trend,Karkal_SMA,Karkal_EWMA,Karkal_DES,Karkal_TES,Karkal_ARIMA,Udupi_Trend,Udupi_SMA,Udupi_EWMA,Udupi_DES,Udupi_TES,Udupi_ARIMA,Kundapura_Trend,Kundapura_SMA,Kundapura_EWMA,Kundapura_DES,Kundapura_TES,Kundapura_ARIMA
1999-11-30,POMKH,5.573333333333332,6.2871428571428565,6.065454545454545,5.679145833333333,5.679145833333333,5.395271304689071,5.348504219536674,5.628704334704271,5.573332126863549,6.619869047619047,6.4658690476190435,5.983511677660187,4.95761237610454,5.414986947120732,5.800437043331897,6.238393308080808,5.932058080808082,5.664719647255369,5.6185581704725225,5.362141036949415,5.220598991535052
2000-02-29,POMRB,5.960416666666667,7.098333333333333,6.57625,5.679145833333333,5.679145833333333,5.621329449480109,5.603087725312747,5.920924107389492,5.960416272938268,6.6013690476190465,6.558369047619044,6.429440339929445,5.328868861433098,7.129189141568648,7.633239302590011,6.272560876623377,6.058065025252526,6.029331788353222,6.195182745017635,6.52770448399268,6.470531350944265
2000-05-31,PREMON,7.627999999999999,9.36,8.208181818181819,5.679145833333333,5.679145833333333,6.423997669688065,6.695375484647861,7.702499426726693,7.627998920502997,6.504761904761905,6.681369047619045,7.601664203957666,6.116025395044535,8.265600703206136,8.870658834332044,6.138900162337663,6.418721590909093,6.90087180028466,7.3787883421755796,8.118267887146857,7.9402021110987615
2000-08-31,MONSOON,3.5548333333333333,3.34,3.6557142857142857,5.679145833333333,5.679145833333333,5.276331935146173,5.468539848974033,3.525019270633943,3.5548324750538347,6.525684523809524,6.521369047619045,5.8969985223745995,5.755231542722598,3.879335820442013,4.053785300158657,6.191073457792207,6.1264001623376645,5.602808794456511,6.363491854289218,3.493375957447371,3.663835389162945
2000-11-30,POMKH,5.573333333333332,6.154285714285713,6.165454545454546,5.679145833333333,5.679145833333333,5.395132494421036,5.451891136976261,5.628712573383449,5.573332384875077,6.411714285714286,6.488154761904759,5.999913399139045,5.907879933853766,5.772462935617456,5.62283628417189,6.145279581529582,6.151400162337665,5.8278670948557245,6.443835379726818,5.3785045669843425,5.159323019601424
2001-02-28,POMRB,5.960416666666667,7.3985714285714295,6.893636363636364,5.679145833333333,5.679145833333333,5.621246163319288,5.653340276456808,5.920929398636311,5.96041631538705,6.222505952380952,6.563214285714284,6.559376610911999,6.27713954735269,7.178206307543802,6.864231158178257,5.942312409812411,6.2307467532467555,6.254174802367981,6.782104239478488,6.544068014739008,6.554458145495112
2001-05-31,PREMON,7.627999999999999,8.148,7.5244444444444465,5.679145833333333,5.679145833333333,6.423947697991572,6.700074496776739,7.702502825001043,7.62799911319504,6.125511904761905,6.260214285714284,7.194825966547199,6.76568304806092,8.686389423212788,8.256593842304095,5.735630591630592,6.059812409812412,6.762282659198567,7.30445421907522,8.134631420453642,8.041859459816838
2001-08-31,MONSOON,3.5548333333333333,3.0383333333333336,2.7157142857142853,5.679145833333333,5.679145833333333,5.276301952128277,5.447781901324508,3.525021453156987,3.554832627528039,6.003904761904763,6.184797619047617,5.532228913261653,6.271344141820358,3.6969546612548267,3.1672945764151823,5.422556727994229,5.824812409812412,5.1436553098048545,5.713781644249447,3.509739484799194,3.523927367927305
2001-11-30,POMKH,5.573333333333332,5.6800000000000015,5.452000000000001,5.679145833333333,5.679145833333333,5.395114504610299,5.418212071581639,5.628713975096799,5.573332549713524,5.846583333333334,6.06622619047619,5.591337347956992,6.2574319032356085,5.873048072289058,5.27951188434607,5.359927308802309,5.6464487734487765,5.266993185882914,5.469834411446621,5.394868086201468,5.205466583965201
2002-02-28,POMRB,5.960416666666667,6.9,5.102500000000001,5.679145833333333,5.679145833333333,5.621235369432846,5.615691372584007,5.920930298878869,5.960416352514466,5.904291666666667,5.941583333333332,6.114802408774196,6.457163585283301,7.194308306149985,6.851285298714402,5.738430194805195,5.198664682539685,5.201195911529748,5.165668306660831,6.560431527748401,6.504021355444787
2002-05-31,PREMON,7.627999999999999,7.388000000000001,8.814545454545453,5.679145833333333,5.679145833333333,6.423941221659707,6.663560762621619,7.702503403176698,7.627999247118361,5.992892857142858,5.751583333333333,6.624081445264518,6.730302969526376,8.43113081159915,8.449560839494504,5.926045454545455,5.521189935064937,6.64653572873603,6.525298314778342,8.15099491808869,7.637681395237605
2002-08-31,MONSOON,3.5548333333333333,4.26,4.453636363636363,5.679145833333333,5.679145833333333,5.276298066329158,5.418008624273306,3.525021824486922,3.5548327332697713,5.965214285714286,6.056999999999999,5.6784488671587106,6.402253462802451,3.371098730987193,3.5925422570136667,6.113607954545454,5.955670454545457,5.769375982696163,5.871796162204337,3.5261029932684784,3.69308744082735
2002-11-30,POMKH,5.573333333333332,5.167142857142856,5.215000000000002,5.679145833333333,5.679145833333333,5.395112173130828,5.396701713840667,5.628714213581188,5.573332664817132,6.131142857142858,5.928785714285713,5.4739264631523685,6.237787391330455,5.7738865867937905,6.010738129824954,6.170088383838383,5.896420454545457,5.547625589617699,5.601877132546718,5.411231609314094,5.524300324039832
2003-02-28,POMRB,5.960416666666667,7.191428571428572,6.84,5.679145833333333,5.679145833333333,5.6212339705451635,5.602322127194796,5.920930452043929,5.960416383691718,6.151267857142858,6.001642857142857,6.160927306462851,6.444273931464053,7.0384732313793466,7.431244828304801,5.808926767676769,6.3307954545454574,6.0645753537706195,6.057357935211163,6.576795048705951,6.207636494001388
2003-05-31,PREMON,7.627999999999999,8.424000000000001,7.52888888888889,5.679145833333333,5.679145833333333,6.423940382327098,6.65775250942771,7.702503501545877,7.6279993457107516,6.154392857142858,6.260642857142856,7.066156383877711,6.868202082191335,8.060681403655082,8.618008963062842,5.5890972222222235,6.009381313131318,6.650300767817928,6.7519451870598495,8.167358453685992,8.152029238949734
2003-08-31,MONSOON,3.5548333333333333,3.385,2.85,5.679145833333333,5.679145833333333,5.276297562729592,5.417247712616381,3.525021887663748,3.554832811114686,6.3084999999999996,6.041892857142857,5.593693830326627,6.3411332509431375,3.6870000915097627,3.851924005490272,5.600472222222223,5.608472222222227,5.130180460690757,5.385000357820401,3.542466517790974,3.4933703100095066
2003-11-30,POMKH,5.573333333333332,6.067142857142858,5.0600000000000005,5.679145833333333,5.679145833333333,5.395111870971088,5.399164796032859,5.628714254155912,5.573332750005042,6.216898809523809,6.2668928571428575,5.783073441053119,6.313899476169503,5.553712807199014,5.628522024306055,5.658111111111111,5.569722222222227,5.102108276414454,5.122396024034169,5.427595120057092,5.233155305414802
2004-02-29,POMRB,5.960416666666667,7.524285714285713,7.086,5.679145833333333,5.679145833333333,5.621233789249319,5.606548863901055,5.920930478102578,5.960416409767868,6.161607142857142,6.3501071428571425,6.4795583503461565,6.552736465877571,7.119176736141765,6.978271640487365,5.814375000000001,5.631222222222227,5.895664965848673,5.781447433707809,6.593158557991355,6.304594487512063
2004-05-31,PREMON,7.627999999999999,7.358333333333332,7.7440000000000015,5.679145833333333,5.679145833333333,6.423940273549592,6.662842451703779,7.702503518281653,7.627999421372632,6.241488095238094,6.083690476190476,6.831068343541027,6.749566852752723,8.223800941310664,8.113597895431331,6.039999999999999,5.685000000000005,6.634998979509204,6.662798267853778,8.183721964924652,8.117228235098846
2004-08-31,MONSOON,3.5548333333333333,4.008333333333334,3.885,5.679145833333333,5.679145833333333,5.276297497463089,5.421949178543444,3.5250218984119623,3.5548328709052086,6.268452380952381,6.23952380952381,5.70197433945795,6.31796025502633,3.574656479666851,3.296402339936086,6.143625000000001,5.943750000000005,5.534999387705522,5.771668114488402,3.558830030720156,3.445447094808679
2004-11-30,POMKH,5.573333333333332,6.082857142857143,5.83,5.679145833333333,5.679145833333333,5.395111831811186,5.402979662876246,5.6287142610586445,5.5733328157122095,6.460535714285714,6.243452380952381,5.854327460817627,6.276223542705345,5.738941622940139,5.443802047354453,6.417305555555555,6.136250000000004,5.652999632623313,5.7819687431010385,5.443958641650657,5.398838205607685
2005-02-28,POMRB,5.960416666666667,7.724285714285713,7.1450000000000005,5.679145833333333,5.679145833333333,5.621233765753378,5.6092937127721605,5.920930482535575,5.960416431715894,6.632648809523809,6.29345238095238,6.602310762204862,6.53747409565819,7.26215584409356,7.060500957567294,6.658361111111111,6.151000000000003,6.249799779573989,6.349526993970565,6.609522085995248,6.500579128128752
2005-05-31,PREMON,7.627999999999999,8.695,9.874444444444443,5.679145833333333,5.679145833333333,6.423940259452026,6.664485159969851,7.70250352112847,7.627999481294085,6.684642857142857,6.627619047619047,7.439386457322917,6.969491775589853,7.969583153879879,8.228188409443172,6.6622361111111115,6.683611111111114,7.699657645522171,8.049641872507578,8.200085493291205,8.066295201366323
2005-08-31,MONSOON,3.5548333333333333,4.048571428571428,3.683,5.679145833333333,5.679145833333333,5.276297489004548,5.422722174305419,3.5250219002400685,3.554832918312655,6.655446428571428,6.63767857142857,6.083060445822321,6.525832153949056,3.8198691973472636,3.9216744741975234,6.655736111111111,6.6331111111111145,6.092994587313303,6.806150205971742,3.575193577068791,3.8986744472907313
2005-11-30,POMKH,5.573333333333332,6.458571428571429,6.0630000000000015,5.679145833333333,5.679145833333333,5.395111826736062,5.403108554125791,5.628714262232486,5.573332867990024,6.469196428571427,6.731607142857142,6.233264838921964,6.5310903676038885,5.949896320104232,6.122626867663063,6.198180555555557,6.6913611111111155,6.080996752387982,6.631897449724896,5.460322186141921,5.3313984491632045
2006-02-28,POMRB,5.960416666666667,7.1149999999999975,6.860000000000001,5.679145833333333,5.679145833333333,5.621233762708304,5.608989278764679,5.920930483289221,5.960416450361173,6.363660714285714,6.579285714285712,6.585958903353177,6.654227124819308,7.5244451456061965,7.658946511691632,5.757,6.6201111111111155,6.39259805143279,6.788779651925568,6.625885632329192,6.629493544620089
2006-05-31,PREMON,7.627999999999999,7.814285714285713,6.4990000000000006,5.679145833333333,5.679145833333333,6.423940257624982,6.663888694623043,7.702503521612244,7.6279995299367505,6.333214285714286,6.359107142857139,7.077289627726191,6.899191014901087,8.27206120607347,8.530520920348822,5.662750000000001,5.7762500000000045,6.435158830859674,6.753166830554031,8.216449037061793,8.18112711136084
2006-08-31,MONSOON,3.5548333333333333,4.085,3.528999999999999,5.679145833333333,5.679145833333333,5.276297487908322,5.42206833372887,3.5250219005505246,3.5548329568454515,6.275089285714285,6.3682142857142825,5.880373776635715,6.446949836902368,3.902857045064148,3.8100404862578063,5.55525,5.737750000000005,5.272695298515804,5.507547059763985,3.5915570919891233,3.251710438837648
2006-11-30,POMKH,5.573333333333332,6.178571428571429,5.462999999999999,5.679145833333333,5.679145833333333,5.395111826078326,5.402509147442899,5.628714262431625,5.573332910602482,6.351964285714286,6.298214285714283,5.99965283741,6.390101793568052,6.118357517356399,5.762679398714947,5.818,5.587750000000003,5.348817179109481,5.271341998268358,5.476685699613165,5.492498426277666
2007-02-28,POMRB,5.960416666666667,6.93,6.600000000000001,5.679145833333333,5.679145833333333,5.621233762313662,5.608503116631376,5.920930483416871,5.960416466355557,6.380714285714285,6.2519642857142825,6.371791702446,6.474325251616047,7.377639485563624,6.98501471227001,6.07375,5.522750000000004,5.849290307465689,5.5980566874745605,6.642249140557733,6.520453999970142
2007-05-31,PREMON,7.627999999999999,8.614285714285714,8.861,5.679145833333333,5.679145833333333,6.423940257388197,6.663540484237444,7.702503521693975,7.627999570218232,6.1780357142857145,6.451964285714284,7.268789307181885,6.867263132846051,8.106146376958629,7.835007237134665,5.941652777777779,6.113250000000004,7.053974184479413,6.899296412030623,8.232812542939623,8.003622448545755
2007-08-31,MONSOON,3.5548333333333333,3.515000000000001,3.213,5.679145833333333,5.679145833333333,5.276297487766252,5.421852895814233,3.5250219006027694,3.554832988794826,6.052142857142857,6.3094642857142835,5.767273584309131,6.311419254862033,3.9906982863027354,3.5004877382337125,5.887930555555556,6.0342500000000046,5.517584510687648,5.65147194514715,3.607920617818617,3.727918495453446
2007-11-30,POMKH,5.573333333333332,5.127142857142856,4.722222222222221,5.679145833333333,5.679145833333333,5.395111825993084,5.4024054298336655,5.628714262464928,5.573332946019207,5.958392857142857,6.046607142857141,5.511221293442621,6.070253012644139,6.132088290198779,5.746582508224834,5.8958055555555555,5.849055555555561,5.199439595301477,5.1932271590502905,5.49304922261562,5.345020043107649
2008-02-29,POMRB,5.960416666666667,6.974285714285713,6.9110000000000005,5.679145833333333,5.679145833333333,5.621233762262516,5.608485147737751,5.920930483438013,5.960416480204461,5.919732142857143,6.0576785714285695,6.096447061779858,6.180900487239512,7.171000566878275,7.12931957878188,5.977930555555556,5.9268055555555605,5.884063757180886,5.742644108297686,6.658612657120047,6.415250037155816
2008-05-31,PREMON,7.627999999999999,7.82,8.613,5.679145833333333,5.679145833333333,6.4239402573575095,6.663588823578108,7.702503521707304,7.627999604127924,6.087321428571428,5.859107142857141,6.785868237067914,6.4487951142255335,8.211300074897565,8.319877500935798,6.305152777777778,5.86480555555556,6.975638254308532,6.988966824844399,8.249176062008075,8.154972107944083
2008-08-31,MONSOON,3.5548333333333333,4.0,4.118,5.679145833333333,5.679145833333333,5.276297487747839,5.4219288703663135,3.5250219006110823,3.554833015722541,6.243035714285714,5.980357142857141,5.671520942240749,6.013228885923449,3.732097146089548,3.911350985242029,6.596875000000001,6.09105555555556,5.832582952585119,6.1313709077680985,3.62428413463843,3.6230379714683507
2008-11-30,POMKH,5.573333333333332,5.982857142857143,6.435,5.679145833333333,5.679145833333333,5.3951118259820365,5.402488044840773,5.628714262470018,5.573332975930349,6.356785714285714,6.194285714285712,5.796055422487306,5.959201873526914,5.741822854771053,6.0226647226888135,6.696056818181818,6.519250000000004,6.073549771551071,6.308447133497525,5.509412746994053,5.475478496217111
2009-02-28,POMRB,5.960416666666667,7.364285714285713,7.532000000000001,5.679145833333333,5.679145833333333,5.621233762255889,5.608561300486217,5.920930483441036,5.960416492299585,6.410714285714286,6.291785714285712,6.423347539206669,6.166447515746383,7.101324669093286,7.377323461693415,6.6365,6.674500000000004,6.656929862930642,6.913300123994742,6.674976195927947,6.741591016393838
2009-05-31,PREMON,7.627999999999999,8.34,8.785454545454545,5.679145833333333,5.679145833333333,6.423940257353532,6.6636518299327765,7.702503521708993,7.6279996330694795,6.409821428571429,6.421785714285713,7.190008523524002,6.551322584902,8.105423968878325,8.340916618598351,6.4577159090909095,6.717613636363641,7.508339735940203,7.958672210662942,8.26553960595893,8.253095481013384
2009-08-31,MONSOON,3.5548333333333333,3.911428571428572,3.469090909090909,5.679145833333333,5.679145833333333,5.2762974877454525,5.421974221353745,3.525021900611921,3.5548330387307825,6.276785714285714,6.399642857142856,5.878576542685829,6.111755949941225,3.870119250920143,3.8517937013896892,6.286272727272728,6.555386363636368,5.892640205200485,6.546532325198662,3.6406476799169725,3.681827822155706
2009-11-30,POMKH,5.573333333333332,6.064285714285715,5.6536363636363625,5.679145833333333,5.679145833333333,5.395111825980605,5.402516242901176,5.628714262470306,5.573333001532884,6.109642857142857,6.42,5.952860211325784,6.080453840240926,5.861594508206338,5.783487240670739,6.330454545454544,6.3600454545454586,5.797038668574836,6.184669919139332,5.525776286613878,5.421901138835331
2010-02-28,POMRB,5.960416666666667,6.218571428571429,6.941818181818181,5.679145833333333,5.679145833333333,5.621233762255029,5.608574734975203,5.920930483440975,5.960416502946483,6.033392857142857,6.133571428571429,6.059144698224042,6.081905113717851,7.228056625450723,7.06222775478194,6.448181818181817,6.212500000000005,6.254950473872174,6.419267630756015,6.691339728762414,6.674234123891398
2010-05-31,PREMON,7.627999999999999,8.148571428571428,9.729090909090909,5.679145833333333,5.679145833333333,6.423940257353017,6.663652721266405,7.702503521708704,7.627999658061891,5.835892857142857,6.085714285714286,6.894915390362996,6.4409502765223285,8.154750720685628,7.982263424542971,6.407613636363636,6.448409090909096,7.644606647959668,7.84278283324282,8.281903133634206,8.203022600640974
2010-08-31,MONSOON,3.5548333333333333,3.4928571428571438,3.467272727272728,5.32159375,5.679145833333333,5.276297487745143,5.421968201687394,3.525021900611489,3.5548330586201367,5.752142857142857,5.981071428571429,5.534092091360655,5.937446337092933,3.843605503797261,3.5681957852839985,6.313295454545455,6.447954545454551,5.973673079684891,6.410812681284754,3.657011215479504,3.861601449862957
2010-11-30,POMKH,5.573333333333332,4.902857142857143,5.33090909090909,4.715541666666667,5.679145833333333,5.395111825980418,5.402506777730322,5.628714262469778,5.573333023698926,5.867857142857143,5.690714285714286,5.2815981119592506,5.7124318529584555,5.862185241315343,5.665650821221195,6.254570707070706,6.367272727272733,5.716567484174571,5.921432180346706,5.542139822021758,5.401262181807441
2011-02-28,POMRB,3.1,6.71,6.51,4.1851875,4.964041666666667,4.477067095588251,4.231832470881499,5.92093048344039,5.960416512385707,5.895892857142857,5.813571428571429,5.85295886717555,5.832543737380224,6.778253403789937,6.8897874925579465,6.210289141414141,6.259318181818188,6.033940490504742,6.017077094657808,6.707703261286034,6.638170895239359
2011-05-31,PREMON,5.64,8.582857142857144,9.691111111111107,3.762916666666667,4.467041666666667,4.9422402573529505,4.613724573350508,6.679173961435458,6.442463844800385,6.0355357142857144,5.922142857142857,6.944918177448187,6.300079515089416,8.067484252644277,8.136255562398969,6.218709595959595,6.249823232323239,7.496808738747289,7.501850088618776,8.298266662345654,8.233390580900487
2011-08-31,MONSOON,1.3,3.2828571428571425,3.1510000000000007,3.8568750000000005,3.9033333333333338,3.48534415441177,2.9738661187044335,2.1565762639177355,2.138550270574166,6.345386904761905,5.869642857142857,5.4800937636117695,5.784696143071634,3.672587403193816,3.824831470262921,6.3315505050505045,6.170755050505057,5.758485243248374,6.034554347318497,3.6733747437287145,3.8416206162552418
2011-11-30,POMKH,4.45,6.23,5.714545454545454,4.19515625,3.622500000000001,3.871206492647062,3.291009710067447,3.9431586248278583,4.229927632270368,6.439702380952381,6.201428571428571,5.780056258167062,5.826979213332293,5.494433941160741,5.857896481619891,6.434047979797979,6.266664141414148,5.740909327767206,5.812217122358322,5.558503347441611,5.335944545868312
2012-02-29,POMRB,4.975,7.861666666666667,7.02909090909091,4.48609375,4.0912500000000005,4.312723895588237,3.913517219358228,4.4365129212725884,4.847185283287695,6.411439285714286,6.489345238095238,6.612700421566904,6.172080670917885,6.783295620160985,7.190880290595902,6.491667263005228,6.396436868686877,6.256181960296687,6.196564600979315,6.724066789829859,6.713843487210002
2012-05-31,PREMON,6.47125,8.185714285714287,9.992,4.751250000000001,4.299062500000001,5.176134337352943,5.289430406102863,6.396606233481563,6.937504978934857,6.348444047619048,6.390059523809525,7.241905967225858,6.568174868416327,8.322550961555928,8.498206010463406,6.4539197532831825,6.471659090909101,7.750509176178013,7.846915039757051,8.314630195165607,8.406802029582028
2012-08-31,MONSOON,2.79625,3.4538952380952384,3.311065376769094,4.595000000000001,4.673125000000001,4.224180602411765,4.4565656409909815,2.2724828628139893,2.822585512194898,6.078704464285714,6.4328190476190485,5.72670167557361,6.076924687033252,3.6110713676497417,3.879869899937043,6.317868616919547,6.511675435101375,5.974731656414445,6.414076008622793,3.6897382789688034,3.839754120720585
2012-11-30,POMKH,5.075000000000001,5.555,5.2525,4.25671875,4.8293750000000015,4.56450836144706,4.866194407606136,4.552890554187583,5.038434892995728,5.947500595238095,6.264069047619048,5.658021005344166,5.982150732170203,5.804724645702169,5.878292366327509,5.960279044727033,6.396164071465011,5.685838993848668,5.93762033478629,5.574866883904007,5.382011710250946
2013-02-28,POMRB,3.1,6.3787499999999975,6.402727272727272,3.9657812500000005,4.360625000000002,3.978705016868236,4.16334370713262,5.051707085633206,5.426388731010194,5.946574404761904,5.8933398809523805,5.946312603206499,6.042273623097173,7.151464105320397,7.062181711270053,5.631721320201229,6.239573162374102,5.97259430540011,6.020846366739407,6.7404303222229744,6.640921190119172
2013-05-31,PREMON,5.64,8.619,7.7576470588235305,3.700625,4.152812500000002,4.643223010120941,4.872962661761038,6.120919943646404,6.26341708588513,5.802058152173912,6.001661309523809,7.015387561923899,6.514996917351941,8.20589742513997,8.029595416470453,5.544957713322484,5.680984927079984,6.686615406769478,6.6875877504490715,8.330993722091774,8.399021229198368
2013-08-31,MONSOON,1.3,3.0131999999999994,2.91695652173913,4.0912500000000005,3.7787500000000023,3.3059338060725647,3.315299933535063,1.7980406456129558,2.088522158457409,5.769636906199676,5.891487499999999,5.414512537154339,5.942269421169352,3.514815714154416,3.3679508454899976,5.506972573462344,5.582457713322493,5.178751852757339,5.2811979431119696,3.706101786750684,3.4055047682468214
2013-11-30,POMKH,4.45,4.8395652173913035,4.9525000000000015,4.7678125,3.622500000000002,3.763560283643539,3.6417189718560987,3.71289106651742,4.250677041665531,5.877944250475772,5.712628804347825,5.184533609249125,5.7223933943006084,5.6580373167537985,5.465598381704662,5.548999293184746,5.507457713322493,5.0882511116544045,4.943394557375537,5.591230388194466,5.376190732859479
2014-02-28,POMRB,6.849999999999999,6.834814814814815,6.3988461538461525,5.3496875,4.560000000000001,4.9981361701861236,5.267986002881849,4.288624829536978,4.72713710346241,6.055926826233348,5.82664500805153,5.844646091475401,5.879601534341467,6.805035226898337,6.751409170171697,5.690520619807962,5.506487433602213,5.612489128531104,5.310276517331444,6.756793823822489,6.570890318755971
2014-05-31,PREMON,7.3025,9.02939393939394,8.097741935483871,5.88,4.975625000000001,5.919881702111674,6.916263278282709,6.972417316594717,7.655105630018856,6.176297319892769,5.9292434929000155,7.118545230642816,6.441905535297468,8.27374354965788,8.156357031874157,5.793411135235733,5.591511152767298,6.606590251312211,6.402768546748913,8.347357223519092,8.373369123539685
2014-08-31,MONSOON,4.2925,4.026666666666667,3.709032258064516,5.9221875,5.723750000000001,5.268929021267004,6.486073988137585,2.9396786024207113,3.5145784342213995,6.155935658670034,6.182610159566682,5.881793805052356,6.06507077949138,3.310351217340285,3.586734056923335,5.803894747725393,5.789530086848645,5.447567054013133,5.50154244996197,3.722465290931616,3.4407300633740587
2014-11-30,POMKH,5.700000000000001,4.7890625,4.983548387096778,5.7390625,6.036250000000002,5.441357412760203,6.644062314082101,5.516684947283339,5.847784620939753,6.112076231060606,6.169984480218856,5.444701283031414,5.837189669768021,5.419507272903741,5.838540297751202,5.758682795698925,5.797292183622839,5.261959587246591,5.239679962613123,5.6075938989735,5.490636772899643
