Date,Season,Andimadam,Jayankondam,Thirumanur,Ariyalur,T.palur,Sendurai,Andimadam_Trend,Andimadam_SMA,Andimadam_EWMA,Andimadam_TES,Andimadam_ARIMA,Jayankondam_Trend,Jayankondam_SMA,Jayankondam_EWMA,Jayankondam_DES,Jayankondam_TES,Jayankondam_ARIMA,Thirumanur_Trend,Thirumanur_SMA,Thirumanur_EWMA,Thirumanur_DES,Thirumanur_TES,Thirumanur_ARIMA,Ariyalur_Trend,Ariyalur_SMA,Ariyalur_EWMA,Ariyalur_DES,Ariyalur_TES,Ariyalur_ARIMA,T.palur_Trend,T.palur_SMA,T.palur_EWMA,T.palur_DES,T.palur_TES,T.palur_ARIMA,Sendurai_Trend,Sendurai_SMA,Sendurai_EWMA,Sendurai_DES,Sendurai_TES,Sendurai_ARIMA
1999-02-28,POMRB,,13.736666666666665,0.515,2.745,23.55,3.3244444444444445,,,,,,9.027708333333333,12.423541666666663,11.959401004530346,8.926669409506127,8.118239587920582,7.556015382326669,2.8775,3.0637500000000024,2.2985179314790396,2.22410740028089,4.439349463011641,0.0,6.294999999999999,6.225000000000001,5.40587400892416,6.636838087628662,5.295657763039316,5.787037153300087,15.789583333333335,18.65000000000001,18.4752193204224,16.755413558869204,20.802630205565283,22.0347487947281,15.406527777777779,15.753194444444443,12.788490754916612,14.584954509944335,15.051409576114088,12.537150858730415
1999-05-31,PREMON,3.14,3.376666666666667,3.745,7.97,14.7,26.315,3.14,3.14,3.14,3.14,0.0,7.117395833333334,10.036458333333329,8.526307269384874,4.983493274354666,12.283463968928686,9.968255907344762,2.899375,2.816250000000003,2.877110758887424,2.5148647728586537,4.818476220897906,0.0,5.7875,6.376250000000001,6.431524405354496,7.478339603135052,7.791564503553734,6.493708197699783,16.674166666666668,16.07500000000001,16.96513159225344,15.299038068793719,23.929813740877698,25.132262857151204,14.331111111111111,15.753194444444443,18.199094452949968,14.104208652528373,23.089764724417062,19.28938872813788
1999-08-31,MONSOON,,4.55,4.915,5.44,14.41666666666667,11.41,,,,,,6.394583333333332,8.018958333333329,6.935784361630925,3.9180388599822824,10.802928882506178,2.4503380815676405,3.1037500000000002,2.9387500000000024,3.6922664553324545,3.0219643761539405,5.276017408861879,0.0,5.560625,6.213750000000001,6.034914643212698,6.864659352123978,7.089854294153233,6.260864663177188,19.07479166666667,15.504166666666677,15.94574562201873,14.159375403528305,14.224450921943003,10.261647945905986,13.60236111111111,15.05986111111111,15.48345667176998,13.6393089211795,13.025491410061095,8.630400474457002
1999-11-30,POMKH,,3.2,2.265,5.29,18.71,13.36,,,,,,6.75625,6.215833333333329,5.441470616978555,2.919584859557296,7.880079618057964,3.301788234294006,3.204375,2.8600000000000025,3.1213598731994727,2.677022885353116,3.791869680024132,0.0,5.478125,5.361250000000001,5.736948785927618,6.3451275938870335,7.130684596750719,7.156798554176132,20.186666666666667,17.84416666666668,17.05144737321124,14.753185148494051,5.643689932584623,13.59278663000979,13.135173611111112,13.602361111111108,14.63407400306199,13.189733127114964,17.394805823774067,14.589573547796835
2000-02-29,POMRB,,15.166666666666664,2.4650000000000003,4.34,33.395,3.3244444444444445,,,,,,8.834166666666667,6.573333333333329,9.331549036853799,7.623893093643916,5.3524285779753376,2.322136780162818,3.089375,3.3475000000000024,2.8588159239196838,2.4916336837549276,4.439349101817233,0.0,5.476249999999999,5.760000000000001,5.178169271556571,5.550610752526251,3.7742013761880795,4.4002939094957885,18.782083333333333,20.305416666666684,23.588868423926748,20.53871368346985,22.31642336914326,24.7544658940244,11.74423611111111,13.602361111111108,10.110222179614972,12.754976075259833,2.3909811563463648,4.631951033687203
2000-05-31,PREMON,3.14,4.84,2.6,5.715,13.75,22.5775,3.14,3.14,3.14,3.14,0.0,10.68625,6.939166666666662,7.534929422112279,5.089982869811609,10.333665338627632,11.00596078098002,3.145625000000001,3.061250000000002,2.75528955435181,2.39920612751139,4.81847611111989,0.0,5.715624999999999,5.196250000000001,5.392901562933942,5.623480170540532,7.804799081244463,6.495409521366187,19.292916666666667,20.067916666666683,19.65332105435605,19.14297107831961,18.41144909625048,17.570375779061166,10.837361111111111,12.667986111111109,15.097133307768985,12.33454953545792,24.982491259576243,19.71472088392622
2000-08-31,MONSOON,,19.71,5.1400000000000015,7.68,4.13,4.02,,,,,,8.886666666666667,10.729166666666663,12.404957653267367,10.422191062401053,9.516925148849264,3.512231879996262,3.1375000000000006,3.1175000000000024,3.7091737326110863,3.0011983112769345,5.27601735347445,0.0,5.559375,5.7562500000000005,6.307740937760365,6.569522320322834,6.045057970477628,5.326721414670828,21.089583333333334,17.496250000000014,13.443992632613629,14.666464956445916,17.97834270373125,15.093706626974956,10.85423611111111,10.820486111111109,10.666279984661392,11.927980861987027,9.77528098169136,9.418078576986051
2000-11-30,POMKH,,2.856666666666667,2.49,4.965,33.083333333333336,13.495,,,,,,8.2246875,10.643333333333329,8.585641258627087,5.355621441190598,9.792538019737737,14.302911230315358,3.765,3.1737500000000023,3.2215042395666518,2.7216771102125383,3.791869527108046,0.0,5.36,5.675000000000001,5.770644562656219,5.978932413877667,6.559033370112935,5.714489432382328,19.56458333333334,21.089583333333344,21.29972891290151,20.475908970761925,16.855188246941324,24.52186702828971,10.387048611111112,10.854236111111108,11.797767990796835,11.5348134873507,11.172866547706175,11.214231430801844
2001-02-28,POMRB,,1.1133333333333333,2.175,3.415,33.395,3.3244444444444445,,,,,,7.3374999999999995,7.129999999999997,5.596718088509585,2.600925537097182,6.826174659842174,2.0729908547911826,4.0962499999999995,3.101250000000002,2.802902543739991,2.4464123310157864,4.439348912184428,0.0,5.32375,5.4437500000000005,4.828386737593732,4.889325640578779,4.141298972964835,5.188711177534239,18.039583333333333,21.089583333333344,26.13783734774091,26.148554139831262,33.01419955247305,36.646220252283975,10.56423611111111,10.854236111111108,8.408438572255879,11.154605532008802,1.2342974567992337,2.8215886202585185
2001-05-31,PREMON,3.14,13.597499999999998,7.91,5.045,1.55,18.84,3.14,3.14,3.14,3.14,0.0,5.3410416666666665,9.319374999999997,8.79703085310575,6.828524743869992,8.787664107641309,0.8079100880983138,3.6500000000000004,4.428750000000002,4.8457415262439945,3.7597370908491428,4.818475899321595,0.0,6.273124999999999,5.27625,4.9150320425562395,4.884467653251111,6.966953839740777,5.405229901816763,19.366666666666667,18.039583333333344,16.302702408644546,20.14446284068848,14.346477738262742,10.520327616689793,11.22548611111111,9.919861111111107,12.581063143353528,10.786930025096376,21.103671449983615,16.684483071688714
2001-08-31,MONSOON,,3.855,2.48,8.06,4.13,9.175,,,,,,5.399791666666667,5.355624999999996,6.82021851186345,4.3543420529843715,9.9747759832289,9.867267146332473,8.669375,3.7637500000000017,3.8994449157463964,3.24200357687912,5.276017345418791,0.0,7.568125,5.37125,6.173019225533744,6.264614132165657,6.62475273833231,6.128857685947924,21.924375,18.039583333333344,11.433621445186727,15.412096225670322,4.503119674125363,5.336920108362886,11.24236111111111,11.208611111111107,11.218637886012116,10.431373683982738,3.007561195414241,4.4445891985678045
2001-11-30,POMKH,,2.74,1.58,12.18,43.7,13.63,,,,,,5.594270833333333,5.32645833333333,5.18813110711807,2.896740170803012,7.077822645441403,2.797449152352395,13.526250000000001,3.5362500000000012,2.971666949447838,2.649188178263158,3.791869406605605,0.0,8.22625,7.175,8.575811535320245,9.21155504160694,5.900883564733652,5.402068196972568,23.155,20.69375000000001,24.340172867112038,24.923749037812392,30.113886381822063,34.751869475240156,11.242361111111112,11.242361111111109,12.183182731607271,10.087537146401491,13.297039924177103,11.999740073836907
2002-02-28,POMRB,,1.7,43.24,6.5600000000000005,43.24,3.3244444444444445,,,,,,5.792916666666667,5.473124999999997,3.7928786642708423,1.874725530035812,4.616734643115402,1.988329618014413,13.806250000000002,13.802500000000002,19.079000169668706,13.15923524266816,4.439348705500316,0.0,9.318750000000001,7.96125,7.769486921192147,8.60506784413133,5.11161781178195,6.068176819532886,23.154999999999998,23.15500000000001,31.900103720267225,34.084966229925314,33.240957113371124,34.72766687541109,10.92017361111111,11.242361111111109,8.63968741674214,9.75503399491037,3.006767515237411,6.8008550534117695
2002-05-31,PREMON,3.14,14.566666666666665,5.7,7.165,1.55,18.84,3.14,3.14,3.14,3.14,0.0,5.790416666666666,5.715416666666664,8.102393865229171,6.953299719923506,7.122018285421091,1.2336351644614971,17.205625,13.250000000000004,13.727400101801223,10.566086249181426,4.8184763583688826,0.0,9.957500000000001,8.491249999999999,7.527692152715288,8.397172984936248,7.851546696961764,6.81903594248169,23.4675,23.15500000000001,19.760062232160337,27.314875248696154,6.65664551495135,5.307252938396271,10.597986111111112,11.242361111111109,12.719812450045284,9.433490856615695,19.043449108970197,17.564717438791753
2002-08-31,MONSOON,,4.475,6.93,14.68,4.13,6.5975,,,,,,5.730416666666667,5.870416666666665,6.6514363191375026,4.668153984744665,8.82155543561629,10.570560134699493,15.201875000000003,14.362500000000004,11.008440061080734,9.100705439874444,5.276017294644192,0.0,12.90375,10.146249999999998,10.388615291629172,11.818873251219845,8.96666670386086,8.100512664292028,23.78,23.15500000000001,13.508037339296202,21.36830405528415,9.042568775751645,4.204951510544307,10.59798611111111,10.597986111111108,10.27088747002717,9.122546259617252,8.537427007493157,9.96977581285039
2002-11-30,POMKH,,2.1,24.32500000000001,10.67,46.2,13.63,,,,,,6.1816666666666675,5.710416666666665,4.830861791482501,2.74853800365148,6.2694627017172,3.2473631535089407,10.331562500000002,20.04875000000001,16.335064036648443,12.649537174879418,3.7918694282911325,0.0,17.344375,9.768749999999999,10.501169174977502,12.277649124703482,10.759026485955653,11.014836006597251,23.78,23.780000000000012,26.58482240357772,30.36836823221767,45.31936992114504,43.25304374103632,10.597986111111112,10.597986111111108,11.614532482016301,8.821851003204829,12.59633502206554,13.11922717663569
2003-02-28,POMRB,,1.86,4.465,31.64,43.24,3.3244444444444445,,,,,,8.068125000000002,5.750416666666665,3.642517074889501,1.88408315536081,3.8411177848136617,1.5239022619818496,10.065625,10.35500000000001,11.587038421989066,9.89100986401249,4.439352316604273,0.0,19.199999999999996,16.03875,18.9567015049865,23.318717089509867,7.112075476900527,8.683297860419929,25.9309375,23.78000000000001,33.246893442146636,37.816525954983646,42.97784073944331,40.51895066711249,10.920173611111112,10.597986111111108,8.298497266987559,8.531067119478596,2.384084205073339,5.057092825795078
2003-05-31,PREMON,3.14,18.016666666666676,5.512499999999998,17.61,1.55,18.84,3.14,3.14,3.14,3.14,0.0,9.545208333333335,6.612916666666669,9.392176911600371,8.42755978765732,6.528362658730682,1.349742003469638,6.99875,10.308125000000008,9.157223053193439,8.263783154265594,4.818476559027326,0.0,19.945416666666667,18.65,18.4180209029919,24.31092579735857,12.880110680366037,13.29991813195836,27.925624999999997,23.78000000000001,20.56813606528798,29.570395351593287,2.0247004727340254,4.953978814311322,11.242361111111112,10.597986111111108,12.515098360192535,8.249868107637358,18.07601919202217,15.603984813321098
2003-08-31,MONSOON,,16.116666666666664,4.99,19.08,21.3375,9.175,,,,,,9.535208333333335,9.523333333333335,12.081972813626887,10.215688411389332,9.014320608760794,13.074113850812537,3.86375,9.823125000000008,7.490333831916064,7.005007059911827,5.276017559723548,0.0,18.089166666666667,19.75,18.682812541795137,25.386167893540453,17.2806608961304,17.15076054134561,27.769375000000004,28.08187500000001,20.87588163917279,28.109032326443483,5.350867543327247,8.559002808147634,11.24236111111111,11.242361111111109,11.179059016115522,7.977937842419001,6.2803487127015325,7.006618055146255
2003-11-30,POMKH,,2.275,1.73,12.233333333333334,44.95,13.63,,,,,,7.423125,9.567083333333334,8.159183688176132,5.025700090641822,8.688840400997119,11.695345137590857,3.3846875,4.174375000000005,5.186200299149638,5.282769869320807,3.7918712815028233,0.0,15.72515625,20.140833333333333,16.103020858410417,22.411214317456025,16.25950865231927,15.901494021854363,29.773125000000004,27.769375000000007,30.505528983503673,34.763143263779284,51.33923796406896,47.07496967177148,9.985664682539683,11.242361111111109,12.159435409669314,7.714970916445935,13.747114999273077,13.036707433556774
2004-02-29,POMRB,,1.605,1.98,15.226666666666668,43.24,3.3244444444444445,,,,,,3.810208333333333,9.503333333333334,5.537510212905679,2.679505369374451,5.824002996021852,1.6508941171470037,3.2225,3.553125000000005,3.903720179489783,4.160958081701485,4.439352316972485,0.0,14.991979166666667,16.0375,15.752479181712918,21.367027754642123,21.144852356684318,23.657421310650236,31.776875000000004,27.769375000000004,35.59931739010221,40.18765112125413,47.39489298737997,38.17123759600473,8.484280753968255,11.242361111111109,8.625439023579366,7.460671770244352,3.3863262229656432,6.810119120823365
2004-05-31,PREMON,3.14,1.375,4.165,15.11125,17.580000000000002,8.786428571428571,3.14,3.14,3.14,3.14,0.0,2.054375,5.342916666666665,3.8725061277434074,1.64994597919941,8.076018058052668,1.1646967288004133,3.4475000000000002,3.216250000000005,4.008232107693869,3.9602356164760764,4.818476603125343,0.0,14.666979166666666,15.412812500000001,15.49598750902775,20.312845631754925,14.480686611707121,16.394991481486304,31.933124999999997,31.776875000000008,28.391590434061325,35.74512134973861,5.150295163021919,11.118550345618537,7.510565476190475,8.728968253968251,8.689834842719048,7.2147548178592285,18.858232333858552,17.230988314491817
2004-08-31,MONSOON,,3.855,5.04,15.713333333333333,21.3375,7.2174999999999985,,,,,,3.418541666666667,2.277499999999999,3.8655036766460444,2.298261386983784,7.024468730466927,0.9977931477262109,3.4475000000000002,3.2287500000000047,4.4209392646163215,4.051184987703552,5.276017513890977,0.0,14.661145833333334,14.571145833333336,15.582925838749983,19.649098678063307,17.108503199577772,16.743140010877724,29.994687500000005,31.776875000000004,25.569954260436795,32.42876594524121,24.981088244402628,26.12572437754033,6.7815376984126985,8.239593253968252,8.100900905631427,6.976943713982253,6.962503042404216,8.783261759522315
2004-11-30,POMKH,,0.49,3.48,13.0,46.2,7.797777777777778,,,,,,6.822291666666667,1.831249999999999,2.5153022059876267,1.1213518078477467,4.701298920178973,2.7974491523523946,3.2425000000000006,3.6662500000000042,4.044563558769793,3.7050236395037293,3.7918710855986366,0.0,15.880572916666665,14.762812500000003,14.54975550324999,17.762311996769345,13.384430394452558,13.78656759580159,27.900000000000002,32.089375000000004,33.821972556262075,37.66487853119677,49.09370223042109,39.113585807717286,6.063234126984127,6.781537698412697,7.979651654489968,6.746971291708416,11.22705471776564,8.883243433208465
2005-02-28,POMRB,,14.303333333333333,0.23,14.413333333333336,26.4825,3.3244444444444445,,,,,,9.748697916666666,5.0058333333333325,7.2305146569259096,6.5419389747050225,2.2648175852858268,0.35557719446243163,3.2406250000000005,3.2287500000000042,2.518738135261876,2.614576905458308,4.4393520964697295,0.0,17.330833333333334,14.559479166666671,14.495186635283329,16.987401883782177,18.167350076426718,14.843588844662253,27.900000000000002,27.900000000000006,30.886183533757247,35.52893035257267,47.72622533159911,41.13983116572303,4.936493055555555,6.781537698412697,6.117568770471759,6.5245791358439,0.05802766844464147,1.2776846460640607
2005-05-31,PREMON,3.14,15.906666666666668,4.275,25.68,17.580000000000002,3.04,3.14,3.14,3.14,3.14,0.0,12.9603125,8.63875,10.700975460822214,9.377518204324637,7.678637725289213,10.379467628831927,3.050625,3.256250000000005,3.2212428811571256,2.9229686119497913,4.818476526445056,0.0,17.56625,17.20166666666667,18.969111981169995,21.67652216760097,14.305204074493318,14.715102195464544,25.28325,27.90000000000001,25.56371012025435,30.418514798189264,14.296691624333231,17.684258524355954,3.767083333333334,5.344930555555553,4.886541262283055,6.30951741906245,7.377246072768653,4.805269960348361
2005-08-31,MONSOON,,12.734583333333333,4.915000000000001,16.746666666666666,21.3375,3.95,,,,,,14.838645833333334,10.858645833333334,11.514418609826661,9.15126019369565,9.530528790740611,11.542954911392675,2.8675,3.225000000000005,3.8987457286942755,3.3033169462240397,5.2760174731183795,0.0,16.805833333333336,17.460000000000004,18.080133855368665,20.682225954026556,17.957703537850158,17.046396881806302,22.6665,27.900000000000006,23.873226072152608,27.10445272330205,18.42671468315089,27.99565057417302,2.8330555555555557,4.528055555555554,4.511924757369833,6.101544526098151,4.977392721705499,4.261573823489663
2005-11-30,POMKH,,17.303333333333335,2.085,13.85,25.266,1.71,,,,,,14.596979166666667,15.061979166666667,13.82998449922933,11.008833875193933,8.446898578504031,9.241076355744298,2.8712500000000003,2.876250000000005,3.173247437216565,2.823814818902034,3.79187103775849,0.0,13.977916666666667,17.672500000000003,16.3880803132212,18.52500258670057,14.641258127125635,15.895351691482693,22.666500000000003,22.666500000000003,24.430335643291563,25.621844124136842,43.71593964625468,37.76189324183555,2.66,3.0061111111111094,3.3911548544219,5.900426772830529,5.79911070450556,4.045635852032747
2006-02-28,POMRB,,12.516666666666666,0.15999999999999998,7.48,26.4825,1.94,,,,,,13.718072916666666,14.6153125,13.304657366204264,9.706064901263439,8.551864517433458,12.556470860234572,2.82625,2.858750000000005,1.967948462329939,1.9887126339156074,4.439351711485268,0.0,11.595833333333333,15.93916666666667,12.82484818793272,14.129873585075448,18.099545009577092,16.075585151394854,22.6665,22.666500000000003,25.251201385974937,24.936377577762972,23.10185951196319,20.93918972773504,2.6599999999999997,2.6599999999999984,2.81069291265314,5.7059382203739135,0.010123455803627834,0.7027544616371806
2006-05-31,PREMON,3.14,15.76,4.375,9.99,17.580000000000002,3.04,3.14,3.14,3.14,3.14,0.0,13.416458333333335,14.578645833333333,14.286794419722558,10.571273257047174,12.39548756545198,9.082941259907688,2.8493749999999998,2.883750000000005,2.9307690773979633,2.5176980890094938,4.818476451423558,0.0,11.253750000000002,12.016666666666671,11.690908912759632,12.279799251592546,18.74432628678484,18.98079535545949,22.666499999999996,22.666500000000003,22.182720831584962,21.735692256702357,13.82648957592134,23.158765500441028,2.66,2.6599999999999984,2.902415747591884,5.517860365065046,0.5276489272869211,-0.15284865478540421
2006-08-31,MONSOON,,5.85,4.455,13.38,21.3375,3.95,,,,,,15.102083333333333,12.857499999999998,10.912076651833534,6.690705333689553,13.301509127064957,11.436523642301879,3.331875,2.7687500000000047,3.540461446438778,2.903355498397801,5.2760174140595595,0.0,10.912500000000001,11.175000000000004,12.36654534765578,12.558481064976197,14.365240410350243,13.666550494346236,22.6665,22.6665,21.84463249895098,20.415488106698042,17.388884460887553,16.643270442178167,2.6418749999999998,2.6599999999999984,3.3214494485551302,5.335981897477219,1.9797456247346217,1.1521308783242556
2006-11-30,POMKH,,21.775,2.73,14.48,25.266,1.71,,,,,,16.672916666666666,13.975416666666662,15.25724599110012,11.93793066243458,10.145556818833633,4.245156301235152,3.816875,2.930000000000005,3.2162768678632667,2.7171249089989074,3.7918708623913955,0.0,11.502500000000001,11.332500000000005,13.211927208593469,13.259911559928495,11.242835406715269,12.44409992451775,22.666500000000003,22.6665,23.21317949937059,20.809948294100874,25.706346851379173,23.62491457579724,2.6237500000000002,2.6599999999999984,2.6768696691330782,5.160098450886576,0.7544108621785339,0.9301145465415659
2007-02-28,POMRB,,21.53,3.375,4.12,26.4825,1.795,,,,,,19.52541666666667,16.228749999999994,17.766347594660072,13.916836475390193,10.78982474238182,15.801415121264174,3.9899999999999998,3.733750000000005,3.27976612071796,2.7577840817599926,4.43935132168693,0.0,13.0625,10.492500000000003,9.575156325156081,9.253920370991048,11.701700496854482,10.263651756429352,22.6665,22.6665,24.520907699622356,21.799797473052987,26.59011465138462,21.87714713379639,2.62375,2.6237499999999985,2.324121801479847,4.990012436351638,1.014267509363017,2.0776397752788496
2007-05-31,PREMON,3.14,19.313333333333333,5.04,18.07,17.580000000000002,3.04,3.14,3.14,3.14,3.14,0.0,21.624375000000004,17.117083333333326,18.385141890129375,13.757689971985863,15.951140203153379,15.62362652403296,4.143750000000001,3.900000000000005,3.9838596724307758,3.222197859254724,4.818476402965558,0.0,14.1175,12.512500000000003,12.97309379509365,12.838616381167174,13.54582820887894,10.10540880022911,22.666499999999996,22.6665,21.744544619773414,19.951689572871036,17.191828295793556,18.792428314306605,2.6237500000000002,2.6237499999999985,2.610473080887908,4.8255327689853,1.9958965499057575,3.0568091574664624
2007-08-31,MONSOON,,25.11666666666667,5.175000000000002,17.78,21.3375,3.95,,,,,,20.91916666666667,21.933749999999996,21.077751800744295,16.16814411428002,16.85671070034234,14.01506302527434,4.110625000000001,4.080000000000005,4.460315803458466,3.5777536854124765,5.276017337080504,0.0,16.2675,13.612500000000002,14.89585627705619,15.204580336239083,14.2659060546673,12.98924157063934,22.6665,22.6665,21.581726771864048,19.686278611333762,20.36768696725068,20.295867555528275,2.641875,2.6237499999999985,3.146283848532745,4.666474651068777,2.8781001861068365,3.5796552068550174
