Date,Season,Haisar Bazar,Sotha,Mehdawal,Semariyawan,Khalilabad,Baghauli,Haisar Bazar_Trend,Haisar Bazar_SMA,Haisar Bazar_EWMA,Haisar Bazar_DES,Haisar Bazar_TES,Haisar Bazar_ARIMA,Sotha_Trend,Sotha_SMA,Sotha_EWMA,Sotha_DES,Sotha_TES,Sotha_ARIMA,Mehdawal_Trend,Mehdawal_SMA,Mehdawal_EWMA,Mehdawal_DES,Mehdawal_TES,Mehdawal_ARIMA,Semariyawan_Trend,Semariyawan_SMA,Semariyawan_EWMA,Semariyawan_DES,Semariyawan_TES,Semariyawan_ARIMA,Khalilabad_Trend,Khalilabad_SMA,Khalilabad_EWMA,Khalilabad_DES,Khalilabad_TES,Khalilabad_ARIMA,Baghauli_Trend,Baghauli_SMA,Baghauli_EWMA,Baghauli_DES,Baghauli_TES,Baghauli_ARIMA
1998-08-31,MONSOON,1.205,1.43,1.32,0.9,0.82,1.04,2.6581249999999996,2.7612499999999995,2.588879292416,2.646663648040764,2.007535691896442,1.521206839506382,3.785,4.482500000000001,3.9247027343359995,4.212665510749086,3.8560909990213665,4.83408863487406,3.2875,3.6475000000000004,3.23065133568,3.353457561778807,2.920078815939176,3.2281166229928777,3.2325,3.4199999999999995,3.2521572218880004,1.2439754183972913,0.7755503484510249,0.9299999223648853,2.74625,3.0550000000000006,2.7111745454079994,2.884551085877357,2.1074667785008345,2.429818164881934,2.80875,3.072499999999999,2.7939347640319996,3.142547133603733,2.601574055947926,2.738874764679052
1998-11-30,POMKH,2.065,2.95,2.84,1.2,2.15,2.25,2.694375,2.6174999999999993,2.3793275754496,2.5085428350084142,2.3886997929362046,2.326971994938154,3.40625,3.9575000000000005,3.5348216406015998,3.77851969641501,3.565149295429923,3.973757343259816,3.18625,3.3475,3.0743908014079997,3.214263971085259,3.208044928407736,3.1488680110053653,3.245,3.2199999999999993,2.4312943331328,1.0830921513907399,1.5064579433915464,1.6999998353144181,2.71625,2.790000000000001,2.4867047272447995,2.7384745355196958,2.6001730117913855,2.0968840316810344,2.75125,2.834999999999999,2.5763608584192,2.814696425121359,2.5922533093098443,2.6377291274777583
1999-02-28,POMRB,3.2,3.57,3.78,2.3,3.25,3.29,2.7099999999999995,2.6987499999999995,2.70759654526976,2.664525555437648,3.021355216216292,2.9089674712240394,3.33125,3.6125000000000007,3.54889298436096,3.6046738855859806,3.898059234123818,3.8727441101236697,3.3912499999999994,3.2275000000000005,3.3566344808447997,3.212659342469045,3.9113261301313735,3.7989563405508298,3.2224999999999997,3.244999999999999,2.3787765998796795,1.0765525423606719,3.185291682474249,2.826666174670625,2.66875,2.702500000000001,2.79202283634688,2.766483309096567,3.4257811828956872,3.3444314865343623,2.96,2.782499999999999,2.86181651505152,2.8654316651129497,3.5669647414206906,3.3106716640399707
1999-05-31,PREMON,4.29,4.85,4.64,8.58,4.7,4.3,2.7175000000000002,2.6899999999999995,3.340557927161856,3.094721003983232,4.279915145993826,4.643618065202729,3.39125,3.200000000000001,4.0693357906165755,3.8797267787366883,6.0063197568569855,5.051960770906664,3.5949999999999998,3.1450000000000005,3.8699806885068795,3.325063621270585,4.762714966542526,4.527435335129872,3.22,3.2449999999999988,4.859265959927808,1.815134743511334,6.842677185261752,6.899999824191807,2.48625,2.7300000000000013,3.5552137018081282,3.0117364825748,4.610984769795703,4.300791714899206,3.1437500000000003,2.719999999999999,3.4370899090309117,3.255675131140005,4.11480336196272,4.1888514919496425
1999-08-31,MONSOON,1.365,2.48,3.29,0.72,0.33,2.96,2.69125,2.7299999999999995,2.5503347562971133,2.75370700241069,1.7691058684504528,1.5168112214291827,3.3100000000000005,3.4625000000000012,3.433601474369945,3.4039043351927343,2.5879400893170392,2.511429824844495,3.55125,3.6375,3.637988413104128,3.257194332051853,2.3556495869059515,2.2686712593887095,3.23125,3.199999999999999,3.2035595759566844,1.6144216952110293,0.8760931897476274,0.919999942811599,2.33625,2.6075000000000013,2.265128221084877,2.606310996665834,1.7801086605504755,1.9352161991899048,3.0625000000000004,3.1999999999999993,3.2462539454185473,3.186129119710279,2.153994359165442,2.93401790052305
1999-11-30,POMKH,1.965,2.38,2.5,1.36,1.18,1.8,2.6731249999999998,2.7049999999999996,2.316200853778268,2.57469848020334,2.255916419472063,2.285581412043748,3.2987499999999996,3.320000000000001,3.012160884621967,2.9774280914613334,2.946581348935886,3.20429869011725,3.55625,3.5525,3.1827930478624764,3.098149241787394,3.3609096238689182,3.5268476515681106,2.6825,3.239999999999999,2.4661357455740105,1.5076362592747332,1.5137474858394473,1.5333331330151108,2.2375000000000003,2.365000000000001,1.831076932650926,2.354806210044742,2.2402954525535606,1.966086622848696,3.02875,3.0874999999999995,2.6677523672511283,2.758277218419024,2.675683335466383,2.6796153841417545
2000-02-29,POMRB,3.09,3.49,3.77,2.23,3.02,3.09,2.7475,2.6774999999999993,2.6257205122669607,2.6882586785678866,2.897264583690933,3.0135190038357154,3.1774999999999998,3.3000000000000007,3.20329653077318,2.976962624753157,3.2931008031116105,3.1363250430006984,3.2125,3.5500000000000003,3.4176758287174858,3.1202960661091614,3.9247003054588956,3.6717299755985016,2.15375,3.2224999999999993,2.371681447344406,1.5157341236122128,3.1232688595093334,2.694999465396998,2.1312499999999996,2.307500000000001,2.3066461595905556,2.3926423041907454,2.9439126578238093,3.038689082547486,2.9487500000000004,3.0374999999999996,2.8366514203506767,2.789126134900683,3.530755065082981,3.025308735386508
2000-05-31,PREMON,4.255,4.84,4.69,4.26,4.14,4.23,2.8325000000000005,2.6687499999999993,3.2774323073601765,3.096121264920989,4.159560742856804,4.502092425647261,3.0737499999999995,3.2975000000000008,3.8579779184639076,3.4401127920568215,5.548463074520651,4.507566617504079,2.8737500000000002,3.5625,3.926605497230492,3.2617227996836498,4.7694737849226065,4.509025004590621,2.1550000000000002,2.1424999999999996,3.1270088684066435,1.7709175066389007,7.1998309460429475,7.3200003964064875,2.15,2.1675000000000013,3.0399876957543333,2.598532446951854,4.179476108519451,4.3293148980220115,2.9112500000000003,3.0199999999999996,3.393990852210406,3.2001567918240106,4.0418581725123035,4.033070771343003
2000-08-31,MONSOON,1.995,1.52,0.49,0.81,0.04,2.39,2.8603125,2.8262499999999995,2.7644593844161056,2.9021501769488722,1.6713837807412046,1.438133004690404,3.0841666666666665,3.0575000000000006,2.9227867510783447,2.8349919029136124,2.255580012891932,2.189859680362851,2.8933333333333335,2.8625,2.551963298338295,2.855446300210622,2.3746465207123157,2.4923016930204733,2.149375,2.1649999999999996,2.200205321043986,1.6159521649721147,0.39604939626306845,0.8699998942203152,2.2621875,2.095000000000001,1.8399926174525998,2.1997110363614736,1.3229087898069087,1.3531313099509334,2.9575000000000005,2.8774999999999995,2.9923945113262436,2.9859715036553944,2.0817097276596757,1.3451076663827597
2000-11-30,POMKH,2.015,2.51,2.59,1.28,1.62,2.07,2.8718750000000006,2.8387499999999997,2.4646756306496633,2.7146275696109696,2.3511549242411878,2.377508502326404,3.067083333333333,3.0900000000000007,2.757672050647007,2.6242620484471346,2.438346526952687,2.4023565214707743,2.800416666666666,2.885,2.5671779790029774,2.760396537478724,2.582074307410216,2.2161167833263486,2.42375,2.1449999999999996,1.8321231926263917,1.5278609132605936,1.0544897935309552,1.4899997952581143,2.339375,2.205000000000001,1.75199557047156,2.06176205646558,1.8165263670502945,1.6775719922323595,2.90625,2.9449999999999994,2.6234367067957463,2.690889929268903,2.491769219304627,2.020083657566487
2001-02-28,POMRB,3.2625,3.4433333333333334,3.8366666666666656,2.265,3.4775,3.19,2.6906250000000007,2.881875,2.783805378389798,2.8487912574253076,2.980507783643591,3.2420512712089,2.973333333333333,3.078333333333334,3.031936563721538,2.7558113115822183,2.9637095867285126,2.922044970656342,2.7091666666666665,2.9016666666666664,3.074973454068453,2.837256917483829,3.3917626791660087,3.362243121898433,2.6825,2.1537499999999996,2.005273915575835,1.5645102588567628,2.551779915198498,2.601999366261336,2.361875,2.319375000000001,2.442197342282936,2.2091405329816296,2.692849926864162,3.169950402090811,2.58,2.9699999999999993,2.850062024077448,2.7877523323282665,3.4486465221401557,3.08418935920621
2001-05-31,PREMON,4.175000000000002,4.75,3.88,6.42,4.3,3.72,2.5743750000000007,2.8618750000000004,3.340283227033879,3.2092890225701103,4.266471006403691,4.519627651346156,2.9970833333333333,3.055833333333334,3.719161938232923,3.323903666969842,5.298295798826052,4.2974634777579706,2.7179166666666665,2.699166666666666,3.3969840724410716,2.9153959031777212,4.406236109548007,4.288047966203253,2.68125,2.6937499999999996,3.7711643493455007,2.111082378778505,6.340375078594311,6.70799896114031,2.438125,2.359375000000001,3.1853184053697614,2.475532019807261,4.07008698985398,4.423913417413655,2.33,2.8424999999999994,3.198037214446469,3.05754524222049,4.00059362169881,4.0955189855106955
2001-08-31,MONSOON,0.625,0.86,0.57,0.72,0.06,0.29,2.5684375000000004,2.519375,2.2541699362203276,2.6521428990498177,1.728733483213275,1.5831840817066132,3.0816666666666666,2.890833333333334,2.5754971629397536,2.6141883725871495,2.0502941696484887,1.8149481298857637,2.7495833333333337,2.719166666666666,2.2661904434646427,2.5659241505674655,1.8849662131687266,1.5934663674950449,2.686875,2.6712499999999997,2.5506986096073003,1.961242380595337,0.3887655359228923,0.8579998887883636,2.4021875,2.3643750000000012,1.9351910432218569,2.10975856952745,1.2673826924156062,1.1191179496620405,2.33,2.317499999999999,2.034822328667881,2.2386034121007112,1.9353154181651808,2.6214856052332864
2001-11-30,POMKH,2.455,3.36,2.58,1.36,2.21,2.17,2.3575000000000004,2.629375,2.3345019617321965,2.581890804453316,2.0300328868936424,1.899047981788746,2.97,3.103333333333334,2.889298297763852,2.7688879345247037,2.1056425041840043,2.0609289866303704,2.8725000000000005,2.716666666666666,2.3917142660787856,2.5104322740047,2.253624867678938,2.047990815700555,2.4124999999999996,2.6912499999999997,2.0744191657643802,1.890422635308392,1.012618794009811,1.4479997431488085,2.04875,2.5118750000000007,2.045114625933114,2.0833045158888597,1.776101338909451,1.6676869766600453,2.2125,2.342499999999999,2.0888933972007284,2.1090356435337982,1.9072128396888681,1.3677433083749828
2002-02-28,POMRB,2.775,3.27,4.1000000000000005,2.23,2.6,3.09,2.5925000000000002,2.5075000000000003,2.510701177039318,2.600711314892493,2.86120256918949,2.9343652294386717,3.4275,3.0600000000000005,3.041578978658311,2.8936802567957387,2.9624181481207623,3.089632160374077,3.4037500000000005,2.7824999999999998,3.0750285596472717,2.65797019896844,3.1534407701467093,3.2199537416946304,2.1612500000000003,2.6824999999999997,2.1366514994586283,1.9259940286343935,2.447073469006582,2.5458326130616267,2.38875,2.2925000000000004,2.2670687755598684,2.1196138383936023,2.7784752646368123,3.404144735750341,2.23875,2.317499999999999,2.4893360383204373,2.307276179624722,3.017625032964093,2.6979461547789403
2002-05-31,PREMON,2.975,4.03,4.6,4.26,2.35,2.88,2.9875,2.2074999999999996,2.696420706223591,2.6730364426782907,4.049536373464791,4.462310242630354,4.00125,2.880000000000001,3.4369473871949867,3.2609431959628474,5.24879546934003,4.269900828385106,3.9775,2.9624999999999995,3.685017135788363,2.8590586377172205,4.309892620146364,4.137060807516835,2.1962499999999996,2.1424999999999996,2.985990899675177,2.209711041457396,6.306855859913744,6.659998970067341,3.13625,1.8050000000000004,2.300241265335921,2.1208444754217517,3.9631401802640425,4.128827342992787,2.36375,2.1074999999999986,2.6456016229922623,2.438124831454555,3.643814881839861,3.6887471592386927
2002-08-31,MONSOON,3.705,5.24,4.1,0.8699999999999999,4.73,1.34,3.1487499999999997,2.9774999999999996,3.0998524237341547,2.9289972162459916,1.2511322034594992,0.9286217113125371,4.083125000000001,3.9750000000000014,4.158168432316992,4.008870395373711,1.8129091079528807,1.3187929052308833,4.0925,3.8449999999999993,3.851010281473018,2.979908559505032,2.019664181883801,1.5828778264382333,2.2590000000000003,2.1799999999999993,2.139594539805106,2.0770035173169386,0.15356825521107997,0.8349998286364623,3.605,2.9725000000000006,3.272144759201553,2.4793926340482146,0.791926512811834,0.32548580423332363,2.4002499999999998,2.3699999999999988,2.123360973795357,2.0827262843841035,1.470157985975805,1.3773447162595236
2002-11-30,POMKH,2.535,3.57,3.64,1.49,3.52,2.12,3.52,2.9974999999999996,2.873911454240493,2.872213027101714,2.4957544266151,2.48566943116952,4.209583333333334,4.027500000000002,3.922901059390195,4.12014009885885,3.162122590626369,3.596439596376367,4.10125,4.109999999999999,3.7666061688838104,3.0324900834887454,3.349260901678195,3.4266787004883583,2.6055,2.2124999999999995,1.8797567238830637,2.0191110441756894,0.8072203926429564,1.4333330691134512,4.3225,3.3000000000000007,3.371286855520932,2.6438549778334446,2.32945367035728,3.195248640076069,2.4955000000000003,2.3574999999999986,2.1220165842772145,2.0210795692286827,1.7818806424219793,1.690843324610642
2003-02-28,POMRB,3.985,3.715,3.96,2.6020000000000003,5.04,3.432,3.4925,3.2999999999999994,3.3183468725442955,3.181957273805452,3.2246473490580403,3.908227554875242,4.276666666666666,4.138750000000002,3.839740635634117,4.2197763948733416,3.7817009750313924,3.7137232517845815,4.201249999999999,4.074999999999999,3.8439637013302863,3.1235350515032914,4.238991097756078,4.156023532578153,2.9055000000000004,2.3054999999999994,2.1686540343298386,2.0958896426523883,2.1782743775289988,2.5007134483297415,4.293750000000001,3.9100000000000006,4.038772113312559,3.0320741365529766,3.4831155569446586,3.655871388483732,2.4167499999999995,2.4429999999999987,2.6460099505663286,2.4034291990666468,2.909188625202016,2.7840797043171
2003-05-31,PREMON,4.734999999999999,4.596666666666667,4.81,6.66,5.65,3.3,3.2037499999999994,3.739999999999999,3.8850081235265774,3.668462168730568,4.637451179279487,4.603353528415511,4.247916666666667,4.280416666666668,4.142511048047137,4.5599141295536745,5.963198261317018,4.759353477857295,4.115,4.1274999999999995,4.230378220798172,3.3187529377793012,5.048587808433449,4.596986223008756,2.9055,2.9054999999999995,3.9651924205979032,2.6765219758705503,5.814115199608607,6.317140302505694,3.8274999999999997,4.735,4.6832632679875354,3.5020613433780374,5.014757065414928,4.564893012413684,2.2917499999999995,2.547999999999999,2.907605970339797,2.7215180252263975,3.636404053998711,3.200113744908181
2003-08-31,MONSOON,1.725,5.21,4.69,0.8699999999999999,1.2,0.29,3.045625,3.2449999999999988,3.0210048741159463,3.341465934761043,2.149833585898147,2.229378033089084,4.278541666666667,4.272916666666669,4.569506628828282,5.038966672352859,2.4859138757021655,2.904164815961181,4.03125,4.275,4.414226932478903,3.483435557235262,2.6087281079451543,2.3975111625311754,2.9055,2.9054999999999995,2.7271154523587415,2.539708130475197,0.43120661335381083,0.8399998774980646,3.5749999999999997,3.8525,3.2899579607925213,3.2746367542086436,2.293096484938634,2.084193562631166,2.298,2.285499999999999,1.8605635822038784,2.048271975540103,1.5586084743329378,0.4886846640177005
2003-11-30,POMKH,2.205,3.37,2.36,1.49,3.32,2.17,2.843125,3.1624999999999988,2.6946029244695677,3.1315770522674717,2.6311480362691295,2.49717639592714,4.385833333333333,4.222916666666669,4.08970397729697,4.814356749984309,3.6381341774968226,3.989320694336655,4.13375,3.955,3.592536159487342,3.332040399025659,3.9385897551113356,3.985241591640407,2.9055000000000004,2.9054999999999995,2.232269271415245,2.4717870766426118,1.0768152721829776,1.4414283844285343,3.1950000000000003,3.8025,3.3019747764755127,3.3648809695204025,2.8246660970415505,2.1660036982215134,2.2455,2.297999999999999,1.984338149322327,2.0335017558021287,1.61499515185842,1.939515911851568
2004-02-29,POMRB,3.05,4.16,4.57,2.6020000000000003,3.22,3.432,2.796875,2.928749999999999,2.8367617546817403,3.1368374074777594,3.236638594683656,3.1884800670842006,3.9837499999999997,4.334166666666669,4.117822386378181,4.806850477646098,4.068283302619784,3.9676711052656053,3.78,4.1075,3.9835216956924056,3.481275279783821,4.299262673199995,3.9893380245792986,2.9055000000000004,2.9054999999999995,2.380161562849147,2.5350157688253594,2.4020954941556605,2.513374350617275,3.2825,3.3475,3.2691848658853075,3.4291678139914707,3.839323699300757,3.8096434437872198,2.421958333333333,2.297999999999999,2.5634028895933962,2.4411582483076777,2.790947031724487,2.9644225691919575
2004-05-31,PREMON,4.05,5.01,5.02,6.66,4.43,2.88,2.88,2.7574999999999994,3.3220570528090443,3.3915992364223175,4.39834108366972,4.24969238828521,3.42625,4.437500000000003,4.474693431826909,5.038713055671239,6.294171754259414,5.0552962711923,3.63625,4.16,4.398113017415444,3.677983089660902,5.26444347143328,4.979987464508326,2.9055,2.905499999999999,4.0920969377094885,3.1014781201726924,6.102060804857,6.359998046764187,3.51,3.0425,3.7335109195311844,3.6677465401056986,4.935843154742539,4.177719651007877,2.6752916666666664,2.1929999999999987,2.6900417337560376,2.63839555136729,3.544682131647372,2.8671756835857427
2004-08-31,MONSOON,2.04,1.58,1.65,0.8699999999999999,3.12,2.1216666666666666,3.000625,2.8362499999999993,2.8092342316854264,3.118545851882524,1.7924926684119327,1.6673507611817167,3.18,3.530000000000003,3.316816059096145,4.120092197131,2.839965914167826,3.849227592558398,3.8975,3.3999999999999995,3.2988678104492664,3.419811418951833,2.822926502381622,2.976140662153525,2.9055,2.905499999999999,2.803258162625693,2.9458941807024344,0.6424019240838845,0.8437499174919976,3.6300000000000003,3.5225,3.488106551718711,3.6916929583717293,1.9860280542063546,1.5713107182471042,2.6996666666666664,2.6509166666666655,2.462691706920289,2.557904164716088,1.3932591033727202,1.0001752696651227
2004-11-30,POMKH,2.555,2.54,4.25,1.49,3.22,2.365,3.1525,2.923749999999999,2.707540539011256,2.985198014441059,2.45208300717061,2.3275255833754565,3.16625,3.3225000000000025,3.0060896354576867,3.5922659848190577,2.875791110732204,2.9776313385482656,4.0625,3.8724999999999996,3.67932068626956,3.5214005174352367,3.2317852220442385,2.825309152465424,2.9055000000000004,2.905499999999999,2.2779548975754156,2.8557309848291057,1.2772332717160335,1.4474998763349818,3.9712500000000004,3.4974999999999996,3.3808639310312265,3.7199723088691674,2.9628889823373044,2.933198440211394,2.852345238095238,2.6996666666666655,2.4236150241521734,2.5473867587066374,1.8975440865849222,2.229714304547171
2005-02-28,POMRB,3.665,3.02,4.77,2.6020000000000003,4.28,3.432,3.29875,3.077499999999999,3.0905243234067536,3.1392042460068748,3.1978588521360383,3.3695251359537775,3.5408333333333335,3.0375000000000023,3.011653781274612,3.2958395075830107,3.286981681077009,3.4311127838839566,4.32625,3.9224999999999994,4.115592411761735,3.6831822577393223,4.327405517451675,4.558974221214228,2.9055000000000004,2.905499999999999,2.4075729385452496,2.8943493206254733,2.5610175861708506,2.523221729069193,4.1925,3.7624999999999997,3.740518358618736,3.899158420456488,3.9299150973536197,3.685237548237284,3.0050238095238098,2.6996666666666655,2.826969014491304,2.878644020457948,3.0538601614868637,3.4738058472890203
2005-05-31,PREMON,4.65,6.04,6.14,6.66,6.1,4.101428571428571,3.295,3.2274999999999983,3.7143145940440525,3.5384177420059393,4.532915604214123,4.509964860873808,3.666666666666667,3.295000000000002,4.222992268764767,4.026295142432274,5.412357109498766,4.293146164215639,4.21125,4.2025,4.925355447057041,4.012495968152776,5.341225311766026,5.099702137901661,2.9055,2.905499999999999,4.10854376312715,3.4336658736068135,6.312301687581707,6.393331881725102,3.98375,4.18,4.684311015171241,4.344009219773117,5.220263008146095,4.534991730655829,3.0050238095238093,3.0050238095238084,3.3367528372662107,3.4031561668883725,3.7486281117714912,3.215059571308885
2005-08-31,MONSOON,2.6100000000000003,3.546666666666667,2.64,0.8699999999999999,3.22,2.1216666666666666,3.0243750000000005,3.3699999999999983,3.2725887564264315,3.3908973035923444,2.050478005033714,2.080642671486611,3.404166666666667,3.7866666666666684,3.952462027925527,3.904650278707183,2.4938723115943686,3.1730193301344647,3.8425,4.45,4.011213268234224,3.8575130326647997,3.1949598489392934,3.2740278277300314,2.9055,2.905499999999999,2.8131262578762897,3.249296496624519,0.787539163546316,0.8466666182287569,3.645,4.204999999999999,4.098586609102744,4.32694831769309,2.547487805630841,2.3124094570438927,3.0050238095238093,3.0050238095238084,2.850718369026393,3.202380938086929,1.825409926285516,1.1184040424146486
2005-11-30,POMKH,1.955,1.58,2.34,1.49,1.45,2.365,2.76375,3.2199999999999984,2.745553253855859,3.077831574587228,2.7928012100491193,2.708706997012734,3.319166666666667,3.5466666666666686,3.003477216755316,3.1851482865539604,3.1777699275139275,3.269147172283228,3.5375000000000005,3.9725,3.3427279609405343,3.67456016180508,3.778715434013704,3.542478232568091,2.9055000000000004,2.905499999999999,2.2838757547257735,3.129365343512009,1.4123290464951839,1.4522221526161452,3.37125,3.762499999999999,3.0391519654616466,4.028226253759444,3.4320821409396656,3.0028144863887696,3.0050238095238093,3.0050238095238084,2.6564310214158358,3.05836888983505,2.2327704909111437,2.6001681117936313
