Date,Season,Valangaiman,Nannilam,Thiruvarur,Mannargudi,Madukkur,Muthupet,Kodavasal,Needamangalam,Thiruthuraipoondi,Valangaiman_Trend,Valangaiman_SMA,Valangaiman_EWMA,Valangaiman_DES,Valangaiman_TES,Valangaiman_ARIMA,Nannilam_Trend,Nannilam_SMA,Nannilam_EWMA,Nannilam_DES,Nannilam_TES,Nannilam_ARIMA,Thiruvarur_Trend,Thiruvarur_SMA,Thiruvarur_EWMA,Thiruvarur_DES,Thiruvarur_TES,Thiruvarur_ARIMA,Mannargudi_Trend,Mannargudi_SMA,Mannargudi_EWMA,Mannargudi_DES,Mannargudi_TES,Mannargudi_ARIMA,Madukkur_Trend,Madukkur_SMA,Madukkur_EWMA,Madukkur_DES,Madukkur_TES,Madukkur_ARIMA,Muthupet_Trend,Muthupet_SMA,Muthupet_EWMA,Muthupet_DES,Muthupet_TES,Muthupet_ARIMA,Kodavasal_Trend,Kodavasal_SMA,Kodavasal_EWMA,Kodavasal_DES,Kodavasal_TES,Kodavasal_ARIMA,Needamangalam_Trend,Needamangalam_SMA,Needamangalam_EWMA,Needamangalam_DES,Needamangalam_TES,Needamangalam_ARIMA,Thiruthuraipoondi_SMA,Thiruthuraipoondi_EWMA,Thiruthuraipoondi_TES,Thiruthuraipoondi_ARIMA
1998-08-31,MONSOON,2.7,1.4,6.39,1.0275,1.46,4.18,3.99,2.12,2.3,1.8750000000000002,1.7400000000000002,2.13117600768,1.6320841865050455,2.5660146282105964,2.3856591434475574,1.8668749999999998,1.49875,1.80482468096,3.130539615965146,1.9305444883981457,1.9861341540683144,5.0337499999999995,5.1775,5.690321946624,5.67996005300992,6.8162706774633515,6.5347675047497304,1.8958125000000001,1.91125,2.1092273255424,2.801990984488605,3.7646573395321195,2.695306741797875,2.76,2.1525,2.58248786432,2.614928001152919,5.074515011246539,5.7393728563034365,3.498125,3.2024999999999997,3.899895909376,3.4553761649932073,4.627519391542754,5.021871891022211,2.510357142857143,2.510357142857143,3.2206774252982857,6.157193134295227,3.989999960383461,3.990000005395022,1.7275,1.5474999999999999,1.929496113152,4.384998802394232,1.4073890399352593,1.2910270744052559,2.12875,2.1615390079999997,2.09221244466133,2.5360671962827723
1998-11-30,POMKH,1.54,1.22,3.51,0.8420000000000001,3.05,2.215,0.9066666666666668,0.32,1.07,1.83375,1.8625,1.8947056046080002,1.5786545983283813,1.4524846482125615,1.5006753327734346,2.001875,1.77375,1.570894808576,2.127957286875959,0.37278207817110154,0.13973750674591834,5.005,4.819999999999999,4.8181931679744,5.410096993120374,4.851740620198002,5.318688300853962,1.888125,1.8467500000000001,1.60233639532544,2.773331692512708,0.6233591575661945,0.6351482608919241,2.8775,2.6075,2.7694927185919997,3.0133256267634514,0.5928002438225964,0.5792758557245992,3.5162499999999994,3.3562499999999997,3.2259375456256003,3.117701987255153,1.9917170062645257,3.0182347861981143,2.510357142857143,2.510357142857143,2.295073121845638,3.38048205965719,0.9066668072268836,0.9066666620342773,1.9675,1.625,1.2856976678912,2.677348521392994,0.5065806875351502,0.3474748230431303,1.8212500000000003,1.7249234047999997,1.969305159839562,0.4023094926675227
1999-02-28,POMRB,1.8,1.995,5.25,1.7600000000000002,2.18,3.415,1.0614285714285714,1.75,2.38,1.8800000000000001,1.8875,1.8568233627648003,1.605676579900742,1.4391422506070704,1.7602818747462905,2.13125,1.96,1.7405368851456,2.110709951310123,1.329695957652696,1.5197479664764266,4.85625,5.2475,4.99091590078464,5.394065939918124,4.088263305866118,2.7041087607175927,2.0504375,1.9448750000000001,1.6654018371952641,2.7653146015161436,0.8829491196987926,1.2771581010595796,3.348125,2.9124999999999996,2.5336956311552,2.6235418451621686,1.3418993699269846,1.9557437028636837,3.5187500000000003,3.64,3.30156252737536,3.1265141867311836,2.521571023922985,2.605428803051396,2.510357142857143,2.510357142857143,1.8016153016788112,1.701714987540675,1.0614285572451994,1.0614285755961963,2.0125,1.83,1.47141860073472,2.3598272554005932,1.1221588707491308,0.9512274018783101,2.0325,1.9869540428799997,2.0534378399510054,0.8222175785334868
1999-05-31,PREMON,1.08,3.56,3.9,3.696,4.68,3.76,4.083333333333333,4.23,,2.1,1.7799999999999998,1.5460940176588802,1.4446370727916824,2.8120558855173146,2.6581202992550246,2.15375,2.04375,2.46832213108736,3.734325599832078,3.5703680606465262,3.4162695419299123,5.303749999999999,4.762499999999999,4.554549540470784,5.209412032472662,5.675810130002066,6.483653820276769,2.3608125,1.831375,2.4776411023171585,2.799948368501928,4.151255357144773,4.220360987114507,3.52875,2.8424999999999994,3.39221737869312,4.238394962195062,4.555775301129658,5.054456188962699,3.816875,3.3925,3.484937516425216,3.236978571710445,3.966711779408615,5.069303804355435,2.510357142857143,2.510357142857143,2.71430251434062,3.77910037663652,4.083333306455997,4.08333332951225,1.9775,2.1050000000000004,2.574851160440832,4.395986661771458,3.235492514037147,3.1570446809737422,,,,
1999-08-31,MONSOON,3.5,2.1,7.14,2.78,5.505,5.19,3.99,1.38,2.3,2.1825,1.9799999999999998,2.327656410595328,1.975426886703549,2.319258902786382,2.3540714083370156,2.0268750000000004,2.21875,2.3209932786524163,3.011923274836055,2.106167083789738,1.6816961449122885,5.75625,4.949999999999999,5.58872972428247,5.457482441787196,6.28366231726035,5.549431026386488,2.3000416666666665,2.2695,2.598584661390295,2.8138833210777086,3.372978513550663,1.554550708175886,2.9437499999999996,3.853749999999999,4.237330427215872,6.082284482047582,5.0116813677794765,3.916556582720203,3.869375,3.6450000000000005,4.1669625098551295,3.7319452420534986,4.285498473330882,4.450282638010038,2.510357142857143,2.510357142857143,3.2245815086043716,4.875368540974415,3.9899999842948697,3.990000003537231,1.8262500000000002,1.9200000000000002,2.096910696264499,2.990376461469294,2.006837039414147,1.5516340900702754,2.0125,2.1121724257279997,1.8591858222448883,2.8444902697089915
1999-11-30,POMKH,2.5,0.7,6.34,1.5725,0.45,3.59,0.9066666666666668,0.78,2.0,2.4,2.2199999999999998,2.396593846357197,2.2016135756838584,1.4322794513105137,1.7570414536157033,1.88125,2.0887499999999997,1.6725959671914499,1.3426562238498772,1.1600182652718167,1.2246337592612224,6.186249999999999,5.657499999999999,5.889237834569482,5.573272132812526,4.615749552503232,4.422907277301928,2.224708333333333,2.4521249999999997,2.188150796834177,2.801066216957482,0.6944129041173619,1.308153458280795,2.519375,3.2037499999999985,2.722398256329523,3.4003630916816663,1.8536767633866738,3.102058187256528,3.8487500000000003,3.9887500000000005,3.9361775059130775,3.768031895927124,2.1206693656652,3.199394894138025,2.510357142857143,2.510357142857143,2.2974155718292897,2.3424332412521247,0.9066666872087638,0.9066666633714185,1.5112500000000002,2.035,1.5701464177586995,1.5469517307392142,0.5987430908927815,0.13609966355140793,1.9375000000000002,2.0673034554367997,2.0922124446614934,0.35653301369899815
2000-02-29,POMRB,1.5,1.5,6.04,0.5433333333333333,0.1,2.46,1.0614285714285714,0.08,1.965,2.5900000000000003,2.1449999999999996,2.0379563078143184,2.1186574927762827,1.631083976081548,2.049595298051891,1.7393750000000001,1.9649999999999996,1.60355758031487,1.195528680543518,1.654720624883204,1.5432789656168673,6.4725,5.854999999999999,5.94954270074169,5.6365970228976,4.561316399721752,5.051088348624062,2.2194583333333333,2.147958333333333,1.5302238114338396,2.765863551791945,1.096317144148659,1.83216252234101,1.9006250000000002,2.6837499999999985,1.673438953797714,1.4310767222423484,1.3586453035536132,1.4436901365626942,3.9606250000000003,3.750000000000001,3.3457065035478464,3.4904852597687626,3.154309342885359,2.695621135514818,2.510357142857143,2.510357142857143,1.8030207716690023,1.188049519951537,1.0614285726530701,1.0614285745135363,1.5337500000000002,1.6175000000000002,0.9740878506552196,0.48374617225114086,1.6085036556211172,1.4112608681317138,2.1612500000000003,2.02638207326208,1.9693051598390783,2.07507949759307
2000-05-31,PREMON,3.12,2.89,6.55,4.31,3.365,4.55,4.083333333333333,3.3800000000000003,,2.45625,2.655,2.470773784688591,2.481807950160521,2.8975261056266177,2.179537339613988,1.75125,1.7974999999999994,2.118134548188922,2.6770954422017814,3.4220183133227877,3.266957426282601,6.340000000000001,6.517499999999999,6.189725620445014,5.756429765612223,6.2221606824462645,5.515081333270435,2.1633958333333334,2.301458333333333,2.642134286860304,2.81397196259124,4.056009368895404,3.6050541433747165,1.4400000000000002,2.3549999999999986,2.3500633722786284,2.382883579463246,3.8968648822687837,4.273482395384982,3.9681249999999997,3.947500000000001,3.827423902128708,3.778106624700113,4.15675990810932,4.664809067151276,2.510357142857143,2.510357142857143,2.7151457963347347,3.8621296514222063,4.083333329974446,4.083333330433232,1.6631250000000002,1.4050000000000002,1.936452710393132,3.3327696785375216,3.7199959402288103,3.6852905570541847,,,,
2000-08-31,MONSOON,2.98,1.635,6.78,2.124,1.87,5.295,3.99,2.41,2.34,2.4124999999999996,2.525,2.6744642708131545,2.775396252818353,2.827750219832427,3.2623234341771608,1.799375,1.6812499999999995,1.9248807289133532,2.217902649162352,1.798456912901992,1.746857747899428,6.0200000000000005,6.427499999999998,6.425835372267008,5.890280514652357,7.316504945450014,7.171820443320449,2.2047499999999998,2.1374583333333335,2.4348805721161826,2.8132647031709195,3.4307940221893594,2.9201048192479826,1.43625,1.446249999999999,2.158038023367177,2.0676017931013884,4.141352347600331,5.228102381513856,3.905,3.973750000000001,4.414454341277224,4.24900420049221,4.869174599885673,4.810590279050912,2.510357142857143,2.510357142857143,3.225087477800841,5.366351933982792,3.9899999962720307,3.990000002736189,1.7841666666666667,1.6625000000000003,2.125871626235879,4.362837608238159,1.6601002111434793,1.8508225699176408,2.15125,2.1518292439572475,2.053437839952452,1.1051106537397541
2000-11-30,POMKH,1.95,1.26,5.64,1.78,0.4,3.545,0.9066666666666668,0.785,1.8833333333333333,2.435,2.3874999999999997,2.384678562487893,2.733668921129213,1.718173226698721,1.7833711993587147,1.8025,1.8212499999999994,1.6589284373480118,1.5214046460146244,0.6555947229926198,0.604358184119006,5.64125,6.252499999999999,6.111501223360204,5.863223692325657,5.326482001091097,4.727224429102574,2.138916666666667,2.1893333333333334,2.1729283432697097,2.805014857889074,0.5981807733417335,1.237516645580484,1.3968749999999999,1.433749999999999,1.4548228140203063,1.0110903211354247,0.09245892295640235,0.3213571985230402,3.8425000000000002,3.9625000000000012,4.066672604766335,4.2065042637068135,2.763407159959743,3.198279976289946,2.510357142857143,2.510357142857143,2.2977191533471713,2.7387271459308593,0.9066666693797429,0.9066666640768419,1.9533333333333334,1.6637500000000003,1.5895229757415275,2.936720267706541,0.7212572255602638,0.7588887929359839,2.047083333333333,2.044430879707682,1.859185822246249,1.7899283921531777
2001-02-28,POMRB,1.7,1.3250000000000002,4.18,0.6666666666666666,0.12,2.0,1.0614285714285714,1.0433333333333332,2.0766666666666667,2.37625,2.4374999999999996,2.1108071374927357,2.5913813535126304,1.7360643139618288,1.7675088805472323,1.8699999999999999,1.7774999999999994,1.525357062408807,1.2318718984374504,1.5779951592445738,1.6185085269048707,5.45875,5.787499999999999,5.338900734016122,5.655025346947671,4.945801450944786,5.785695466109686,2.0690416666666667,2.2201666666666666,1.5704236726284924,2.772454235998552,1.065633067728618,1.002921859534205,1.3924999999999998,1.438749999999999,0.9208936884121838,0.3739289327888898,0.14885106925306046,0.7741842008209557,3.7868749999999998,3.847500000000001,3.240003562859801,3.7353577611135904,3.350803460610994,2.7571384423523995,2.510357142857143,2.510357142857143,1.8032029205797313,1.3817426864922169,1.0614285720681131,1.061428573886897,1.9395833333333332,1.9045833333333335,1.3710471187782498,1.887365385207424,0.9540477269118457,0.7197640345991168,2.0662499999999997,2.057325194491276,2.092212444661955,1.0990711509613802
2001-05-31,PREMON,3.1,3.09,5.38,3.66,3.03,4.51,4.083333333333333,3.77,,2.3575,2.432499999999999,2.5064842824956415,2.8263848466898844,3.023071656837645,2.427205526754844,1.91125,1.8274999999999992,2.1512142374452843,3.0403667932173515,3.1917693666536073,2.928244743484245,5.4475,5.494999999999998,5.355340440409673,5.62465799462466,6.087583875327962,4.38607345235706,1.9456666666666667,2.057666666666667,2.4062542035770953,2.806177275645013,4.058563598612315,4.197334167952337,1.53625,1.354999999999999,1.7645362130473101,2.6875027724723206,3.083360095195734,3.945265090808227,3.8987499999999997,3.8375000000000012,3.748002137715881,3.9470148365809674,4.397836969818429,4.438753401804359,2.510357142857143,2.510357142857143,2.7152550856811724,3.811743897237762,4.08333333304804,4.0833333309938,1.9514583333333335,2.002083333333333,2.3306282712669497,3.57348260930391,3.7242589653833194,3.7029571201265834,,,,
2001-08-31,MONSOON,2.53,1.975,6.49,2.2150000000000003,2.17,4.8900000000000015,3.99,1.91,2.38,2.4175,2.319999999999999,2.515890569497385,2.8698695242273495,2.921795182452164,3.199943715062883,1.889375,1.9124999999999992,2.0807285424671704,2.8180964148315524,1.8211668610324103,1.7159762833657006,5.49875,5.422499999999998,5.809204264245803,5.738406669492755,6.942475134902487,6.8563267950319275,1.8619583333333334,2.080416666666667,2.329752522146257,2.807599605915231,3.292521333099195,1.9157371977331277,1.68625,1.429999999999999,1.9267217278283861,3.8480499398579093,3.482041157218477,3.2421912662737373,4.15875,3.7362500000000014,4.204801282629529,4.24477259677695,5.054838783019875,5.109875589140858,2.510357142857143,2.510357142857143,3.2251530514087037,5.145144310406969,3.9899999992696635,3.9900000022316897,2.057916666666667,1.8770833333333332,2.16237696276017,2.9177399566063977,2.183649929850911,1.7623749303286402,2.17,2.1863951166947655,1.9693051598397053,1.5639693763868387
2001-11-30,POMKH,2.25,1.25,5.84,0.7020000000000001,1.25,4.845,0.9066666666666668,1.38,2.58,2.4775,2.394999999999999,2.409534341698431,2.809911562773141,1.6944699211552474,1.6784135576244061,1.715625,1.9099999999999993,1.7484371254803022,1.8069394150083296,1.026888308255579,1.1631743271969808,5.2025,5.4724999999999975,5.821522558547482,5.755707797181528,4.971885008595167,5.670456962979559,2.1559166666666667,1.8109166666666667,1.678651513287754,2.775771434831769,0.5093871388667464,1.4880232100759851,1.9756249999999997,1.642499999999999,1.6560330366970317,3.499091773563789,-0.25772339681191103,1.0406123668030163,4.4175,4.061250000000001,4.4608807695777175,4.503048178115592,2.8533319640995796,3.0585620123605475,2.510357142857143,2.510357142857143,2.297758497511889,2.5603634084000024,0.90666666697766,0.9066666645333192,1.9662499999999998,2.025833333333333,1.8494261776561016,1.9472682496738627,0.8575951294291517,0.7052938380298384,2.23,2.3438370700168596,2.0534378399539746,2.009390578890472
2002-02-28,POMRB,1.88,1.16,4.39,1.075,0.47,2.78,1.0614285714285714,1.3,1.55,2.78625,2.4399999999999995,2.1977206050190587,2.6334657441811062,1.7824204819183664,1.844957445816038,1.7737500000000002,1.8687499999999992,1.5130622752881813,1.1923299433789265,1.5517368072712716,1.3984739196758018,4.956250000000001,5.524999999999998,5.248913535128489,5.587559117124171,4.7194611137546,4.987445554944375,3.018833333333334,1.913,1.4371909079726524,2.7526701970820406,0.7633600346425365,0.9541111863822316,2.5985937499999996,1.7299999999999989,1.181619822018219,2.223601065091439,0.1854160394720572,1.033039119448874,4.656875,4.256250000000001,3.7885284617466306,4.175717725133098,3.384856095519443,3.01923965248239,2.510357142857143,2.510357142857143,1.803226527078562,1.2942506945920305,1.0614285715749805,1.0614285734718758,2.0287499999999996,2.09,1.629655706593661,1.3471907622497123,1.137276965472343,0.5471752317639091,2.146666666666667,2.0263022420101158,1.859185822248289,1.5105419618264992
2002-05-31,PREMON,3.4,1.865,2.8,5.6033333333333335,4.994999999999999,5.8,4.083333333333333,2.78,,3.0812500000000003,2.5149999999999997,2.6786323630114355,2.877592705798528,3.098352510968546,2.594592224468954,2.205625,1.5624999999999991,1.6538373651729086,1.5656479517524924,3.172158771204248,3.003479339952625,5.1450000000000005,4.879999999999998,4.269348121077093,5.239561238731894,5.96215204103361,5.500546899358496,4.1569166666666675,2.398833333333333,3.1036478781169246,2.8294031470945438,3.9096456439396343,3.785597358195638,3.3615625,2.221249999999999,2.7069718932109312,4.874640868875637,3.2209265102793574,3.854382821338537,4.498125,4.578750000000001,4.593117077047978,4.6597686404948595,4.879056554097561,4.1499763805620615,2.510357142857143,2.510357142857143,2.7152692495804702,3.8311222478526026,4.083333333337672,4.083333331372781,2.125,1.8424999999999998,2.0897934239561966,2.281126536963627,3.8936023576795216,3.368644914754454,,,,
2002-08-31,MONSOON,4.7,3.665,7.1,7.1750000000000025,5.18875,5.515,3.99,3.4,2.38,2.9199999999999995,3.0574999999999997,3.4871794178068614,3.4747516225936197,3.0457122562431023,3.179564473150298,2.53125,1.984999999999999,2.4583024191037453,3.989889414545677,1.5136391167168162,1.3919803838498428,5.1762500000000005,5.032499999999997,5.401608872646255,5.478788393312185,6.249397411044116,5.118585938638286,5.041875000000001,3.6388333333333334,4.732188726870156,2.9393598106239365,3.5951295334049664,2.8496082860179013,3.93203125,2.9759374999999992,3.6996831359265583,7.024566605864242,4.2084805913917025,4.089488718409919,4.4125,4.735000000000001,4.961870246228787,5.029643639630655,5.757567713267207,5.558165256732269,2.510357142857143,2.510357142857143,3.2251615497482824,5.238534716902495,3.9899999998734,3.990000001884239,2.157916666666667,2.215,2.6138760543737183,3.5389372548103917,2.1200186552260325,2.2927531761802262,2.2225000000000006,2.1677813452060697,2.0922124446632764,0.5074804597715356
2002-11-30,POMKH,2.44,3.015,6.74,4.846666666666667,4.335,2.95,0.9066666666666668,0.66,2.58,2.75375,3.1049999999999995,3.0683076506841167,3.383499920996595,2.2612230432059865,2.4387090054859173,2.941875,2.426249999999999,2.680981451462247,4.511931903276869,1.3574751898403128,1.7661103671962786,5.60125,5.257499999999998,5.936965323587753,5.642460640181609,4.580158342762968,5.7774827920734655,5.1920833333333345,4.675,4.77797990278876,2.996334316499225,1.8171012858630209,2.2025207215487526,4.11046875,3.747187499999999,3.953809881555935,7.350531217908265,1.2073912260066577,1.9277749727198976,4.521249999999999,4.261250000000001,4.157122147737272,4.662872730807321,3.9717298493272963,3.143561256378304,2.510357142857143,2.510357142857143,2.297763596515636,2.6355850504085248,0.9066666666942762,0.9066666648530245,2.470833333333333,2.035,1.832325632624231,1.933056839036852,1.271468124586276,1.1389553841226394,2.272500000000001,2.3326688071236417,1.969305159841681,2.892062710031606
