Date,Season,Ghosawari,Dulhin Bazar,Athmalgola,Patna Sadar,Bakhtiarpur,Naubatpur,Barh,Sampatchak,Paliganj,Fathua,Danapur/khagaul,Masaurhi,Bikram,Maner,Phulwarisharif,Daniwan,Bihta,Ghosawari_Trend,Ghosawari_SMA,Ghosawari_EWMA,Ghosawari_DES,Ghosawari_TES,Ghosawari_ARIMA,Dulhin Bazar_Trend,Dulhin Bazar_SMA,Dulhin Bazar_EWMA,Dulhin Bazar_DES,Dulhin Bazar_TES,Dulhin Bazar_ARIMA,Athmalgola_Trend,Athmalgola_SMA,Athmalgola_EWMA,Athmalgola_DES,Athmalgola_TES,Athmalgola_ARIMA,Patna Sadar_Trend,Patna Sadar_SMA,Patna Sadar_EWMA,Patna Sadar_DES,Patna Sadar_TES,Patna Sadar_ARIMA,Bakhtiarpur_Trend,Bakhtiarpur_SMA,Bakhtiarpur_EWMA,Bakhtiarpur_DES,Bakhtiarpur_TES,Bakhtiarpur_ARIMA,Naubatpur_Trend,Naubatpur_SMA,Naubatpur_EWMA,Naubatpur_DES,Naubatpur_TES,Naubatpur_ARIMA,Barh_Trend,Barh_SMA,Barh_EWMA,Barh_DES,Barh_TES,Barh_ARIMA,Sampatchak_Trend,Sampatchak_SMA,Sampatchak_EWMA,Sampatchak_DES,Sampatchak_TES,Sampatchak_ARIMA,Paliganj_Trend,Paliganj_SMA,Paliganj_EWMA,Paliganj_DES,Paliganj_TES,Paliganj_ARIMA,Fathua_Trend,Fathua_SMA,Fathua_EWMA,Fathua_DES,Fathua_TES,Fathua_ARIMA,Danapur/khagaul_Trend,Danapur/khagaul_SMA,Danapur/khagaul_EWMA,Danapur/khagaul_DES,Danapur/khagaul_TES,Danapur/khagaul_ARIMA,Masaurhi_Trend,Masaurhi_SMA,Masaurhi_EWMA,Masaurhi_DES,Masaurhi_TES,Masaurhi_ARIMA,Bikram_Trend,Bikram_SMA,Bikram_EWMA,Bikram_DES,Bikram_TES,Bikram_ARIMA,Maner_Trend,Maner_SMA,Maner_EWMA,Maner_DES,Maner_TES,Maner_ARIMA,Phulwarisharif_Trend,Phulwarisharif_SMA,Phulwarisharif_EWMA,Phulwarisharif_DES,Phulwarisharif_TES,Phulwarisharif_ARIMA,Daniwan_Trend,Daniwan_SMA,Daniwan_EWMA,Daniwan_DES,Daniwan_TES,Daniwan_ARIMA,Bihta_Trend,Bihta_SMA,Bihta_EWMA,Bihta_DES,Bihta_TES,Bihta_ARIMA
1998-08-31,MONSOON,3.06,1.03,0.81,2.45,1.69,5.7650000000000015,3.22,2.375,0.84,2.96,3.265000000000001,0.78,2.6644444444444444,0.78,5.3157999999999985,0.53,6.330000000000001,4.4828125000000005,4.777499999999999,4.450988525568,6.5912533615650375,3.2024608674478885,2.944390375267467,2.08546875,2.228020833333333,2.1080047598080003,2.5738588392485062,1.5332953280400634,1.6086293056250511,5.265416666666667,5.265416666666667,4.258861363199999,3.8070084222894134,0.760290795040099,0.8099999104317582,1.9856249999999998,2.1787500000000004,2.201084240384,2.3897738097199817,1.0267948075942215,1.313864723833233,6.050000000000001,5.999999999999999,5.160593963008,7.009223324538352,2.4604361782391573,2.4692913066070363,5.441625000000001,5.441625,5.830267012044802,5.74859720263978,5.789489210959427,5.765000384282632,5.3434375,5.304999999999998,4.94316381184,5.263722647458612,2.701843959184748,3.377012190248948,4.579583333333334,4.354583333333332,4.101929977856,4.391010924134164,3.1343033314096145,1.6555782971132853,1.8415625,1.8606250000000002,1.79186787072,2.588343392534133,0.7316858591135107,0.7531197401986458,3.515833333333334,3.571666666666666,3.2906005268479994,3.1222394261968724,2.5225577386149394,2.60754520028567,5.192875000000001,5.192875,4.9415038111744,4.6999484505315055,3.2395177663956223,3.264999967443826,2.3343750000000005,2.573333333333333,2.320620281856,2.238836968984463,1.1280116323591338,1.3266481147087514,3.422861111111111,3.4228611111111107,3.492058497956978,3.335631222175769,2.6663574648296455,2.664444490857754,2.2790625,2.3997916666666668,2.207232105984,2.517049703403746,1.0801972426111446,1.2684785225195379,5.416206249999999,5.41620625,5.714520322969598,5.728660810869637,5.352882787920739,5.315800701988052,4.6875,4.72,3.8090109470720006,4.678780048118542,0.9800691491315581,1.1605396437122733,5.6485,5.6485,5.879719697817601,5.93694278465372,6.251201880999421,3.4794827187120636
1998-11-30,POMKH,4.1400000000000015,1.18,6.415000000000001,1.48,6.28,3.727,4.53,3.796666666666667,1.37,4.12,4.3825,1.33,2.0909999999999997,1.33,3.151125,4.73,5.186,4.398125,4.686249999999999,4.326593115340801,5.989074775113595,4.679886556335323,4.642486735363686,1.9425000000000001,2.1109374999999995,1.7368028558848,2.572898011100743,1.8220533888234325,1.4999661641964754,5.265416666666667,5.265416666666667,5.12131681792,4.913257317172062,6.465838220369278,6.414999634386339,1.8875000000000002,2.0562500000000004,1.9126505442304,2.2187940148128367,2.4080247935020824,2.4855056603073953,6.140000000000001,5.864999999999999,5.6083563778048005,7.000528487019216,7.07443464627984,7.180623239338782,5.441625,5.441625,4.9889602072268815,5.318815054324452,3.656652150500926,3.7270001817787732,5.580625,5.222499999999998,4.777898287104,5.113912607205203,4.684599389732216,4.937679973553389,4.648854166666666,4.503749999999999,3.9798246533802666,3.9783504719725498,3.711649821947454,3.1117752978816267,1.71625,1.855625,1.623120722432,1.6644823478620985,1.2931308642070338,1.302660548002538,3.6375,3.4466666666666654,3.6223603161087996,3.3108585933858024,4.737036564797956,4.403658721579044,5.192875,5.192875,4.717902286704639,4.326400964027084,4.374761298540022,4.3824993596077,2.3125,2.3862499999999995,1.9243721691135998,1.978257424087436,2.1134604801555117,1.9934076729899044,3.4228611111111107,3.4228611111111107,2.9316350987741866,2.6387294229544285,2.1547247247884274,2.090999971897386,2.3125,2.2756250000000002,1.8563392635904001,1.6744985421400194,1.4826940976627685,1.9101338563134074,5.416206249999999,5.41620625,4.689162193781758,4.829049019326336,3.0706226218949055,3.1511254161277895,4.785,4.5649999999999995,4.1774065682432004,4.575334560687348,5.480476366127691,5.3602129286435165,5.6485,5.6485,5.60223181869056,5.705567137458864,5.219088976231922,2.850647295298698
1999-02-28,POMRB,4.0725,1.95,5.126666666666666,1.7,8.3,5.2075000000000005,6.7175,5.419999999999999,1.25,3.53,5.584,2.35,3.6873333333333336,2.35,6.2187,6.33,5.422000000000001,4.522708333333334,4.279374999999999,4.22495586920448,5.401846527280287,4.270708174798778,4.037990810631849,1.836875,2.059999999999999,1.82208171353088,2.5754330144177735,1.9956256069482854,1.9173441114281862,5.265416666666667,5.265416666666667,5.1234567574186665,5.050014115337273,5.102811771865857,5.126666619665873,1.6575,1.915,1.8275903265382398,2.144825594131945,2.7811783305279887,1.975637111653104,6.1275,6.234999999999999,6.68501382668288,6.992365386845238,8.031495507585712,7.83912576756179,5.441625,5.441625,5.076376124336129,5.324651852635248,5.2461224144439855,5.207499677892769,5.6659375,5.464374999999999,5.5537389722623995,5.294142707196475,6.0113871908286125,5.962839753207693,4.791666666666666,4.655416666666666,4.555894792028159,4.879405682415307,4.499867717529925,4.962394303044717,1.595,1.8275,1.4738724334592,1.1562134751945357,1.2981160995480978,1.3018475569142287,3.623125,3.584999999999999,3.5854161896652794,3.387849209675714,2.9585740587362794,2.907944414436985,5.192875,5.192875,5.064341372022783,4.699958607723793,5.648301965466403,5.58399977360589,2.43125,2.2824999999999993,2.0946233014681597,2.008809406154572,2.533529209925521,2.129385162674796,3.422861111111111,3.422861111111111,3.2339143925978453,2.924096385499373,3.703071788604907,3.6873333504779935,2.43125,2.2825,2.05380355815424,1.9971246228451098,2.4388935808749994,2.2106691818578286,5.416206249999999,5.41620625,5.300977316269055,5.066094153858344,6.306209834275223,6.2187002918687435,4.851249999999999,4.809999999999999,5.03844394094592,4.583942475083545,5.595811522899762,5.342539961136461,5.6485,5.6485,5.530139091214337,5.578555817996062,5.428135237352746,3.804088640855139
1999-05-31,PREMON,6.795,3.14,8.709999999999999,1.81,7.91,7.067,8.32,6.9775,2.96,4.15,7.539999999999999,4.91,5.248666666666667,4.91,6.979199999999999,7.45,5.656000000000001,4.272916666666666,4.516874999999999,5.252973521522688,5.782782405458152,6.566915940367515,6.18389778136714,1.9849999999999999,1.8249999999999993,2.3492490281185283,2.583392310846524,3.4595006403201127,3.852156895642116,5.265416666666666,5.265416666666667,6.5580740544512,7.50765189242353,8.733244784077154,8.709999904175275,1.53625,1.8600000000000003,1.820554195922944,2.1166823225553464,2.647316550041726,2.0633363054761444,6.067500000000001,6.044999999999998,7.175008296009729,6.9841141750200855,9.146621949764116,9.214684342203098,5.441625,5.441625,5.872625674601677,5.862186123092125,7.088821159990754,7.066999834509522,5.602500000000001,5.696874999999999,6.6602433833574395,5.711898915884928,7.7786777962212215,7.204667519025038,5.017708333333333,4.642291666666665,5.524536875216896,6.741306311702395,6.8622727041119465,7.1029449036799,1.60875,1.605,2.06832346007552,3.061573192257452,4.005579677469648,3.726397397007233,3.1799999999999997,3.6899999999999986,3.811249713799168,3.564823233281658,3.9044823782235345,3.7817011085163763,5.192875,5.192875,6.054604823213669,6.101070759298435,7.635611377690523,7.5399996690535245,2.6812500000000004,2.3424999999999994,3.220773980880896,2.7379528912059556,4.377742620482421,4.198785929723246,3.4228611111111116,3.422861111111111,4.039815302225374,4.0486632014563035,5.261789522006482,5.248666656177809,2.6812500000000004,2.3425000000000002,3.1962821348925443,4.876185888218593,4.7654844752094245,4.5291368408216135,5.416206249999999,5.41620625,5.972266389761432,5.5736537474642915,6.960918546068794,6.979200327562083,4.84625,4.759999999999998,6.003066364567553,4.670766558407765,7.171989527557181,7.196975735076045,5.6485,5.6485,5.580483454728602,5.552177956329177,5.7063313011848065,3.968263620928932
1999-08-31,MONSOON,3.106666666666667,1.125,0.81,0.83,2.35,5.7650000000000015,2.9725,3.57,0.76,2.425,3.265000000000001,1.49,2.6644444444444444,1.49,5.3157999999999985,1.26,6.330000000000001,3.973229166666667,4.528541666666666,4.394450779580279,4.927984661934416,3.204480397523388,3.2663220109440676,2.2112499999999997,1.8487499999999992,1.8595494168711169,2.5821262624549344,1.1468495285803129,1.106292434829744,5.265416666666667,5.265416666666667,4.25884443267072,4.494990900151947,0.7601227387179623,0.8099999190725112,1.6125,1.4550000000000003,1.4243325175537664,1.8401444716702795,1.0029723778698014,1.5027859714255891,5.8925,6.209999999999998,5.245004977605838,6.974446629432199,2.2067518777770445,2.1553804616636247,5.441625000000001,5.441625,5.829575404761007,5.971929938207602,5.789312910465615,5.765000000000002,5.5990625000000005,5.634999999999999,5.185146030014463,5.335368718487071,3.0903185134989997,3.821018954406801,5.046875,4.941041666666665,4.742722125130138,5.378710573680675,3.414853256976537,1.8712696628993015,1.69125,1.585,1.5449940760453118,1.507372023072892,0.6764487919355329,0.638325123763912,2.8274999999999997,3.5562499999999986,3.2567498282795,3.431451095678151,2.951585583587855,3.050207991240124,5.192875000000001,5.192875,4.938762893928201,5.029655497690796,3.2479963940192813,3.26499993284658,2.9075,2.5199999999999996,2.5284643885285374,2.517699036023592,0.794893370999012,0.8255973438227054,3.422861111111111,3.4228611111111107,3.489666959113002,3.6138143644400587,2.6667228604743345,2.664444450868106,2.9075,2.5200000000000005,2.5137692809355263,3.4515369920322283,1.1102978220505952,1.136146246068733,5.416206249999999,5.41620625,5.709679833856859,5.4922086079256385,5.351919149050033,5.315800249491993,4.800000000000001,4.942499999999998,4.105839818740531,4.362730028097534,0.7759841046955129,0.7760940207621669,5.6485,5.6485,5.880290072837162,5.764176346515145,6.251739004863004,4.44114369173977
1999-11-30,POMKH,2.095,2.27,6.415000000000001,2.13,5.14,3.727,4.27,4.41,1.56,1.11,4.3825,2.62,2.0909999999999997,2.62,3.151125,3.96,5.186,3.564791666666667,4.017291666666665,3.4746704677481675,3.8968970073825844,4.5828494284475205,4.432306791563628,2.461875,2.1212499999999994,2.0237296501226703,2.5860707970386083,1.5814084346672082,1.4235068392501589,5.265416666666667,5.265416666666667,5.121306659602433,5.470624269817156,6.465724592011956,6.414999690009657,1.6149999999999998,1.6175000000000002,1.7065995105322598,1.9661334768806606,1.5609765500428052,1.2081986640156228,5.97875,5.924999999999998,5.203002986563503,6.9655098305080365,6.840927115234077,6.810423463752084,5.441625,5.441625,4.988545242856604,5.464575827489612,3.6560526134514526,3.727,5.600625,5.5699999999999985,4.819087618008678,5.159553793930467,4.91971503037179,4.833611883098619,5.0196875,5.0943749999999985,4.6096332750780835,4.846831729330167,4.341156179960876,3.7415344886916797,1.8350000000000002,1.6325,1.5509964456271872,1.4621461260186377,1.2150161688835173,1.3726573795926222,2.8175,2.803749999999998,2.3980498969677,3.0740030507321605,4.421677531387767,3.9666759313676767,5.192875,5.192875,4.716257736356921,4.682836216894211,4.381895191632552,4.382499534023247,2.99,2.8425,2.5650786331171225,2.5929142422332743,1.7722640631988558,1.8893138109958918,3.4228611111111107,3.4228611111111107,2.930200175467801,2.9392727371914567,2.1549643240147853,2.0909999960644283,2.99,2.8425000000000007,2.5562615685613155,3.1378042443370444,1.7347717100289222,1.971405245049902,5.416206249999999,5.41620625,4.686257900314115,4.720515464863492,3.0689561724411307,3.151125147895041,4.94625,4.749999999999998,4.047503891244318,4.242001491797853,5.403485309839426,5.195554670639277,5.6485,5.6485,5.6025740437022975,5.580116670092814,5.219514492121495,3.6385104558234502
2000-02-29,POMRB,3.72,2.67,5.126666666666666,1.66,8.04,5.2075000000000005,6.95,5.04,1.72,3.72,5.584,2.87,3.6873333333333336,2.87,6.2187,6.73,5.422000000000001,3.136666666666667,3.929166666666665,3.572802280648901,3.5761779975164867,4.065697876179643,3.632581423427288,2.6524999999999994,2.3012499999999996,2.2822377900736024,2.591828749500279,2.1579526175679167,2.27539127783648,5.265416666666667,5.265416666666667,5.123450662428127,5.43247823456407,5.102734944029667,5.126666619606011,1.6025,1.6075000000000002,1.6879597063193557,1.940542180205482,2.491349295096844,2.1283067368942783,6.226249999999999,5.859999999999998,6.337801791938102,6.957331150406589,8.023483363357595,7.985828126275988,5.441625,5.441625,5.076127145713963,5.402933125360279,5.245220299987813,5.2075000000000005,5.563854166666666,5.628124999999998,5.671452570805206,5.384870901809383,6.127110638373263,6.173755301237998,5.0925,4.999374999999999,4.78177996504685,4.908547524272145,5.123202409030931,5.300108578532254,1.9450000000000003,1.75,1.6185978673763124,1.6500950490226272,1.201384779964374,1.3567087866821346,2.732708333333333,2.8512499999999985,2.92682993818062,3.175908312449916,2.8280012395280223,2.585178147751515,5.192875,5.192875,5.063354641814152,5.02941888930439,5.654304402761046,5.58399980621251,2.96125,2.9724999999999997,2.6870471798702735,2.7212316003050083,2.8978356172409425,2.9185935949847805,3.422861111111111,3.422861111111111,3.233053438614014,3.2022711162017665,3.7032288999119074,3.6873333357448876,2.96125,2.9725000000000006,2.6817569411367894,3.0463078958402057,3.029837391691043,2.8530472421134556,5.416206249999999,5.41620625,5.299234740188469,5.0603700800211575,6.304057086525774,6.2186993176261245,5.093125,4.849999999999998,5.120502334746591,4.308476182704098,5.8856564508423155,5.760062521784787,5.6485,5.6485,5.5303444262213795,5.496210545572401,5.428472336082758,3.6478062831986655
2000-05-31,PREMON,3.88,4.425,8.709999999999999,1.87,8.86,7.067,8.1,7.14,3.64,3.88,7.539999999999999,5.05,5.248666666666667,5.05,6.979199999999999,8.22,5.656000000000001,3.225416666666667,3.200416666666665,3.6956813683893404,3.415772184738983,6.458083637193718,6.283273044572855,2.640625,2.6224999999999996,3.1393426740441615,2.605602090708601,3.7907131067001467,3.9149046839495876,5.265416666666666,5.265416666666667,6.558070397456875,7.692202000478122,8.733192838272842,8.709999902706087,1.52,1.6225,1.7607758237916133,1.9755353334990835,2.475024928716822,1.612564854877018,6.6274999999999995,6.0974999999999975,7.346681075162861,6.949375252011656,8.775867810247796,8.745568240017723,5.441625,5.441625,5.872476287428379,5.88030766772432,7.087718023950896,7.067,5.745833333333334,5.573124999999997,6.642871542483124,5.778689445944893,7.922560743397768,7.6696541259328725,5.2175,5.039999999999999,5.725067979028109,6.534404150236338,7.102732371306905,6.977626419702162,1.9412500000000001,1.9200000000000002,2.427158720425788,4.363776528383842,3.6524251572989783,3.6322710950091404,2.7804166666666665,2.783749999999998,3.3080979629083718,3.3015654598712216,3.650853443758038,3.9440555308589573,5.192875,5.192875,6.054012785088491,6.3762899633597145,7.640661811304934,7.539999715915462,2.9631250000000002,3.0074999999999994,3.632228307922164,3.4337473539404946,5.178596458296012,4.988586452002745,3.4228611111111116,3.422861111111111,4.039298729835075,4.282514092497206,5.261892543881178,5.248666665188885,2.8487500000000003,3.0075000000000003,3.6290541646820733,4.928067722222888,5.333266190305157,5.19487274047992,5.416206249999999,5.41620625,5.9712208441130805,5.650716828152964,6.95846614771699,6.979199234176957,5.2075,5.042499999999998,6.3603014008479555,4.475381644675834,7.323056231060872,7.1921141375817035,5.6485,5.6485,5.5806066557328275,5.507031069834785,5.706598354793266,3.8052365064130678
2000-08-31,MONSOON,2.5966666666666662,1.365,0.81,0.67,3.38,5.7650000000000015,2.898333333333333,3.99,0.96,2.0166666666666666,3.265000000000001,1.12,2.6644444444444444,1.12,5.3157999999999985,1.665,6.330000000000001,3.461666666666667,3.0729166666666647,3.2560754877002704,2.9401801838192294,2.7269003311319855,2.5996408364135437,2.635625,2.6824999999999997,2.429605604426497,2.6053816619615002,1.7669066151303618,1.5547015686976242,5.265416666666667,5.265416666666667,4.258842238474125,4.55486986924141,0.7600876164664534,0.8099999257634634,1.49125,1.5825,1.324465494274968,1.690212915167181,0.9798390760071634,1.026937345642686,7.02375,6.354999999999997,5.760008645097717,6.94002320511372,2.199379525666057,2.2193095531590017,5.441625000000001,5.441625,5.829485772457028,5.941273117732661,5.788092496844754,5.7650000000000015,6.020833333333333,5.554583333333331,5.145056258823208,5.397083908471765,3.1464547212729324,3.6262449246614645,5.42,5.145,5.031040787416865,5.327326745261736,3.625563320462244,2.349112568142999,1.9837500000000001,1.9700000000000002,1.8402952322554729,2.2987155124059457,0.7989720920558461,0.83740374151657,2.9629166666666666,2.681666666666665,2.7915254444116897,3.1023942898084385,2.272198639732656,2.644659738609057,5.192875000000001,5.192875,4.9384076710530955,5.22968451244628,3.2522458144532638,3.2649999141545645,3.1731249999999998,2.9149999999999996,2.627336984753298,3.0358634190557767,1.5374970972007356,1.4723640599619021,3.422861111111111,3.4228611111111107,3.4893570156788227,3.7857878781694994,2.666790414528933,2.664444445350036,2.83875,2.9150000000000005,2.6254324988092437,2.7614907208509387,1.5384151813172822,1.6536726040268093,5.416206249999999,5.41620625,5.709052506467847,5.624747968195048,5.349323596698641,5.315799416700749,5.401250000000001,5.143749999999997,4.482180840508773,4.220310036348138,1.159295367529456,1.34863742443273,5.6485,5.6485,5.880363993439697,5.750226991475813,6.2519505678961425,4.258689371569081
2000-11-30,POMKH,3.3150000000000004,1.935,6.415000000000001,1.63,7.32,3.727,5.8,4.99,1.33,1.9,4.3825,3.005,2.0909999999999997,2.09,3.151125,4.4700000000000015,5.186,3.7529166666666667,3.3779166666666645,3.2796452926201622,2.8165418425522692,3.479128209681398,3.2981908107801328,2.646875,2.59875,2.231763362655898,2.6077435042159314,2.086369192189593,1.7183035390452572,5.265416666666667,5.265416666666667,5.121305343084476,5.438522635215772,6.465700844712872,6.414999729255917,1.778125,1.4575,1.4466792965649808,1.7210117729302141,1.553230574681088,1.6064303849457313,7.2524999999999995,6.899999999999997,6.38400518705863,6.931696980347298,6.427180487007085,6.2183475081601625,5.441625,5.441625,4.988491463474217,5.401086883652616,3.654782412203456,3.727,6.160833333333333,5.937083333333331,5.4070337552939245,5.448993362994643,4.944430001026327,4.71490150218345,5.4350000000000005,5.29,5.014624472450119,5.092369816421586,4.631731805938294,4.076592140420977,2.02625,1.9125,1.6361771393532838,1.4567768428398018,1.4394681139637946,1.4421350223108003,3.0416666666666665,2.879166666666665,2.434915266647014,2.8929519783361397,2.263629830758103,2.0454707937743546,5.192875,5.192875,4.716044602631857,4.809121769684206,4.38547064186186,4.382499620107527,3.4068750000000003,3.0112499999999995,2.7784021908519785,3.1287196074774712,2.348655336636871,2.1480091905200136,3.4228611111111107,3.4228611111111107,2.930014209407293,3.049360890791908,2.155008620915207,2.0909999994450446,2.9699999999999998,2.7825000000000006,2.411259499285546,2.121180468628792,1.9023156431449642,2.3092503987668773,5.416206249999999,5.41620625,4.685881503880708,4.87621000598372,3.066344699327531,3.151124654229119,5.300625,5.2712499999999975,4.477308504305265,4.156783190204222,5.087879636744029,4.685021742259768,5.6485,5.6485,5.602618396063818,5.5895624974399585,5.219682094863286,3.489030502520893
2001-02-28,POMRB,4.39,2.965,5.126666666666666,1.93,9.03,5.2075000000000005,7.62,6.08,2.29,4.39,5.584,4.165,3.6873333333333336,3.32,6.2187,7.77,5.422000000000001,4.004583333333334,3.545416666666664,3.723787175572097,3.110148415973849,3.755259798626467,3.887447133862926,2.723541666666667,2.6725,2.5250580175935387,2.614797119189765,2.4085400087243674,2.2561517786457976,5.265416666666667,5.265416666666667,5.123449872517352,5.352106356732831,5.102718887706694,5.126666620470017,2.094375,1.525,1.6400075779389884,1.8226886520171763,2.1681978738986487,1.5802519309788399,7.2475,7.147499999999997,7.442403112235178,6.923822376034751,8.08888764000704,7.989782155152649,5.441625,5.441625,5.076094878084531,5.318093993246692,5.243953257010574,5.2075000000000005,6.1954166666666675,6.1045833333333315,6.292220253176355,5.7692347518724,6.5148100638454025,7.046616919699289,5.26625,5.550000000000001,5.440774683470072,5.717751793076577,5.524223098992371,5.483170530995581,2.03375,2.055,1.8977062836119702,2.099594989421666,1.4390106969299696,1.369846188529491,3.020833333333333,3.0466666666666646,3.216949159988208,3.119911589077704,3.4825961845318467,3.4186684308519886,5.192875,5.192875,5.063226761579115,5.091220931712533,5.657312776383017,5.583999824686511,3.891875,3.334999999999999,3.3330413145111875,3.513421482076698,2.9400157969120615,2.813511385647038,3.422861111111111,3.422861111111111,3.2329418589777092,3.257976755657879,3.7032579465033515,3.6873333336734166,3.3800000000000003,2.8950000000000005,2.774755699571328,2.8037835546324787,2.969643617769025,2.80721533286979,5.416206249999999,5.41620625,5.299008902328425,5.224645296010293,6.301529432611823,6.218700430945284,5.1450000000000005,5.531249999999997,5.794385102583159,4.312932252288501,6.6155215968397485,6.282264542153643,5.6485,5.6485,5.530371037638291,5.521918334127527,5.428605112960821,3.434160004652947
2001-05-31,PREMON,5.54,4.2200000000000015,8.709999999999999,3.895,9.7,7.067,8.55,6.22,3.41,3.84,7.539999999999999,5.625,5.248666666666667,5.65,6.979199999999999,6.375,5.656000000000001,4.071249999999999,3.9604166666666645,4.450272305343258,3.805074415180475,5.665029838493092,5.3478857454565,2.806458333333334,2.62125,3.2030348105561237,2.6275813915199633,4.054750394014084,4.1288190209617515,5.265416666666666,5.265416666666667,6.558069923510411,7.582117575714924,8.733181982069514,8.709999904393044,2.15125,2.03125,2.542004546763393,2.4118950922127222,2.398801921118066,1.9579588036377436,7.265000000000001,7.357499999999998,8.345441867341107,6.916131634178015,8.883403010947498,8.767841159939374,5.441625,5.441625,5.8724569268507185,5.781222954615172,7.0864943116330075,7.067,6.223750000000001,6.217083333333331,7.195332151905813,6.221619852297338,8.37833413369803,8.185639492546033,5.041249999999999,5.32,5.752464810082043,6.245130105170915,7.7475891619227,7.4212141688646645,2.0525,1.9975,2.5026237701671823,3.867733583458364,3.767203727722103,3.338068877781799,3.07625,3.0366666666666644,3.466169495992925,3.245346476497168,3.9450311081061473,3.970542261391045,5.192875,5.192875,6.053936056947469,6.380446036625983,7.643193048287392,7.5399997481613195,4.28375,3.478749999999999,4.249824788706713,4.273135093473946,5.4478010497932825,5.482721307990241,3.4228611111111116,3.422861111111111,4.039231782053292,4.287641149434273,5.261911590456083,5.24866666645826,3.6475000000000004,3.045000000000001,3.9248534197427967,5.6148844055206455,5.439643082532479,5.279056381576626,5.416206249999999,5.41620625,5.971085341397055,5.813216754679496,6.956096952185452,6.979200483646633,5.2093750000000005,5.069999999999997,6.026631061549896,4.380121426411694,8.150793211899536,7.882536445464216,5.6485,5.6485,5.580622622582975,5.542909462200556,5.706703542209391,3.582369787221886
2001-08-31,MONSOON,2.95,2.1833333333333336,0.81,1.175,2.5,5.7650000000000015,2.725,3.56,1.25,1.89,3.265000000000001,4.425000000000002,2.6644444444444444,3.8,5.3157999999999985,2.265,6.330000000000001,4.18375,4.048749999999997,3.850163383205955,3.576498909804918,2.819877815069194,2.988172496154532,2.710208333333334,2.825833333333333,2.7951542196670074,2.6310506897705515,1.8889008444431725,1.4631687797024697,5.265416666666667,5.265416666666667,4.258841954106247,4.461905406160391,0.7600802762335146,0.8099999312333284,2.305,2.1575,1.9952027280580358,2.156424374305048,1.7321982337263626,2.2277258650081824,7.425,7.137499999999998,6.007265120404663,6.906602492214562,2.5867005112748505,2.5934304278976223,5.441625000000001,5.441625,5.8294741561104315,5.836097641436813,5.786941273481212,5.7650000000000015,6.2525,6.173749999999998,5.407199291143487,5.79720812076355,3.6008359161519614,3.8508036652609956,4.48,5.2125,4.875478886049226,4.711850276500397,3.673266851407412,2.3837952969485414,1.8949999999999998,2.0700000000000003,2.001574262100309,2.1425921629290197,0.9382754415342385,0.8807774670632917,2.97375,3.004999999999998,2.8357016975957547,3.031789664158787,2.2430732778704545,2.3582212847407953,5.192875000000001,5.192875,4.938361634168482,5.201369108016056,3.2543755900285363,3.2649999078489187,4.1762500000000005,4.304999999999999,4.319894873224028,4.646831623045085,1.7139288884565391,1.9509936067071334,3.422861111111111,3.4228611111111107,3.4893168470097526,3.7598099319971814,2.6668029038379886,2.6644444445721587,3.49375,3.7150000000000007,3.874912051845678,5.537454060210321,1.8059526643121355,1.816249022794152,5.416206249999999,5.41620625,5.708971204838232,5.77465114963774,5.347165187335747,5.315800368375855,4.88875,5.219999999999997,4.521978636929937,4.183707997330385,1.1662578914109414,1.0128441069463663,5.6485,5.6485,5.880373573549786,5.791648120200427,6.252033898613597,4.0092646310315665
2001-11-30,POMKH,3.495,1.78,6.415000000000001,1.58,8.34,3.727,6.2,3.62,1.19,2.47,4.3825,2.835,2.0909999999999997,1.55,3.151125,4.385,5.186,4.3189062499999995,4.093749999999997,3.708098029923573,3.5459161888070865,3.5896049369704848,3.394484232854782,2.658958333333334,2.787083333333333,2.3890925318002045,2.6326572177377168,2.4192424662833023,2.0531011195348334,5.265416666666667,5.265416666666667,5.121305172463749,5.370785825449813,6.465695881742121,6.414999758805034,2.235625,2.1450000000000005,1.8291216368348215,2.0657491888651567,2.2464395973378686,1.614660876517452,7.395,7.392499999999998,6.940359072242798,6.898587543373615,6.710652507845964,6.566392736977773,5.441625,5.441625,4.98848449366626,5.298634978921245,3.6537235161113792,3.727,6.220833333333333,6.273749999999998,5.724319574686093,5.886916319259392,5.247444105050713,5.095409311263292,4.1425,4.870000000000001,4.373287331629536,3.767568095461961,4.497142476351551,4.135152967701208,1.81625,2.035,1.6769445572601855,1.2269047649652327,1.5169268493195114,1.5549174349345465,2.8378125,3.147499999999998,2.6894210185574527,2.9267252440607954,2.158417259329035,2.033134184578461,5.192875,5.192875,4.716016980501089,4.766314255420944,4.3872626289545185,4.382499675435128,4.14625,4.262499999999999,3.725936923934417,4.513754956430666,3.835152931796748,3.9832344151551915,3.4228611111111107,3.4228611111111107,2.9299901082058515,3.0117351871808555,2.1550168104577603,2.090999999921735,3.5075,3.580000000000001,2.944947231107407,3.271428505525474,2.9574862029086577,3.2713905406738677,5.416206249999999,5.41620625,4.685832722902939,5.004302703877662,3.064430088418506,3.1511252183675778,4.574375,5.198749999999996,4.4671871821579625,4.132218219440481,4.834612978362761,4.92320363666311,5.6485,5.6485,5.602624144129871,5.6319410312517775,5.219748110445036,3.2846834718056392
