Date,Season,Sidli,Sidli_Trend,Sidli_SMA,Sidli_EWMA,Sidli_DES,Sidli_TES,Sidli_ARIMA
2006-11-30,POMKH,4.0775,3.6293749999999996,3.5406249999999986,3.5201082841709628,3.8460508003228946,3.230210813691132,3.59562843422846
2007-02-28,POMRB,3.595,3.659375,3.6293749999999982,3.5500649705025777,3.848816928388885,4.140604375982238,3.687014841325612
2007-05-31,PREMON,5.185,3.59940625,3.6293749999999987,4.2040389823015465,4.175868769846462,4.827250380679084,4.992991192541725
2007-08-31,MONSOON,1.9,3.4206874999999997,3.6893749999999983,3.282423389380928,3.8010746330811243,2.132091590593611,1.9697829988057345
2007-11-30,POMKH,3.35775,3.3319374999999996,3.509437499999998,3.3125540336285564,3.7325998616808036,3.380315631601989,3.8414938491065587
2008-02-29,POMRB,2.885,3.2719375,3.331937499999998,3.1415324201771337,3.5683357028636693,4.187464384198211,3.7051256680853384
2008-05-31,PREMON,5.185,3.2119374999999994,3.3319374999999987,3.9589194521062803,3.8860564170804666,4.779398455200344,5.031052060413206
2008-08-31,MONSOON,1.4200000000000002,3.2410625,3.2119374999999986,2.943351671263768,3.419844329875799,2.082874741885678,1.986012839380674
2008-11-30,POMKH,3.35775,3.1299375000000005,3.2119374999999986,3.1091110027582607,3.371977273751186,3.2718016417192617,3.6628536978297674
2009-02-28,POMRB,3.1180000000000003,3.0161875000000005,3.2701874999999987,3.112666601654957,3.283934918122697,4.0826699861803695,3.4254129528310044
2009-05-31,PREMON,4.0630000000000015,2.9527187500000007,2.9896874999999996,3.4927999609929747,3.3994537706990133,4.7068623332351915,5.043773584423713
2009-08-31,MONSOON,1.632,2.854,3.0426874999999995,2.748479976595785,3.0236363122590957,1.8758811047805666,1.7721850515294788
2009-11-30,POMKH,2.638,2.8452500000000005,2.8627499999999997,2.7042879859574707,2.8807687988186186,3.102679378423181,3.5115742114642647
2010-02-28,POMRB,3.048,2.8996875,2.8452499999999996,2.841772791574482,2.8406332736543782,3.8359891371360466,3.2407820657155986
2010-05-31,PREMON,4.0630000000000015,2.9498750000000005,2.845249999999999,3.33026367494469,3.0203930812019903,4.467790465080724,4.618476095305009
2010-08-31,MONSOON,2.0675000000000003,2.9326250000000003,2.9541249999999994,2.8251582049668142,2.7954157850721373,1.6530656548058218,1.6785987023101665
2010-11-30,POMKH,2.6039999999999996,2.9630000000000005,2.9456249999999993,2.7366949229800883,2.699636201024776,2.948547417660876,3.1821429339769987
2011-02-28,POMRB,2.944,2.9970833333333333,2.9196249999999995,2.819616953788053,2.687783392434391,3.6890225315472795,3.129663280622295
2011-05-31,PREMON,4.41,3.0740416666666666,3.0063749999999985,3.455770172272832,2.9862738687966393,4.319322894584587,4.364392984748318
2011-08-31,MONSOON,1.9931666666666663,3.404791666666666,2.987791666666665,2.8707287700303654,2.7823071370038357,1.5583945993933526,1.7993270679323965
2011-11-30,POMKH,3.2939999999999996,3.6492916666666666,3.160291666666665,3.040037262018219,2.8563621888250106,2.852848671580098,2.968194936044364
2012-02-29,POMRB,4.9,3.5900416666666666,3.6492916666666657,3.7840223572109313,3.265773658724337,3.685512817462165,3.078441378655186
2012-05-31,PREMON,4.41,3.354041666666667,3.6492916666666657,4.0344134143265595,3.5598923537378413,4.555486103028256,4.468124886556474
2012-08-31,MONSOON,1.5191666666666668,3.0047916666666663,3.5307916666666657,3.0283147152626024,3.2332883133432615,1.778898872376224,1.9941726050640263
2012-11-30,POMKH,1.88,2.832291666666667,3.1772916666666653,2.5689888291575613,2.9862082647706263,3.0005287316612863,3.1484666057940736
2013-02-28,POMRB,3.52,2.9273958333333336,2.832291666666665,2.949393297494537,3.085033177450152,3.6507287647230156,3.6421067179552944
2013-05-31,PREMON,4.41,3.055,2.832291666666665,3.533635978496722,3.365921750251977,4.355211622321293,4.344802265319647
2013-08-31,MONSOON,2.28,3.0875,3.022499999999998,3.0321815870980333,3.192075542777926,1.593060927894156,1.7943803002429792
2013-11-30,POMKH,2.14,3.0483333333333333,3.0874999999999986,2.67530895225882,2.992934956048067,2.9211153236881175,2.722529855353642
2014-02-28,POMRB,3.52,2.750416666666667,3.0874999999999986,3.0131853713552923,3.085593129794245,3.6095474113580988,3.5789610003968253
2014-05-31,PREMON,4.096666666666667,2.520416666666667,3.0091666666666654,3.4465778894798422,3.2953820509152703,4.318020209147326,4.327739102228053
2014-08-31,MONSOON,0.21,2.566666666666667,2.491666666666666,2.1519467336879052,2.705306860464238,1.5215084753628965,1.9429933818582619
2014-11-30,POMKH,2.37,2.6070833333333336,2.5491666666666655,2.239168040212743,2.587631605283625,2.6040543966953766,2.407773629764886
2015-02-28,POMRB,3.66,2.7496875,2.5841666666666656,2.8075008241276462,2.747141834428052,3.3446289274385137,3.430171919739794
2015-05-31,PREMON,4.28,2.97125,2.629999999999999,3.396500494476588,3.035416086032187,4.091232063399396,4.125371909742023
2015-08-31,MONSOON,1.1675,3.0765625,2.869374999999999,2.504900296685953,2.676659409698765,1.3359093907682036,1.3349352429267682
2015-11-30,POMKH,3.185,2.995,3.073124999999999,2.7769401780115714,2.7479370723533076,2.551257314329326,2.373717539754254
2016-02-29,POMRB,3.6875,2.8115625,3.079999999999999,3.1411641068069427,2.923734729869844,3.397995694059049,3.5052758808090227
2016-05-31,PREMON,3.6,2.5901562500000006,2.9099999999999993,3.3246984640841655,3.075615220385655,4.147260600956995,4.165076954069516
2016-08-31,MONSOON,0.38,2.7312499999999997,2.7131249999999993,2.1468190784504992,2.5635487283717886,1.308064027225262,1.2918956564167785
2016-11-30,POMKH,2.20125,2.9003124999999996,2.467187499999999,2.1685914470702996,2.4499453567635525,2.4322547567538138,2.5725506660925723
2017-02-28,POMRB,5.8,2.9828125,2.995312499999999,3.6211548682421792,3.097693683297718,3.1705018828903437,3.436223891958321
2017-05-31,PREMON,2.84,3.0201562500000003,2.805312499999999,3.3086929209453073,3.1079964093485177,4.195904363767877,3.971728649641812
2017-08-31,MONSOON,1.8,2.37625,3.160312499999999,2.7052157525671845,2.894174505154054,1.2638788814848487,1.0050805026175567
2017-11-30,POMKH,1.08,1.9200000000000002,2.879999999999999,2.055129451540311,2.5409547447436824,2.566852254010893,2.5058806563533564
2018-02-28,POMRB,1.77,1.8787500000000001,1.872499999999999,1.9410776709241864,2.350363528436405,3.161802063467358,4.142488053231126
2018-05-31,PREMON,3.22,1.92625,1.967499999999999,2.4526466025545117,2.471551742771729,3.700006950182345,3.3621781307897303
2018-08-31,MONSOON,1.09,,1.789999999999999,1.9075879615327072,2.165478585509805,0.8523642328343723,1.0876613335165155
2018-11-30,POMKH,2.17,,2.0624999999999987,2.012552776919624,,2.1021215054212377,1.837577491956529
