Date,Season,Gumla,Ghaghra,Raidih,Kamdara,Sisai,Chainpur,Palkot,Verno,Gumla_Trend,Gumla_SMA,Gumla_EWMA,Gumla_DES,Gumla_TES,Gumla_ARIMA,Ghaghra_Trend,Ghaghra_SMA,Ghaghra_EWMA,Ghaghra_DES,Ghaghra_TES,Ghaghra_ARIMA,Raidih_Trend,Raidih_SMA,Raidih_EWMA,Raidih_DES,Raidih_TES,Raidih_ARIMA,Kamdara_Trend,Kamdara_SMA,Kamdara_EWMA,Kamdara_DES,Kamdara_TES,Kamdara_ARIMA,Sisai_Trend,Sisai_SMA,Sisai_EWMA,Sisai_DES,Sisai_TES,Sisai_ARIMA,Chainpur_Trend,Chainpur_SMA,Chainpur_EWMA,Chainpur_DES,Chainpur_TES,Chainpur_ARIMA,Palkot_Trend,Palkot_SMA,Palkot_EWMA,Palkot_DES,Palkot_TES,Palkot_ARIMA,Verno_Trend,Verno_SMA,Verno_EWMA,Verno_DES,Verno_TES
1999-05-31,PREMON,4.965,7.58,7.38,2.01,5.946666666666666,4.05,7.52,6.5,4.073333333333333,3.55875,4.084413712687104,3.8005140600499248,4.14553085556493,4.0849454089141455,4.02625,3.98,5.153387117600768,4.099769664601601,5.9005766858363184,5.711736252912346,5.001250000000001,5.0475,6.209797549989888,6.0028909725153206,8.070873976595518,7.987663075404189,2.8529166666666663,2.6925,2.9836249324584956,2.062708616327602,3.7676666343073406,2.934947690147685,3.7654166666666664,3.705,4.599449322474154,3.933873972749917,6.039663942077943,5.176525218078928,2.69375,2.7725,3.391430439972864,3.91672585849659,5.095706184404266,3.721727912804678,4.9087499999999995,4.8874999999999975,5.853636320509953,5.242972798128746,7.315333105468685,7.253168193178284,3.79125,3.5225,4.57237759643648,3.8486246328600675,5.999113190197302
1999-08-31,MONSOON,3.5,0.85,2.1,0.77,1.7466666666666668,1.06,2.52,1.68,3.6141666666666663,3.9212499999999997,3.850648227612262,3.9540288726514503,1.7503756709309548,3.53901081651345,4.0024999999999995,3.9375,3.4320322705604602,3.601355978507075,2.393884392166395,1.9858330963353712,4.4525,5.140000000000001,4.565878529993933,4.770470246973037,1.6763147270715706,2.320808887984321,2.2833333333333337,2.67,2.0981749594750974,2.046476081850617,0.748806139885057,1.2614706669003426,3.592083333333333,3.7941666666666665,3.4583362601511594,3.520778369779847,1.8785296430776661,1.5385835444222087,2.64375,2.63,2.458858263983718,3.9371241968112947,1.9843218010715344,1.5748473130655136,4.97625,4.822499999999997,4.520181792305971,4.6913284298343605,3.150206629191644,2.3758717131876526,3.71,3.7199999999999998,3.4154265578618883,3.8619388211293253,1.6829181922976497
1999-11-30,POMKH,1.2366666666666666,2.83,2.02,1.5633333333333337,1.77,1.52,4.44,2.02,3.0352083333333333,4.225416666666667,2.805055603234024,3.674275730132103,3.034482959527748,2.6720219146985222,3.8762499999999998,4.114999999999999,3.1912193623362763,3.554466937571256,2.9398406845731806,2.8415713880502222,4.08875,4.862500000000001,3.54752711799636,3.677610101165829,4.539535409403509,4.472013220415841,1.7570833333333336,3.0358333333333336,1.8842383090183918,2.049375803018467,1.6930301149347118,1.0768856128082858,3.5516666666666667,3.7366666666666664,2.783001756090696,3.1210652159229553,2.915190264764311,2.9877955615921263,2.7600000000000002,2.7575,2.083314958390231,3.958085230091106,2.6608372296352605,1.8299683467052106,4.98875,4.994999999999997,4.488109075383583,4.601329348307024,4.368706903025039,4.7264017550791495,3.6025,3.8625,2.8572559347171333,3.875398649243441,2.532839035263402
2000-02-29,POMRB,2.31,4.3,4.67,1.78,4.326666666666667,3.49,5.35,4.03,2.8449999999999998,3.0029166666666667,2.6070333619404145,3.565334968436362,3.761541084963053,3.5962960678618994,4.0225,3.8899999999999997,3.6347316174017656,3.839516585954569,4.147970557831414,4.2745487083148195,4.03625,4.042500000000001,3.996516270797816,3.86280818508902,5.808915577731103,5.747876813764095,1.9645833333333333,1.5308333333333335,1.8425429854110353,2.057359130663258,2.7877508192233016,4.543299896029756,3.68125,3.4475000000000002,3.4004677203210845,3.428992108073951,3.740193416958157,4.099965954903367,2.95375,2.53,2.6459889750341388,3.981138408310267,3.7928282519370153,2.856895894395815,5.16875,4.957499999999998,4.83286544523015,4.728129282022613,5.478991549577891,5.508525301579595,3.66,3.5575,3.32635356083028,3.889502221132671,3.280410087945156
2000-05-31,PREMON,5.223333333333334,7.47,7.75,3.82,6.78,5.89,7.77,6.86,2.9970833333333338,3.0675,3.6535533504975826,3.9625645817587087,4.051018058387412,2.836766342698146,4.311249999999999,3.8624999999999994,5.168838970441059,4.884692172754071,6.105920463664362,5.869259145190976,4.40875,4.135000000000002,5.49790976247869,5.421264995129999,6.557039819366512,6.099454652478265,2.111666666666667,1.9833333333333334,2.6335257912466212,2.114107920882542,3.8422899897046374,1.3858654904044803,3.9816666666666665,3.6558333333333337,4.752280632192651,4.413566383692836,5.9091335315197755,5.217048227722058,3.1275,2.9899999999999993,3.943593385020483,4.006730650597369,5.253141847701498,3.5003387375406465,5.3925,5.019999999999998,6.007719267138089,5.411770771829365,7.308066143181646,7.171935541326219,3.945,3.6475,4.739812136498168,3.9044960199607717,6.235689850282423
2000-08-31,MONSOON,1.72,2.13,1.31,0.62,1.95,0.77,3.71,1.78,3.7308333333333334,2.6225,2.8801320102985497,3.7166556041643997,1.7377898006643533,2.396950231659048,4.5737499999999995,4.182499999999999,3.953303382264635,4.5764747938499815,2.499905586463702,1.6831112383389666,5.115,3.9375000000000013,3.822745857487214,4.058931270292016,1.060404267878837,1.5744953032427897,2.5362500000000003,1.9458333333333333,1.8281154747479726,2.0933747269957106,0.8234295097333111,1.5484291626057507,4.40125,3.706666666666667,3.6313683793155906,3.9990562196499897,2.000578688545706,1.7535578734213244,3.465,2.917499999999999,2.6741560310122896,4.027276010525327,2.141757476537657,1.4494000593940122,5.64625,5.317499999999998,5.088631560282853,5.130301797592639,3.1704342565282233,2.5488046530792454,4.2675,3.6725000000000003,3.555887281898901,3.9180260236630953,1.9434959492674708
2000-11-30,POMKH,4.233333333333333,3.86,5.79,2.89,3.97,3.2,5.04,4.2,4.382083333333334,3.3716666666666666,3.4214125395124633,3.902918283870677,2.6115232868376723,1.7851131774063282,4.6975,4.4399999999999995,3.915982029358781,4.640926171172998,3.4156253431928874,3.4350857620543946,5.465000000000001,4.880000000000002,4.609647514492329,4.726883124052766,3.218696534729893,3.3901239103409577,2.9425,2.2775,2.2528692848487837,2.1272440820363006,1.7676534829126314,1.2853382498729897,4.69125,4.256666666666667,3.7668210275893546,4.11946445376913,3.05853977029878,2.8665679059032194,3.5575,3.3374999999999995,2.884493618607374,4.050375572253745,2.8182729018653725,1.8453478752441836,5.88125,5.467499999999998,5.0691789361697115,5.1521753027719965,4.513950237988871,5.012132594083944,4.4825,4.2175,3.813532369139341,3.9323221747261505,2.7621905889459635
2001-02-28,POMRB,5.183333333333334,5.37,6.55,3.85,5.4833333333333325,4.51,6.78,4.43,4.6691666666666665,4.090000000000001,4.126180857040811,4.2441247372297,4.132580419108583,3.964815035032166,4.739999999999999,4.7075,4.4975892176152685,5.031419375471293,4.798314231977893,4.790431884991574,5.717499999999999,5.350000000000001,5.385788508695397,5.651582122076177,6.557378855582252,6.697929994360142,3.1153125000000004,2.795,2.8917215709092705,2.183680735903826,2.8623741976228034,3.4529963970169533,4.981041666666666,4.5458333333333325,4.453425949886945,4.630294105569275,4.422485969647823,4.92996488799602,3.604583333333333,3.5925,3.5346961711644242,4.074912323790702,3.9502639351788424,3.2946520922621825,5.790000000000001,5.8249999999999975,5.753507361701827,5.566072842891104,5.672835559003081,5.552667628396873,4.77,4.3175,4.060119421483605,3.9467344576736467,3.8890878078168267
2001-05-31,PREMON,7.56,7.39,8.67,5.0,7.9433333333333325,5.61,8.22,8.18,4.65453125,4.674166666666667,5.499708514224487,5.002342539725626,5.003062085194488,5.030513814831299,4.7437499999999995,4.6875,5.654553530569161,5.877030393146983,6.888441632140704,6.801409747533166,5.6346875,5.580000000000002,6.699473105217238,7.4143669521814175,8.20887934198067,8.420496954387042,3.1106249999999998,3.09,3.735032942545562,2.26700100238129,3.916913384717969,2.897808391452446,5.086041666666667,4.836666666666665,5.849388903265501,5.80476504335373,6.715735309894567,6.372975982972699,3.6291666666666664,3.5225,4.364817702698655,4.100682402692656,5.41057753718169,4.443487580346114,5.671875000000001,5.937499999999997,6.7401044170210955,6.293042311489805,7.63402039859214,7.756743656717172,4.8062499999999995,4.6475,5.708071652890164,3.9623121328148754,6.803787772396357
2001-08-31,MONSOON,1.68,2.55,2.41,0.8225,3.105,1.4266666666666667,2.53,2.76,4.804479166666667,4.6641666666666675,3.9718251085346923,4.67607591553607,3.011327725352085,3.820327478395254,4.71625,4.7925,4.412732118341497,5.481262418202062,3.010761871538357,1.8759740874437787,5.440625,5.855000000000002,4.983683863130343,6.108351534439983,2.251653088457437,2.435606354280605,3.074375,3.140625,2.5700197655273374,2.249078520152446,0.8980529139486655,1.5924913892477774,5.14375,5.125416666666665,4.7516333419593,5.526281020278582,2.900661586680701,2.722596937191076,3.515416666666667,3.6866666666666665,3.18955728828586,4.122352828277153,2.2991931628541624,1.7680657009541108,5.71375,5.642499999999997,5.056062650212658,5.657195983764379,3.509645506975022,2.7995545416310392,4.80875,4.8925,4.5288429917340975,3.976326645124498,2.6578099325544735
2001-11-30,POMKH,4.15625,3.47,4.0275,2.65,3.655,2.74,5.275,3.51,5.1128125,4.644895833333334,4.045595065120816,4.763640579909303,3.5800723899664306,2.763652219830698,4.7675,4.695,4.035639271004898,5.260448552099546,3.8978649833334047,3.8225584400325325,5.4868749999999995,5.414375000000002,4.601210317878206,5.513659548272299,4.886679341686663,4.906459885329237,3.368125,3.080625,2.602011859316402,2.275109093738147,1.8422768881953502,2.2945071480448958,5.384166666666667,5.046666666666666,4.31298000517558,5.335333353852411,4.025423420463479,4.06355537853344,3.4475,3.5716666666666663,3.009734372971516,4.14545488902108,2.97570859179249,2.497565813646765,5.7925,5.701249999999998,5.143637590127595,5.650494822744192,4.6908006104150575,4.6067443997773765,4.975,4.72,4.121305795040458,3.990611298877352,3.5281702930963705
2002-02-28,POMRB,6.46,5.54,6.76,3.8,6.26,4.06,6.88,5.14,5.8190625,4.964062500000001,5.0113570390724895,5.242157407034794,4.858345360020433,4.109187446316081,4.8125,4.7375,4.637383562602939,5.502778577330435,5.005828000249411,4.857069219270509,5.449375,5.466875000000003,5.464726190726923,6.1095668114815,6.470000548582265,6.186583046623633,3.6715625000000003,3.0681249999999998,3.0812071155898413,2.3283546125283885,2.936997600285961,2.8600754609916885,5.7924999999999995,5.240833333333333,5.091788003105348,5.821854968299141,5.053453389850676,5.676188710489817,3.45875,3.459166666666666,3.4298406237829093,4.17000368463989,4.10769962064045,3.8268082962503316,5.9821875,5.726249999999998,5.838182554076557,6.0004825048798764,5.855900488217654,5.999282379416349,5.494999999999999,4.8975,4.528783477024275,4.005429211895969,4.37193540773432
2002-05-31,PREMON,8.75,7.63,8.83,7.4,9.09,5.5166666666666675,8.75,8.8,6.428906250000001,5.261562500000001,6.506814223443493,6.118230778675636,5.856740248158103,5.841543157010783,4.866250000000001,4.797499999999999,5.834430137561764,6.214258843524119,7.084139837089758,7.100107335931422,5.492187499999999,5.506875000000003,6.810835714436154,7.527365844934517,8.32730943935851,8.081894909889854,3.66,3.668125,4.808724269353905,2.4673388101058054,3.9915367863438203,3.922392020303416,6.2006250000000005,5.5275,6.691072801863209,7.056922482319647,7.384883060722959,7.3353017818556285,3.5766666666666667,3.435833333333333,4.264571040936413,4.196145801056066,5.568013218250112,4.787409775528063,6.172499999999999,5.858749999999997,7.002909532445933,6.761977074882226,7.808208027275906,7.803765530808681,5.98625,5.0525,6.237270086214565,4.02138704981837,7.330807785455107
2002-08-31,MONSOON,6.14,2.67,1.95,0.85,5.225,1.61,3.5175,6.3,6.330625,6.376562500000001,6.3600885340660955,6.490867764939133,3.9430960590748394,4.222366406047627,4.905,4.8275,4.568658082537058,5.680391881010715,3.220413637696906,2.2535110085813628,5.492500000000001,5.391875000000002,4.866501428661692,5.768180249746038,2.318210528437527,2.6094234689103333,3.4299999999999997,3.675,3.225234561612343,2.4475236210148212,0.972676334931148,1.9726406902139422,6.322916666666667,6.0575,6.104643681117925,7.096561242298517,3.6949426550998203,3.610997498513079,3.6866666666666665,3.4816666666666665,3.2027426245618478,4.21846953562688,2.4566288421089353,1.8030511217808378,6.275625,6.105624999999996,5.60874571946756,6.259757742300128,3.7218594529339577,2.941147806547125,6.18,5.9375,6.262362051728738,4.036653078998427,3.202910980176406
2002-11-30,POMKH,4.575,3.78,4.83,2.53,4.8,3.5,5.81,3.9,5.844166666666666,6.481250000000001,5.646053120439657,6.532563248976498,5.331056673390199,4.84591323737677,4.9675,4.905,4.2531948495222345,5.390815310524011,4.079279487061143,3.90310761945951,5.11,5.592500000000002,4.851900857197015,5.385109204236398,4.547657391233315,4.472896840910492,2.765,3.645,2.9471407369674054,2.468137355614938,1.9169003087873735,2.574300296712122,6.06625,6.34375,5.582786208670755,6.9215806574236325,5.167107707118486,5.173065848906815,3.6433333333333335,3.6716666666666664,3.3216455747371088,4.242811069833549,3.133144271234564,2.6199367299489347,6.286875,6.2393749999999955,5.689247431680536,6.27318616864413,4.985870791419795,4.997400460817477,6.20125,6.035,5.317417231037243,4.051254793679127,4.655664103429419
2003-02-28,POMRB,5.255,5.54,5.96,2.08,6.093333333333334,4.18,7.17,6.3,5.459583333333333,6.180000000000001,5.489631872263794,6.648178449274064,6.2999997364309355,5.686961526919146,5.022500000000001,4.905,4.767916909713341,5.506451712755968,5.227742569568912,5.246612349761347,4.7975,5.392500000000002,5.295140514318209,5.536669588170801,6.778834691954292,6.5546343580462185,2.3400000000000003,3.215,2.600284442180443,2.477624481238544,3.011621019257835,3.328781033218402,5.683541666666667,6.302083333333334,5.787005058535787,7.03454717103839,6.196006555659324,6.940298218012833,3.69,3.701666666666667,3.664987344842265,4.2679592286420185,4.265135304440479,4.047890511016081,6.5396875,6.311874999999996,6.281548459008322,6.58070882672528,6.176612406712119,6.2365336961272515,5.66875,6.325,5.710450338622346,4.066620264359703,5.3560150112738665
2003-05-31,PREMON,6.063333333333333,8.13,6.57,3.8,7.203333333333332,5.05,8.55,7.81,5.661458333333333,5.508333333333334,5.71911245669161,6.865123988896825,6.6838710662792895,5.889590046503913,5.055416666666667,5.03,6.112750145828005,6.221663038226495,7.236158851641456,7.311322270532993,4.5975,4.827500000000002,5.805084308590926,5.9399365397668955,8.297854118516053,8.175747929293907,2.365,2.315,3.080170665308266,2.5281859763915033,4.066160190380554,4.875412032005721,5.617916666666667,5.830416666666667,6.3535363684548045,7.3885412687206005,8.184356579445135,8.37735963133773,3.761875,3.5850000000000004,4.218992406905359,4.294110697549611,5.725448901779393,5.104187750441263,6.817500000000001,6.261874999999996,7.188929075404993,7.1796456923417535,8.125637707009307,8.032860127456207,5.245,6.0775,6.550270203173408,4.082486835715313,8.34909714609871
2003-08-31,MONSOON,5.75,2.61,1.71,1.05,4.050000000000002,2.45,5.74,3.03,6.148958333333333,5.410833333333334,5.731467474014966,6.982792411132771,3.954362383179887,3.19719894910432,5.115833333333333,5.015000000000001,4.711650087496803,5.584670609884595,3.482034847738316,2.6896675894837028,4.385416666666667,4.767500000000003,4.167050585154556,4.333342853894789,1.3238480713520988,1.295126988318609,2.48125,2.365,2.2681023991849596,2.5120970106945464,1.0472997083687776,1.1968196217530207,5.703125,5.536666666666667,5.432121821072883,6.806336045300573,3.7905160311485258,3.9084111680012232,3.6554166666666665,3.795000000000001,3.5113954441432154,4.317763964423091,2.6140645211244906,1.9014350046465802,6.7212499999999995,6.817499999999997,6.609357445242996,7.077287853214485,3.9839904787831584,2.9487852541938118,4.859999999999999,5.26,5.142162121904045,4.096981910390667,3.8306652317341428
2003-11-30,POMKH,6.58,4.1033333333333335,3.47,2.53,5.45,3.235,5.81,3.78,6.6466666666666665,5.912083333333334,6.070880484408979,7.207928087898912,5.249153442923232,3.981339814571263,5.110520833333333,5.095833333333333,4.4683233858314155,5.3050611830719,4.239600935820704,3.9643209833794515,4.439895833333333,4.427500000000002,3.8882303510927336,3.745918326556553,3.95758354665213,3.8796250065798104,2.62875,2.365,2.3728614395109755,2.5315940059505233,1.9915236832703194,2.4365353045857354,5.845416666666667,5.699166666666667,5.43927309264373,6.590985136465216,4.929728698301335,4.890646739438467,3.5952083333333333,3.7287500000000007,3.400837266485929,4.342325444228045,3.290579955186662,2.9089502103804286,6.625,6.817499999999998,6.289614467145798,6.960755968087802,5.457510026080566,5.916965835985251,4.17,5.23,4.597297273142427,4.111748726490923,4.525454930166964
