Date,Season,Sringeri,Narasimharajapura,Chikmagalur,Koppa,Kadur,Tarikere,Mudigere,Sringeri_Trend,Sringeri_SMA,Sringeri_EWMA,Sringeri_DES,Sringeri_TES,Sringeri_ARIMA,Narasimharajapura_Trend,Narasimharajapura_SMA,Narasimharajapura_EWMA,Narasimharajapura_DES,Narasimharajapura_TES,Narasimharajapura_ARIMA,Chikmagalur_Trend,Chikmagalur_SMA,Chikmagalur_EWMA,Chikmagalur_DES,Chikmagalur_TES,Chikmagalur_ARIMA,Koppa_Trend,Koppa_SMA,Koppa_EWMA,Koppa_DES,Koppa_TES,Koppa_ARIMA,Kadur_Trend,Kadur_SMA,Kadur_EWMA,Kadur_DES,Kadur_TES,Kadur_ARIMA,Tarikere_Trend,Tarikere_SMA,Tarikere_EWMA,Tarikere_DES,Tarikere_TES,Tarikere_ARIMA,Mudigere_Trend,Mudigere_SMA,Mudigere_EWMA,Mudigere_DES,Mudigere_TES,Mudigere_ARIMA
1998-08-31,MONSOON,4.295,2.4,2.1975,4.6775,2.6066666666666665,8.266666666666666,3.88,6.59875,6.56,6.38360527616,6.372196741019564,5.207528191531438,5.682687600434713,4.3100000000000005,4.2250000000000005,4.174524143616001,4.935903095888357,2.2807740979790183,2.881685023076083,4.1290625,4.151875000000001,4.228076740608,4.059279323884333,3.712640430233174,3.5035604955890047,5.5465625,5.499374999999999,5.454842134016,4.685377569520721,3.878905086313463,4.365728445508703,3.279166666666667,3.0654166666666667,3.4744923562666665,3.8155571529513295,5.674127829404739,4.2562604342906765,7.403315972222221,8.041666666666666,8.236577042858666,7.423207637649095,7.465641063657678,7.758726201612618,4.65625,4.704999999999999,4.704056525824,4.5495937470732875,3.9884568582446396,4.519580359378564
1998-11-30,POMKH,6.03,3.3,2.38,5.3625,2.14,5.61125,4.07,6.841875,6.467499999999999,6.242163165696001,6.036512696668514,6.649343486050954,5.943348811143321,4.4475,4.15,3.8247144861696007,4.629438716816652,3.2194851446347847,3.479215587182131,4.16875,3.923750000000001,3.4888460443648,3.3598017428369937,3.1333963392754924,2.8593450165110657,5.7109375,5.4449999999999985,5.417905280409601,4.627206257474529,4.937544506381758,5.164814083013325,3.182916666666667,3.121666666666667,2.9406954137600003,3.4022155932610723,2.0373785752292815,3.168017926710606,7.908374999999999,7.42142361111111,7.1864462257151995,6.651631164000021,6.985011906469399,7.63236438435518,4.6275,4.5825,4.450433915494401,4.2281671618318,4.640798237569593,4.357535447523636
1999-02-28,POMRB,8.195,5.48,5.3900000000000015,6.57,4.08,7.946249999999999,5.25,6.801875000000001,6.7299999999999995,7.023297899417601,6.550164661208917,7.331553143312123,6.6862575770674955,4.7820833333333335,4.470000000000001,4.48682869170176,4.772455190542646,5.419209981838314,4.671468668425687,4.1414375,4.334375000000001,4.24930762661888,3.808018354576776,4.619143093878762,4.031631538917164,5.734687500000001,5.6481249999999985,5.8787431682457605,4.916617062451487,6.091723806191601,6.068095278916426,3.424270833333334,3.4366666666666674,3.396417248256,3.5728014877532335,3.068704222110149,3.079427828956733,8.309927083333331,7.385208333333333,7.490367735429119,6.781938251805982,7.646091066990642,6.793983037040473,4.331875,4.7299999999999995,4.77026034929664,4.468867251738897,5.073500341068444,4.3359284814358565
1999-05-31,PREMON,9.295,6.52,6.045,6.484999999999999,2.89,11.901999999999996,4.9,6.5981250000000005,6.953749999999999,7.93197873965056,7.4471609515315285,9.266683446162656,8.598266750764385,5.160416666666666,4.425000000000001,5.300097215021056,5.077045078488829,7.197575391112946,7.4188488342099905,4.462875,4.003125000000002,4.967584575971328,4.484967079643795,6.1540433735210325,7.888675974088439,5.72375,5.773749999999998,6.121245900947456,5.194618738115535,5.99052423135125,6.514549200568329,4.238437500000001,2.9291666666666676,3.1938503489536,3.4057425671006682,4.587218471442024,3.7660253135010966,8.468906249999998,8.431541666666664,9.25502064125747,8.02633600319284,8.74714586891154,7.739476742752976,4.18125,4.525,4.822156209577984,4.567301732388357,6.048192246725064,5.671342593770747
1999-08-31,MONSOON,3.08,5.256666666666667,3.304,4.365,6.567500000000001,7.29375,2.335,6.46625,6.649999999999999,5.991187243790336,6.078916545958348,4.866156183342516,4.9462049535263715,5.036666666666666,5.139166666666668,5.282724995679301,5.0979472031908335,2.172714708748763,2.773793175731643,4.431,4.279750000000002,4.3021507455827965,4.1487149754754205,3.1005132115587237,2.2166406229332174,5.6896875,5.695624999999998,5.418747540568474,4.934901699999816,3.962513747954337,4.663584710563371,4.35625,3.9193750000000014,4.5433102093721605,4.192970031464269,4.8692538795000395,3.2444083940935022,8.740281249999999,8.188312499999999,8.470512384754482,7.591978811895679,8.740784077441054,9.088512998423768,4.14,4.138750000000001,3.8272937257467903,3.663446223369422,3.5616085387215217,3.90496101250017
1999-11-30,POMKH,5.615,3.47,3.845,5.5875,4.6925,7.856,4.41,6.164791666666667,6.546249999999999,5.840712346274202,5.761032799602161,6.1030951547089005,5.515787515296255,5.775416666666667,5.1816666666666675,4.557634997407581,4.792551173459625,4.1889662155996295,4.70456003748632,4.4673750000000005,4.646000000000002,4.1192904473496785,4.028999598485644,3.1958317041040174,3.300108660198756,5.655625,5.751874999999997,5.486248524341084,5.015537368902196,4.919222686412501,5.47204388520524,4.7015625000000005,4.557500000000001,4.602986125623296,4.319845824968898,2.541034966212619,3.5440690633448657,8.2905625,8.7495,8.224707430852689,7.451084881667356,7.265594773505214,7.554249464938672,3.995625,4.223750000000001,4.060376235448074,3.755516266780176,3.9248546461946257,3.5434630328264127
2000-02-29,POMRB,7.555,4.32,3.67,6.0725,2.47,7.8725,4.58,6.052083333333333,6.386249999999999,6.526427407764521,6.199425396444552,6.798167055275179,6.690210767121845,6.137083333333333,4.8916666666666675,4.462580998444548,4.69638709967888,6.098116753484202,5.218170758812132,4.9404375,4.216000000000001,3.939574268409807,3.8699777236849213,5.2320862207246615,5.779501331181676,5.542291666666667,5.627499999999998,5.720749114604651,5.227809277273866,6.22923072108432,6.336936067616789,4.701354166666667,4.155000000000001,3.7497916753739777,3.863582648582531,4.13491594156744,4.2558014358583005,7.75959375,8.7310625,8.083824458511614,7.362034903386012,8.79563767609076,8.159739131529271,4.023125,4.05625,4.268225741268845,3.949434050950407,4.6305682800570445,4.058325922484368
2000-05-31,PREMON,7.523333333333331,13.59,8.056000000000001,6.710000000000001,7.2625,8.378,4.415,6.194374999999999,5.943333333333332,6.925189777992045,6.6110560902377395,8.693778367396101,8.278883015594634,5.61875,6.659166666666667,8.113548599066728,6.290953840757014,7.208124812755318,6.5396387920972945,5.166250000000001,4.718750000000002,5.586144561045884,5.31934227110717,5.8513044224214825,6.1465727133053,5.384479166666667,5.683749999999998,6.1164494687627915,5.598471423435679,6.061035500507536,6.509943513616089,4.128333333333333,5.248125000000001,5.154875005224387,4.709997643916808,4.918617071791633,3.9985511233188276,7.124416666666667,7.850062500000002,8.201494675106968,7.451304800934018,9.355495967772194,8.99593820489914,3.9174999999999995,3.935,4.326935444761307,4.076444990958533,5.546552339744978,4.977399488725978
2000-08-31,MONSOON,3.95,1.08,5.0775,3.233333333333333,2.1933333333333334,6.57,3.04,5.750208333333332,6.160833333333331,5.735113866795227,5.737803705224686,4.00532960775263,3.671293897197336,5.9525,5.615,5.300129159440037,5.336149188117527,4.749047108241445,7.171278118604501,5.393625000000001,5.162125000000002,5.38268673662753,5.5643614639101235,3.7059186837651557,4.013563428933622,5.430624999999999,5.400833333333331,4.9632030145910075,5.058091341176915,4.110615313430539,4.501085485512641,4.536770833333334,4.154583333333333,3.9702583364679653,4.088465646981828,6.310226248814969,5.027269640202029,6.426895833333334,7.669125000000002,7.548896805064181,6.99896100469852,7.520948404768517,7.634121553469585,3.599375,4.11125,3.812161266856784,3.6470330649373914,3.064270836633134,3.068923544242683
2000-11-30,POMKH,5.883333333333334,3.5,3.878,5.456666666666666,4.4825,3.498333333333333,2.8600000000000003,5.251666666666667,6.227916666666664,5.794401653410469,5.651701482504746,5.604140366771072,5.111935277549486,6.0441666666666665,5.6225000000000005,4.580077495664022,4.992634080679953,4.310896557790083,2.300437845945039,5.479875,5.170375000000003,4.780812041976518,5.288182321709549,4.25971523013485,4.516570631968857,5.505208333333333,5.368124999999997,5.160588475421271,5.116956162118259,4.880397467938541,5.299915378597526,5.0528125,4.102083333333334,4.175155001880779,4.1890809534317075,2.3853322959534227,3.502606082799399,6.185333333333333,6.579708333333334,5.9286714163718415,5.799118663908129,6.2652314946786065,6.616470922759991,3.4943750000000007,3.72375,3.4312967601140705,3.236405311853353,3.738378305224829,3.5305923911002752
2001-02-28,POMRB,3.733333333333333,6.960000000000001,5.456,6.5725,5.9475,6.649999999999999,3.585,5.08625,5.272499999999997,4.969974325379615,4.881469425907053,6.462242647697682,6.612904628392771,6.500208333333332,6.282500000000001,5.532046497398413,5.336400293401181,6.186634676835515,4.819500721567159,5.5421875,5.616875000000002,5.050887225185911,5.535968690902879,5.891347122878615,4.394130124110887,5.6365625,5.493124999999997,5.725353085252762,5.464981282206882,5.962403164464902,5.889136485179344,5.994583333333333,4.971458333333334,4.884093001128468,4.628469677387074,3.964304738497954,3.9148259679469115,6.289083333333333,6.274083333333334,6.217202849823105,5.858010667127587,6.309975684140797,5.658302801591919,3.434375,3.475,3.4927780560684423,3.214171190529387,4.091556366819023,3.601949920963108
2001-05-31,PREMON,7.3566666666666665,11.683333333333332,6.959999999999999,6.8066666666666675,7.913333333333332,7.668000000000001,4.57,4.961875,5.230833333333331,5.924651261894436,5.506398850272263,7.566717805475296,7.065650337543932,7.902708333333332,5.805833333333333,7.992561231772381,6.469861095862647,8.223988185841003,10.528626069534276,5.91625,5.342875000000002,5.814532335111546,6.263233216683634,6.952811338557883,8.36568832461106,5.772812500000001,5.517291666666664,6.157878517818324,5.85453279935614,6.210132368033287,6.379696801798398,7.219270833333334,5.134166666666668,6.095789134010413,5.447094522381007,5.749675487194203,5.146858317566895,7.1474166666666665,6.096583333333335,6.797521709893863,6.200269580147641,7.428667260452743,6.997156058849166,3.40125,3.51375,3.9236668336410654,3.635290425880693,4.889645861015755,4.205479495038009
2001-08-31,MONSOON,2.793333333333333,6.635,6.6720000000000015,4.1875,9.076666666666666,8.110000000000001,2.405,5.488541666666666,4.941666666666665,4.672124090469994,4.532589457082749,3.054755912171516,2.9109400320647927,9.028958333333332,7.194583333333334,7.449536739063428,6.4849894076448065,4.702706299158363,3.703891560022349,6.226999999999999,5.741500000000002,6.157519401066929,6.773460519830303,3.9449023450080603,3.7707881354944135,5.761354166666667,5.755833333333331,5.369727110690994,5.535442084178024,3.887168643057347,4.2314584070616785,8.0359375,6.855,7.288140147072914,6.351852377691752,7.091799881778559,5.55658890518143,7.999291666666667,6.481583333333335,7.322513025936319,6.5794753521736755,6.132454754836134,6.101643433187362,3.513125,3.3550000000000004,3.3162001001846395,3.147462006656115,2.6172807167906744,2.613932575377728
2001-11-30,POMKH,6.045,9.165,5.276,5.5925,7.396666666666666,8.825,3.23,6.2560416666666665,4.982083333333332,5.221274454281996,4.83450067096123,4.576698833661927,4.401656526160773,9.339791666666667,8.610833333333334,8.135722043438056,6.953996267732942,6.300383429493242,5.459939288303691,6.523000000000001,6.091000000000002,5.804911640640157,6.6560370398124915,5.0307401586228035,4.783808864710333,5.748020833333333,5.789791666666664,5.458836266414597,5.582088692256511,5.379714461390455,5.5963363892704185,8.784999999999998,7.583541666666667,7.331550754910415,6.615570586393071,4.84227901127669,6.062785033890664,8.204958333333334,7.81325,7.923507815561791,7.065478335694497,6.1723275919371625,6.081599040583839,3.6606250000000005,3.4475000000000007,3.281720060110784,3.077548097149916,3.2427787040899667,2.9164676266496574
2002-02-28,POMRB,7.785,10.305,6.544,6.345,9.566666666666668,8.138333333333334,4.11,6.729166666666667,5.994999999999998,6.246764672569197,5.772723501546995,5.671454048982136,5.2129306258630566,9.630208333333332,9.447083333333333,9.003433226062834,7.543047648583955,9.512000160597509,8.270188814715866,6.7245,6.363000000000002,6.100546984384094,6.917602070541907,6.908460277739422,6.0654078360698875,5.835625,5.732916666666664,5.813301759848758,5.813539337367495,6.4703208111112245,6.444470371609625,9.427083333333334,8.488333333333335,8.225597119612916,7.3526982062745025,6.546791304096191,6.711771934984848,8.187333333333333,8.185333333333334,8.009438022670409,7.2207479452074175,8.614734507134724,8.03078298708831,3.8125,3.5787500000000003,3.6130320360664703,3.402292982041879,3.819755339865653,3.327457249809245
2002-05-31,PREMON,9.445,10.825,8.24,6.9275,10.286666666666667,7.825,5.225,6.811458333333333,6.517083333333333,7.526058803541519,7.27052265546716,7.852779091019906,7.316955740782481,9.869791666666668,9.2325,9.7320599356377,8.118299493282398,11.556489917100082,11.59298559873241,6.8832499999999985,6.683000000000002,6.956328190630456,7.703861631804647,7.997747637916492,7.699017655357771,5.9003125,5.763124999999998,6.258981055909255,6.174644492319215,6.6032829896890455,6.71081047887618,10.134166666666669,9.081666666666669,9.050024938434417,8.0860783016397,8.61680550347476,8.28099138832578,8.230291666666666,8.224583333333335,7.935662813602246,7.246299845523252,9.372232712472204,8.99365664332546,3.853125,3.7424999999999997,4.257819221639882,4.1781865208016455,4.8238557110101095,4.200158717996302
2002-08-31,MONSOON,4.49,9.816666666666666,7.004,4.7675,11.840000000000002,7.812,2.965,6.456875,6.941249999999999,6.311635282124911,6.766184007627139,3.7833915079433855,3.439981693192136,9.551041666666666,10.027916666666668,9.765902628049286,8.406422688000402,6.5120337975710125,5.052006377985416,7.2503125,6.766000000000001,6.975396914378274,7.902284748665864,5.082101338474929,5.43868955047426,5.8446875,5.908124999999998,5.662388633545553,5.940878898996159,4.176598533807031,4.297021822626326,10.695,9.772500000000003,10.16601496306065,9.023511222795666,9.823347097130721,8.608005847339209,8.558208333333333,8.150083333333335,7.886197688161348,7.265690997461489,7.285628914124501,7.490570115662754,3.7768749999999995,3.8825,3.740691532983929,3.890821433697957,2.73784902467013,2.711335790740309
2002-11-30,POMKH,5.006666666666667,7.9,6.214,5.53,10.29,9.466666666666663,2.995,6.201458333333333,6.681666666666665,5.789647835941613,6.405192567566427,5.579129941774143,5.524495500756733,8.962291666666667,9.711666666666668,9.019541576829571,8.295946485311603,8.608492591552446,8.083145009126977,7.4779375,7.0005000000000015,6.670838148626965,7.7058644593800185,5.851897891101206,5.321026341311455,5.830625,5.892499999999998,5.609433180127332,5.898446815065839,5.751714454149599,5.7344669410925,11.089166666666666,10.495833333333335,10.21560897783639,9.344087489164778,7.582553808355053,8.931339421659334,9.084875,8.310500000000001,8.518385279563475,7.767916481322408,6.683490332787681,6.928404717410378,3.734375,3.8237499999999995,3.442414919790357,3.615503311080554,3.4769609579344385,3.202219680317
2003-02-28,POMRB,5.986666666666667,9.02,8.5425,5.9625,11.159999999999998,10.12,3.735,6.060208333333333,6.232083333333331,5.8684553682316345,6.38228428239208,6.277390328326545,6.237581223853293,7.849583333333333,9.390416666666669,9.019724946097742,8.407811363928545,10.521449811314357,8.083621066189961,7.287333333333334,7.5001250000000015,7.419502889176179,8.277200243132006,7.775478695404511,6.411445861820605,5.7909375,5.796874999999998,5.750659908076399,5.95929122938133,6.687049969262948,6.613401778190957,11.512916666666666,10.894166666666667,10.593365386701834,9.801275961416012,9.32909170759946,9.756804120747578,9.498166666666666,8.805916666666667,9.159031167738085,8.327749570129047,9.183633260970499,8.618460867034562,3.825625,3.7299999999999995,3.559448951874214,3.667045190553296,3.932631719176714,3.5674699598593804
2003-05-31,PREMON,9.2,7.4,8.0625,7.1975,11.846666666666666,10.056666666666667,5.26,6.0962499999999995,6.170833333333331,7.20107322093898,7.508423623034003,7.95722609797958,7.808800342694765,6.669999999999999,8.534166666666668,8.371834967658646,8.20683563539202,11.732013501852077,10.394928026544154,7.149041666666666,7.45575,7.676701733505707,8.559373226950632,9.30887349849414,9.225565096470095,5.711875,5.864374999999997,6.329395944845839,6.327500771967935,6.810777637771621,6.792771847523416,11.335416666666667,11.284166666666666,11.094685898687766,10.315744552887542,11.072648700697993,10.915739620688699,9.488333333333333,9.363833333333332,9.518085367309517,8.71959377143578,10.566151644660518,10.06098561452731,4.058125,3.73875,4.239669371124528,4.352906922353874,4.810592895979926,4.333437629962459
2003-08-31,MONSOON,3.605,4.34,5.656666666666666,4.18,13.67,8.886666666666667,3.66,5.832083333333334,5.949583333333331,5.762643932563388,6.479089702019581,3.8247162058040103,3.6662497505585305,7.01,7.165000000000002,6.759100980595187,7.490286378203634,5.378934006878068,4.80761087387775,7.726354166666667,7.118916666666667,6.868687706770091,7.891808263513849,5.8089403360704495,5.280400384041629,5.716953125,5.717499999999998,5.469637566907503,5.8871408182148155,4.468822213841564,4.365594873226371,10.8610625,11.741666666666665,12.12481153921266,11.155487060511723,12.033216730604579,11.084620968603527,9.926666666666666,9.6325,9.265517887052377,8.664108849078213,8.938656004704855,9.16558630508147,4.258125,3.9125000000000005,4.007801622674717,4.261680659296011,2.7370644363900727,2.7534562416794
2003-11-30,POMKH,6.1800000000000015,3.94,6.455,5.484999999999999,7.04,8.313333333333333,4.16,5.202916666666667,6.242916666666664,5.929586359538034,6.420772728598207,5.422862559796077,5.243699567640394,8.504999999999999,6.1750000000000025,5.631460588357113,6.832497158908443,5.896707622995672,4.944476201695003,8.435729166666667,7.179166666666667,6.703212624062054,7.515689102495743,5.764622558948885,4.963038135112074,5.6539062499999995,5.706249999999997,5.475782540144502,5.7964489180444785,5.607286221398592,5.6015691057672745,10.868375,10.929166666666665,10.090886923527595,10.141462052252905,9.688121832132795,11.152967986125127,10.587833333333334,9.344166666666668,8.88464406556476,8.458827395545097,8.080646001455344,8.590393692984925,4.36875,4.20375,4.06868097360483,4.346735778404436,3.656069697964297,3.3574552191348928
2004-02-29,POMRB,2.7,15.7,12.92,6.048125,10.615166666666667,14.78,4.17,4.857708333333333,5.421249999999997,4.637751815722821,5.1765386185035025,6.4238674728003655,6.250522338716494,9.218749999999998,7.8450000000000015,9.658876353014268,8.41750517106492,7.355996546177654,6.216664821969472,8.442333333333334,8.273541666666667,9.189927574437233,9.474344593721622,7.817051698577682,7.318382890537325,5.583906249999999,5.727656249999997,5.704719524086701,5.8545848695144835,6.398035019273474,6.293643754277395,10.638375000000002,10.792958333333333,10.300598820783224,10.26599685616612,9.96417007783715,10.508778146719827,10.669625,10.509166666666669,11.242786439338856,10.223015664758444,9.452431556381605,9.067216326006175,4.265625,4.3125,4.109208584162898,4.3929137118267105,4.36664013500764,4.033766327284841
2004-05-31,PREMON,7.453333333333332,12.68,9.36,6.6075,12.45,10.686000000000002,5.710000000000001,4.6066666666666665,4.9845833333333305,5.763984422767026,5.755826180020873,7.343161687356389,7.5664112134390225,9.9925,9.165000000000001,10.867325811808561,9.167752723548427,12.144925998683938,12.56058291416787,8.261375,8.597916666666666,9.257956544662338,9.952325786514386,11.05230138032319,10.553004352985837,5.6070312499999995,5.580156249999998,6.06583171445202,6.052677856833402,6.876485042946446,6.767102117755644,10.780041666666666,10.943791666666666,11.160359292469934,10.81519355825735,11.38375621583888,11.300787522369347,10.711083333333335,10.666500000000003,11.020071863603313,10.304902299939416,12.77765379660843,12.261589290162217,4.00875,4.425000000000001,4.749525150497739,5.056829736184836,5.244857687718424,4.885841338160621
2004-08-31,MONSOON,2.59,4.7700000000000005,4.412,4.21,11.226666666666668,8.911666666666667,2.385,4.9312499999999995,4.73083333333333,4.494390653660215,4.639516735573719,2.9326469188127895,2.9316638215808295,10.1375,9.2725,8.428395487085137,8.35319748004379,7.560807153437547,6.383595675516483,7.49925,8.28675,7.319573926797403,8.539918219823182,7.377341161046889,5.593123456439538,5.706015625,5.587656249999998,5.323499028671212,5.6251576923095294,4.1730599417884315,4.1858318205956415,11.206479166666668,10.332958333333332,11.186882242148627,10.924740550779509,12.424561307480419,11.668258317044593,10.118635416666667,10.672750000000004,10.176709784828654,9.842466566475712,10.450193620466962,10.660609662992554,4.02,4.10625,3.8037150902986436,4.225273046632348,3.17539752936056,3.3078590304660813
