Date,Season,Srivilliputhur,Rajapalayam,Vembakottai,Virudhunagar,Aruppukkottai,Narikudi,Sattur,Sivakasi,Kariapatti,Tiruchuli,Vathirairuppu,Srivilliputhur_Trend,Srivilliputhur_SMA,Srivilliputhur_EWMA,Srivilliputhur_DES,Srivilliputhur_TES,Srivilliputhur_ARIMA,Rajapalayam_Trend,Rajapalayam_SMA,Rajapalayam_EWMA,Rajapalayam_DES,Rajapalayam_TES,Rajapalayam_ARIMA,Vembakottai_Trend,Vembakottai_SMA,Vembakottai_EWMA,Vembakottai_DES,Vembakottai_TES,Vembakottai_ARIMA,Virudhunagar_Trend,Virudhunagar_SMA,Virudhunagar_EWMA,Virudhunagar_DES,Virudhunagar_TES,Virudhunagar_ARIMA,Aruppukkottai_Trend,Aruppukkottai_SMA,Aruppukkottai_EWMA,Aruppukkottai_DES,Aruppukkottai_TES,Aruppukkottai_ARIMA,Narikudi_Trend,Narikudi_SMA,Narikudi_EWMA,Narikudi_DES,Narikudi_TES,Narikudi_ARIMA,Sattur_Trend,Sattur_SMA,Sattur_EWMA,Sattur_DES,Sattur_TES,Sattur_ARIMA,Sivakasi_Trend,Sivakasi_SMA,Sivakasi_EWMA,Sivakasi_DES,Sivakasi_TES,Sivakasi_ARIMA,Kariapatti_Trend,Kariapatti_SMA,Kariapatti_EWMA,Kariapatti_DES,Kariapatti_TES,Kariapatti_ARIMA,Tiruchuli_Trend,Tiruchuli_SMA,Tiruchuli_EWMA,Tiruchuli_DES,Tiruchuli_TES,Tiruchuli_ARIMA,Vathirairuppu_Trend,Vathirairuppu_SMA,Vathirairuppu_EWMA,Vathirairuppu_DES,Vathirairuppu_TES,Vathirairuppu_ARIMA
1998-08-31,MONSOON,5.36,5.025,12.1,3.2,2.7750000000000004,5.15,8.15,6.826666666666665,5.845,4.37,13.02,4.967499999999999,5.877500000000002,5.716223790080001,6.064113838697924,7.680963399003325,8.001286391598061,4.276875,3.8237500000000004,4.6279026432000006,5.053561766365736,6.0073865831865385,5.086914813142251,5.86,6.116785714285713,7.708293768557714,8.21519918128256,11.336387975289234,10.80891993972515,2.888125,2.80375,3.5014581555200004,3.602020624960778,5.876211057766327,8.303788318855956,2.8181249999999998,3.5999999999999988,3.8556604032,3.3606111777785515,4.488096693629294,4.9173970285336654,4.588125,3.8899999999999983,5.167298834432,4.790458170191971,6.199760248926627,6.865327682941752,6.0525,5.146617647058825,5.932471038817345,5.625024747987243,5.532909943440344,5.667021047872941,5.187916666666666,5.024166666666664,6.0022781201066655,8.2347682373441,9.32700776432318,7.655555741087756,4.797499999999999,5.864999999999998,6.142128355840001,6.313098156398635,7.937164366720122,8.530660419613358,3.86875,3.7699999999999987,4.51771876352,3.5851591382472967,5.508521587186533,6.428083298388849,12.26625,12.547500000000001,12.732675996672,12.420741957499718,13.61761184404566,12.857544426301292
1998-11-30,POMKH,6.76,6.04,5.5,2.725,2.0,5.59,7.61,6.1599999999999975,3.845,3.22,13.62,4.82625,5.230000000000002,6.133734274048001,6.280774902779972,7.062155935330542,6.951671839348792,4.718125,4.18375,5.19274158592,5.293427413934074,4.486545618983526,3.760161091229577,6.0375000000000005,5.859999999999999,6.824976261134628,7.488597734028,6.176091721434286,6.647971217628491,2.7756250000000002,2.835,3.1908748933120004,3.329098266537882,2.358083151711712,0.09281311078173271,2.703125,2.8962499999999984,3.1133962419200003,2.684936685494715,1.120885781678354,0.8196295978141037,4.4425,4.5524999999999975,5.3363793006592,5.199403987433583,3.8848747202583374,2.7926486899079066,6.180000000000001,6.052500000000001,6.603482623290407,6.255214309871378,5.624353190388455,5.590605036799637,5.302083333333332,5.06833333333333,6.065366872063999,8.210527305020408,4.23854771709604,4.896626317193564,4.62875,4.8424999999999985,5.223277013504001,5.464279173034303,4.812281825515524,6.090166597569333,3.7925000000000004,3.834999999999998,3.998631258112,3.3046338451816433,0.4049679769500892,2.321807535107884,12.194999999999999,12.297500000000001,13.0876055980032,12.827512655584965,13.314697962585317,12.14324941621662
1999-02-28,POMRB,3.11,2.625,2.2,1.75,1.7399999999999998,2.715,4.4,2.91,2.845,2.47,10.37,5.208333333333333,4.705000000000002,4.9242405644288,5.244770562738492,4.905949310633264,3.999307037874303,5.374374999999999,4.37,4.165644951552,4.618884870517426,3.2798201869893604,3.7448940488419775,6.215000000000001,5.859999999999999,4.974985756680777,5.789345729979507,2.4049497210025708,2.9066686544830613,2.85375,2.94125,2.6145249359872,2.864604371975022,2.0817719322551405,1.305101165493098,2.9627083333333335,2.7399999999999984,2.564037745152,2.1928755130124675,1.5388171841485412,2.481827695426143,4.285625,4.623749999999998,4.28782758039552,3.5423930234158787,4.3278630157815785,5.74066969427021,6.3075,6.052500000000002,5.722089573974245,5.555880281318001,5.648719763836398,6.294167925906875,6.446666666666665,5.3074999999999966,4.803220123238399,8.186357707219004,4.143994866596413,5.262181549662358,4.6715625,4.752499999999998,4.271966208102401,4.561562377070336,1.885819481589437,1.0399014014552113,4.10625,3.902499999999998,3.3871787548672,2.8647942715354597,1.4100068633815703,1.6351408218196948,11.601875,12.235000000000001,12.00056335880192,11.647248820574394,11.72073994572333,10.621354660365803
1999-05-31,PREMON,4.56,6.5749999999999975,5.0600000000000005,2.765,4.15,3.59,5.07,5.29,5.484999999999999,4.67,11.61,5.412916666666667,4.947500000000002,4.77854433865728,5.015436587862573,3.166501473907355,2.5717666937355013,5.685624999999998,5.06625,5.129386970931199,5.101855696005566,4.781823539764897,4.265119434524388,6.345625,6.215,5.008991454008466,5.26871718687057,3.904321195664803,4.035867429736079,3.01,2.6100000000000003,2.6747149615923203,2.812673948501687,3.1206263439401787,3.364762794477637,3.581666666666667,2.6662499999999985,3.1984226470912,2.8053423751794213,4.306256848145838,5.2007129389430204,4.0625,4.261249999999998,4.008696548237312,3.499319268535132,4.288702166742084,4.533987144703779,6.245,6.307500000000002,5.461253744384546,5.335176482138844,5.740806294949034,4.427353277318846,7.545416666666666,5.296666666666663,4.997932073943039,8.16225927616203,5.457581955894698,6.551597027902423,5.05875,4.504999999999997,4.757179724861441,4.8898183396628205,5.645905705361995,6.2844289742168185,4.73375,3.6824999999999983,3.90030725292032,3.262276773247438,4.787196247831934,4.583809430347358,11.02375,12.155000000000001,11.844338015281151,11.525628384208124,10.970402676671098,10.545663724257082
1999-08-31,MONSOON,7.446666666666666,7.4899999999999975,12.1,5.15,5.1466666666666665,5.345,8.15,16.026666666666667,7.1775,7.76,8.595,5.670416666666666,5.469166666666668,5.845793269861035,5.795658579172097,5.950462152721244,5.33407558563753,5.868541666666665,5.682499999999999,6.073632182558718,5.6922232105243316,6.668490432287468,5.703640244799816,6.47625,6.215,7.8453948724050795,7.248701338957022,12.036348927555185,11.938282751646078,3.1208333333333336,3.0975,3.664828976955392,3.4342125097650475,4.839104948241418,2.2751543743637717,4.182083333333334,3.259166666666665,3.977720254921387,3.545889468445951,3.913001916937776,4.1283256852876695,3.9543749999999998,4.309999999999997,4.543217928942386,4.587480553733691,5.1893713038508595,5.245444985397574,6.1825,6.307500000000003,6.536752246630728,6.254143121436776,6.532799011405274,7.307173255129769,7.754791666666667,7.596666666666665,9.409425911032491,8.138231865009272,8.652820156999981,7.423212673031935,5.692916666666667,4.838124999999998,5.725307834916865,5.693144059259075,6.066359975167892,5.32092967908013,5.608125,4.5299999999999985,5.444184351752192,4.794879047195456,4.450633402347646,3.753927961855048,10.775625,11.048750000000002,10.54460280916869,10.152300989782116,12.969525507522784,11.593728509981538
1999-11-30,POMKH,6.31,6.065,6.545,2.025,4.58,3.61,7.11,5.75,5.609999999999999,4.85,13.42,6.2595833333333335,5.356666666666667,6.031475961916621,5.953906317131255,7.30326836160728,7.117823627482194,5.747708333333333,5.68875,6.070179309535231,5.777747077502925,5.835307324257769,5.51822680774635,6.298749999999999,6.47625,7.325236923443048,7.197007217894477,5.646458011027229,5.703683200795797,3.362916666666667,2.9225000000000003,3.0088973861732353,3.01574116084648,2.354765464188331,3.1476493031905495,4.942916666666666,3.904166666666665,4.218632152952832,3.7756388778149184,2.693504251348351,3.0050247231367306,4.0756250000000005,3.814999999999997,4.169930757365432,3.887687282753723,3.765571695424029,3.6672504370105403,6.055,6.182500000000003,6.766051347978437,6.489163395091671,6.251637114742983,6.585720525133154,8.034166666666668,7.494166666666665,7.945655546619495,8.114275107145085,6.925718564352012,9.585629253024306,6.501458333333332,5.279374999999998,5.679184700950119,5.6729960731397675,5.0220113383145275,4.550377477401907,6.3375,4.937499999999998,5.206510611051315,5.155519764749178,2.6716704969082645,4.831699904425011,9.977500000000001,10.998750000000003,11.694761685501215,11.475234695984899,11.251326653802966,8.787501239960397
2000-02-29,POMRB,5.62,4.0633333333333335,2.2,3.3366666666666664,3.963333333333333,3.83,4.4,4.995,6.153333333333332,7.835000000000001,8.584999999999999,6.447916666666666,5.984166666666668,5.866885577149973,5.837191597726161,4.3121199606267915,2.8885339763157254,5.457083333333333,6.048333333333333,5.267440919054472,5.341147932277598,4.123954652006847,4.426286391073174,5.813333333333333,6.47625,5.275142154065828,5.704997899843972,2.3741096091031952,2.174716263352396,3.2572916666666663,3.319166666666667,3.140005098370608,3.0786632821950843,1.8373439252305475,1.3036500695226034,5.510000000000001,4.459999999999998,4.116512625105033,3.6826861494429752,3.8456541161590585,4.282432292938532,4.183125,4.093749999999997,4.033958454419259,3.7758102044151034,2.8330364452076937,3.5079174810759066,5.827500000000001,6.182500000000003,5.819630808787062,5.706958845776997,5.855925299481609,5.630944220819051,6.935416666666667,8.015416666666663,6.765393327971697,8.09038886597556,5.776830731828022,4.527337508225028,7.141145833333333,6.1064583333333315,5.868844153903405,5.848828783929822,3.7218105033927973,3.7793273903258164,6.4825,6.278749999999999,6.25790636663079,6.540744512241358,3.215516836869796,4.943082464754504,9.933125,10.552500000000004,10.450857011300728,10.119853849797014,9.962337187346453,10.801270912089755
2000-05-31,PREMON,6.763333333333333,4.170000000000001,3.64,3.115,8.013333333333334,3.4450000000000003,4.05,5.44,8.645,5.14,7.01,6.823333333333333,6.535000000000001,6.225464679623317,6.1287555286239535,4.8315782284595645,5.230219155979475,5.642291666666667,5.4470833333333335,4.828464551432684,5.041010981486787,5.852470778119159,5.726942172852054,5.374791666666666,6.12125,4.621085292439497,4.8807597508801415,4.990353054008655,4.64999132238307,3.6085416666666665,3.4066666666666663,3.130003059022365,3.0624518415537585,3.509910164966718,2.8842853226545397,5.682083333333333,5.4258333333333315,5.675240908396353,5.1646141948763935,6.552233140901501,6.70065030633397,4.370625,4.057499999999997,3.7983750726515555,3.49445245029936,4.723194524412921,5.155301626201032,5.789999999999999,5.927500000000003,5.111778485272238,5.081206329292509,5.870797416686041,4.741815914246327,6.0095833333333335,8.052916666666663,6.235235996783018,8.06657294291546,7.244342963983534,7.249170847114755,7.681249999999999,6.896458333333332,6.979306492342043,6.830514946784716,7.707427512071536,7.2363124360697775,6.63375,6.396249999999998,5.810743819978474,6.748719823209566,7.725578467163915,7.04152993600469,10.022499999999999,9.402500000000003,9.074514206780437,8.68165581593866,9.84655569208412,8.941408116752733
2000-08-31,MONSOON,6.75,7.57,9.636666666666663,3.955,5.82,6.35,7.35,7.086666666666666,9.135,8.45,12.84,7.977708333333332,6.360833333333334,6.43527880777399,6.32114824957405,7.816469175202298,7.741958756080761,5.977916666666666,5.467083333333334,5.92507873085961,5.6666862056547735,6.414196582714218,5.751277892085113,5.519166666666666,5.505416666666665,6.627317842130363,6.189981667458829,12.04820717360895,10.62960706191291,4.225833333333334,3.1079166666666658,3.460001835413419,3.2828452630716325,5.21479328324911,4.27350528867766,5.97125,5.5941666666666645,5.733144545037812,5.223969191064488,7.337770319913343,7.346981620742506,4.465,4.308749999999998,4.819025043590933,5.223156775198389,5.19547290737509,5.069675005043738,5.91625,5.727500000000003,6.007067091163343,5.814423307927849,6.234249987288054,5.749261626274857,6.503375,5.817916666666663,6.5758082647364775,8.042827139976627,9.882397053755641,9.395485115641264,8.04375,7.385833333333331,7.8415838954052255,7.642676906468421,9.236951349891877,8.850290115256186,6.3031250000000005,6.56875,6.866446291987084,8.0391657785144,8.703129879767655,8.549903178347801,10.150625,10.463750000000005,10.580708524068262,10.403551231631377,8.644223186141875,5.2334603100765555
2000-11-30,POMKH,10.01,7.466666666666666,5.5,6.03,5.283333333333333,4.105,7.61,7.283333333333334,7.973333333333333,5.37,9.89,9.111041666666667,7.285833333333334,7.865167284664395,7.506816201147453,7.365168591833093,5.670108297985768,6.4158333333333335,5.8175,6.541713905182432,6.1091888735025455,5.708448633187655,5.486162211104173,6.149166666666666,5.244166666666665,6.176390705278218,6.018092617903574,6.164934229980362,6.097827989989387,4.745208333333333,4.109166666666666,4.488001101248052,4.013561039468152,2.1868643330817514,1.55607277330795,5.923333333333334,5.769999999999998,5.55322006035602,5.058844637986533,4.112920793587178,3.8642123668159924,4.7124999999999995,4.432499999999998,4.533415026154561,4.430935039603722,4.510110712530053,4.506350659421545,6.234999999999999,5.852500000000003,6.648240254698006,6.377523240976982,5.766224148539882,7.23369714212374,7.269666666666668,6.201249999999996,6.85881829217522,8.0191512398723,4.69338095803192,4.567187945121637,8.231041666666666,7.976666666666663,7.894283670576469,7.769477580253342,7.361336590100064,6.6462299527243,5.961250000000001,6.69875,6.267867775192251,7.964227818358223,5.784626376586932,5.617279685986049,11.36125,9.581250000000004,10.304425114440956,10.086960418528784,12.928723377873013,14.543143093154141
2001-02-28,POMRB,11.155,5.346666666666667,4.4,4.27,5.573333333333332,4.09,4.91,7.412000000000001,6.69,4.67,13.14,11.4425,8.669583333333334,9.181100370798635,8.677606277520267,6.412870942136044,6.804639864959061,6.830416666666666,6.138333333333334,6.063695009776126,5.91020939007842,4.579780540670562,4.824298460943308,6.337083333333332,5.794166666666665,5.46583442316693,5.496997567942666,1.9018193460020116,3.1161969701183803,5.819791666666667,4.342499999999999,4.400800660748831,4.0501665897413295,3.1136154205125077,4.3130690433073635,5.65625,6.172499999999998,5.561265369546945,5.072637751506668,4.74316163265707,4.753145772219818,4.73125,4.497499999999999,4.3560490156927365,4.137937763339948,3.3931033014005667,3.9666645119886406,6.49,5.980000000000002,5.952944152818803,5.810630867160872,5.737723008452971,5.255803539575318,9.867583333333334,6.805499999999996,7.080090975305132,7.995545036317191,4.826398063152091,5.3186605531647935,8.535625,8.110833333333328,7.412570202345881,7.405946624124103,6.895851976658461,7.404396826706078,6.640000000000001,5.907500000000001,5.628720665115351,7.466676059255092,6.768603279690847,7.506235120093703,11.750625000000001,10.720000000000004,11.438655068664573,11.31754024118379,8.132030713919887,6.8217077733978115
