Date,Season,Chamraon,Suar,Milak,Shahabad,Bilaspur,Chamraon_Trend,Chamraon_SMA,Chamraon_EWMA,Chamraon_DES,Chamraon_TES,Chamraon_ARIMA,Suar_Trend,Suar_SMA,Suar_EWMA,Suar_DES,Suar_TES,Suar_ARIMA,Milak_Trend,Milak_SMA,Milak_EWMA,Milak_DES,Milak_TES,Milak_ARIMA,Shahabad_Trend,Shahabad_SMA,Shahabad_EWMA,Shahabad_DES,Shahabad_TES,Shahabad_ARIMA,Bilaspur_Trend,Bilaspur_SMA,Bilaspur_EWMA,Bilaspur_DES,Bilaspur_TES,Bilaspur_ARIMA
1998-08-31,MONSOON,4.165,1.865,0.8300000000000001,1.6033333333333335,4.6000000000000005,4.323124999999999,5.4775,5.248414990336,4.795554805910604,5.023965205957633,4.855896833488827,3.66875,4.585,3.8846518138880004,4.022269961515878,4.512245341465752,4.021439835245631,3.12125,4.772499999999999,3.6008839777279995,4.1605551657167705,2.263625094826988,1.310087694073836,2.842083333333333,3.104166666666667,3.2052807463253328,4.133711937956502,3.728665570779065,3.0446106124095174,4.3325000000000005,4.554166666666667,4.9042084276224,6.420656025490998,6.009906210338487,5.326307207437874
1998-11-30,POMKH,2.2,3.235,1.86,2.065,1.97,3.8556250000000003,4.637499999999999,4.029048994201601,4.056539120985619,4.7695714153483495,4.677527244810378,2.991875,3.9662499999999996,3.6247910883328003,3.770591950484911,3.621954844283814,3.719303822178344,2.0125,3.904999999999999,2.9045303866367997,2.8549278970635634,3.2132440817174146,3.148147482552984,2.4425,2.9737500000000003,2.7491684477951996,4.174837250139431,2.745267757659775,3.311979207205951,4.797291666666667,4.159166666666667,3.7305250565734402,6.423163647734186,5.476193051799417,2.981432660123791
1999-02-28,POMRB,3.245,2.76,2.18,2.1133333333333333,5.76,3.5612500000000002,4.008749999999999,3.7154293965209604,3.7336209660496715,4.554476599135418,3.7444225934087316,2.683802083333333,3.37125,3.27887465299968,3.453152001779317,3.525872908282023,3.21554648526563,1.828125,2.3374999999999995,2.6147182319820796,2.173857544982069,3.6970557685814986,4.0114974173580045,2.3679166666666664,2.710416666666667,2.494834402010453,4.216373607680712,4.025161208809136,3.316138750793383,5.495,4.505833333333333,4.542315033944064,6.426118363580271,6.173162402173424,3.570083816900707
1999-05-31,PREMON,5.2,2.59,1.88,2.9166666666666665,8.025,3.4937500000000004,3.702499999999999,4.309257637912577,3.9566235384587207,5.63991082582425,4.966140637308329,2.6232291666666665,2.6125,3.003324791799808,3.1810841391265128,3.8885973712356283,4.100614369346734,2.185625,1.6874999999999991,2.3208309391892477,1.6912744693848656,2.128752084372099,4.315059877001964,2.6635416666666667,2.1745833333333335,2.6635673078729383,4.258376949073294,4.514664783629553,3.2047578079594263,6.422499999999999,5.08875,5.935389020366438,6.4293407899766155,6.65827225668135,5.734731319884768
1999-08-31,MONSOON,3.035,2.435416666666667,1.955,3.15,7.85,3.5668750000000005,3.419999999999999,3.799554582747546,3.620355359362281,3.757574482467308,4.107717526317364,2.458854166666667,2.7551041666666665,2.7761615417465513,2.9452474149426786,2.0155577856742344,1.5580543291798927,2.794375,1.9687499999999991,2.1744985635135485,1.4953357176380706,-0.8100045845873156,0.16262243160492418,2.8629166666666666,2.5612500000000002,2.8581403847237628,4.3008127525440125,1.9998898028741499,3.09292120647898,7.423750000000001,5.901249999999999,6.701233412219863,6.432543755381059,6.052099416476838,5.082105124017703
1999-11-30,POMKH,2.79,2.18,3.595,2.8833333333333333,6.1400000000000015,3.50125,3.567499999999999,3.3957327496485274,3.304965533773613,3.537000360649464,3.437843845603358,2.7563541666666667,2.4913541666666665,2.537696925047931,2.7045092502723675,2.6271492224273807,3.1437758970395775,3.34875,2.4024999999999994,2.7426991381081294,2.258614096969368,3.0300098699492177,3.720628054808918,3.234027777777778,2.7658333333333336,2.868217564167591,4.343650959994055,2.130164319305239,1.8290666483049907,7.758020833333333,6.94375,6.476740047331919,6.435546534057372,5.518386295312414,2.9557534529050704
2000-02-29,POMRB,3.24,2.5,5.315,2.89,9.6,3.188125,3.5662499999999993,3.3334396497891166,3.1721587231062105,3.7738332829073475,3.9068609816340985,2.9106770833333337,2.4263541666666666,2.5226181550287583,2.6324207342801844,2.5015916496254773,2.804824511302659,3.3706249999999995,3.1862499999999994,3.771619482864878,3.988178079259415,4.808739322220547,5.639191788805574,3.621944444444444,2.9600000000000004,2.8769305385005546,4.386914335674064,3.1880127150113955,1.9401805412281417,7.409166666666667,7.9037500000000005,7.726044028399151,6.438957730229173,6.215355693780128,6.608921634648646
2000-05-31,PREMON,4.68,5.23,3.18,5.108888888888889,6.859166666666668,2.9162500000000002,3.4362499999999994,3.8720637898734696,3.4205425087937553,5.051597311489594,5.022926122794956,2.70375,3.0863541666666667,3.605570893017255,3.398526164904616,3.23856495812508,3.4118541550497126,3.013125,3.5112499999999995,3.534971689718927,4.228871760641519,5.1037007593198425,3.0891775052795216,3.864930555555555,3.5080555555555564,3.769713878655889,4.430759058992399,4.074686707117728,3.8631458353120545,7.619791666666668,7.612291666666668,7.379293083706157,6.442047451259808,6.700465592536881,8.670643400713617
2000-08-31,MONSOON,1.05,1.03,0.8300000000000001,4.061111111111111,6.225,2.92203125,2.9399999999999995,2.7432382739240815,2.7562652939400594,3.1862001000728224,3.6243013116738165,2.7700000000000005,2.735,2.575342535810353,2.6765303691167524,2.9765694998332064,2.8399503430999222,2.404375,3.2299999999999995,2.452983013831356,3.038844440034324,2.012421495402269,1.1294695793724396,4.14875,3.7358333333333342,3.8862727716379775,4.474966506212672,3.05882313292833,3.0101998461433537,7.744791666666666,7.206041666666668,6.917575850223694,6.445063605588037,6.094292738257467,6.987751323374466
2000-11-30,POMKH,2.6,1.93,1.86,3.916111111111111,9.45,2.9315625,2.892499999999999,2.6859429643544486,2.6123245271666993,2.6151010279390823,2.4116875584684356,2.6675,2.6725,2.317205521486212,2.442475567669041,2.4293819136752077,2.946471925987987,1.85,2.7962499999999992,2.2157898082988137,2.518941493402882,2.412369607603426,2.205727864675266,4.398888888888888,3.994027777777779,3.898208107427231,4.519602283151725,3.012583064618968,3.8853931440975553,7.601770833333332,8.033541666666668,7.930545510134216,6.44846051509905,5.560579597668319,5.285327651219177
2001-02-28,POMRB,3.47625,3.28,2.18,4.127777777777776,7.29,2.9678125,2.951562499999999,3.0020657786126694,2.715204811067407,3.0334169211743482,3.6999822653694663,2.6175,2.8674999999999997,2.7023233128917274,2.683043560807888,2.2782473373242094,2.334538856489079,1.83359375,2.0124999999999993,2.201473884979288,2.2731046094441445,3.3391789607446114,2.930529934435386,4.727499999999999,4.303472222222223,3.9900359755674493,4.5646951361025065,3.696228788851953,3.444889994487381,7.788124999999999,7.456041666666668,7.67432730608053,6.451604327157962,6.257549034209749,9.942267862058817
2001-05-31,PREMON,4.52,3.63,1.88,5.872222222222222,8.025,2.8953125,2.9115624999999987,3.609239467167601,3.054419216496257,4.553356758791272,5.062646081623733,2.91125,2.4674999999999994,3.0733939877350362,2.9553621345809016,3.506532511170264,4.0395772290961505,2.13765625,1.6874999999999991,2.0728843309875726,1.973308528772399,1.6220244277344968,1.7336772062190922,4.982986111111111,4.494305555555557,4.742910474229358,4.610354888664661,5.215495025023765,4.173779086855806,7.463541666666666,7.7475000000000005,7.814596383648318,6.454835786611092,6.742658905560737,5.771668241904463
2001-08-31,MONSOON,1.5,2.23,1.99875,5.926666666666668,6.55,2.76953125,3.0240624999999985,2.765543680300561,2.602762502320216,2.771830234390501,3.0516748224681316,3.0612500000000002,2.7674999999999996,2.736036392641022,2.726509884639043,2.3298414576683206,1.9972600033936954,2.4231249999999998,1.979687499999999,2.043230598592544,1.8415320009125675,0.19997247516990635,1.2570908245849828,5.188055555555556,4.960694444444446,5.216412951204282,4.656471077798879,4.122523930802822,4.85652102917096,7.111666666666666,7.828749999999999,7.308757830188991,6.4578947364887815,6.136486064373024,6.220187157860301
2001-11-30,POMKH,1.57,3.08,3.12375,4.094444444444443,6.528333333333332,2.995,2.7665624999999987,2.2873262081803363,2.2710751309289203,2.415061746926518,2.6556508479235843,3.005,3.0549999999999997,2.873621835584613,2.8211897653346014,2.6869490252113133,2.893545620102428,2.8656249999999996,2.295624999999999,2.4754383591555262,2.3523141649659225,2.846193541897894,3.060951176014738,5.555555555555556,5.005277777777779,4.767625548500346,4.702918627991333,4.176689989718799,5.829726102318798,6.894375,7.098333333333334,6.996588031446727,6.460952219694998,5.602772927078899,8.86001848527302
2002-02-28,POMRB,3.5,3.33,3.2,5.59,7.396666666666667,3.5050000000000003,2.7724999999999986,2.772395724908202,2.4781995099201564,2.627579205370988,3.2157307371748445,3.205,3.0675,3.056173101350768,2.961931887753098,2.972815846984029,3.2687184875254855,3.29953125,2.5506249999999993,2.765263015493316,2.841321141478171,4.174895322094434,4.078806560095764,5.928194444444444,5.3708333333333345,5.096575329100208,4.749929411234699,4.511055772675738,5.572742824522647,6.538749999999999,7.125,7.156619485534703,6.464113017316661,6.299742329087942,5.963706238330248
2002-05-31,PREMON,6.3,3.13,4.4,7.35,6.18,4.09625,3.2174999999999985,4.183437434944921,3.3354036208833557,4.254040324432989,4.9832490974921795,3.64875,2.9425,3.0857038608104608,3.000213595943979,3.885472424780002,4.268585914155995,3.32796875,3.180624999999999,3.4191578092959896,3.9132615605138663,3.0610502816568537,2.186208525470377,6.454305555555555,5.740277777777779,5.997945197460124,4.79752718377419,6.227437111478932,5.898817187372594,6.368333333333333,6.66375,6.765971691320821,6.46713169445482,6.78485220119012,7.529257045426299
2002-08-31,MONSOON,3.8,4.33,2.95,7.43,5.55,4.452500000000001,3.7924999999999986,4.030062460966953,3.415100507067789,2.988104547447723,3.597100075245558,3.9800000000000004,3.4675000000000002,3.583422316486277,3.3857266437726015,2.278387135591035,1.8309379581081684,3.225,3.418437499999999,3.231494685577594,3.940660444261367,2.9184947701001325,2.152660653517261,7.01625,6.1161111111111115,6.570767118476074,4.845602368801017,5.651338301953034,6.534542732464353,6.147916666666667,6.413749999999999,6.279583014792493,6.470077270260892,6.17867933801443,5.592526396501048
2002-11-30,POMKH,4.0,4.53,2.4,6.8,6.165,4.285,4.399999999999999,4.018037476580171,3.530396627985711,3.1480201337478984,3.5110740533981177,4.3325000000000005,3.8300000000000005,3.9620533898917665,3.714207463612973,3.689006467107834,3.7134330432110567,3.2125000000000004,3.2374999999999994,2.8988968113465563,3.5371945635244866,3.8898490414634814,3.1047170973228893,7.24,6.7925,6.662460271085644,4.894110927779219,4.983162144618384,5.659422017165479,5.972916666666666,6.322916666666666,6.233749808875496,6.473096295342697,5.644966188577553,5.797926318997908
2003-02-28,POMRB,3.92,4.53,3.1,7.38,5.996666666666667,3.84,4.504999999999999,3.9788224859481027,3.605254774053224,3.7813388430128816,4.344827468612468,4.405,4.130000000000001,4.18923203393506,3.943135296925965,4.194219221724985,4.386161213352077,3.2125,3.2124999999999995,2.979338086807934,3.4810220633003985,3.5898560855643122,2.5266948882567126,7.21125,7.240000000000001,6.949476162651386,4.94314027300105,6.086295365552482,6.570931322515796,5.935416666666667,5.9729166666666655,6.138916551991964,6.476096572221491,6.341935585861744,6.787391778860325
2003-05-31,PREMON,4.54,4.75,4.4,7.35,6.18,3.44625,4.064999999999999,4.203293491568862,3.820207983731876,5.225855707393563,5.361329044114064,4.11875,4.535000000000001,4.413539220361036,4.168467885221468,5.096395118615463,4.9673593122155495,3.2124999999999995,3.2125,3.5476028520847604,4.0793924486585675,3.5252580274609526,3.031225001228639,6.6575,7.24,7.109685697590832,4.992653667520925,7.856236796339911,7.769546377582439,5.626666666666666,5.9729166666666655,6.155349931195179,6.479119496722384,6.827045441160708,5.379755857990545
2003-08-31,MONSOON,2.0,3.29,2.95,7.2,5.25,3.1875,3.6149999999999984,3.3219760949413173,3.370085024571844,3.2825344618503722,2.8344355307447593,3.858125,4.275,3.9641235322166217,3.8889280653495124,3.6896244495615456,3.1583290104953754,3.225,3.2125000000000004,3.3085617112508565,3.7654450901898247,2.628758373894369,3.105959268638694,6.0225,7.182500000000001,7.1458114185545,5.0426476670024485,7.249542467026943,7.397884511550186,5.268333333333333,5.897916666666665,5.793209958717107,6.482034001753868,6.2208725774934175,5.217272748950026
2003-11-30,POMKH,2.65,3.28,2.4,2.6,3.995,3.0975,3.277499999999998,3.05318565696479,3.1686292098749362,2.923111736705518,2.773292345183831,3.657916666666667,3.9625000000000004,3.6904741193299726,3.691118359345818,3.89993600827425,3.756279516102534,3.2375,3.2125000000000004,2.9451370267505137,3.188298226822683,3.300804238734668,3.060743797529949,5.7875000000000005,6.132500000000001,5.3274868511327,5.092821351412027,6.281273950994002,5.4207179496106725,5.18125,5.355416666666666,5.073925975230264,6.484801785942259,5.687159424069594,5.661286255583036
2004-02-29,POMRB,3.2,3.695,3.2,6.5,5.3,3.1350000000000002,3.097499999999998,3.1119113941788745,3.1432278485924607,3.277450867767575,3.6843357661770497,3.590833333333333,3.75375,3.6922844715979837,3.6773555794131605,3.689769197524801,3.6137345463776187,3.2375000000000003,3.2375000000000003,3.0470822160503084,3.1216602391447936,3.7153762158439294,2.8449845151121673,4.963749999999999,5.912500000000001,5.79649211067962,5.143760372146254,6.239113683765331,5.498616232050944,5.2562500000000005,5.1812499999999995,5.164355585138159,6.487724191569506,6.3841287955791834,4.932396207361489
2004-05-31,PREMON,4.54,3.983333333333333,4.4,6.35,6.18,3.1462500000000007,3.0974999999999984,3.6831468365073246,3.4547250834679732,4.668380236001046,4.9313785413640385,3.7393750000000003,3.5620833333333337,3.8087040162921233,3.7539835928799667,4.430083285466847,4.280008898359517,3.2375,3.2375000000000003,3.588249329630185,3.708043510572926,4.0594322267865195,4.273808488936819,4.5275,5.662500000000001,6.017895266407772,5.195194127664774,7.146258208979391,5.602393955544847,5.463125,5.1812499999999995,5.570613351082895,6.490751237277963,6.869238642269578,5.56200012165211
2004-08-31,MONSOON,2.3,3.5200000000000005,2.95,1.61,5.85,3.1275000000000004,3.1724999999999985,3.1298881019043945,3.1572181956960046,2.863291531574342,2.7286525641584305,3.789791666666667,3.619583333333334,3.693222409775274,3.6688383157075783,2.9741714391816436,2.6427579501476943,3.2125,3.2375000000000007,3.332949597778111,3.4407167650021737,2.6061751459780393,2.9127962798111926,4.73875,4.2650000000000015,4.254737159844662,5.246812220942703,6.663470371422356,6.4984889577749545,5.6075,5.331249999999999,5.682368010649737,6.493740504263155,6.263065778110689,4.945108959978524
2004-11-30,POMKH,2.44,4.238333333333333,2.4,4.7,5.05,3.1262499999999998,3.1199999999999983,2.8539328611426367,2.9541182735639873,2.6822134753203306,2.8950083011094963,3.840625,3.8591666666666673,3.911266779198498,3.824299764319529,3.647446983705551,3.6142223793414066,3.1875,3.2375000000000007,2.9597697586668668,2.941995670682922,2.891776599010351,2.3530521674222014,4.75,4.790000000000001,4.432842295906798,5.299154324457161,3.451825500983722,4.682772211670081,5.77625,5.594999999999999,5.429420806389842,6.496636645028131,5.729352631185958,3.96982049665741
2005-02-28,POMRB,3.26,3.14,3.0,6.09,5.4,3.5300000000000002,3.134999999999998,3.016359716685582,2.9936496242573205,3.044214190482157,3.5349960707617667,3.7933333333333334,3.720416666666667,3.602760067519099,3.604213119295084,4.03018869296864,4.087265214981494,3.1875,3.187500000000001,2.97586185520012,2.859240164722113,3.7008725818015793,3.038161144052176,5.161875,4.687500000000001,5.095705377544078,5.3521108518920215,5.758372972644447,4.833196744823347,5.8845833333333335,5.619999999999998,5.417652483833905,6.499575018529707,6.4263220144959154,5.261329413260125
2005-05-31,PREMON,4.47,4.945,4.4,6.85,7.43,3.9549999999999996,3.117499999999998,3.597815830011349,3.3257648750864264,4.5078550109569235,4.912312797532489,3.374791666666667,3.960833333333334,4.1396560405114595,3.990573595619749,4.332038918471005,4.231643781002362,3.1875,3.1875000000000013,3.5455171131200722,3.5483217323250846,4.177204591292892,4.183574459796372,5.38,4.8125,5.797423226526448,5.405644624383252,6.275343593255009,5.108012404878108,5.943958333333333,5.932499999999998,6.222591490300343,6.5027534297358125,6.911431861859826,5.794647671068087
2005-08-31,MONSOON,5.6,2.18,2.95,4.405,5.466666666666666,3.9974999999999996,3.942499999999998,4.398689498006809,3.8788389430022248,2.725213091097978,2.6481726166356063,3.2037500000000003,3.6258333333333344,3.3557936243068758,3.4330274564922605,3.395040269119491,3.0262107949476382,3.2000000000000006,3.1875000000000018,3.3073102678720434,3.366946019864692,2.6307185405656464,2.9127962798111926,5.274375,5.51125,5.240453935915869,5.459541206978093,4.408191538436121,4.175562110418469,6.084583333333333,5.836666666666664,5.920221560846873,6.505701820034899,6.305259011773277,5.886703730553874
2005-11-30,POMKH,2.54,2.23,2.4,3.65,5.908333333333334,4.04375,3.967499999999998,3.6552136988040855,3.569846585371025,3.396646661076087,4.327179418975655,3.174375,3.123750000000001,2.905476174584125,3.059408734706029,3.206063704520882,3.3316083503552294,3.2125000000000004,3.1875000000000018,2.944386160723226,2.9273004665576394,2.6214403884207798,2.3530521674222014,5.2375,5.24875,4.604272361549521,5.5139202766623985,4.4640655179821405,3.3712756577690715,6.17,6.051249999999998,5.915466269841457,6.508703253702581,5.771545859890671,4.632106424457181
2006-02-28,POMRB,3.5,3.78,3.1,6.295,5.666666666666668,3.9837499999999997,4.027499999999998,3.593128219282451,3.555980751667924,3.606291505877441,3.551457272133041,3.3275,3.2837500000000013,3.255285704750475,3.262516142937555,2.821510333894522,2.8031419497735968,3.2125,3.2125000000000017,3.006631696433936,2.9313593995682687,3.541166180903949,3.02445213154988,4.8256250000000005,5.3,5.280563416929713,5.569020169721266,6.06687791246233,5.704713290008753,6.235625,6.117916666666664,5.815946428571541,6.511677299241836,6.468515252709602,5.320658307666597
2006-05-31,PREMON,4.6,4.07,4.4,6.35,7.846666666666668,4.1175,4.059999999999999,3.9958769315694704,3.8177897222409807,4.9900695016531245,4.972394798097979,4.055625,3.0650000000000013,3.581171422850285,3.4907856753710638,4.028610732870761,4.104758651555584,3.2124999999999995,3.2125000000000017,3.563979017860362,3.6347177067270073,4.484243541382397,4.241365506299086,4.6075,5.174999999999999,5.708338050157828,5.624670129441078,6.658532687084296,6.039411151579441,6.595625,6.222083333333332,6.628234523809592,6.514909054950318,6.953625102688886,6.984581327709342
2006-08-31,MONSOON,4.99,4.28,2.95,1.61,5.574999999999998,4.475,3.9074999999999993,4.3935261589416825,4.128539276251937,3.120091894398247,3.020981379984331,4.59875,3.5900000000000016,3.860702853710171,3.7126691962079437,2.8117280885551805,2.7118559041653443,3.2,3.212500000000002,3.318387410716217,3.4499970734194343,2.7488066851288413,2.9127962798111926,4.713125,4.4762499999999985,4.069002830094696,5.680546226193123,4.4194612518144005,2.107875161773035,7.021249999999999,6.249166666666666,6.2069407142857544,6.517874507914899,6.347452256965384,5.3109554720314325
2006-11-30,POMKH,4.22,5.955,2.4,4.7,8.68,4.703749999999999,4.3275,4.324115695365009,4.188931711778072,3.5423540501033184,3.8633962124189205,4.9193750000000005,4.521250000000001,4.698421712226103,4.368177910899373,3.9367003813739014,3.9202944779065594,3.203625,3.212500000000002,2.95103244642973,2.995257102643845,2.4760565188292634,2.3530521674222014,4.698552083333333,4.738749999999999,4.3214016980568175,5.737188546830788,3.6837766401641083,4.795827317965729,7.204583333333333,6.942083333333332,7.1961644285714526,6.521206570234959,5.813739105853386,5.5557515382986935
2007-02-28,POMRB,4.68,4.4,3.0,6.09,6.3,4.5175,4.6225,4.466469417219005,4.351129127107454,4.132444632987203,4.2987267127311375,5.28875,4.676250000000001,4.579053027335662,4.360032694930033,5.018409601001858,5.004780335011255,3.10084375,3.187500000000002,2.970619467857838,2.93120174974822,3.41712390105565,2.9433734987647107,5.191333333333334,4.687499999999998,5.02884101883409,5.7944879235221585,5.998225297896185,5.0075879596442,7.274374999999999,7.100416666666665,6.837698657142871,6.524259611047624,6.510708530473827,6.195976804744016
2007-05-31,PREMON,5.25,6.015,4.529000000000001,6.438416666666668,8.68,3.9749999999999996,4.785,4.7798816503314026,4.624638450026111,5.678351582634951,5.465387501666651,5.3425,5.162500000000001,5.1534318164013975,4.837286024664316,5.453343047625955,5.253286268367201,3.0724062500000002,3.2197500000000026,3.593971680714703,3.6972934921200564,4.481144398561335,4.231748980849222,5.817039772727273,4.709604166666665,5.592671277967121,5.852379327113199,6.362165409069143,6.615787321413009,7.24,7.308749999999999,7.574619194285722,6.5275939364565,6.995818387340575,7.486982060654851
2007-08-31,MONSOON,2.85,5.29,1.99875,5.4638333333333335,5.3,3.5774999999999997,4.25,4.007928990198842,4.246519185339222,3.7988814881978725,3.506456037405406,5.2924999999999995,5.415000000000001,5.208059089840838,4.953102558734027,4.491222088088955,3.849511720737321,3.2768333333333333,2.9819375000000026,2.9558830084288217,3.025159711342408,2.920895745152276,2.978358761049868,5.898517045454547,5.673062499999999,5.541136100113606,5.910777747638306,3.23746243053545,5.7367934622487935,7.255624999999999,7.239999999999999,6.664771516571433,6.530531509017672,6.389645550834767,5.553946363825049
2007-11-30,POMKH,2.02,5.375,3.12375,5.851818181818183,8.68,3.4675000000000002,3.7,3.212757394119305,3.731294965968086,3.5221919058783033,2.9336350011852206,5.179374999999999,5.270000000000001,5.274835453904503,5.059235835189764,5.288360414818562,5.009403052086266,3.3907916666666664,3.1628750000000023,3.023029805057293,3.0286176026249403,1.762118386025822,1.8695923978230564,5.836017045454547,5.961017045454544,5.665408932795437,5.969781806184977,4.8244630145554765,5.809669374396861,7.27125,7.24,7.470862909942859,6.533868057391764,5.855932396027102,7.951608591207362
2008-02-29,POMRB,3.7,4.58,3.911666666666666,5.59,6.425,3.27625,3.455,3.4076544364715833,3.727871582514299,3.5717662825342984,3.345852087192821,4.659375000000001,5.315000000000001,4.9969012723427015,4.895476065449451,5.424185472535694,4.933782082070488,3.390791666666667,3.3907916666666686,3.3784845497010423,3.4492572583045695,3.5806956288819185,3.3336660527852895,5.836017045454546,5.836017045454544,5.635245359677262,6.029352871843496,6.788983345769476,6.224157198007701,7.458749999999999,7.271249999999999,7.052517745965716,6.536940302366268,6.552901820155943,5.971404977437533
