Date,Season,Lakhimpur,Nighasan,Bankeyganj,Isanagar,Mitauli,Pasgawan,Bijua,Mohammadi,Dhaurehra,Palia,Nakaha,Lakhimpur_Trend,Lakhimpur_SMA,Lakhimpur_EWMA,Lakhimpur_DES,Lakhimpur_TES,Lakhimpur_ARIMA,Nighasan_Trend,Nighasan_SMA,Nighasan_EWMA,Nighasan_DES,Nighasan_TES,Nighasan_ARIMA,Bankeyganj_Trend,Bankeyganj_SMA,Bankeyganj_EWMA,Bankeyganj_DES,Bankeyganj_TES,Bankeyganj_ARIMA,Isanagar_SMA,Isanagar_EWMA,Isanagar_TES,Isanagar_ARIMA,Mitauli_Trend,Mitauli_SMA,Mitauli_EWMA,Mitauli_DES,Mitauli_TES,Mitauli_ARIMA,Pasgawan_Trend,Pasgawan_SMA,Pasgawan_EWMA,Pasgawan_DES,Pasgawan_TES,Pasgawan_ARIMA,Bijua_Trend,Bijua_SMA,Bijua_EWMA,Bijua_DES,Bijua_TES,Bijua_ARIMA,Mohammadi_Trend,Mohammadi_SMA,Mohammadi_EWMA,Mohammadi_DES,Mohammadi_TES,Mohammadi_ARIMA,Dhaurehra_Trend,Dhaurehra_SMA,Dhaurehra_EWMA,Dhaurehra_DES,Dhaurehra_TES,Dhaurehra_ARIMA,Palia_Trend,Palia_SMA,Palia_EWMA,Palia_DES,Palia_TES,Palia_ARIMA,Nakaha_Trend,Nakaha_SMA,Nakaha_EWMA,Nakaha_DES,Nakaha_TES,Nakaha_ARIMA
1998-08-31,MONSOON,2.545,2.18,2.2,2.99,1.143333333333333,8.05,1.11,0.625,3.295,4.87,0.71,4.40375,4.630000000000001,4.464549930496,3.8393557576771644,1.1223665486846748,2.0723013279672005,2.9625000000000004,2.9625000000000004,2.890904107520001,2.834186551998166,2.18,2.180000042371696,3.8787499999999997,4.699999999999999,4.3066341376,4.587068826227343,4.049740452814295,4.088468936493278,3.0854166666666667,3.122683328,3.4478711186568427,3.444999705347194,2.9437499999999996,2.769166666666666,2.652906891605333,3.7254244197214903,1.925793995939417,1.3419428208587463,7.0375000000000005,8.99375,8.390055678976001,8.277475430425104,8.470065996232588,9.378586223804472,2.24125,2.21,2.134759799808,1.8767632529164355,1.3632938007229822,1.110641310892171,3.041875,3.4462499999999987,3.097181945344,3.979077820020317,3.6390425868553864,3.0723209034568386,3.6020833333333337,3.602083333333334,3.621744907264,3.6885792386380207,3.295,3.294999998432827,5.949375,6.057500000000001,5.910495336448,5.017283406668758,4.342052426279089,5.114946100059369,1.90125,1.8787499999999993,1.7215289021440001,1.9501228046798296,0.86533745588106,1.2391113262947724
1998-11-30,POMKH,3.61,2.37,2.9,2.9166666666666665,2.333333333333333,5.655,2.16,2.49,3.1633333333333336,5.75,1.5766666666666669,4.19875,4.44,4.1227299582976,3.530406430772324,4.613522459816634,5.0098263339643685,2.9625000000000004,2.9625000000000004,2.6825424645120006,2.54157436520015,2.37,2.3700000000510135,3.40375,4.182499999999999,3.7439804825599996,3.8785190779623955,3.7696143445258006,3.872084835977041,3.067083333333333,3.040276663466667,3.324013949071942,3.219124353632523,2.9120833333333334,2.9208333333333325,2.525077468296533,3.7296699762228767,1.8249731949730508,2.124226353391874,6.759375,7.682500000000001,7.2960334073856,7.387552973341551,7.706987313600148,8.458788710573732,2.25375,2.185,2.1448558798848003,1.853459603254846,2.177410189259061,2.4508864579450815,2.8668750000000003,3.1387499999999986,2.8543091672064,3.6994082716553676,2.620167121863711,1.8457839127887268,3.602083333333333,3.6020833333333337,3.438380277691733,3.494765789139259,3.1633333333333336,3.163333332020597,5.8881250000000005,6.008750000000001,5.846297201868801,4.914383478539584,5.127167269329591,6.147937709757393,2.0975,1.8541666666666659,1.6635840079530668,1.956004936983888,1.6196919906046239,1.647756154843203
1999-02-28,POMRB,4.53,3.275,2.9,3.4450000000000003,3.1933333333333334,5.74,2.16,3.3149999999999995,3.62,5.75,2.143333333333333,3.7331250000000007,4.367500000000001,4.28563797497856,3.662051801546958,4.169245572440608,3.769516659798467,2.9625,2.9625000000000004,2.9195254787072003,2.697973944583299,3.275,3.2749999999585206,3.48375,3.574999999999999,3.4063882895359994,3.330427418841252,3.8960614286867186,4.056583633445832,3.1991666666666667,3.20216599808,2.8864251591795362,2.9535948299434276,3.1241666666666665,2.966666666666666,2.7923798143112535,3.7339203732188992,3.2376353869548007,3.2647645582811338,7.145,6.392500000000002,6.6736200444313605,6.808209190364692,7.638357830495874,7.769492096256437,2.250625,2.2975000000000003,2.1509135279308804,1.8809887385869828,2.2108302792435808,2.044109144576086,3.3256249999999996,2.9449999999999985,3.0385855003238396,3.6288459367131094,2.895511537412589,3.468222530426597,3.602083333333333,3.6020833333333337,3.5110281666150396,3.520959412921193,3.62,3.6199999982640363,5.978750000000001,5.890000000000001,5.807778321121281,4.855429075045613,6.035935818750765,7.180198717428569,2.326666666666667,1.9483333333333326,1.8554837381051734,1.961904814406222,2.292368191650659,2.042965284937672
1999-05-31,PREMON,5.4350000000000005,4.025,4.93,,4.76,9.06,3.41,4.725,4.33,7.1750000000000025,4.556666666666667,3.480625,4.03,4.745382784987136,4.1683764317675145,5.560347099486435,4.177370541375193,2.9625,2.9625000000000004,3.36171528722432,3.181244522749405,4.025,4.025000000033727,3.8787499999999997,3.232499999999999,4.015832973721599,3.6248175470324218,4.765686350373775,4.813897865759229,,,,,3.41,2.8575,3.5794278885867516,3.738175618028374,4.929592830277063,4.785578254757413,7.423125000000001,7.126250000000002,7.628172026658817,7.443472609298086,7.665739873923995,6.211100976649072,2.2975000000000003,2.2100000000000004,2.6545481167585283,2.5961238156300173,3.6845800792344043,3.741169844312548,4.0675,2.788749999999999,3.7131513001943035,3.8387311869183036,4.87655594803176,3.274941298537986,3.6020833333333333,3.602083333333334,3.8386168999690238,3.852037582881428,4.33,4.329999998291755,6.058750000000001,5.886250000000001,6.354666992672769,5.104495521978978,7.042680564780158,7.630596068544111,2.3779166666666667,2.246666666666666,2.9359569095297706,1.9678225000422034,2.8671086434792477,2.926017684071092
1999-08-31,MONSOON,0.17,2.18,4.21,2.99,3.276666666666667,8.2,1.435,4.92,3.295,5.609999999999999,1.35,3.570625,3.4362500000000007,2.9152296709922814,2.753099911289411,0.4938024346982579,1.8268636787912271,2.9625000000000004,2.9625000000000004,2.8890291723345918,2.8323054918208763,2.18,2.179999999972576,4.21,3.7349999999999994,4.093499784232959,3.6803070148711976,2.3063902817845214,3.423690645195607,3.0854166666666667,3.117299598848,2.9659174532992076,3.1789463155530524,3.4791666666666665,3.3908333333333336,3.4583233998187177,3.7424357083962256,1.854056184727655,1.1061590173416556,8.0025,7.163750000000003,7.85690321599529,7.609150537983868,7.414530652702221,8.046327228152363,2.2756250000000002,2.2912500000000007,2.166728870055117,2.1632060134157474,1.1578326752168526,1.4036996636685675,4.449999999999999,3.862499999999999,4.1958907801165815,4.045924855122074,2.596936042896416,2.390330532283508,3.6020833333333337,3.602083333333334,3.6211701399814142,3.6906354860097834,3.295,3.2949999987312704,6.108750000000001,6.071250000000001,6.05680019560366,5.06562337653864,4.430689844616734,4.966807601604456,2.3400000000000003,2.4066666666666663,2.3015741457178622,1.973758018478663,0.9041254127640013,1.3802135305741219
1999-11-30,POMKH,3.965,2.37,4.05,2.9166666666666665,2.486666666666667,7.73,2.21,4.13,3.1633333333333336,5.65,1.346666666666667,3.6562499999999996,3.5250000000000004,3.335137802595369,2.95283966440617,2.802731048265631,2.6561581440557576,2.9625000000000004,2.9625000000000004,2.681417503400755,2.612375167091723,2.37,2.3700000000222987,4.4225,4.0225,4.0760998705397755,3.7045425870105864,3.8689041765563776,4.735901352813656,3.067083333333333,3.0370464259754666,3.3296645989941096,3.219124353632541,3.5816666666666666,3.429166666666667,3.0696607065578974,3.7467006516130312,2.2213233758448974,3.0399870738616763,7.938125,7.682500000000003,7.806141929597175,7.576161386790464,7.079012653944257,7.451825788568783,2.269375,2.303750000000001,2.18403732203307,2.1816688870136236,2.1583585273640757,1.8988657646126632,4.733750000000001,4.272499999999999,4.1695344680699495,4.064328144548765,3.537777619787726,3.419524391504157,3.602083333333333,3.6020833333333337,3.438035417322182,3.486686177308812,3.1633333333333336,3.1633333322897115,6.143125000000001,6.046250000000001,5.894080117362196,5.056813515494256,5.419677877312512,6.25118034194925,2.0479166666666666,2.3491666666666666,1.919611154097384,1.9797114401068898,1.719150649080551,1.7960897853961333
2000-02-29,POMRB,4.895,3.275,4.4,3.4450000000000003,3.5933333333333337,8.3,1.935,4.734999999999999,3.62,6.25,2.07,4.041875,3.61625,3.959082681557221,3.5314335156832195,3.2928329672653787,2.9629288287087885,2.9625,2.9625000000000004,2.9188505020404527,2.813369007220268,3.275,3.2749999999818686,4.1625,4.397500000000001,4.205659922323866,3.8742519070440737,4.511178588002464,4.672917413982663,3.1991666666666667,3.20022785558528,3.2158747104009278,3.438037380321019,3.3495833333333334,3.5291666666666672,3.279129757268072,3.750970458047049,3.5823984514858926,3.302899724772969,7.1137500000000005,8.322500000000003,8.003685157758305,7.730473264924378,7.969032537847917,7.806935961629399,2.2506250000000003,2.247500000000001,2.084422393219842,2.0598588796630106,2.1941711022593617,1.490554360672341,4.70625,4.6274999999999995,4.395720680841969,4.193872735678527,4.078374191432378,4.718850273952441,3.602083333333333,3.6020833333333337,3.5108212503933096,3.5068060968480257,3.62,3.6199999985605764,6.47625,6.171250000000001,6.036448070417318,5.181865659485081,5.723825399386883,6.607429193979282,1.655,2.3308333333333335,1.9797666924584303,1.9856828226942222,2.356639799283976,2.026633615052511
2000-05-31,PREMON,5.755,4.025,5.13,,5.18,5.984999999999999,3.585,5.575,4.33,6.95,2.293333333333333,4.45,3.6962499999999996,4.6774496089343325,4.418340729682189,4.8943938473078035,4.45402210800737,2.9625,2.9625000000000004,3.3613103012242718,3.323496289522523,4.025,4.025000000014743,3.76,4.447500000000001,4.575395953394319,4.306320078653261,5.815220882553928,5.738035490104899,,,,,3.1245833333333333,3.6341666666666668,4.039477854360843,3.7552451344648246,5.286081481129779,4.939093810515513,6.37625,7.553750000000003,7.196211094654982,7.117587312265415,8.787077295416994,7.820610769704734,2.2037500000000003,2.2912500000000007,2.6846534359319056,2.842551006826182,3.5499883574980604,3.605828334503136,4.473750000000001,4.84,4.867432408505182,4.458091507972739,6.146492392755653,5.732037069359185,3.6020833333333333,3.602083333333334,3.838492750235986,3.834621133219007,4.33,4.329999998571307,6.87625,6.115,6.401868842250391,5.451460175597716,7.1745192552062305,7.717149190910671,1.6170833333333332,1.7650000000000001,2.1051933488083914,1.9916722178245716,3.3152995695189893,3.343380212823461
2000-08-31,MONSOON,2.935,2.18,1.93,2.99,1.0,4.68,1.11,3.85,3.295,8.5,0.47,4.46953125,4.387499999999999,3.980469765360599,4.094749438899752,0.11906379895825547,1.61816888328359,2.9625000000000004,2.9625000000000004,2.888786180734563,2.974881464559126,2.18,2.179999999988013,3.6096874999999997,3.8775000000000004,3.517237572036591,3.546648206880548,2.938861060012507,2.808102040830747,3.0854166666666667,3.116136713351168,3.002215720340112,2.9891596427032097,3.2027604166666666,3.065,2.8236867126165057,3.7595246717070756,2.2240268976139594,1.7794801468809291,5.8575,6.673750000000003,6.189726656792989,6.29574270549401,7.04757583346115,7.637550866273743,2.225625,2.2100000000000004,2.0547920615591435,2.1921626782330663,1.2732750365937568,1.223094474464255,4.32796875,4.5725,4.460459445103108,4.3456168257193895,3.7126772133802817,2.9577310395053322,3.6020833333333337,3.602083333333334,3.6210956501415916,3.6729242871670844,3.295,3.2949999989343706,6.91859375,6.8375,7.241121305350235,6.0256568640652475,5.210106561231927,5.173820268186362,1.7051041666666664,1.545,1.4511160092850348,1.9976796692212504,0.9443547945072226,0.8155428474624924
2000-11-30,POMKH,4.465,2.37,3.11,2.9166666666666665,2.9633333333333334,5.35,2.16,3.34,3.1633333333333336,5.960000000000001,1.9233333333333331,4.461562499999999,4.512499999999999,4.174281859216359,4.349918498937446,3.843753926011807,3.30030909986228,2.9625000000000004,2.9625000000000004,2.681271708440738,2.738917454582322,2.37,2.370000000009747,3.604375,3.6425,3.3543425432219545,3.3045322720197756,3.071549620190587,3.067027050977599,3.067083333333333,3.0363486946773675,2.9353253957495506,2.9244696436424387,3.2482291666666665,3.1841666666666666,2.8795453609032364,3.763809090983236,2.0294713212993374,1.9935827498370862,5.645,6.078750000000002,5.853835994075793,5.9441512446752345,5.593784396258635,6.035201940807626,2.231875,2.1975000000000007,2.096875236935486,2.164046171641808,2.1089041462931406,2.1062387098103663,4.140312499999999,4.375,4.012275667061865,4.157762635845121,3.8509426779774034,3.7326484113403864,3.602083333333333,3.6020833333333337,3.4379907234182885,3.4707487295606945,3.1633333333333336,3.1633333324682913,6.9221875000000015,6.915000000000001,6.728672783210141,6.0777898550922655,6.0282658234569535,7.0751893027703625,1.756458333333333,1.6891666666666667,1.6400029389043542,2.0037052483296622,1.5326901295525728,1.4475876386812885
2001-02-28,POMRB,4.5512500000000005,3.275,4.1375,3.4450000000000003,3.742083333333333,6.5299999999999985,2.16,4.358749999999999,3.62,6.2787500000000005,2.1975,4.410312499999999,4.426562499999999,4.325069115529816,4.581024904321595,4.620370794056597,4.02352351911289,2.9625,2.9625000000000004,2.9187630250644427,2.9170977623968684,3.275,3.2749999999920747,3.618125,3.576875,3.667605525933173,3.482608550729028,3.6437948073590096,3.678045727681937,3.1991666666666667,3.1998092168064205,3.2231812834029165,3.4380373803210187,3.3334374999999996,3.221354166666666,3.224560549875275,3.768098394835398,3.5324581820082637,3.5425723587528957,5.710624999999999,5.636250000000001,6.124301596445475,6.07078410790827,6.166460437769049,6.044711253326845,2.2853125,2.2537500000000006,2.1221251421612917,2.145876136816189,2.0385911046189094,2.225288229618366,3.9890624999999993,4.2809375,4.150865400237119,4.198383228741391,3.986471195100716,4.414172503493754,3.602083333333333,3.6020833333333337,3.5107944340509736,3.4936833775337828,3.62,3.6199999987708718,6.499062500000002,6.9221875000000015,6.548703669926084,6.181234560034899,6.559960156288312,6.48839460184345,1.8285416666666665,1.7210416666666664,1.8630017633426124,2.0097490037166517,2.224559492579751,2.1674678307380932
2001-05-31,PREMON,6.0349999999999975,4.025,5.35,,5.395,6.055,3.41,4.45,4.33,6.950000000000001,2.5766666666666667,4.3084375,4.496562499999999,5.009041469317889,5.340169217100888,5.823326386316304,5.001031512061586,2.9625,2.9625000000000004,3.361257815038666,3.40106200388755,4.025,4.025000000006445,3.6593750000000003,3.631875,4.340563315559904,4.110257779654268,5.244793953867191,5.582719759280728,,,,,3.444270833333333,3.275104166666666,4.092736329925165,3.772392591059859,5.278318775027195,5.043349305440513,5.791874999999999,5.653750000000001,6.096580957867285,6.009669336870232,6.9960573654649245,5.800840175387955,2.359166666666667,2.210000000000001,2.637275085296775,2.79867711778748,3.570767125594851,3.3397249566628737,4.1534375,3.9996875000000003,4.270519240142271,4.248620354261844,5.950180825164811,5.410033311675162,3.6020833333333333,3.602083333333334,3.8384766604305844,3.824731357339496,4.33,4.329999998772664,6.106562500000001,6.922187500000002,6.709222201955651,6.40409780675395,7.476759146634408,7.5460044164915,1.8656249999999999,1.7918749999999997,2.148467724672234,2.0158109907512385,3.0389380420484513,3.112773989821128
