Date,Season,Thakurganj,Pothia,Tehragachhi,Kochadhiman,Bahadurganj,Kishanganj,Thakurganj_Trend,Thakurganj_SMA,Thakurganj_EWMA,Thakurganj_DES,Thakurganj_TES,Thakurganj_ARIMA,Pothia_Trend,Pothia_SMA,Pothia_EWMA,Pothia_DES,Pothia_TES,Pothia_ARIMA,Tehragachhi_Trend,Tehragachhi_SMA,Tehragachhi_EWMA,Tehragachhi_DES,Tehragachhi_TES,Tehragachhi_ARIMA,Kochadhiman_Trend,Kochadhiman_SMA,Kochadhiman_EWMA,Kochadhiman_DES,Kochadhiman_TES,Kochadhiman_ARIMA,Bahadurganj_Trend,Bahadurganj_SMA,Bahadurganj_EWMA,Bahadurganj_DES,Bahadurganj_TES,Bahadurganj_ARIMA,Kishanganj_Trend,Kishanganj_SMA,Kishanganj_EWMA,Kishanganj_DES,Kishanganj_TES,Kishanganj_ARIMA
1998-08-31,MONSOON,2.6516666666666664,0.5766666666666667,1.115,1.67,2.03625,1.5,3.6999999999999997,3.670416666666667,3.4857268374186665,3.783278551137386,3.0459366426043646,3.297157961759009,1.7851666666666666,1.7851666666666666,1.5822007485098664,1.4853644831138455,0.6570953755791105,0.5766666863525929,2.8929166666666664,2.8929166666666664,2.561902367744,2.8374709527726454,1.1954287089124458,1.1150000407336516,2.95325,2.95325,2.7943823375359997,1.981228747943387,1.7052520279960524,1.67,2.6615624999999996,2.6828125,2.56479944064,2.965435786731937,2.254397331358973,1.9492695427806404,3.9746875000000004,4.276666666666667,3.6746956131840003,4.345155455739025,3.1561316791720087,2.6812662441927815
1998-11-30,POMKH,3.39,1.382,2.4966666666666666,2.5740000000000003,2.635,4.0225,3.9470833333333335,3.6587500000000004,3.4474361024512,3.78166506045276,3.5467867497477754,3.549644552361039,1.7851666666666666,1.7851666666666666,1.5021204491059197,1.4490043533796568,1.466696717318309,1.3820000302286939,2.8929166666666664,2.8929166666666664,2.535808087313067,2.5888350257278674,2.581363383984978,2.4966667578759494,2.9532499999999997,2.95325,2.7062294025215996,2.084574392912883,2.6089761634889337,2.5740000000000003,2.7140625000000003,2.6890624999999995,2.592879664384,2.8204112479645076,2.661558891657616,2.663870178496965,4.0415624999999995,3.988125000000001,3.8138173679104,4.327431837847771,3.9928652316717312,2.274214048880483
1999-02-28,POMRB,4.079999999999999,2.282,3.6,2.8669999999999995,2.885,4.9025,4.196458333333333,3.74125,3.7004616614707198,3.863194159994091,3.9588994637466,3.6084459020396475,1.7851666666666666,1.7851666666666666,1.8140722694635518,1.6271566170282306,2.370504581772262,2.2819999857967534,2.892916666666666,2.8929166666666664,2.9614848523878403,2.7625382594040433,3.688504581772264,3.600000018296442,2.9532499999999997,2.95325,2.7705376415129592,2.255561888829525,2.9015879017654758,2.8669999999999995,2.8720312499999996,2.6340624999999993,2.7097277986304,2.7629632321156663,3.2112887728149753,3.2126564603994225,4.3228125,3.9612500000000006,4.24929042074624,4.309780520260528,4.749226427418115,3.480751225512418
1999-05-31,PREMON,6.49,2.9,4.3599999999999985,4.702,3.62,6.0625,4.406875,4.152916666666666,4.816276996882432,4.225691200915957,5.106980193053972,3.9772670841518605,1.7851666666666663,1.7851666666666666,2.248443361678131,1.9490986303257,2.9918670256867554,2.899999966308888,2.8929166666666664,2.8929166666666664,3.5208909114327036,3.2032525771673535,4.451867025686756,4.3600000221590225,2.95325,2.95325,3.5431225849077754,2.867226779248104,4.736207287737846,4.702,2.991875,2.794062499999999,3.07383667917824,2.9090553579051943,3.3973884510800185,3.321084210394209,4.5446875,4.121875000000001,4.974574252447744,4.292201210183928,5.376497713709372,3.6635455084596336
1999-08-31,MONSOON,3.0,0.5766666666666667,1.115,1.67,2.66,3.1075000000000004,4.69625,4.239999999999999,4.089766198129459,4.12932671923467,3.4528499599636024,3.7863283106816135,1.7851666666666666,1.7851666666666666,1.5797326836735452,1.7037822853891955,0.6714648424059939,0.5766666615688147,2.8929166666666664,2.8929166666666664,2.5585345468596223,2.55009075793179,1.2097981757393295,1.1150000056668146,2.95325,2.95325,2.7938735509446655,2.721912363820125,1.7038391243186934,1.67,3.0700000000000003,2.9499999999999993,2.908302007506944,2.812585149709492,2.1764041581905387,2.1237622293131277,4.538437500000001,4.5237500000000015,4.227744551468646,4.274693582812056,2.9220650132181607,2.1938837977761225
1999-11-30,POMKH,4.725,1.382,2.4966666666666666,2.5740000000000003,2.97,4.19,4.374375000000001,4.573749999999999,4.343859718877675,4.250806177903004,3.9445191524521532,3.8603764013991975,1.7851666666666666,1.7851666666666666,1.500639610204127,1.6499760642248449,1.479312609504387,1.3819999728144616,2.8929166666666664,2.8929166666666664,2.53378739478244,2.4334696284476487,2.593979276171056,2.4966666793555876,2.9532499999999997,2.95325,2.7059241305667996,2.776866390967851,2.6074887021112074,2.5740000000000003,3.0231250000000003,3.0337499999999995,2.9329812045041663,2.808805832571958,2.69206450987249,2.745122450317757,4.8446875,4.565625000000002,4.212646730881188,4.257257376260844,4.3063568045043015,2.668153901244827
2000-02-29,POMRB,5.0600000000000005,2.282,3.6,2.8669999999999995,3.175,4.6850000000000005,3.81875,4.81875,4.630315831326605,4.399426735097067,4.503524597178452,4.182554560248437,1.7851666666666666,1.7851666666666666,1.8131837661224761,1.807602028740947,2.3814242916643096,2.281999971095402,2.892916666666666,2.8929166666666664,2.960272436869464,2.716918399961779,3.6994242916643114,3.5999999358693615,2.9532499999999997,2.95325,2.7703544783400798,2.8847906133921817,2.9001285775507895,2.8669999999999995,2.7512499999999998,3.1062499999999997,3.0297887227024995,2.864918192488787,3.149214383032918,3.09803521494539,5.1850000000000005,4.511250000000001,4.401588038528713,4.239892294769811,5.019309911930588,3.284410433823367
2000-05-31,PREMON,2.935,2.9,4.3599999999999985,4.702,2.955,8.73,3.5231250000000003,3.9299999999999993,3.9521894987959634,4.276453360646443,5.719839204649154,4.969045950578669,1.7851666666666663,1.7851666666666666,2.2479102596734855,2.106269328209242,3.001149622075287,2.8999999813723085,2.8929166666666664,2.8929166666666664,3.520163462121678,3.253027482977877,4.461149622075288,4.35999992233067,2.95325,2.95325,3.543012687004048,3.422511104685849,4.734772222458794,4.702,2.598125,2.9399999999999995,2.9998732336215,2.866906051011086,3.5588716317178952,3.513833509668142,5.339375,5.178125000000001,6.132952823117228,4.222598075046142,5.501606618171942,3.5034353319834173
2000-08-31,MONSOON,2.1100000000000003,0.5766666666666667,1.115,1.67,1.15,3.1625,3.16625,3.7074999999999996,3.215313699277578,4.067581139681774,3.4125036401605398,3.709687197925282,1.7851666666666666,1.7851666666666666,1.5794128224707578,1.835627627483781,0.6791708187255998,0.5766666725861492,2.8929166666666664,2.8929166666666664,2.558098077273007,2.652506806577477,1.2175041520589347,1.114999980137316,2.912375,2.95325,2.793807612202429,3.194146796261268,1.7024205321116388,1.67,2.5343750000000003,2.5624999999999996,2.2599239401729,2.424593043368953,2.391050407586474,2.2492340366610413,5.2375,5.191875000000001,4.9447716938703365,4.20537435542046,3.803110271404952,3.9865016663109896
2000-11-30,POMKH,3.25,1.382,2.4966666666666666,2.5740000000000003,3.255,5.37,2.893125,3.3387499999999997,3.229188219566547,4.018380394464183,3.771011343212248,3.920962614531425,1.7851666666666666,1.7851666666666666,1.5004476934824544,1.7563553482559544,1.485503641235532,1.3820000135504038,2.8929166666666664,2.8929166666666664,2.5335255130304706,2.5642494351745575,2.600170307902201,2.4966666221908813,2.8715,2.95325,2.7058845673214575,3.162283597739233,2.6060747060240392,2.5740000000000003,2.4099999999999997,2.6337499999999996,2.65795436410374,2.5537090027449088,2.735900059328574,2.591616065201807,4.413125,5.486875000000001,5.114863016322202,4.188220907071521,4.9417916837383205,1.421763145150901
2001-02-28,POMRB,3.68,2.282,3.6,2.54,2.38,2.69,2.7143749999999995,2.99375,3.409512931739928,4.026206450782341,4.126041165103766,3.9051598177967284,1.7851666666666666,1.7851666666666666,1.8130686160894727,1.8886671344902535,2.386163003335477,2.2819999988041633,2.892916666666666,2.8929166666666664,2.9601153078182825,2.863408663022708,3.7041630033354784,3.600000018951023,3.0252499999999998,2.8715000000000006,2.6395307403928747,3.105792383943144,2.8987310233053685,2.8669999999999995,2.31,2.4349999999999996,2.546772618462244,2.465423511305318,3.109242207596431,3.239857884667927,3.8207291666666663,4.988125000000002,4.144917809793322,4.171137406438713,5.816661882725352,4.9860272089951625
2001-05-31,PREMON,2.13,2.9,4.3599999999999985,4.702,2.755,4.13,2.586875,2.7925,2.8977077590439566,3.846808436746261,5.185236934062399,3.2983729435182267,1.7851666666666663,1.7851666666666666,2.2478411696536833,2.1616133013588907,3.004499363594418,2.899999991470518,2.8929166666666664,2.8929166666666664,3.520069184690969,3.4067855003458782,4.464499363594419,4.360000022951793,3.1790000000000003,2.8715000000000006,3.4645184442357246,3.5564209318878577,4.715274608271558,4.702,2.136875,2.3849999999999993,2.630063571077346,2.4873633695589477,3.2414854472214425,3.071742827449186,3.66125,3.8381250000000016,4.138950685875994,4.154123599338227,5.468700659430369,4.240482693722351
2001-08-31,MONSOON,1.485,0.5766666666666667,1.115,2.9,0.55,3.023333333333333,2.4175,2.6362499999999995,2.332624655426374,3.6092588994423673,2.8355234393320607,2.892305965204864,1.7851666666666666,1.7851666666666666,1.5793713684588768,1.869299399519783,0.6811954518025694,0.5766666713232336,2.8929166666666664,2.8929166666666664,2.5580415108145815,2.7957876015129144,1.2195287851359047,1.115000005869553,3.179,3.1790000000000007,3.238711066541435,3.544641354684675,1.6830360089862864,1.67,1.941875,2.2349999999999994,1.7980381426464076,1.9766989304783982,1.8397204225589883,1.7132530289219767,3.3322916666666664,3.803333333333335,3.6927037448589295,4.137179182252429,2.4122572907786792,2.6280017008917067
2001-11-30,POMKH,2.855,1.382,2.4966666666666666,2.5740000000000003,2.47,4.233333333333333,2.830625,2.5374999999999996,2.5415747932558244,3.5621388971702643,3.1865052666897378,2.9768308801289245,1.7851666666666666,1.7851666666666666,1.5004228210753259,1.7717366718581582,1.4862673355221332,1.3819999895992314,2.8929166666666664,2.8929166666666664,2.5334915731554157,2.689344236599925,2.6009340021888026,2.496666679809552,3.1789999999999994,3.1790000000000007,2.972826639924861,3.4333812963316475,2.654990093143357,2.5740000000000003,1.9425,2.0387499999999994,2.0668228855878445,1.9995760427863987,2.824991606724435,2.798163738005932,3.1429166666666664,3.519166666666668,3.908955580248691,4.120303889647087,3.923106144125121,3.5591563007232785
2002-02-28,POMRB,2.72,2.282,3.6,2.54,1.605,1.195,3.6843750000000006,2.2975,2.6129448759534943,3.503883008603985,3.571235320564268,3.0732163946666495,1.7851666666666666,1.7851666666666666,1.8130536926451954,1.8877959348115108,2.385730042547272,2.2819999771195496,2.892916666666666,2.8929166666666664,2.9600949438932496,2.967084122613942,3.703730042547274,3.60000002962108,3.179,3.179000000000001,2.7996959839549165,3.3021132546892686,2.6721101212949225,2.54,2.2268749999999997,1.8449999999999995,1.8820937313527066,1.8258070626673115,2.684482003712046,2.6974679280501976,2.9116666666666666,3.145416666666668,2.823373348149215,4.103497407468594,4.762896680026589,1.8206488647273642
2002-05-31,PREMON,6.3950000000000005,2.9,4.3599999999999985,4.702,3.535,4.11,4.149791666666667,3.3637500000000005,4.125766925572097,3.8938237813153727,4.566927266130152,2.600827440586434,1.7851666666666663,1.7851666666666666,2.247832215587117,2.1456312764351955,3.002933961214997,2.8999999783636268,2.8929166666666664,2.8929166666666664,3.5200569663359493,3.486786265981042,4.462933961214997,4.3600000358744175,3.14975,3.1790000000000016,3.56061759037295,3.678897728240055,4.794235195650431,4.702,2.505625,2.04,2.543256238811624,2.1685916046869615,2.878834603709826,2.7954670699920636,2.706875,3.1404166666666686,3.338024008889529,4.086759500024003,4.283741863241978,2.8850513979545096
2002-08-31,MONSOON,4.05,0.5766666666666667,1.115,2.9,2.045,1.1933333333333331,4.312083333333333,4.005000000000001,4.0954601553432575,3.959613308029255,2.98254769970395,3.025712453311952,1.7851666666666666,1.7851666666666666,1.5793659960189368,1.8433503834571667,0.6785615770094939,0.5766666653302012,2.8929166666666664,2.8929166666666664,2.5580341798015698,2.8530953260854104,1.2168949103428286,1.1150000091743066,3.1205,3.1790000000000016,3.2963705542237696,3.6015906392730495,2.7963538959772625,2.9,2.62875,2.41375,2.3439537432869746,2.1204928142930006,1.2355459372835487,1.326496322565125,3.1708333333333334,2.6829166666666686,2.4801477386670503,4.070089843539068,1.5736789968227578,2.3180096800995917
2002-11-30,POMKH,4.013333333333333,1.382,2.4966666666666666,2.34,3.205,4.425,3.8639583333333336,4.294583333333334,4.062609426539288,4.0138774175104555,3.7124853986308506,3.5555231330577803,1.7851666666666666,1.7851666666666666,1.5004195976113621,1.7393196908078825,1.4826285488447706,1.3820000023117207,2.8929166666666664,2.8929166666666664,2.5334871745476084,2.726313483220237,2.5972952155114397,2.4966666872094336,3.1205,3.1205000000000016,2.9138223325342616,3.381442928303058,2.616142873872131,2.5740000000000003,2.666875,2.5974999999999997,2.688372245972185,2.3772988734936313,2.6757642923884015,2.8935045857378183,3.404583333333333,2.730833333333335,3.25808864320023,4.05348820607622,2.7897456229815063,2.2693562852953013
2003-02-28,POMRB,2.86,2.282,3.6,2.54,1.855,4.715,3.2837499999999995,4.329583333333334,3.5815656559235727,3.9235908418984433,4.1963206480810955,3.5914172565952858,1.7851666666666666,1.7851666666666666,1.8130517585668173,1.8508162363738287,2.38114934141062,2.281999995806811,2.892916666666666,2.8929166666666664,2.9600923047285654,2.985714869000153,3.699149341410622,3.5999999717878914,3.1205,3.1205000000000016,2.764293399520557,3.211451773700715,2.578844044946448,2.54,2.674375,2.6599999999999997,2.3550233475833107,2.272495781216548,2.3174070413186594,2.264348735296725,3.2379166666666666,3.6108333333333347,3.840853185920138,4.036954287963598,4.023510249892784,0.9746924966099012
2003-05-31,PREMON,2.67,2.9,4.3599999999999985,4.702,3.59,2.46,3.1145833333333335,3.3983333333333343,3.2169393935541435,3.820224334276255,5.11598787178486,4.464049673148196,1.7851666666666663,1.7851666666666666,2.2478310551400904,2.105269391061984,2.9974736348659325,2.8999999948293245,2.8929166666666664,2.8929166666666664,3.520055382837139,3.488518021004319,4.4574736348659325,4.359999965832,3.1205,3.120500000000001,3.539376039712334,3.555666882643032,4.738615620528626,4.702,2.638125,2.6737499999999996,2.849014008549986,2.621331657101491,3.1879413568023973,3.181325857115427,2.9968749999999997,3.198333333333335,3.288511911552083,4.020487793748737,4.810810878410717,1.6641501930153475
2003-08-31,MONSOON,3.1333333333333333,0.5766666666666667,1.115,2.9,2.05,1.51,3.0043749999999996,3.1691666666666674,3.1834969694658195,3.783751885042774,2.8617585895775255,3.550761769794471,1.7851666666666666,1.7851666666666666,1.5793652997507208,1.8028552306999301,0.6722830713665366,0.5766666738726927,2.8929166666666664,2.8929166666666664,2.5580332297022834,2.844040070691552,1.2106164046998709,1.114999991262083,3.117375,3.120500000000001,3.2836256238274,3.457149987102225,2.9079269540468156,2.9,2.804375,2.6749999999999994,2.5294084051299914,2.5463123231467493,1.5912960397145826,1.67677804541636,2.336875,3.2775000000000016,2.5771071469312496,4.004088458273345,1.4534339083599113,0.4147528429152661
2003-11-30,POMKH,3.5766666666666667,1.382,2.4966666666666666,2.34,2.91,2.18,2.9487500000000004,3.0600000000000014,3.3407648483461583,3.8045326585863712,3.4669628314402625,3.4750871878581844,1.7851666666666666,1.7851666666666666,1.5004191798504323,1.7005668097218694,1.4755923406894724,1.3819999980210242,2.8929166666666664,2.8929166666666664,2.533486604488037,2.71040849441468,2.590259007356141,2.496666647101047,3.11425,3.120500000000001,2.9061753742964402,3.227389422864527,2.401026252756795,2.34,3.0,2.6012499999999994,2.681645043077995,2.6872481281333336,2.9123840121068523,3.043361507095753,1.7725,2.7162500000000014,2.41826428815875,3.98775601984071,2.7994087455888472,2.144425117041779
2004-02-29,POMRB,2.415,2.282,3.6,2.515,3.48,1.68,3.3720833333333333,2.9487500000000013,2.970458909007695,3.683382626849191,3.9208411306923985,3.1810500818977907,1.7851666666666666,1.7851666666666666,1.8130515079102594,1.8146875651391683,2.3734148219884883,2.281999985528489,2.892916666666666,2.8929166666666664,2.960091962692822,2.9652516341134536,3.6914148219884892,3.5999999933991567,3.1142499999999997,3.114250000000001,2.7497052245778644,3.051238684309013,2.5744792684496365,2.54,2.979375,3.0074999999999994,3.000987025846797,2.9624227057949746,2.1617964632891873,2.011019236995018,1.5637500000000002,1.9575000000000014,2.12295857289525,3.9714901967414558,3.362787992861425,2.8165825876148505
2004-05-31,PREMON,2.67,2.9,4.3599999999999985,4.702,3.53,0.98,3.8091666666666666,2.9487500000000013,2.850275345404617,3.605999564175475,4.813940353243809,3.009187051851895,1.7851666666666663,1.7851666666666666,2.2478309047461558,2.0723455209447788,2.989099002313006,2.899999983204346,2.8929166666666664,2.8929166666666664,3.520055177615693,3.465071766490818,4.449099002313005,4.359999992005643,3.11425,3.1142500000000015,3.5306231347467185,3.399281391617593,4.734584109906802,4.702,2.98125,2.9924999999999993,3.212592215508078,3.225996430759559,3.4505686969048943,3.699894678296062,1.5325000000000002,1.5875000000000015,1.6657751437371502,3.955290715744211,3.444137887467376,1.7426412608044322
2004-08-31,MONSOON,6.52,0.5766666666666667,1.115,2.9,1.945,1.32,4.002708333333333,3.795416666666668,4.31816520724277,3.999924782378638,2.6070492964653393,3.0802658091055033,1.7851666666666666,1.7851666666666666,1.5793652095143602,1.7740645093144989,0.663325232428081,0.5766666642553604,2.8929166666666664,2.8929166666666664,2.558033106569416,2.8210329448390583,1.2016585657614143,1.1149999979555723,3.1111250000000004,3.1142500000000015,3.278373880848031,3.3102086408145315,2.927820368694358,2.9,2.949375,2.9662499999999996,2.705555329304847,3.040063128647165,1.8629491670610143,1.783040013334368,1.9021875,1.5400000000000016,1.52746508624229,3.9391573141010374,0.05306507642288705,0.18399538404332155
2004-11-30,POMKH,3.686666666666666,1.382,2.4966666666666666,2.34,3.03,2.12,4.522916666666666,3.8229166666666683,4.065565791012329,4.010548815404575,3.782946113085442,3.7417968697132795,1.7851666666666666,1.7851666666666666,1.500419125708616,1.6762214127161494,1.4661068210800725,1.3819999976589492,2.8929166666666664,2.8929166666666664,2.5334865306083163,2.689484874549237,2.58077348774674,2.4966666620888596,3.1079999999999997,3.1142500000000015,2.9030243285088186,3.0944516765389216,2.374656392722855,2.34,2.95,2.9962499999999994,2.835333197582908,3.1235489683253435,2.9984292398459207,2.973139136020468,2.88875,1.5250000000000017,1.7644790517453741,3.9230897257534854,1.7589223105737024,2.1319253311568653
2005-02-28,POMRB,3.8533333333333335,2.282,3.6,2.49,3.105,4.6975,4.443958333333333,4.182500000000002,3.9806728079407305,4.040064235115834,4.204541799759942,3.4208107127194767,1.7851666666666666,1.7851666666666666,1.8130514754251696,1.7948323114071136,2.363455685398093,2.2819999925225485,2.892916666666666,2.8929166666666664,2.9600919183649896,2.947153176292242,3.6814556853980935,3.6000000250947837,3.1079999999999997,3.1080000000000014,2.737814597105291,2.929275983388672,2.5503718806813724,2.515,3.14625,2.9024999999999994,2.9431999185497446,3.206706247617179,2.7403553265505773,2.7414180947115736,3.831875,2.2793750000000017,2.9376874310472245,3.907087695682839,2.6138323698393746,2.890557740674333
2005-05-31,PREMON,5.3933333333333335,2.9,4.3599999999999985,4.702,3.91,5.855,4.093333333333333,4.863333333333335,4.545737018097771,4.251562043078112,5.278600169443422,3.557559425489802,1.7851666666666663,1.7851666666666666,2.2478308852551017,2.0570573539211887,2.9787187774172237,2.8999999934584664,2.8929166666666664,2.8929166666666664,3.520055151018993,3.450283053531636,4.438718777417223,4.36000003039257,3.092375,3.108000000000002,3.5234887582631744,3.295292660746897,4.732647635142349,4.702,3.3068750000000002,2.9974999999999996,3.3299199511298467,3.4819124403197135,3.5240891132560423,3.541760040287606,4.462625,3.4981250000000017,4.104612458628335,3.8911509457515754,3.8150731950988703,2.25207691989862
2005-08-31,MONSOON,3.165,0.5766666666666667,1.115,2.9,3.135,3.99,4.21,4.024583333333335,3.9934422108586625,4.172239287035928,3.4256984340827845,4.882013195279143,1.7851666666666666,1.7851666666666666,1.5793651978197278,1.7628709879820135,0.6525748483165712,0.57666667258128,2.8929166666666664,2.8929166666666664,2.5580330906113957,2.8097651087290347,1.1909081816499043,1.115000007772412,3.0767499999999997,3.108000000000002,3.2740932549579043,3.2246923837809334,2.929572137801959,2.9,3.32125,3.2949999999999995,3.251951970677908,3.5224497262356302,1.95595925192112,1.9483354916244149,4.77775,4.165625000000002,4.058767475177001,3.8752791868488394,1.7632067109148273,3.57668194999883
