Date,Season,Chamaria,Chamaria_Trend,Chamaria_SMA,Chamaria_EWMA,Chamaria_DES,Chamaria_TES,Chamaria_ARIMA
2011-08-31,MONSOON,2.0293333333333337,3.270447166666667,2.9657410654761924,2.836728795120908,2.886759034705385,1.3381813130437603,1.7470899958072792
2011-11-30,POMKH,2.5114285714285716,3.3327581124188317,3.1584419583333356,2.7066087056439736,2.8457208643138348,2.30450970387158,2.0073856140766733
2012-02-29,POMRB,4.6466666666666665,3.2294095783279224,3.3824523750000024,3.482631890053051,3.1999593423676025,4.357408099635186,3.70040703911296
2012-05-31,PREMON,3.9448268279220784,3.10268611038961,3.2830638498376645,3.667509865200662,3.4113167217407034,3.7466896694980387,3.6512335983141453
2012-08-31,MONSOON,1.6000991612554112,2.829450247294372,3.175755306818184,2.840545583622562,3.171111093439658,1.8905050416743583,1.6470329135874047
2012-11-30,POMKH,1.926875,2.678977843208875,3.029616913961041,2.475077350173537,2.9886976679260275,2.5540993477600678,2.1032316552870878
2013-02-28,POMRB,3.0453333333333337,2.7558025677759743,2.6292835806277077,2.7031797434374556,3.0132164628299165,4.549095400385668,3.912060814816868
2013-05-31,PREMON,4.342380928571429,2.7581153214285714,2.7286721057900456,3.358860217491045,3.275461523809054,3.68663664129909,3.757840632249481
2013-08-31,MONSOON,1.817142857142857,2.742797613095238,2.782933029761907,2.74217327335177,3.0603365405511695,1.6533548859415186,2.203566615591529
2013-11-30,POMKH,1.7283333333333333,2.6529090879329007,2.7332976130952407,2.336637297344395,2.833106580626068,2.208409421114113,2.1735206337580317
2014-02-28,POMRB,3.1213333333333337,2.5119458874458873,2.752297613095241,2.6505157117399705,2.868790506426193,3.8369253545190776,3.5553236673460304
2014-05-31,PREMON,3.547272727272727,2.5283144212558275,2.553520562770565,3.009218517953073,2.9832484259942924,3.96252998656355,3.8810129450803847
2014-08-31,MONSOON,1.4845454545454546,2.6545284637237763,2.4703712121212145,2.3993492925900255,2.7188907825326623,1.593336961398732,1.8631600929463863
2014-11-30,POMKH,2.1918790064102565,2.7233607943833125,2.586257630390445,2.316361178118118,2.59646952394787,1.8295432288932112,1.9257783063612042
2015-02-28,POMRB,3.6675,2.7032404735276976,2.7227992970571115,2.856816706870871,2.7524558871457736,3.4378486608148284,3.116720048461474
2015-05-31,PREMON,3.5517647058823525,2.722612241083059,2.723922291709518,3.1347959064754636,2.8857443949290738,3.7901621153090383,3.826431766479355
2015-08-31,MONSOON,1.319090909090909,2.7389475503050873,2.6825586553458813,2.408513907521642,2.609071128130181,1.5713365734324003,1.632909337102003
2015-11-30,POMKH,2.512307692307693,2.82472022401618,2.76266582682024,2.450031421436062,2.5626093967359935,1.9919347118727884,1.9807549600446044
2016-02-29,POMRB,3.4777537878787883,3.097293560606061,2.715229273789937,2.8611203680131525,2.698372249991023,3.5638825373341327,3.4479111995406733
2016-05-31,PREMON,4.4276923076923085,3.271337485431236,2.934211174242426,3.487749143884815,3.0091591613138853,3.6852579072618714,3.355619477229103
2016-08-31,MONSOON,2.62375,3.3493298004079253,3.260375946969699,3.142149486330889,2.9762140855747576,1.5740899994456052,1.7744518052781788
2016-11-30,POMKH,2.6,3.333283653846154,3.282299023892776,2.9252896917985334,2.9351436346736834,2.4817125251433714,2.4292514283626137
2017-02-28,POMRB,4.013999999999999,3.1208094093406595,3.4163605769230787,3.3607738150791198,3.153643504212774,3.7761797421566614,3.282709498202862
2017-05-31,PREMON,3.763076923076924,2.893684815184815,3.250206730769233,3.5216950582782416,3.3161627570007646,4.3043264960033145,3.8704020344526393
2017-08-31,MONSOON,1.5885714285714283,2.68273026973027,2.9914120879120905,2.7484456063955163,3.065132469267061,2.1969712554241503,1.9690657796349413
2017-11-30,POMKH,1.8181818181818181,2.624118381618382,2.795957542457545,2.3763400911100367,2.8594429044786005,2.5291116093328654,2.4716759030383626
2018-02-28,POMRB,3.108181818181819,2.7434324269480523,2.569502997003,2.6690767819387498,2.8960884603596706,3.768641682782002,3.4986128046152984
2018-05-31,PREMON,4.2,2.923514610389611,2.678733766233769,3.28144606916325,3.1339427242644105,3.84626928108302,3.9048578681007164
2018-08-31,MONSOON,2.106160714285714,,2.8081310876623404,2.811331927212236,2.977744717972191,1.7868314295301646,2.3490308106387596
2018-11-30,POMKH,2.74125,,3.0388981331168856,2.7832991563273417,,2.1657192434373673,2.1969362631250364
