Date,Season,Karimpur-i,Shantipur,Kaliganj,Hanskhali,Krishnaganj,Krishnanagari,Krishnanagar-ii,Tehata-i,Ranaghati & Ii,Haringhata,Tehata-ii,Chakdah,Chapra,Navadwip,Karimpur-ii,Nakashipara,Karimpur-i_Trend,Karimpur-i_SMA,Karimpur-i_EWMA,Karimpur-i_DES,Karimpur-i_TES,Karimpur-i_ARIMA,Shantipur_Trend,Shantipur_SMA,Shantipur_EWMA,Shantipur_DES,Shantipur_TES,Shantipur_ARIMA,Kaliganj_Trend,Kaliganj_SMA,Kaliganj_EWMA,Kaliganj_DES,Kaliganj_TES,Kaliganj_ARIMA,Hanskhali_Trend,Hanskhali_SMA,Hanskhali_EWMA,Hanskhali_DES,Hanskhali_TES,Hanskhali_ARIMA,Krishnaganj_Trend,Krishnaganj_SMA,Krishnaganj_EWMA,Krishnaganj_DES,Krishnaganj_TES,Krishnaganj_ARIMA,Krishnanagari_Trend,Krishnanagari_SMA,Krishnanagari_EWMA,Krishnanagari_DES,Krishnanagari_TES,Krishnanagari_ARIMA,Krishnanagar-ii_Trend,Krishnanagar-ii_SMA,Krishnanagar-ii_EWMA,Krishnanagar-ii_DES,Krishnanagar-ii_TES,Krishnanagar-ii_ARIMA,Tehata-i_Trend,Tehata-i_SMA,Tehata-i_EWMA,Tehata-i_DES,Tehata-i_TES,Tehata-i_ARIMA,Ranaghati & Ii_Trend,Ranaghati & Ii_SMA,Ranaghati & Ii_EWMA,Ranaghati & Ii_DES,Ranaghati & Ii_TES,Ranaghati & Ii_ARIMA,Haringhata_Trend,Haringhata_SMA,Haringhata_EWMA,Haringhata_DES,Haringhata_TES,Haringhata_ARIMA,Tehata-ii_Trend,Tehata-ii_SMA,Tehata-ii_EWMA,Tehata-ii_DES,Tehata-ii_TES,Tehata-ii_ARIMA,Chakdah_Trend,Chakdah_SMA,Chakdah_EWMA,Chakdah_DES,Chakdah_TES,Chakdah_ARIMA,Chapra_Trend,Chapra_SMA,Chapra_EWMA,Chapra_DES,Chapra_TES,Chapra_ARIMA,Navadwip_Trend,Navadwip_SMA,Navadwip_EWMA,Navadwip_DES,Navadwip_TES,Navadwip_ARIMA,Karimpur-ii_Trend,Karimpur-ii_SMA,Karimpur-ii_EWMA,Karimpur-ii_DES,Karimpur-ii_TES,Karimpur-ii_ARIMA,Nakashipara_Trend,Nakashipara_SMA,Nakashipara_EWMA,Nakashipara_DES,Nakashipara_TES,Nakashipara_ARIMA
1998-08-31,MONSOON,0.76,3.2025,1.659166666666667,2.4366666666666665,3.66,1.48,3.05,0.05,2.38,1.55,1.7200000000000002,2.71,1.385,1.4925000000000002,1.345,2.11,2.86875,2.9487500000000004,2.5450911293439997,3.352623284185089,2.8139284284225305,1.9699238442554607,4.194583333333334,4.055,3.9645833771520005,4.140405418590632,3.6883697773378596,3.2957319005586503,2.732291666666667,2.8189583333333337,2.6590176329386668,2.941291065453545,1.868076126957219,2.043182334972615,4.023854166666667,3.844791666666668,3.6589304311466666,3.5683310658127643,2.860521888843879,2.7653387809559713,4.728125,5.127500000000001,4.7466440232960005,4.253304096340488,4.0508699529511905,3.7148112748176456,2.3024999999999998,2.3625000000000003,2.217265626112,2.403168402997603,1.3427616826743982,0.6911467777432785,3.1999999999999993,3.4349999999999996,3.372320927744,3.733183452339119,2.8048108626088206,2.678226131888586,2.03625,2.0375,1.716565357568,2.562131807456488,0.6865082060805778,0.6918426452456896,4.107708333333333,4.265833333333332,3.889541366784,4.01732918201092,4.0760551316912785,3.158708142533535,3.01,2.9924999999999997,2.658618758144,2.986700645494462,2.0420729728695117,1.566342894849905,3.713750000000001,4.392499999999999,3.770849248768,3.816995466297061,2.5583044597197864,2.1772750516429085,4.13875,4.120000000000001,3.903937801216,4.367017671907892,3.4276058712727235,3.511133140838516,3.045119047619048,3.067678571428572,2.8577146342399997,3.277549120459564,1.5150411043259677,1.6892618441602223,3.0521875000000005,3.1281250000000007,2.814869985792,2.8107589345021573,2.0052875379769315,1.680629000525912,3.1056250000000007,3.1525000000000007,2.782974235648001,2.5651947774433643,2.364846225464624,1.232008636364129,3.1066666666666665,3.0933333333333333,2.9991263170559996,3.0679265734498977,2.0117627554926134,1.9691934836215106
1998-11-30,POMKH,2.45,3.3166666666666664,2.29,3.535,3.67,1.25,2.28,1.2,3.725,2.15,1.55,3.4525,2.0733333333333337,2.3175000000000003,2.26,2.0,2.961875,2.8550000000000004,2.5070546776064,3.3657062885547995,1.5203363214489944,2.1372109350738735,4.378125000000001,4.021041666666666,3.7054166929578667,3.8509027625402115,3.281047202340887,3.450120224574052,2.7931250000000003,2.718125,2.5114105797632003,2.8500706680851815,2.6077235292101606,2.6774439472417093,4.1729166666666675,3.9285416666666686,3.609358258688,3.5703893364401518,3.081280922987327,3.1678298259903195,5.101875,4.7425000000000015,4.3159864139776,3.6892673003387535,4.5421622579034855,4.996872095142851,2.53625,2.2,1.8303593756671999,2.2836192782661433,1.7343708185003126,1.7460851983182915,3.39375,3.155,2.9353925566464,3.0696689508589263,2.514134884245662,2.884172415039221,2.36125,1.8775,1.5099392145408,2.484345318253377,1.0201972411502607,1.3783858774485913,4.2091666666666665,4.109583333333333,3.8237248200704,3.820606894460034,3.5516346529777874,3.6551005327155957,3.52125,2.8274999999999997,2.4551712548864,2.594683141028368,1.9783692576360679,2.3893843764127727,3.8125,3.6599999999999993,2.8825095492608,2.7292216050314475,3.8672139397303176,3.709473084950612,4.3,4.019375000000001,3.7233626807296,4.363984584007253,3.329612068350385,3.347650467499296,3.215297619047619,2.957083333333334,2.543962113877333,2.990598269455873,2.053131228193161,2.228441335977296,3.1934375,2.993750000000001,2.6159219914752,2.4469142700315034,2.659103907253692,2.912741661582741,3.3425,3.053750000000001,2.5737845413888003,2.210401261352476,2.5540435926988154,2.7577979125200427,3.2725000000000004,3.01,2.5994757902336,2.789172341055935,2.3873709918639126,2.4590258667522136
1999-02-28,POMRB,3.96,5.6933333333333325,3.0,5.2675,6.445,3.65,4.06,4.05,5.105,5.45,5.775,5.6,4.181428571428572,4.4350000000000005,4.68,4.3900000000000015,3.176875,2.8825000000000007,3.0882328065638402,3.3788403573966774,2.6224137798600435,3.40105244456968,4.3459375,4.368124999999999,4.500583349108053,4.5461440626749,4.113933054359432,4.055234094505375,2.7436458333333333,2.7464583333333334,2.7068463478579203,2.918021364326901,2.9340060842696616,2.698360565121995,4.275833333333334,4.119166666666669,4.2726149552128,3.833204868206673,4.022511819540587,4.390103475679728,5.5825,4.713750000000001,5.167591848386561,4.733557934658442,5.793787478328214,6.174967565492018,2.66,2.4050000000000002,2.5582156254003197,2.576956181739697,2.3636977645298307,2.210474717233764,3.5225,3.245,3.3852355339878395,3.3960582571337983,3.5091247666866714,2.9824303044122358,2.5799999999999996,2.195,2.52596352872448,2.614612982460992,2.741179693789263,2.9120223107259395,4.396249999999999,4.105833333333333,4.33623489204224,4.222731415018412,4.3065792020556355,4.747096256233115,3.9525,3.1924999999999994,3.65310275293184,3.7330542256693198,3.269323096096839,3.3834588058526904,3.755,3.767499999999999,4.03950572955648,3.609935971573832,4.956608389224254,4.322196726970906,4.3978125,4.258125000000001,4.47401760843776,4.572319661435304,4.383083765310756,4.259521623165361,3.244315476190476,3.133154761904763,3.198948696897829,3.273184813229114,3.0341453378629044,3.1389994838584094,3.2596875,3.110625000000001,3.34355319488512,3.063357376063436,3.7074185670532644,3.768720555947488,3.505625,3.1575000000000006,3.41627072483328,3.5323902308352544,3.461299208009189,3.5806027732979615,3.2220833333333334,3.2033333333333336,3.3156854741401602,3.277249302484448,3.174455894063598,3.1999851116035307
1999-05-31,PREMON,4.995,5.34,4.41,5.6675,8.184999999999999,4.29,4.78,4.81,6.04,6.25,6.385,5.605,5.549999999999999,4.859999999999999,5.825,4.866666666666666,3.19625,3.0412500000000007,3.8509396839383045,3.392025686681538,4.747617715955241,4.861335857162556,4.219166666666666,4.388124999999999,4.836350009464832,5.016229431656576,5.6025304001333165,5.837004036556236,2.6191666666666666,2.8397916666666667,3.3881078087147527,3.3068787827984254,4.362076465340916,4.088320049546028,4.195,4.226666666666669,4.830568973127681,4.151236590241139,5.193348568262483,5.495824875069864,5.683125,5.49,6.374555109031936,6.640178156140762,6.27937130192473,6.25876303413702,2.6875000000000004,2.6675,3.250929375240192,2.9646091440284987,3.9328302977596743,4.078968686221957,3.3425000000000002,3.5425000000000004,3.943141320392704,4.011053197544093,4.771926844101312,4.61622645378575,2.62,2.5275,3.4395781172346878,2.7907368931357746,4.3408574954764045,4.675576082777837,4.401875,4.312499999999999,5.017740935225344,4.97854798163009,5.745772173225695,5.77566783013899,4.02375,3.8499999999999988,4.691861651759104,5.054776568501248,5.087217233251797,4.891073100934297,3.5625,3.8574999999999995,4.977703437733888,4.724046632101672,6.098566241534975,6.294480069375377,4.5040625,4.341875000000001,4.926410565062656,4.775094495519444,5.76247066865784,5.7191203482271025,3.1735238095238096,3.297440476190477,4.139369218138697,3.9044276779015292,5.713462357749702,5.577794496598824,3.2396874999999996,3.2762500000000006,3.950131916931072,3.828852491602009,4.6031028807569205,4.466242757160149,3.545,3.5275,4.379762434899968,5.450595749148071,4.9781298958166476,4.999987945950288,3.055833333333333,3.341666666666667,3.9360779511507626,3.8881675610865285,4.416774578047718,4.810287607473071
1999-08-31,MONSOON,1.845,2.865,0.89,2.83,4.4,1.42,2.89,0.47,3.05,2.37,0.9,3.1575,0.96,1.36,1.17,1.1533333333333329,2.8975,3.312500000000001,3.0485638103629826,3.4052624473798248,3.0716616049274066,1.9089652707066018,3.8366666666666664,4.303749999999999,4.047810005678899,4.402998692377821,4.041946585847737,3.4147343700448225,2.5875,2.6475,2.3888646852288513,2.8601556788431806,1.830094950415049,2.096088208269239,3.8978124999999997,4.325000000000003,4.030341383876609,4.027554252187898,2.8994395662762145,2.8079899399442088,5.38125,5.675,5.584733065419162,6.1353293678343395,3.952403628353625,4.510629071709104,2.49125,2.6525,2.518557625144115,2.8295800230668755,1.7200265533609977,1.423762878890698,2.9087500000000004,3.5025000000000004,3.5218847922356225,3.5985742849726043,3.080615609475375,3.313512036326693,2.44875,2.6325,2.2517468703408126,2.6463588017436095,1.089088665803815,0.6856273214920714,4.136875000000001,4.4799999999999995,4.230644561135207,4.415045989127389,4.020275340491395,3.14960933623166,3.875,4.054999999999999,3.7631169910554623,4.355115572084996,2.7487101062110995,2.659775417805125,3.6168750000000003,3.6524999999999994,3.346622062640333,3.403918613656442,2.335078870418619,1.9916371339219463,4.339375,4.45375,4.218846339037594,4.72086233114876,3.5293955723637143,3.339156651963054,2.910886904761905,3.1911904761904775,2.867621530883218,3.2813124141244168,1.9833452118310855,1.998759515662682,3.1959375,3.2431250000000005,2.914079150158643,3.0088463144444835,2.0492747525345743,1.6416829940555147,3.4956249999999995,3.4837499999999997,3.0958574609399805,3.8056073440136484,2.46081270782458,1.9081682166678822,2.78875,3.1025,2.8229801040237907,3.259478622148262,2.0646230042260605,2.2296403697684455
1999-11-30,POMKH,1.52,2.64,2.063333333333333,2.495,3.735,1.53,1.0,1.1,3.1,1.9,0.83,3.855,1.932,2.29,2.75,1.6266666666666667,2.6350000000000002,3.080000000000001,2.4371382862177895,3.418550859812027,2.2108020408421387,2.8446098679769083,3.4787500000000002,4.134583333333333,3.4846860034073397,3.7613861056873126,3.382177200609093,3.1544957530544737,2.54125,2.5908333333333333,2.258652144470644,2.694238818063338,2.5157818895350665,2.1835910495391273,3.6665625000000004,4.065000000000003,3.4162048303259653,3.84835137680397,3.1201986016084735,3.4710412542686937,5.023124999999999,5.69125,4.844839839251497,5.246187517459983,4.4542571701266755,4.299508483514339,2.1475,2.7224999999999997,2.1231345750864694,2.7091345340394724,2.0110973478950247,1.5712875059772609,2.57375,3.1825000000000006,2.5131308753413735,2.4620031864270717,2.6434672828462844,2.637376004501551,2.16625,2.6075,1.7910481222044874,2.556077810666706,1.567195996971257,1.4184828270514904,3.8649999999999998,4.3237499999999995,3.778386736681124,3.925295235536285,3.5899943279005067,3.7064243063614333,3.625,3.9924999999999984,3.017870194633277,3.5370624224711413,2.7091486915298324,2.8704782360299608,3.6956249999999997,3.4724999999999993,2.3399732375841995,2.319047051916471,3.293896101883481,2.636462363770709,4.0825,4.554375,4.073307803422556,4.728468810605764,3.484919600483969,3.505732585440254,2.626809523809524,3.155857142857144,2.4933729185299307,2.950880922757996,2.087260243654734,2.141773130244499,3.108875,3.2362500000000005,2.6644474900951858,2.6796137039362318,2.705427485317396,2.738748635446055,3.3360416666666666,3.6062499999999997,2.957514476563988,3.3337083332205433,2.6259039835843296,2.48194406548681,2.5354166666666664,3.0091666666666668,2.344454729080941,2.8092097482645046,2.4402312331700124,1.9966213170598854
2000-02-29,POMRB,2.5,3.31,2.973333333333333,3.93,3.965,1.8,1.87,2.78,3.61,4.51,6.93,3.88,2.2216666666666667,4.1125,3.795,2.6266666666666665,2.6331249999999997,2.7150000000000007,2.462282971730674,3.4318911346023375,2.46523491137382,3.070591405613566,3.459375,3.5387499999999994,3.414811602044404,3.4830848820976525,3.930937924045617,4.411338220934005,2.6316666666666664,2.5841666666666665,2.5445246200157197,2.743709217299698,2.8273567208827193,2.6666916442920074,3.6221875000000003,3.730625000000003,3.6217228981955794,3.884351265960267,4.061429494545567,4.406812980888066,5.030625,5.07125,4.492903903550898,4.611688445829194,6.068008701543943,6.1800434752063325,2.02625,2.26,1.9938807450518818,2.6327235248353533,2.641176948458855,2.7564301344391455,2.46875,2.6350000000000007,2.255878525204824,2.0431095305029356,3.1647858081926374,2.711646319384062,2.165,2.29,2.186628873322692,2.5912709368880833,3.2775186946868287,3.161549959384212,3.7581249999999997,3.9499999999999993,3.711032042008674,3.716067097241631,4.258895801113013,4.5724898264704965,3.5975,3.7574999999999985,3.614722116779966,3.9825004114622455,3.7912310311872908,4.140606241579976,3.7175,3.761249999999999,4.17598394255052,4.048700815990385,5.02795789529567,4.641903588693201,3.9846874999999997,4.124375000000001,3.9959846820535336,4.730714024788355,4.576658033695077,4.7842931092593535,2.6793095238095237,2.665916666666668,2.384690417784625,2.728848346202778,3.1750277297258096,3.305760340121515,3.170875,3.155625,3.243668494057111,3.177887215452677,3.791044937591502,3.938702349706889,3.47375,3.385,3.292508685938393,3.5849808552220654,3.5703587077244965,4.112358524104086,2.564166666666667,2.5683333333333334,2.4573395041152315,2.7074761693047193,3.2273161355872246,3.3469571145479344
2000-05-31,PREMON,4.355,4.86,4.066666666666666,5.155,7.8,3.39,4.29,3.82,5.359999999999999,5.19,5.859999999999999,5.27,5.2371428571428575,4.4860000000000015,5.433333333333334,4.6033333333333335,2.83625,2.5550000000000006,3.2193697830384043,3.445283480210617,3.908950019205636,4.064022786115598,3.6075,3.4187499999999993,3.9928869612266427,3.8777111536595266,4.615763020385581,4.435024796329704,2.829583333333333,2.498333333333333,3.1533814386760985,3.044515646777865,4.255422505224825,4.132331896201814,3.745,3.6025000000000027,4.235033738917348,4.102102902691383,5.2322662386527234,5.197795572515275,5.203125000000001,4.9750000000000005,5.815742342130539,6.113910711238329,6.522564989729575,6.208352847293162,2.0,2.035,2.552328447031129,2.8262182737969233,3.7211477786969755,3.389617529965329,2.5062499999999996,2.5125,3.0695271151228947,2.8843528893147523,3.8072681006995057,3.6619719809416944,2.33,2.0425000000000004,2.8399773239936152,2.698333330251285,4.1679378652014805,3.929377233414024,3.635625,3.7799999999999994,4.370619225205204,4.258300387588849,5.510360189059719,5.5500151400905064,3.8137499999999998,3.492499999999999,4.24483327006798,4.631342072901411,5.29779023311992,5.105105706046029,3.9762499999999994,3.6299999999999986,4.849590365530312,5.176611058124152,6.110220632647653,6.720273862055141,3.9696764705882357,4.040625,4.50559080923212,4.866879844455309,5.659813254133617,5.210094217098902,2.951916666666667,2.5877023809523823,3.5256713935279183,3.3184851541104683,4.542216276643671,4.738603641369117,3.3988750000000003,3.062125000000001,3.7406010964342675,3.793026495361934,4.6603767733479735,4.559223401472014,3.7283333333333335,3.2870833333333334,4.148838544896369,4.839056071107702,4.998754512285045,4.844838880284618,2.7404166666666665,2.5025000000000004,3.3157370358024725,3.242511527792766,4.469634806409422,4.127017316580979
2000-08-31,MONSOON,2.47,3.19,1.9566666666666668,2.9875,4.8450000000000015,1.35,2.54,1.45,2.875,3.21,1.6,2.71,1.6928571428571428,2.23,2.6633333333333336,1.6466666666666667,2.9825,2.7112500000000006,2.9196218698230427,3.4587280738600708,2.336914400032204,1.5695291634737165,3.7975,3.4999999999999996,3.6717321767359854,3.59404978413365,3.2402987281783107,2.9614719921692414,2.9895833333333335,2.7649999999999997,2.674695529872326,2.845281889967446,1.7012216982089703,1.6068602077648748,3.955208333333333,3.641875000000003,3.736020243350409,3.9841868489901406,2.9383572348175155,2.7108952313338817,5.573125,5.0862500000000015,5.427445405278323,5.798007787643094,3.8103597679474026,4.691476531175743,2.07375,2.0175,2.0713970682186775,2.6547235263059803,1.3500822969178392,1.1040076283180262,2.8099999999999996,2.425,2.8577162690737365,2.740627047561471,2.2754878974634654,2.966584577766948,2.335,2.2875,2.283986394396169,2.629681331254329,0.47475303042509687,0.4223483398499033,3.466875,3.736249999999999,3.7723715351231224,3.759777974141247,3.7271967211227564,3.1169776774200533,3.8275,3.702499999999999,3.830899962040788,4.259063315013518,2.688695777619539,2.3472792609034525,3.775,3.8049999999999984,3.5497542193181872,4.22167396347958,1.9498397802943361,1.3543749689152162,4.1181029411764705,3.9287500000000004,3.787354485539272,4.736534723468947,3.3907702639604707,3.2232662751152397,3.3389583333333337,2.7709166666666682,2.792545693259608,2.9479316287775754,1.104116435549803,1.1136025454538778,3.4950625000000004,3.279625000000001,3.1363606578605605,3.3418712639672443,2.062096640768659,1.5589128860766004,3.840625,3.660416666666667,3.554636460271155,4.003968804935197,2.444758502252064,1.5294486194416956,2.972083333333333,2.625833333333334,2.6481088881481503,2.8221826917002537,2.11748322801897,1.9196150804858974
2000-11-30,POMKH,2.52,3.5,2.58,3.3200000000000003,4.67,1.39,1.65,1.44,2.295,2.79,2.2,4.182411764705884,3.38,3.2439999999999998,3.293333333333333,2.543333333333333,3.030625,2.9612500000000006,2.7597731218938257,3.4722251328770772,2.187320953071827,2.762740581202907,3.9025000000000003,3.715,3.603039306041591,3.482845293341137,2.9920880212759995,3.1176099974120537,3.1235416666666667,2.8941666666666666,2.636817317923396,2.793356362456803,2.465721497697639,2.6220713834894354,4.1325,3.8481250000000022,3.5696121460102455,3.9140547365237337,3.1591162705468396,3.044660790490317,5.82578125,5.320000000000002,5.124467243166994,5.3809783771873345,4.122700941308526,4.303771132651956,2.1887499999999998,1.9825000000000002,1.7988382409312065,2.4943084870583516,1.710117922480198,1.5422483863936045,3.0650000000000004,2.5875,2.374629761444242,2.2373994809866775,1.9913062954530458,2.060117234386935,2.38875,2.3725,1.9463918366377015,2.56469233615333,1.4785730721004802,2.0361231465749823,3.326875,3.534999999999999,3.1814229210738736,3.1303953984644757,3.31223145350332,3.431311209990684,3.7937499999999997,3.9249999999999985,3.414539977224473,3.7549815018812964,2.840805737013104,3.029777506382488,3.395625,4.147499999999999,3.009852531590912,3.5592672560694694,2.7459631577728008,2.3753391996502455,4.368933670343138,4.010602941176471,3.9453773972059167,4.748501038097451,3.2984788126250812,3.508128469554311,3.600357142857143,3.132916666666668,3.027527415955765,3.0405911158580183,2.1908788326686914,2.301888995495749,3.5015,3.5181250000000013,3.1794163947163363,3.3437507444771404,2.747045034575912,2.6541601676284436,3.98875,3.7962500000000006,3.450115209496026,3.662277019972972,2.7441299803697885,3.2064970724582276,3.13,2.8550000000000004,2.606198666222223,2.711218189734326,2.4930914599918754,2.0607204837367803
2001-02-28,POMRB,2.67,3.97,3.736666666666667,4.786666666666666,5.99,2.53,3.65,2.48,3.065,3.73,3.95,4.74,3.87,3.928,4.15,3.563333333333333,2.9956250000000004,3.0037500000000006,2.7238638731362954,3.4857748626924296,2.9771234994601663,3.437440108189131,4.0356250000000005,3.8799999999999994,3.7498235836249547,3.589767583074676,3.997499904143357,4.119076235579617,3.1108333333333333,3.085,3.0767570574207044,3.0084741462617233,2.816622515114277,2.9747339103417776,4.234583333333333,4.062291666666669,4.056433954272814,4.0635287313794235,4.100347166119489,4.322236739212986,5.7734375,5.826250000000003,5.470680345900197,5.689936009363064,5.5868388514107234,5.716675606951113,2.2825,2.165,2.091302944558724,2.532612043503519,2.3772107966599787,2.4225487648255424,3.3112500000000002,3.0324999999999998,2.8847778568665454,2.7942669176110293,2.9502762667644564,2.7655555179763196,2.48,2.2975000000000003,2.1598351019826207,2.577957843310476,3.318116095612106,2.7434124410346308,3.51625,3.398749999999999,3.1348537526443243,2.932322300300754,3.9127460384023767,3.8935103685957273,3.8499999999999996,3.729999999999998,3.5407239863346835,3.7446457007436647,4.084388434494135,4.690433030377278,3.478125,3.402499999999999,3.385911518954547,3.6980538507454286,5.50220791011232,5.61529784430456,4.679812193627451,4.225602941176471,4.26322643832355,4.811176817728753,4.46976440931712,4.579114599215945,3.745565476190476,3.545000000000001,3.364516449573459,3.255674068175466,3.8319825839419126,3.7542658059608263,3.5247499999999996,3.4720000000000013,3.4788498368298018,3.625275004992577,3.8799978107616093,4.045243366420257,4.16875,3.8850000000000002,3.7300691256976157,3.913557335175226,3.7264036858544043,4.256335128346942,3.283333333333333,3.089166666666667,2.9890525330666673,2.931673955405295,3.280176368388575,3.6368637615459933
2001-05-31,PREMON,4.57,5.04,4.375,5.716666666666666,7.79625,3.58,4.55,4.55,4.785,5.7,5.805,6.416645833333333,5.68,4.7219999999999995,6.263333333333333,4.93,2.876875,3.0575,3.462318323881777,3.499377480997454,4.242001124432211,4.227845046950492,4.159375,3.925,4.265894150174972,4.127428089940375,4.899104862558538,5.003667540824551,3.004166666666667,3.1620833333333334,3.5960542344524224,3.362525491914526,4.301322640392508,4.463273008798502,4.191770833333333,4.202708333333335,4.720527039230355,4.348927035290104,5.271183912967997,5.412276072827476,5.6596875,5.825312500000003,6.400908207540118,6.893306115562718,7.053024829904857,7.059497200678082,2.3925,2.2125,2.6867817667352343,2.744420866778997,3.6857197854372177,3.650059650445674,3.7937499999999997,3.0975,3.5508667141199273,3.6940302621847447,4.263105769278095,4.541821763194087,2.43375,2.4800000000000004,3.1159010611895726,2.7378899295032113,4.127213506957224,3.817904268300652,4.048125,3.254999999999999,3.7949122515865947,3.4876716358948396,5.138417954029924,5.345360241939053,3.83125,3.857499999999998,4.404434391800811,4.594826624647843,5.36240288157437,4.970858502315856,3.55,3.388749999999999,4.353546911372728,4.630599343960795,5.942085744968197,5.406122847969942,4.797475183823529,4.512264399509805,5.124594196327463,5.038481787343778,5.7026000105396815,5.422755056646656,3.751916666666667,3.6557142857142866,4.2907098697440755,3.9403524828545393,5.998575309962332,5.865202065431901,3.3889999999999993,3.5310000000000015,3.976109902097881,4.203937702391711,4.7254946735582735,4.602029635709846,4.2004166666666665,4.0925,4.743374808751902,5.489245562548195,5.172499199673335,5.1410973540471065,3.352083333333333,3.170833333333334,3.7654315198400004,3.5791771751489474,4.522495046286659,4.611196303073988
2001-08-31,MONSOON,1.975,4.075,1.5466666666666669,3.2425,4.43,1.91,4.25,1.45,4.965,3.15,2.315,4.0503823529411775,2.411666666666666,2.18,3.273333333333333,2.546666666666667,2.79375,2.93375,2.867390994329066,3.513033162962862,2.608214504076966,2.0070348600614047,4.1762500000000005,4.146249999999999,4.189536490104984,4.210556873454011,3.485890325954701,3.239375223271802,2.85375,3.0595833333333333,2.7762992073381203,3.041181596702967,1.7707411814195895,1.867360077859507,3.93375,4.266458333333334,4.129316223538213,4.249125441271797,2.977274910885283,2.9985163969238724,5.4771875,5.721562500000002,5.61254492452407,6.071870655838148,4.263703057891378,4.468696987071921,2.4175,2.3525,2.3760690600411403,2.6563505338674336,1.3664859463502226,1.2834760137477499,4.157500000000001,3.5250000000000004,3.8305200284719563,4.246041046023705,2.6655052568334656,2.9865486614537504,2.325,2.4800000000000004,2.4495406367137433,2.6667167402650063,0.9009062201355125,1.2989342934783155,4.500624999999999,3.777499999999999,4.262947350951957,4.081262744189047,3.3289162636455223,2.862805495543761,3.7725,3.8424999999999976,3.902660635080486,4.159642642011386,2.848160255600561,2.825084310817006,3.3775,3.567499999999999,3.5381281468236367,3.931775123827033,1.759525975860348,1.745866644467422,4.686340379901961,4.847359987745099,4.6949094589729485,5.019909066063849,3.604440397215551,3.4015539885214103,3.6021666666666667,3.835416666666667,3.5390925885131117,3.7017276385445452,2.0194777819442535,1.8442100236401258,3.106,3.5185000000000013,3.257665941258729,3.5921712229211487,2.1437979647596186,1.7620050322775747,4.14125,4.245,4.155358218584475,4.736009678320073,2.6768858739439763,2.176206828007627,3.203333333333333,3.395833333333334,3.277925578570667,3.4135407713657058,2.170343468545205,1.8552297840136553
2001-11-30,POMKH,2.065,3.605,2.1366666666666667,2.7225,4.175000000000002,1.71,3.8,1.07,4.46,2.7,2.06,3.7833333333333337,2.712,2.208,2.936666666666667,2.1933333333333334,2.81375,2.82,2.5464345965974395,3.5267421343064145,2.057779417457912,2.4133099951111165,4.12,4.172499999999999,3.9557218940629904,4.071709007158063,3.4712522257895895,3.7941505672594547,2.6881250000000003,2.94875,2.5204461910695386,2.861179121116707,2.50714516986097,2.4300821719859487,3.6548958333333337,4.117083333333334,3.5665897341229282,4.066463696392399,3.198033947339063,3.3958251613014947,5.3382812500000005,5.597812500000002,5.037526954714442,5.219194853869104,4.402650755032616,4.296893475434615,2.41875,2.4325,2.1096414360246842,2.5358688156405536,1.8515082315085718,1.7406870485126205,4.27875,4.062500000000001,3.8183120170831737,4.40164523909286,2.824964891883642,2.739719635899511,2.15125,2.3875000000000006,1.8977243820282461,2.573000353913223,1.5985405630545886,1.4994939311437891,4.75375,4.31875,4.3417684105711745,4.387414163533007,3.2367009494484615,3.9557854809968624,3.6849999999999996,3.8199999999999976,3.4215963810482917,3.6104993397907017,2.9535320057017573,3.0749352308028346,3.194375,3.532499999999999,2.946876888094182,3.2085453886413435,2.5573551782894177,2.454853666389042,4.568947150735294,4.747590379901962,4.330279008717103,4.967709019723177,3.6865701139233007,4.068518975469759,3.492916666666667,3.6684166666666673,3.2082555531078674,3.5368794636807395,3.1099698418551522,2.9867796576190533,2.9210000000000007,3.259500000000001,2.837799564755237,3.0571219567979666,2.8381264268189303,2.8378259479976577,3.9595833333333332,4.155833333333334,3.6678815978173516,3.8568303262527746,3.009874174572058,3.4894806617901373,2.9658333333333333,3.308333333333334,2.8440886804757337,3.126412510003363,2.5459517069613566,2.42366024806919
