Date,Season,Kushtagi,Yelbarga,Koppal,Gangawati,Kushtagi_Trend,Kushtagi_SMA,Kushtagi_EWMA,Kushtagi_DES,Kushtagi_TES,Kushtagi_ARIMA,Yelbarga_Trend,Yelbarga_SMA,Yelbarga_EWMA,Yelbarga_DES,Yelbarga_TES,Yelbarga_ARIMA,Koppal_Trend,Koppal_SMA,Koppal_EWMA,Koppal_DES,Koppal_TES,Koppal_ARIMA,Gangawati_Trend,Gangawati_SMA,Gangawati_EWMA,Gangawati_DES,Gangawati_TES,Gangawati_ARIMA
1998-08-31,MONSOON,8.056666666666667,10.715,4.332000000000002,5.631428571428572,7.5411666666666655,8.341666666666667,8.229917007530666,8.007533759645677,9.1289445868843,8.699364591616565,9.933250000000001,11.5475,11.527755782144002,11.43428592991088,12.165333580324363,13.419303999061363,4.7005,4.282749999999998,4.574932518144001,4.581764112957217,4.431607344437543,4.424470417963645,4.844219322344323,5.080982142857144,5.248089748662857,5.311095224778062,5.338314364938807,5.637707901912981
1998-11-30,POMKH,5.824,5.516,4.051818181818182,3.784615384615385,7.345395833333333,7.6868333333333325,7.2675502045183995,7.396005373387866,6.528391110163134,6.784874963799377,9.4795,10.120249999999999,9.1230534692864,9.466931982213675,10.522262294805866,9.898548333702799,4.924576704545455,4.457204545454544,4.365686783613674,4.449210315070543,3.5667953003923896,3.2993907770057094,4.931615155677656,4.71651098901099,4.662700003043868,5.311972545568944,3.831011714764877,4.1247000701067424
1999-02-28,POMRB,7.0180000000000025,9.504,6.246363636363636,5.381666666666668,7.4160208333333335,7.395499999999999,7.16773012271104,7.262713340913669,7.095475432378217,6.466416225559836,9.278374999999999,9.746249999999998,9.27543208157184,9.447839886750279,8.950565904837767,5.556704484422414,5.172816287878788,4.9437954545454526,5.117957524713659,4.868844361002227,4.547229123256374,4.409774202047683,5.028981227106227,4.971927655677657,4.950286668492988,5.312850012680558,4.519005877490464,3.9304040812407095
1999-05-31,PREMON,8.282499999999999,11.116,4.99125,4.7675,7.63625,7.295291666666666,7.613638073626624,7.4981069025406475,8.37891754200505,7.57286551014641,9.67475,9.212749999999998,10.011659248943104,9.960639043330291,10.305889100789841,9.676974476200591,5.587686237373737,4.905357954545453,5.0672745148281955,4.890599621474818,6.3238759120482095,5.8358885414993615,5.2176737845487855,4.891302655677657,4.8771720010957935,5.31372762419896,6.281355656425717,5.807385851949267
1999-08-31,MONSOON,9.0225,11.239999999999998,6.471666666666668,6.732857142857143,7.7285,7.53675,8.177182844175974,7.865303040264399,8.49518280578215,7.992125604210038,10.007499999999999,9.343999999999998,10.502995549365862,10.344978810036428,10.10379164970641,10.882445883838473,5.6257086489898995,5.44027462121212,5.629031375563584,5.258317918477933,4.741869190835959,4.905376339558942,5.162354437229438,5.166659798534799,5.619446057800333,5.314605382408937,5.282543515119882,5.4798137061074215
1999-11-30,POMKH,6.620000000000001,8.162,5.231111111111111,4.192727272727273,7.557500000000001,7.7357499999999995,7.554309706505585,7.501485838844385,6.414357615821557,6.731713586004948,10.089375,10.005499999999998,9.566597329619517,9.59913399447971,9.50768900791635,9.856221216450823,5.816788194444445,5.735097853535352,5.469863269782595,5.244002691181182,4.525288125534841,4.157549651984433,5.221802353896105,5.268687770562771,5.048758543771109,5.315483283385695,4.043958974045027,4.449468584748114
2000-02-29,POMRB,6.960000000000001,9.52,5.37125,4.5310000000000015,7.292604166666667,7.7212499999999995,7.316585823903352,7.324663503279293,7.277123104253086,7.167003658669051,9.845500000000001,10.009499999999997,9.54795839777171,9.541718070009711,9.417702804586867,8.69248768389952,5.957584325396825,5.516319444444443,5.430417961869557,5.26634549714039,5.583960218138149,5.856399643875973,5.156726461038962,5.0560211038961045,4.841655126262666,5.316361329675715,4.777273130214077,4.479726936661757
2000-05-31,PREMON,6.9725,11.755,7.395,6.093749999999999,7.219895833333332,7.393750000000001,7.1789514943420105,7.198501929002731,8.482700713791653,7.947723281241789,9.5855625,10.169249999999998,10.430775038663027,10.231948625034226,10.590416863252141,10.15226386926751,5.735897817460318,6.117256944444443,6.216250777121735,5.763390162963457,6.683164284683326,5.687230337370331,4.937153409090909,5.387583603896104,5.3424930757576,5.317239522376245,6.282112733400407,5.180994917984192
2000-08-31,MONSOON,8.213333333333333,8.65,5.194285714285715,4.886,7.393645833333332,7.191458333333333,7.592704229938539,7.43288367329717,8.139610294936702,7.701751665907355,9.5621875,9.521749999999997,9.718465023197817,9.682445932917085,10.531801069991124,11.023387337586126,5.778258928571428,5.797911706349205,5.807464751987327,5.619781277387565,5.825591733146479,5.789879063741193,5.01065625,4.925869318181818,5.15989584545456,5.3181178590831495,5.591098838343551,6.361488708046789
2000-11-30,POMKH,6.8474999999999975,8.672500000000001,4.734999999999999,4.283,7.918958333333332,7.248333333333332,7.294622537963122,7.2448149001146325,5.911406739435102,5.991214547719133,9.4209375,9.649374999999997,9.30007901391869,9.321258235413563,8.714082323127146,6.830188979695813,5.5207589285714285,5.673883928571427,5.378478851192396,5.401508325641306,4.772377675367517,4.6937391602797085,5.1284776785714286,4.948437500000001,4.8091375072727365,5.318996340350274,3.851996969079036,3.590007937686823
2001-02-28,POMRB,8.122499999999999,8.8225,6.20625,5.0287500000000005,8.540416666666665,7.538958333333332,7.625773522777873,7.442870873759675,7.011504774784134,6.936139298968219,9.7071875,9.474999999999998,9.109047408351213,9.127936204894922,9.151966483749822,9.625974509027486,4.923348214285714,5.882633928571427,5.709587310715437,5.584317807625427,5.567704177882891,5.188206550273158,5.2931220238095245,5.072875000000001,4.896982504363642,5.319874967383667,4.650850030742976,4.525733127053882
2001-05-31,PREMON,10.0125,11.3225,4.5,6.538571428571429,8.773124999999999,8.298958333333331,8.580464113666723,8.08555864023551,8.68109573743304,8.269964003592282,9.989062500000001,9.366874999999997,9.994428445010726,9.813426336210034,10.149913210917507,9.435829674116242,4.525044642857143,5.158883928571427,5.225752386429263,5.318767665231468,6.968542158410955,6.124140805321543,5.346913690476191,5.184080357142858,5.5536180740467564,5.320753740877109,6.3006314754049555,5.577769231308563
2001-08-31,MONSOON,10.145,11.3725,3.3100000000000005,5.758333333333333,8.752500000000001,8.781874999999998,9.206278468200033,8.590966858566803,9.261278009706917,9.272077698111602,9.9746875,10.047499999999998,10.545657067006436,10.289453112465297,10.094537091025057,10.602541613685943,4.159620535714286,4.687812499999999,4.459451431857557,4.834334359874382,4.984035076572999,4.938733646942025,5.159736607142857,5.402163690476192,5.635504177761387,5.321632658847574,5.708611107025874,6.2541597786552146
2001-11-30,POMKH,6.7775000000000025,8.205,3.4328571428571437,3.841,8.649375000000001,8.764375,8.23476708092002,8.074224737821948,7.296253157213855,7.814553947691585,9.974375000000002,9.930624999999997,9.609394240203862,9.575916120940414,9.55581321168766,10.488578746513998,4.4566517857142856,4.362276785714285,4.048813716257392,4.494675077456113,3.5613405899153663,3.147210109195683,4.975071428571429,5.291663690476192,4.917702506656832,5.322511720322273,4.144789388870106,4.09742293778047
2002-02-28,POMRB,8.0275,9.175,4.585,3.973333333333333,8.5065,8.740624999999998,8.151860248552012,8.025072903427375,7.9236535521517055,7.709349113324512,9.898125,10.018749999999999,9.435636544122318,9.41365746989149,9.463752859706814,8.394078264727655,4.962172619047619,3.9569642857142853,4.263288229754435,4.509380191729211,4.324384689493492,4.32210775171772,4.870541666666667,5.027809523809525,4.539954837327432,5.323390927121428,4.773013234834507,4.424274383686763
2002-05-31,PREMON,9.2825,10.9675,8.497499999999999,6.116666666666667,8.7486875,8.558124999999997,8.604116149131208,8.319564623247969,9.266009388957025,8.465066551780001,10.534374999999999,9.93,10.04838192647339,9.889295198080383,10.478179466320423,9.959860185356455,5.27889880952381,4.956339285714285,5.956972937852661,5.448623146276608,5.591306839522219,4.902932693307727,4.947236111111112,4.922333333333334,5.170639569063127,5.32427028103167,6.149343941059692,5.284334157379449
2002-08-31,MONSOON,9.732,11.1175,3.356666666666667,5.343999999999999,9.269479166666667,8.454874999999998,9.055269689478724,8.653530353263415,9.418959911660677,9.090354513502183,11.356874999999999,9.866249999999999,10.476029155884033,10.257190125545145,10.146233946014782,10.110810874093001,5.656666666666666,4.968005952380951,4.916850429378263,4.944263244749978,5.511282514827583,5.538929241818138,5.214055555555555,4.818750000000001,5.239983741437876,5.325149779521448,5.494482416351808,5.988771061664314
2002-11-30,POMKH,9.128,13.55,5.919999999999999,4.868888888888889,9.786145833333332,9.042499999999997,9.084361813687234,8.738979666389238,7.268513433087699,7.258324752617042,11.6715625,11.2025,11.70561749353042,11.297051578712132,9.483366704324805,10.352377722882594,5.3809375,5.589791666666664,5.318110257626957,5.16831651694539,3.9182991231292497,4.4487437847225255,5.509680555555555,5.075722222222224,5.091545800418281,5.3260294228754494,3.8841703421682174,3.8791651717026747
2003-02-28,POMRB,9.843333333333334,10.41,5.12,5.08,10.235583333333334,9.49645833333333,9.387950421545675,8.989904900046414,8.668633403233738,8.468059464932272,11.9079375,11.51125,11.187370496118252,10.97061686101573,11.58415566231351,13.468237632385222,5.18375,5.723541666666664,5.238866154576174,5.149128612747457,5.436152357282637,5.227989620763313,5.618034722222222,5.35238888888889,5.086927480250969,5.326909211719073,4.81160399555476,4.79453998380036
2003-05-31,PREMON,11.6,12.25,5.756666666666668,7.375,10.700166666666666,10.07583333333333,10.272770252927405,9.636188357838202,10.358922814408412,9.996258376296037,11.45275,11.831875,11.612422297670951,11.35163760221669,12.240192960876364,11.089201379960151,4.806041666666667,5.038333333333331,5.445986359412371,5.285538585193091,6.498702754656843,6.35605871809956,5.326736111111111,5.666972222222223,6.002156488150582,5.327789147902863,6.435957067434717,5.885094245789876
2003-08-31,MONSOON,11.01,11.725999999999999,4.52,4.9525,11.480208333333334,10.39533333333333,10.567662151756442,9.953974783299714,10.909756699374345,10.609041233123298,11.070249999999998,11.984,11.65785337860257,11.436315487598485,11.714152155800186,12.066961776770773,4.180416666666667,5.329166666666665,5.075591815647423,5.096049816993113,5.125965526530665,4.462844286596873,5.152125,5.569097222222224,5.582293892890348,5.328669227316308,6.006742749111105,6.4355772283247
2003-11-30,POMKH,11.566666666666668,9.3,1.735,2.93,12.328541666666666,11.004999999999997,10.967263957720533,10.333214716825045,8.690169905918053,8.71029461671328,11.284625,10.921500000000002,10.714712027161543,10.7020913519514,10.662935992945853,11.25675327247054,4.0183333333333335,4.282916666666665,3.7393550893884533,4.2911871735802345,4.08173061464324,4.184022740895762,5.5155,5.084375000000001,4.5213763357342085,5.329549450333662,4.186564714852709,3.852407157156345
2004-02-29,POMRB,13.645,11.6,4.3,5.622000000000001,14.377916666666668,11.955416666666665,12.03835837463232,11.1581422111185,10.42072909840343,9.929963260766986,11.36075,11.219000000000001,11.068827216296924,10.959614171522086,10.565968625911514,8.808830008785698,3.7975,4.077916666666665,3.963613053633072,4.2868617948098136,4.0587614072161635,4.149686471162509,6.0958125,5.219875000000002,4.961625801440526,5.33042982111087,4.593540624177848,3.9997912134900093
2004-05-31,PREMON,14.585,12.775,5.28,9.74,15.92875,12.701666666666664,13.057015024779393,12.009606799706939,12.776949531755623,12.368863451503355,11.50625,11.35025,11.751296329778155,11.515438373748555,12.115825811953021,12.106195497557136,3.9484375,3.9587499999999984,4.490167832179843,4.5160255898649595,5.318817614652703,4.686925541633954,6.712250000000001,5.811125000000002,6.872975480864316,5.331310340922216,6.394391185018495,6.314451429350694
2004-08-31,MONSOON,24.42,11.81,3.2300000000000004,7.229999999999999,15.725833333333334,16.054166666666664,17.602209014867636,15.222798905040152,13.512000066415743,12.979341904307955,11.59375,11.371250000000002,11.774777797866893,11.573557228343068,11.852632881856643,12.482866093096858,4.4121875,3.6362499999999986,3.986100699307906,4.204227424632257,4.195258695291891,4.049014431460176,7.2203124999999995,6.380500000000001,7.015785288518589,5.33219100398293,6.524015577880323,7.260759776157157
2004-11-30,POMKH,10.563333333333334,10.38,4.2325,5.5840000000000005,14.587708333333333,15.80333333333333,14.786658742253916,13.926361274453704,14.803987413142869,14.958215429054757,11.411875,11.641250000000003,11.216866678720136,11.146273671820175,10.7793642553107,11.707275772490728,4.326666666666667,4.260624999999999,4.084660419584743,4.204647926891131,3.0237119057456567,3.292147815658088,7.045791666666666,7.044000000000001,6.443071173111154,5.333071811073964,5.112587244357501,4.709524784872173
2005-02-28,POMRB,13.025,11.22,5.5125,7.0325000000000015,11.7375,15.64833333333333,14.081995245352351,13.625452915497304,14.222096048872881,14.298405668212679,11.37675,11.546250000000002,11.21812000723208,11.133603521758374,11.072427071347924,9.935719669165424,4.494114583333333,4.563749999999999,4.655796251750846,4.508585002481244,4.2606045654926445,4.619901361876815,6.617736111111111,7.396625000000002,6.678842703866692,5.333952764931414,5.9208240171150175,5.338416554001978
2005-05-31,PREMON,6.1,11.7,3.3833333333333333,6.933333333333334,9.7340625,13.527083333333328,10.88919714721141,11.581611286972,15.141759537559986,12.026745706094532,11.9069375,11.277500000000002,11.410872004339247,11.281613463025343,12.263467647119171,11.64227776374746,5.1786458333333325,4.089583333333332,4.146811084383842,4.23493365447926,5.878776738494697,5.957163472605846,6.430222222222223,6.694958333333334,6.780638955653349,5.334833864223006,7.740998654107786,7.331880447256513
2005-08-31,MONSOON,10.103333333333332,12.604000000000001,6.46625,6.612222222222222,9.026770833333334,9.94791666666666,10.57485162166018,11.139485425906946,12.351572269780048,10.80472820435893,12.6638125,11.476,11.888123202603548,11.67563151142497,11.505379325356099,11.221342489520923,5.604427083333333,4.898645833333331,5.074586650630305,4.757871857174103,3.884737473332678,3.6862787923975633,6.103159722222223,6.54051388888889,6.713272262280899,5.335715108778231,6.9061739188678715,6.038442380595897
2005-11-30,POMKH,8.852500000000003,13.8275,6.4725,4.701666666666666,9.427708333333333,9.52020833333333,9.88591097299611,10.48642223044362,9.36893447764097,6.401649947206334,13.336937500000001,12.337875,12.663873921562129,12.33880998265096,10.89406211097581,11.58836123701868,6.5180059523809515,5.458645833333332,5.633751990378183,5.157469387515839,3.9699529679919188,3.9142584079636054,5.858888888888888,6.319930555555557,5.908630024035205,5.3365964972279505,5.262546244258962,4.53853776098635
2006-02-28,POMRB,9.0775,13.8275,6.67875,5.298333333333333,10.411666666666669,8.53333333333333,9.562546583797666,10.067557706478844,9.997088240330388,8.835580032306321,13.7889375,12.98975,13.129324352937278,12.783570613476169,12.536161391216492,14.20431662464356,7.49533482142857,5.750208333333332,6.0517511942269095,5.510607299432382,5.665275939710284,6.4923005794945725,5.885486111111112,5.88638888888889,5.664511347754456,5.337478031793493,5.83107010437819,5.143036516496906
2006-05-31,PREMON,13.255,14.4775,9.525714285714283,6.713333333333333,10.539375,10.32208333333333,11.0395279502786,10.860954618118415,11.006917456937916,9.422167039249205,13.89375,13.684124999999998,13.668594611762366,13.293786125682443,14.190170225003381,13.910176195645821,7.700334821428571,7.28580357142857,7.44133643082186,6.454754690011632,7.198965925188922,6.7993289207232195,5.957053571428571,5.831388888888889,6.084040141986007,5.338359713216257,7.269388789762682,6.536507465971436
2006-08-31,MONSOON,10.82,13.4425,8.1425,7.045,10.666562500000001,10.501249999999997,10.95171677016716,10.800604561824045,11.884939868850582,12.099818577697786,13.89375,13.893749999999997,13.57815676705742,13.298493549723387,13.776463811701824,14.154850185410883,7.706428571428571,7.70486607142857,7.721801858493116,6.845438569672609,6.913621233114897,6.4479565514855395,6.050803571428571,5.939583333333333,6.468424085191604,5.33924154057097,6.492991431684434,6.005194581487824
2006-11-30,POMKH,9.1575,13.8275,6.436249999999999,4.8414285714285725,10.2515,10.577499999999997,10.234030062100295,10.318639536472864,9.28677061601695,9.237949530827617,13.749270833333334,13.893749999999997,13.677894060234452,13.427182381956316,12.585271584085223,13.102229415749655,7.567589285714286,7.695803571428569,7.20758111509587,6.738144069632277,6.51954472194662,6.680613342880828,6.239444444444445,5.974523809523809,5.817625879686391,5.340123511659619,5.04580772219675,4.742256144559847
2007-02-28,POMRB,9.79,13.8275,6.76375,5.908571428571428,9.425125,10.755624999999997,10.056418037260176,10.132343489996448,10.040718717962596,9.203332211358832,13.581354166666666,13.893749999999997,13.737736436140672,13.513487545177714,13.542810797846151,13.75592995292546,7.38453125,7.717053571428568,7.030048669057521,6.734143563014325,7.2986009863793875,7.0175637647846,6.238680555555556,6.127083333333333,5.854004099240406,5.341005629372704,5.697116034879762,5.217430299320427
2007-05-31,PREMON,9.221999999999998,13.321666666666667,8.33,7.612222222222222,8.8559375,9.747374999999996,9.722650822356105,9.846384426613703,11.267871935994801,10.120686845356246,13.472729166666667,13.604791666666666,13.57130852835107,13.406437794947344,14.789352670381767,13.797975524308137,7.221875000000001,7.418124999999997,7.550029201434512,7.10261361762292,8.283657750274402,7.064571233942861,6.049751984126984,6.351805555555556,6.557291348433132,5.34188789429234,7.30824668997783,6.81746771764073
2007-08-31,MONSOON,8.241999999999999,13.255,7.87375,6.14,8.36425,9.102874999999996,9.130390493413662,9.378970208338151,10.750735295033873,10.713017902938645,13.170145833333335,13.557916666666666,13.444785117010642,13.312907773771105,13.665258967289207,13.104996322974227,6.99703125,7.350937499999997,7.679517520860708,7.274908563619861,7.190274362376484,6.215018760834226,5.863293650793651,6.125555555555556,6.390374809059879,5.342770303659213,6.731560718730256,6.498798725599972
2007-11-30,POMKH,7.182,13.146,5.40375,4.234999999999999,8.202583333333333,8.608999999999996,8.351034296048198,8.757644880495636,7.683459005974785,6.945721050516287,12.821916666666668,13.387541666666667,13.325271070206387,13.21464169511825,12.443184338571044,13.365196601076319,6.68875,7.092812499999997,6.769210512516425,6.82019159716188,6.602939803301149,6.180463530885092,5.585861111111111,5.973948412698412,5.528224885435927,5.34365285711786,5.018824010375148,4.358602172153857
2008-02-29,POMRB,7.8320000000000025,12.088333333333333,5.9975,5.0233333333333325,8.502604166666668,8.119499999999997,8.14342057762892,8.473930178285746,8.316478485089489,7.672421974674642,12.52525,12.952750000000002,12.830495975457165,12.803880333551815,13.182382513270666,12.929874916723533,6.241406249999999,6.901249999999997,6.460526307509855,6.614851620513719,6.986590003014258,6.547462358715576,5.374361111111111,5.752638888888889,5.326268264594889,5.344535557052768,5.535577012961071,5.021392532490521
2008-05-31,PREMON,9.886666666666667,12.275,6.63,6.2780000000000005,8.785041666666666,8.285666666666664,8.84071901324402,8.807270729277917,9.467680256285398,8.667903669062007,11.979416666666665,12.691083333333337,12.608297585274299,12.589267135413627,13.870844942171791,11.955249285376098,6.029375,6.4762499999999985,6.528315784505913,6.608554910612961,7.810691794553138,6.57953895622387,5.486513888888888,5.419083333333333,5.706960958756934,5.345418403896869,6.978654484654886,6.50961834946108
2008-08-31,MONSOON,9.9775,11.928333333333335,5.995,5.782222222222222,8.844291666666667,8.719541666666665,9.29543140794641,9.075231174744308,9.751406654917176,10.114051941552136,11.639375000000001,12.35941666666667,12.336311884497913,12.332303836301051,12.694875650513085,11.844623205877493,6.187857142857143,6.0065624999999985,6.314989470703548,6.453138730168567,6.282521381623778,5.527098401901621,5.740749999999999,5.329638888888889,5.737065464143049,5.3463013961401815,6.168679182510089,5.88641470881219
2008-11-30,POMKH,7.705999999999999,10.106,5.5862500000000015,5.4899999999999975,8.696208333333333,8.850541666666663,8.659658844767845,8.673258582453755,7.572710101370558,7.828250461036226,11.746208333333334,11.59941666666667,11.444187130698747,11.56578755832327,11.328586273778967,11.806944744929826,6.473348214285715,6.0521875,6.02349368242213,6.237863944554403,5.351123911276332,4.925244124922237,5.887486111111111,5.643388888888889,5.638239278485829,5.347184533985136,4.503570474193584,4.191740543354445
2009-02-28,POMRB,7.781999999999999,12.408,7.082857142857143,5.802222222222222,8.3174375,8.838041666666662,8.308595306860706,8.398983852777146,8.41196737012142,8.449125357949637,11.810375,11.679333333333338,11.829712278419247,11.802305766409072,11.288429022764689,9.783447625136706,6.737187500000001,6.323526785714286,6.4472390665961345,6.428970675883517,6.243009349088088,5.967244470992827,6.004208333333333,5.838111111111111,5.703832455980386,5.348067817985576,5.431401441588095,5.562055227153691
2009-05-31,PREMON,8.751999999999999,12.81,7.828571428571428,6.672999999999999,7.361,8.554374999999993,8.485957184116423,8.453612761452844,9.515897998590187,8.913323203005113,11.430041666666668,11.813083333333338,12.22182736705155,12.092001459676515,12.872910527977076,12.125683416669295,6.319590773809525,6.623169642857143,6.999772011386252,6.7513450035968186,7.715176634275846,7.013000228062465,5.8204618055555555,5.93686111111111,6.0914994735882315,5.348951248655212,7.0795389985390305,6.824711375957868
2009-08-31,MONSOON,8.082,11.906666666666665,6.9071428571428575,6.3210000000000015,6.38525,8.080499999999994,8.324374310469853,8.317177532738334,9.415290585643595,9.663391671655194,10.541625,11.807666666666671,12.095763086897595,11.991748058961054,12.317435443900408,12.515625677216601,5.523511904761905,6.851205357142857,6.962720349688895,6.778206380502982,6.645552633167933,6.318889502656968,5.210161706349207,6.071555555555555,6.1832996841529395,5.3498348249465195,6.33786148146211,6.046806375463428
2009-11-30,POMKH,1.95,7.085000000000001,1.3333333333333333,3.48125,5.933,6.641499999999994,5.774624586281912,6.6025669428652884,6.72993085751587,6.740814830419126,9.691333333333333,11.052416666666671,10.091457852138557,10.352376785361344,11.09515445779028,11.362416732885022,4.980654761904763,5.78797619047619,4.71096554314667,5.4765443221596195,5.908727271543215,5.668816779037618,4.652455357142857,5.569368055555556,5.102479810491763,5.350718544703058,4.758578082609529,4.5409355718173225
2010-02-28,POMRB,5.732,8.321666666666667,4.967142857142859,2.928571428571428,6.4517500000000005,6.128999999999995,5.757574751769147,6.343190801656413,5.972821781408072,5.6395607210459975,9.166625,10.030833333333337,9.3835413779498,9.656155820035895,9.926658067963446,7.195899436166607,4.294619047619048,5.259047619047619,4.813436468745145,5.3475258938813335,5.096053898487611,4.873954839580415,4.176330357142857,4.8509553571428565,4.232916457723629,5.351602409953127,5.160732444038147,4.714255368570086
2010-05-31,PREMON,7.184,10.094,5.6014285714285705,5.084999999999999,7.644000000000001,5.736999999999996,6.328144851061488,6.535651025601242,7.203190636827584,6.253007276497867,9.12725,9.351833333333337,9.66772482676988,9.76711625578036,10.408303626970637,8.33742096165484,4.224059523809524,4.7022619047619045,5.128633309818515,5.399756668502207,6.22495135023201,5.000782014004261,3.909521329365079,4.453955357142857,4.573749874634178,5.35248642309527,6.204420730020576,5.567483431660248
2010-08-31,MONSOON,13.8,10.425,3.646,4.1,8.369583333333335,7.166499999999996,9.316886910636892,8.418728586177517,7.344547879662641,8.2932653353186,9.454125,8.981416666666671,9.970634896061929,9.949456611130747,9.751070787884437,9.711420070032664,4.467250000000001,3.88697619047619,4.5355799858911094,4.975691072637528,4.894208107277428,4.924570814098801,4.119474206349206,3.8987053571428563,4.384249924780507,5.35337058140048,5.297201969652056,5.383808829264813
2010-11-30,POMKH,5.770000000000001,8.251666666666667,4.03,3.5677777777777777,8.759041666666667,8.121499999999996,7.898132146382136,7.682824989351859,7.189847232744525,8.014814806670454,9.700291666666667,9.273083333333338,9.283047604303825,9.36311344847074,8.967848899288459,8.999503435691889,4.595857142857143,4.561142857142857,4.333347991534666,4.743933256799769,3.622401073098176,3.505863274157294,4.387291666666666,3.920337301587301,4.057661065979415,5.35425488528959,3.4438267776490434,3.491105123879422
