Date,Season,Dhekiajuli,Dhekiajuli_Trend,Dhekiajuli_SMA,Dhekiajuli_EWMA,Dhekiajuli_DES,Dhekiajuli_TES,Dhekiajuli_ARIMA
2004-02-29,POMRB,3.3093750000000006,2.3937879430618407,2.7042473447712423,2.854198587176122,2.7179992361923366,3.4432527412497453,3.3077255611535046
2004-05-31,PREMON,1.8533333333333333,2.3233923689668177,2.409941789215687,2.4538524856390067,2.689952060256717,3.4815340251926226,3.3025492703440524
2004-08-31,MONSOON,1.7707692307692309,2.310478766025641,2.3776340969079945,2.180619183691096,2.6591990988651677,1.7773594491198899,1.6586168089831888
2004-11-30,POMKH,2.143125,2.5757652243589746,2.2691506410256412,2.165621510214658,2.6409324857325625,2.4751883283772633,2.5106436006247295
2005-02-28,POMRB,3.64,2.7960440705128207,2.351806891025641,2.7553729061287946,2.6726131969018736,3.486717923820631,3.207143020559472
2005-05-31,PREMON,3.645,2.8408020833333336,2.7997235576923076,3.111223743677277,2.704451055267045,3.524999207586249,2.9512536370071687
2005-08-31,MONSOON,1.7413333333333332,2.8658802083333335,2.7923645833333333,2.5632675795396995,2.672808409014046,1.8208246317058991,2.0117277327815843
2005-11-30,POMKH,2.530625,2.8407193627450984,2.8892395833333335,2.55021054772382,2.667520815278727,2.518653510924663,2.4344402511538945
2006-02-28,POMRB,3.453125,2.977133578431373,2.8425208333333334,2.911376328634292,2.6930044499429884,3.5301831064256093,3.4058193396803396
2006-05-31,PREMON,3.6305882352941183,3.2453492647058826,2.838917892156863,3.1990610912982227,2.724383895051922,3.5684643901872763,3.1300948278266945
2006-08-31,MONSOON,2.8470588235294123,3.4334742647058825,3.1153492647058827,3.0582601841906984,2.7295861268883757,1.8642898142832616,1.9780323788797898
2006-11-30,POMKH,3.570625,3.419025735294118,3.375349264705883,3.2632061105144192,2.758877546845895,2.562118693512888,2.6861929092444474
2007-02-28,POMRB,3.9181250000000007,3.19065318627451,3.491599264705883,3.525173666308652,2.799697738798503,3.5736482890032844,3.643011101857268
2007-05-31,PREMON,3.0499999999999994,2.899541666666667,3.3464522058823536,3.335104199785191,2.81145069163977,3.611929572781467,3.4099986686401698
2007-08-31,MONSOON,1.600666666666667,2.816026041666667,3.0348541666666673,2.641329186537781,2.774743762994744,1.9077549969866552,2.192927510839345
2007-11-30,POMKH,2.488125,2.904109681372549,2.7642291666666674,2.5800475119226687,2.7675674210519032,2.6055838762193195,2.758910683712789
2008-02-29,POMRB,4.3325,2.9550246512066365,2.8678229166666673,3.281028507153601,2.821865364968096,3.6171134716309337,3.5450865485986354
2008-05-31,PREMON,3.3402941176470584,2.9786372313348415,2.940396446078432,3.304734751350984,2.842951172097166,3.655394755301598,3.3952105907466437
2008-08-31,MONSOON,1.7176923076923076,3.0187934813348414,2.9696528563348426,2.6699177738875135,2.8097660034955623,1.9512201795370192,2.1199406222774444
2008-11-30,POMKH,2.56,3.0136785916289592,2.9876216063348426,2.625950664332508,2.8045786648201143,2.649049058792179,2.732329224045598
2009-02-28,POMRB,4.581875,3.016180288461538,3.049965356334843,3.408320398599505,2.866784044400507,3.660578654302589,3.7795284877943978
2009-05-31,PREMON,3.0499999999999994,3.0823020833333334,2.977391826923078,3.2649922391597026,2.8777381685120638,3.698859937851015,3.4482270376886874
2009-08-31,MONSOON,2.028,3.0474479166666666,3.0549687500000013,2.7701953434958213,2.854427919811575,1.9946853620961091,2.007431559905698
2009-11-30,POMKH,2.7786666666666666,3.0516262571624098,3.1096354166666678,2.773583872764159,2.856027072168458,2.6925142413684116,2.7669798645576806
2010-02-28,POMRB,4.0843750000000005,3.0944920976581516,2.9852604166666676,3.297900323658496,2.9010879687065687,3.704043836998675,4.044598238335102
2010-05-31,PREMON,3.58092672396594,3.130774148940203,3.1179920976581528,3.4111108837814736,2.929207832040799,3.742325120360836,3.285343758729087
2010-08-31,MONSOON,1.84,3.208290575222254,3.0709920976581526,2.782666530268884,2.8990332028650827,2.0381505446868586,2.144767946783408
2010-11-30,POMKH,3.2569230769230764,3.3200757763931783,3.190556200222255,2.9723691489305613,2.9159782531342433,2.7359794239654254,2.769867849625853
2011-02-28,POMRB,4.22625,3.4411266025641027,3.2260249502222553,3.473921489358337,2.9651448775466607,3.7475090196305905,4.150737067400252
2011-05-31,PREMON,4.333333333333334,3.4560112179487184,3.4141266025641044,3.817686226948336,3.0177501488595135,3.785790302928491,3.422317653417773
2011-08-31,MONSOON,2.056,3.466083333333333,3.468126602564104,3.1130117361690015,2.9940808147606894,2.081615727250163,2.2504977868483946
2011-11-30,POMKH,3.16,3.4840000000000004,3.443895833333335,3.131807041701401,3.007020678657723,2.7794446066140335,2.987336898462197
2012-02-29,POMRB,4.40375,3.498145833333334,3.4882708333333348,3.6405842250208402,3.0613086292132854,3.7909742022741906,4.190363901707502
2012-05-31,PREMON,4.299166666666668,3.450024038461539,3.4797291666666683,3.904017201679171,3.111926769370785,3.829255485580254,3.73981392750696
2012-08-31,MONSOON,2.203333333333333,3.3250168269230773,3.516562500000002,3.2237436543408355,3.0922465304869893,2.125080909833933,2.261564904628785
2012-11-30,POMKH,2.627692307692308,3.270818910256411,3.3834855769230785,2.9853231156814246,3.086400992594235,2.822909789245988,3.1077727529452854
2013-02-28,POMRB,3.9360000000000004,3.338923076923077,3.266548076923079,3.3655938694088547,3.1239844457590578,3.8344393849336855,4.187750806815608
2013-05-31,PREMON,4.333333333333334,3.4730448717948725,3.275089743589745,3.7526896549786466,3.174622262624814,3.8727206682227964,3.838604515596287
2013-08-31,MONSOON,2.714,3.5124940476190476,3.4027564102564116,3.337213792987188,3.1708575414863844,2.168546092430015,2.3000781161642885
2013-11-30,POMKH,3.19,3.4731130952380953,3.5433333333333343,3.2783282757923127,3.1826420947140983,2.866374971809635,3.1012505264084536
2014-02-28,POMRB,3.689285714285714,3.3822321428571427,3.481654761904763,3.4427112511896736,3.2107939362244973,3.8779045675325428,4.242954298961697
2014-05-31,PREMON,4.2650000000000015,3.0473928571428575,3.4645714285714297,3.7716267507138044,3.257905887069119,3.9161858508642418,3.9651354229821454
2014-08-31,MONSOON,2.055285714285714,2.813821428571429,3.2998928571428583,3.085090336142568,3.2308144967188164,2.2120112750815233,2.455964705929695
2014-11-30,POMKH,1.17,2.8450714285714285,2.7948928571428584,2.3190542016855407,3.1737075294554344,2.9098401544348214,3.05017524197903
2015-02-28,POMRB,3.8407142857142853,2.8083392857142853,2.8327500000000017,2.9277182352970383,3.205455786117985,3.921369750096941,3.756884833810943
2015-05-31,PREMON,4.363571428571428,2.913708791208791,2.857392857142859,3.5020595126067944,3.2544354179526516,3.959651033492393,4.052707269175121
2015-08-31,MONSOON,1.6628571428571426,2.7680425824175825,2.7592857142857157,2.7663785647069337,3.212867252550142,2.255476457649705,2.3782689593536137
2015-11-30,POMKH,2.4053846153846155,2.457923534798535,3.0681318681318697,2.6219809849780065,3.1957246767947747,2.953305336815202,2.4865950266781196
2016-02-29,POMRB,1.44,2.46366163003663,2.467953296703298,2.1491885909868036,3.1460343301950973,3.9648349326741554,3.9721422178960406
2016-05-31,PREMON,4.283333333333334,2.5316410256410258,2.4478937728937744,3.002846487925416,3.1910373307456394,4.0031162161270615,3.7156479345076017
2016-08-31,MONSOON,1.7889999999999997,2.8804150641025643,2.479429487179489,2.5173078927552495,3.1525235297834695,2.298941640166159,2.1637985045980264
2016-11-30,POMKH,2.823076923076924,3.216945512820513,2.583852564102566,2.6396155048839196,3.148284485861048,2.9967705193369603,2.4649895833786464
2017-02-28,POMRB,3.8125,3.323809294871795,3.176977564102566,3.1087693029303516,3.1768784534474808,4.008300114961407,3.341475654682778
2017-05-31,PREMON,4.603076923076923,3.4377163461538465,3.2569134615384625,3.70649235098898,3.231702478466471,4.046581398747088,4.246363861930646
2017-08-31,MONSOON,2.3241666666666667,3.5010400641025643,3.3907051282051293,3.1535620772600548,3.2101918388321544,2.342406822692456,2.1607104130587005
2017-11-30,POMKH,3.1991666666666667,3.544467948717949,3.4847275641025655,3.1718039130227,3.2176294373095087,3.04023570190315,2.6852904485075992
2018-02-28,POMRB,3.9430000000000014,3.5473125000000003,3.5173525641025662,3.4802823478136204,3.249678875850996,4.0517652975249785,3.5609486834322572
2018-05-31,PREMON,4.82,3.550304924242425,3.5715833333333356,4.016169408688173,3.310829999818998,4.0900465813999025,4.387347112678521
2018-08-31,MONSOON,2.13,,3.5230416666666686,3.2617016452129035,3.281858896663641,2.385872005277094,2.301519349476231
2018-11-30,POMKH,3.417272727272727,,3.577568181818184,3.323930078036833,,3.0837008845088016,2.8353392641454227
