Date,Season,Champawat,Champawat_Trend,Champawat_SMA,Champawat_EWMA,Champawat_DES,Champawat_TES,Champawat_ARIMA
2007-05-31,PREMON,22.42,18.779062500000002,21.48624999999999,21.856708677379814,22.133540069538622,25.27253604251868,23.464991441803463
2007-08-31,MONSOON,15.23,18.13875,19.45874999999999,19.20602520642789,19.833859576469777,19.225564284510433,19.698819003097036
2007-11-30,POMKH,18.7325,17.58375,18.09937499999999,19.016615123856734,19.400916894696383,16.875588837098277,18.75080159406382
2008-02-29,POMRB,16.330000000000002,16.85125,18.17812499999999,17.94196907431404,18.339225395364252,20.295968268945522,17.818103894740304
2008-05-31,PREMON,17.665,15.7990625,16.989374999999992,17.831181444588424,18.049075302389674,21.717845984652463,16.553219579621114
2008-08-31,MONSOON,14.125,14.3775,16.71312499999999,16.348708866753054,16.719744980744622,15.194398826180352,14.320253796570853
2008-11-30,POMKH,11.42,13.905624999999999,14.884999999999991,14.377225320051831,14.955416054311119,14.005994910206404,15.494163072622865
2009-02-28,POMRB,12.27,13.58984375,13.86999999999999,13.534335192031097,14.035146791543122,15.662716993754211,9.71401244510443
2009-05-31,PREMON,17.95,13.2446875,13.941249999999991,15.300601115218658,15.231513314668112,17.312152710006114,13.912648803925281
2009-08-31,MONSOON,11.31375,12.1209375,13.238437499999993,13.705860669131194,13.915620929429556,12.650724582406319,11.417984978953193
2009-11-30,POMKH,11.47,11.0534375,13.250937499999992,12.811516401478716,13.076329371127102,11.356103712585252,12.198019525179726
2010-02-28,POMRB,3.23,10.617968750000001,10.99093749999999,8.97890984088723,9.87129207014459,14.084575428196285,11.038895866825293
2010-05-31,PREMON,18.45,10.763124999999999,11.11593749999999,12.767345904532338,12.577544647987668,12.771949547269218,10.030762121565186
2010-08-31,MONSOON,7.33,13.070625,10.11999999999999,10.592407542719403,10.846711328221616,10.111282002174146,10.11259327149071
2010-11-30,POMKH,16.615000000000002,13.517500000000002,11.406249999999991,13.001444525631642,12.649327776619302,8.243328418903461,7.851957339073846
2011-02-28,POMRB,16.545,12.455000000000002,14.734999999999992,14.418866715378986,13.845169611418223,14.249809130304799,9.520833432504721
2011-05-31,PREMON,8.71,12.2975,12.299999999999994,12.13532002922739,12.14517360739165,18.157118484536873,18.48887171572549
2011-08-31,MONSOON,8.57,11.755625000000002,12.609999999999994,10.709192017536434,10.95145897325233,9.492359271156586,8.770424101298067
2011-11-30,POMKH,14.115,12.84125,11.984999999999994,12.071515210521861,11.919807909080072,8.362324221398955,11.054289149584932
2012-02-29,POMRB,14.71,14.56,11.526249999999994,13.126909126313116,12.76471483227314,13.32916756127867,8.525921020366612
2012-05-31,PREMON,19.23,14.905,14.156249999999995,15.568145475787869,14.782684678538534,16.873512914175258,15.537268111660605
2012-08-31,MONSOON,11.8,15.598125,14.963749999999996,14.060887285472722,13.767952442723749,12.894316563415837,11.851709796698696
2012-11-30,POMKH,13.645,16.238125,14.846249999999996,13.894532371283633,13.67280192347465,11.696021294743232,17.117433115958008
2013-02-28,POMRB,20.725,15.861875000000001,16.349999999999994,16.62671942277018,15.874977114779691,15.15294788594346,15.690325629588123
2013-05-31,PREMON,18.335,14.543125,16.126249999999995,17.310031653662108,16.598161723316323,20.36104107795196,15.17120622301479
2013-08-31,MONSOON,9.685,13.1128125,15.597499999999997,14.260018992197265,14.31783154733463,14.642155012546828,14.22994559305561
2013-11-30,POMKH,5.21,12.779375,13.488749999999996,10.640011395318359,11.344174544863934,11.910466216554177,15.139917679008644
2014-02-28,POMRB,17.7175,14.313125000000001,12.736874999999996,13.471006837191016,13.338462159971401,11.933906516905258,13.184607258862954
2014-05-31,PREMON,18.675,16.3315625,12.821874999999997,15.55260410231461,14.992767604548636,17.225973235015225,16.272234103408472
2014-08-31,MONSOON,21.615,17.310312500000002,15.804374999999997,17.977562461388764,17.051951566204707,12.886551158895118,11.624160544993998
2014-11-30,POMKH,9.4275,18.6075,16.858749999999997,14.557537476833259,14.542081371058309,15.587503837304212,15.025833146599519
2015-02-28,POMRB,21.33,18.7075,17.761874999999996,17.266522486099955,16.65613179395652,15.825486248568305,18.90424204426418
2015-05-31,PREMON,25.44,17.9803125,19.453124999999996,20.535913491659976,19.400567658790965,21.00676939161589,18.854191116000102
2015-08-31,MONSOON,15.65,18.074375,17.961875,18.581548094995984,18.121304839627413,17.85195778240952,18.12787251849474
2015-11-30,POMKH,9.575,17.536875,17.99875,14.978928856997591,15.311993767280706,16.213972918338982,11.82659769435837
2016-02-29,POMRB,21.935,17.669375,18.150000000000002,17.761357314198555,17.370131885827448,16.26182361733396,19.254257831801134
2016-05-31,PREMON,20.535,18.901249999999997,16.923750000000002,18.870814388519133,18.312895928786595,21.51005912987811,21.55312181431221
2016-08-31,MONSOON,21.615,19.3875,18.415,19.968488633111477,19.29577227299234,16.20837117878644,19.742882056575066
2016-11-30,POMKH,13.465,19.491875,19.3875,17.367093179866885,17.351010029065023,17.59069317043811,13.342825021489023
2017-02-28,POMRB,21.935,18.868125,19.3875,19.19425590792013,18.74814696924097,18.63621616380861,21.548762899852633
2017-05-31,PREMON,21.37,18.199374999999996,19.59625,20.06455354475208,19.511494692512187,22.94191208798219,22.93513948734976
2017-08-31,MONSOON,15.79,18.25875,18.140000000000004,18.354732126851246,18.241089338580394,17.403297204918836,18.072317309514496
2017-11-30,POMKH,13.94,18.206562499999997,18.258750000000003,16.588839276110747,16.79028957835327,15.99898722297387,12.255335393598763
2018-02-28,POMRB,21.935,18.154374999999998,18.258750000000003,18.727303565666446,18.36919891809445,17.86491043869355,20.35011667299948
2018-05-31,PREMON,20.9525,18.035625000000003,18.154375,19.617382139399865,19.121740797242833,22.47678411841013,20.03082388905046
2018-08-31,MONSOON,15.79,,18.154375,18.08642928363992,17.977684501372106,16.9570756486286,19.261398796911223
2018-11-30,POMKH,12.989999999999998,,17.916875,16.04785757018395,,15.729897911565452,13.668318697142805
