Date,Season,Allahpur,Mohammedpur Deomal,Haldaur(khari Jhalu),Jalilpur,Budhanpur Seohara,Nehtaur,Kiratpur,Noorpur,Najibabad,Afzalgarh,Kotwali,Allahpur_Trend,Allahpur_SMA,Allahpur_EWMA,Allahpur_DES,Allahpur_TES,Allahpur_ARIMA,Mohammedpur Deomal_Trend,Mohammedpur Deomal_SMA,Mohammedpur Deomal_EWMA,Mohammedpur Deomal_DES,Mohammedpur Deomal_TES,Mohammedpur Deomal_ARIMA,Haldaur(khari Jhalu)_Trend,Haldaur(khari Jhalu)_SMA,Haldaur(khari Jhalu)_EWMA,Haldaur(khari Jhalu)_DES,Haldaur(khari Jhalu)_TES,Haldaur(khari Jhalu)_ARIMA,Jalilpur_Trend,Jalilpur_SMA,Jalilpur_EWMA,Jalilpur_DES,Jalilpur_TES,Jalilpur_ARIMA,Budhanpur Seohara_Trend,Budhanpur Seohara_SMA,Budhanpur Seohara_EWMA,Budhanpur Seohara_DES,Budhanpur Seohara_TES,Budhanpur Seohara_ARIMA,Nehtaur_Trend,Nehtaur_SMA,Nehtaur_EWMA,Nehtaur_DES,Nehtaur_TES,Nehtaur_ARIMA,Kiratpur_Trend,Kiratpur_SMA,Kiratpur_EWMA,Kiratpur_DES,Kiratpur_TES,Kiratpur_ARIMA,Noorpur_Trend,Noorpur_SMA,Noorpur_EWMA,Noorpur_DES,Noorpur_TES,Noorpur_ARIMA,Najibabad_Trend,Najibabad_SMA,Najibabad_EWMA,Najibabad_DES,Najibabad_TES,Najibabad_ARIMA,Afzalgarh_Trend,Afzalgarh_SMA,Afzalgarh_EWMA,Afzalgarh_DES,Afzalgarh_TES,Kotwali_Trend,Kotwali_SMA,Kotwali_EWMA,Kotwali_DES,Kotwali_TES,Kotwali_ARIMA
1998-08-31,MONSOON,2.535,10.9,6.4849999999999985,10.0,2.14,7.26,14.63,6.78,4.6675,3.43,7.3450000000000015,3.361875,4.227500000000001,4.013437736448,4.1366822476131935,4.424136136493673,5.7377698073203,10.661249999999999,10.896666666666668,11.024369327104,11.065976679765807,11.395453807425968,10.738483250751369,6.720416666666666,6.720416666666667,6.703676607487998,6.565283646092061,6.49481698642693,4.771346231324243,8.4375,10.0,9.737859220479997,10.389331677745675,8.457569281915635,7.35495387084944,3.2516666666666665,3.251666666666666,3.1040708177919996,3.0488793954997884,2.14,2.117250622962116,7.6850000000000005,8.171249999999997,7.947137946623999,7.675061854813654,7.915338062847555,8.450014712888041,15.53125,15.5875,15.254303252480002,16.452081556839865,14.780896109223338,14.630003408464322,7.2475,7.821666666666667,7.747563251712,7.853703332560427,7.255706496129241,7.158015961874629,4.903125,5.496250000000001,5.428325517568,5.852238384434388,5.954428868979596,5.647700158893994,3.2125,3.2124999999999995,3.5419136235520003,6.411521042286763,3.430105243976504,6.546875,7.356875000000001,7.413144203008001,7.376731978997248,7.137035176819882,7.493290020052515
1998-11-30,POMKH,2.275,10.89,6.28,3.75,3.1133333333333333,7.82,15.83,5.85,2.97,2.78,4.7225,2.849375,3.6775000000000007,3.3180626418688,3.5608415202310764,3.3398193210563885,2.1853187346179315,10.4175,10.955000000000002,10.9706215962624,10.990943203196396,10.686139359076034,9.896471249847703,6.720416666666666,6.720416666666667,6.5342059644927994,6.484004157857755,6.272197719472178,5.2559723578456055,8.4375,8.4375,7.342715532287998,8.172905770983016,9.480375473878544,6.744876748802968,3.2516666666666665,3.251666666666666,3.107775824008533,3.0244731068859427,3.1133333333333333,3.0802368843682677,7.446250000000001,7.684999999999997,7.8962827679744,7.592532437065362,7.568168646145464,8.04746453888332,15.3275,15.587500000000002,15.484581951488002,16.46262946635259,15.9491568802335,15.830003688036468,6.589999999999999,7.617500000000001,6.9885379510272,6.8841787108911925,6.962924479233809,6.417950545477652,4.933125,4.901875,4.444995310540801,5.205230330522005,5.265947376268745,5.090039265626857,3.18375,3.2124999999999995,3.2371481741311996,3.93552745261804,2.7798336154013032,5.83375,6.895000000000001,6.3368865218048,5.995275183724833,7.297275480175516,7.371287067607375
1999-02-28,POMRB,2.0,9.19,7.206666666666666,10.0,2.953333333333333,7.83,15.86,5.79,5.75,1.18,4.9325,2.7114062500000005,3.04625,2.79083758512128,3.077463314946764,2.6041331387441216,2.898950398095071,10.325000000000001,10.367500000000001,10.258372957757441,10.422005032713605,10.899094243696346,10.855644153547605,6.720416666666665,6.720416666666666,6.803190245362346,6.719262242591421,7.207684968867983,5.3806773806123855,8.206875,8.4375,8.4056293193728,8.651647908277367,9.049219000840154,11.481493316752758,3.251666666666667,3.251666666666666,3.045998827738453,2.921916805454324,2.953333333333333,2.9344320552320173,7.241458333333334,7.684999999999997,7.869769660784639,7.539001314232985,8.035700614352013,7.970531724614867,15.179999999999998,15.475000000000001,15.6347491708928,16.473184138523028,16.3592312286697,16.13605409969943,6.050000000000001,6.877500000000001,6.509122770616321,6.135346249540939,8.205505195098885,8.244127593866036,4.874036458333333,4.904375000000001,4.96699718632448,5.36132404214262,4.6867456442011655,4.474190666750205,3.1550000000000002,3.2124999999999995,2.4142889044787195,1.3812291359720335,1.1794817073213957,5.2915625,6.19875,5.7751319130828795,5.424873101769666,6.486547533892145,5.97430312726204
1999-05-31,PREMON,3.8,10.89,6.909999999999998,10.0,4.8,5.92,14.4,6.79,6.46,5.23,4.875,2.9084375,2.6525,3.194502551072768,3.271067894906369,3.1981876214987963,3.4505689511339526,10.12,10.467500000000001,10.511023774654465,10.54401596587515,10.864578349946193,11.014663546871937,6.720416666666666,6.720416666666667,6.845914147217407,6.828581279065053,6.9070337913115285,5.895539578142058,8.366875,8.4375,9.04337759162368,9.109909715085426,10.574693103200413,9.72551090142911,3.2516666666666665,3.251666666666666,3.7475992966430716,4.260822433995659,4.8,4.769280087224406,6.7091666666666665,7.207499999999998,7.0898617964707835,6.9316864559467515,8.747445577849257,7.923004578767796,15.18,15.180000000000003,15.14084950253568,16.483745571294186,15.460981824792292,15.123880712718654,5.86,6.302500000000001,6.621473662369793,6.10890095469938,8.289862485849191,7.67067317756327,5.0568229166666665,4.961875000000001,5.564198311794688,5.648618980612453,6.652939864353244,5.539832600731572,3.1550000000000002,3.1549999999999994,3.5405733426872317,6.23290863398448,5.432344215122431,5.0571874999999995,5.46875,5.4150791478497275,5.116571689435277,5.728907740923543,5.405831290355638
1999-08-31,MONSOON,3.00625,9.76,6.4849999999999985,8.155,2.14,7.531666666666667,14.63,4.760000000000002,3.9647916666666663,3.43,5.9275,3.1653125,2.7703124999999997,3.119201530643661,3.1720370003673177,2.5522759938739306,3.4098485124487206,10.26375,10.182500000000001,10.210614264792678,10.285131302178032,10.768615350943874,9.435873529766532,6.720416666666666,6.720416666666667,6.7015484883304435,6.773333010056887,6.494825016052491,4.923570470244649,8.7575,7.97625,8.688026554974208,8.794059842716722,8.45297012025488,7.153049246243353,3.2516666666666665,3.251666666666666,3.1045595779858433,3.2335183206640905,2.14,2.126304041079214,5.455416666666666,7.275416666666665,7.266583744549137,6.997298645353568,6.663904477833833,7.24561904977902,15.23625,15.180000000000001,14.936509701521407,16.49431377625124,14.39490337226239,14.629997030811108,6.010000000000001,5.797500000000001,5.876884197421877,5.233884449778044,5.82760940242707,5.710258461105642,5.228072916666667,4.7861979166666675,4.92443565374348,5.282573657114725,5.465949411787403,5.02005019020418,3.155,3.1549999999999994,3.4963440056123387,5.289107469087357,3.3936221017847847,4.8709375,5.114375,5.620047488709837,5.496823504284559,4.697884951370429,5.101569627280335
1999-11-30,POMKH,3.38,10.39,6.28,6.875,3.1133333333333333,3.29,15.83,6.35,5.135,2.78,4.2650000000000015,3.2778124999999996,3.0465625,3.2235209183861966,3.2131708694135845,2.9515737606389334,2.555624822498348,10.52,10.057500000000001,10.282368558875607,10.29700455178894,9.89645223842311,9.566424872314016,6.720416666666666,6.720416666666667,6.532929092998266,6.6444979576131065,6.272202892466126,5.54146430961144,8.7575,8.7575,7.962815932984524,8.03157304917533,7.513154601253568,8.073079703527592,3.2516666666666665,3.251666666666666,3.108069080124839,3.128132602959219,3.1133333333333333,3.093408057843118,4.611666666666666,6.142916666666665,5.675950246729482,5.774939733164819,6.871361572215388,7.342354675070775,15.936666666666667,15.180000000000003,15.293905820912844,16.504888761897707,15.616190186885854,15.829996787269787,6.11125,5.922500000000001,6.066130518453126,5.394868019194378,4.998157901067233,4.899673386011125,5.113072916666666,5.327447916666667,5.008661392246088,5.276134420033302,4.719934349681834,4.253878895606599,3.169375,3.1549999999999994,3.209806403367403,3.406242260748695,2.7450904481368976,4.7175,5.0,5.0780284932259026,4.8439296915097225,5.393085047444089,5.4913998250694895
2000-02-29,POMRB,2.95,10.84,7.206666666666666,10.0,2.953333333333333,2.33,16.310000000000002,6.49,4.955,1.18,3.9,3.1332812499999996,3.2840625,3.114112551031718,3.114995540575875,3.161383416731556,3.278942396553545,10.411249999999999,10.470000000000002,10.505421135325363,10.442061641028713,10.20133755161807,9.841025842816176,6.720416666666665,6.720416666666666,6.802424122465626,6.833252776687153,7.207688301509855,5.617358756056212,8.988125,8.7575,8.777689559790716,8.608351623916127,9.278630123396896,10.795308597803382,3.251666666666667,3.251666666666666,3.0461747814082365,2.961278854218917,2.953333333333333,2.9397091376856306,4.193958333333334,4.767916666666665,4.337570148037689,4.651007001026566,5.943062624832249,5.971936876824809,16.58083333333333,15.292500000000004,15.700343492547708,16.515470529491754,15.70893349197545,16.0654508972312,5.88625,6.097500000000002,6.235678311071876,5.688611558115271,5.889549289536943,5.921919230043613,4.621223958333333,5.128697916666667,4.987196835347653,5.228812118254488,4.868805596871917,4.8682036812908125,3.1837500000000003,3.1549999999999994,2.3978838420204416,1.2461109578683762,1.1470995319057695,4.4165625,4.741874999999999,4.606817095935542,4.34004161808645,5.3398778208190985,4.83173488326557
2000-05-31,PREMON,3.75,11.29,6.909999999999998,10.0,4.8,4.67,19.55333333333333,6.9,6.335,5.3450000000000015,4.68,2.8087500000000003,3.2715625,3.368467530619031,3.282527040892414,4.004119858961158,4.243972672792154,10.114999999999998,10.570000000000002,10.819252681195218,10.67955057221935,10.911867824958358,10.46907354913896,6.720416666666666,6.720416666666667,6.845454473479375,6.899994367149421,6.907035938327736,6.153712935804476,8.828125,8.7575,9.26661373587443,9.142423868177215,10.427047446538136,9.989263104351693,3.2516666666666665,3.251666666666666,3.7477048688449415,4.2456522570493,4.8,4.777856835986532,3.7487500000000002,4.455416666666665,4.470542088822613,4.580428156131421,5.414040080200494,4.7403165994503595,16.580833333333334,16.580833333333334,17.241539428861955,16.52605909523729,14.423763966056823,14.938733020340655,5.41,6.125000000000002,6.501406986643126,6.185862169350765,7.1845821131130965,6.981875271247117,3.975625,5.097447916666667,5.526318101208592,5.517165308359218,6.572599399291609,5.555583279836124,3.1837500000000003,3.18375,3.5767303052122656,6.808261077333637,5.3278890862126325,4.0668750000000005,4.693124999999999,4.6360902575613245,4.486997815257549,4.642019941972287,4.326485928504161
2000-08-31,MONSOON,1.9,8.49,6.4849999999999985,10.0,2.14,5.44,14.63,2.85,0.155,3.43,3.715,2.5865625000000003,2.995,2.781080518371418,2.853551242876259,2.8162475591488523,3.7038388550402384,9.8821875,10.252500000000003,9.88755160871713,9.993067053787463,10.927835344830784,10.859079992308414,6.720416666666666,6.720416666666667,6.701272684087624,6.808428248211399,6.494826399242996,5.135718377819609,8.4375,9.21875,9.559968241524658,9.601527292782201,8.37089379464695,9.563709592046525,3.2516666666666665,3.251666666666666,3.104622921306965,3.198179174233432,2.14,2.1301278409161495,3.891875,3.9324999999999983,4.858325253293568,4.762148085188733,4.089156804020141,4.716537150657838,16.58083333333333,16.580833333333334,16.19692365731717,16.536654428454458,15.237443005854857,14.630002630190479,5.12875,5.647500000000002,5.040844191985876,4.674334764938203,5.251544999409473,4.760368132351693,3.964375,4.1450000000000005,3.3777908607251548,4.284696806116988,5.373615127317304,4.813341708148672,3.1837500000000003,3.18375,3.5180381831273593,5.802513526646356,3.4147921055880195,4.103984375,4.139999999999999,4.267654154536794,4.071909735817099,4.078010324021241,4.480086684671269
2000-11-30,POMKH,1.89,9.29,6.28,3.75,3.1133333333333333,1.82,15.83,4.45,3.78,2.78,3.68,2.544375,2.6225000000000005,2.4246483110228505,2.550966177486441,2.3479460370355403,2.120223749089008,9.661874999999998,9.977500000000003,9.648530965230277,9.759865817715529,9.602118045042776,9.893965746481399,6.720416666666666,6.720416666666667,6.532763610452575,6.650755206747865,6.2722037835707045,5.147381180604697,8.4375,8.4375,7.235980944914794,7.581471820905619,7.695778542435752,4.260828656482375,3.2516666666666665,3.251666666666666,3.108107086117512,3.090812520945702,3.1133333333333333,3.0989710320091386,4.0375000000000005,3.5649999999999986,3.642995151976141,3.805040299328715,4.472524534016202,4.961195444217301,16.580833333333334,16.580833333333334,16.050154194390302,16.547256559753645,16.410131104495907,15.830002845925478,4.9725,5.172500000000001,4.804506515191526,4.2841037311795525,5.732873601119082,5.411605724068957,4.08,3.806250000000001,3.538674516435093,4.188861910596939,3.629235156974253,3.317684234610584,3.169375,3.18375,3.222822909876415,3.6437261895578046,2.764873136626544,4.2173437499999995,3.9937499999999986,4.032592492722077,3.8510091975204634,3.9392747755776645,4.062035399413507
2001-02-28,POMRB,2.6625,10.0775,7.206666666666666,10.0,2.953333333333333,4.945,16.310000000000002,6.1400000000000015,6.2200000000000015,1.18,4.7818749999999985,2.5118750000000003,2.550625,2.5197889866137104,2.567604133341698,1.9965209420024785,2.382426973146895,9.711875000000001,9.786875000000002,9.820118579138168,9.83744969986261,9.65133026263636,8.435107558697014,6.720416666666665,6.720416666666666,6.802324832938211,6.817313426308472,7.207688875593732,5.32179078651472,8.187083333333334,8.4375,8.341588566948875,8.2502508797118,9.174794636619422,10.336559030345978,3.251666666666667,3.251666666666666,3.0461975850038403,2.9317736750971295,2.953333333333333,2.942603266383567,3.62875,4.218749999999998,4.1637970911856845,4.083244850334136,3.88245522402321,3.8989165026729378,16.58083333333333,16.580833333333334,16.15409251663418,16.557865490404176,16.816133148218967,16.079500281472555,5.085,5.085000000000001,5.338703909114916,4.882865553903457,5.598335885965113,5.5701781383590205,4.664375000000001,4.1225000000000005,4.611204709861056,4.6893378283478295,3.7071254556043587,3.7098210485796232,3.1550000000000002,3.18375,2.405693745925849,1.3057105087867495,1.1650215385999414,4.303593749999999,4.214218749999999,4.332305495633245,4.298974155785579,4.34099679124269,3.841999779563286
2001-05-31,PREMON,3.7,10.29,6.909999999999998,10.0,4.8,3.22,19.55333333333333,6.0,5.995,5.23,4.705,2.63375,2.538125,2.9918733919682263,2.8854250058456827,3.394787290947579,3.8208676053816935,9.980625,9.536875000000002,10.0080711474829,9.955902187248798,10.294427279192245,9.944338032974729,6.720416666666666,6.720416666666667,6.845394899762926,6.868564416061069,6.9070363081746695,5.796954012902013,8.35,8.4375,9.004953140169324,8.881336543603467,10.050004969193957,9.989263104351693,3.2516666666666665,3.251666666666666,3.747718551002304,4.227030332331202,4.8,4.782560612174625,3.6925,3.856249999999998,3.786278254711411,3.7583863005027056,5.05602304864315,4.252677478104505,16.580833333333334,16.580833333333334,17.51378884331384,16.568481236621107,19.50430513209523,18.54183887625062,5.36,4.860000000000001,5.60322234546895,5.365499166434853,6.302915688011733,6.642245973843458,5.586874999999999,4.0375000000000005,5.164722825916634,5.0217491117342625,6.062631449308625,5.114395815316545,3.1550000000000002,3.1549999999999994,3.535416247555509,6.405609552470931,5.338720378481251,4.58046875,4.220468749999998,4.4813832973799475,4.479507963598888,4.627946462644654,4.297754325974985
