Date,Season,Ramnagar,Harraiya,Bankati,Bahadurpur,Rudauli,Kaptanganj,Kudaraha,Basti,Vikram Jot,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Harraiya_Trend,Harraiya_SMA,Harraiya_EWMA,Harraiya_DES,Harraiya_TES,Harraiya_ARIMA,Bankati_Trend,Bankati_SMA,Bankati_EWMA,Bankati_DES,Bankati_TES,Bankati_ARIMA,Bahadurpur_Trend,Bahadurpur_SMA,Bahadurpur_EWMA,Bahadurpur_DES,Bahadurpur_TES,Bahadurpur_ARIMA,Rudauli_Trend,Rudauli_SMA,Rudauli_EWMA,Rudauli_DES,Rudauli_TES,Rudauli_ARIMA,Kaptanganj_Trend,Kaptanganj_SMA,Kaptanganj_EWMA,Kaptanganj_DES,Kaptanganj_TES,Kaptanganj_ARIMA,Kudaraha_SMA,Kudaraha_EWMA,Kudaraha_TES,Kudaraha_ARIMA,Basti_Trend,Basti_SMA,Basti_EWMA,Basti_DES,Basti_TES,Basti_ARIMA,Vikram Jot_Trend,Vikram Jot_SMA,Vikram Jot_EWMA,Vikram Jot_DES,Vikram Jot_TES,Vikram Jot_ARIMA
1998-08-31,MONSOON,3.809375,1.375,0.455,5.05111111111111,1.0,1.04,,1.22,3.255,5.382151756535946,5.304797794117649,5.074941960304544,5.693193680251356,3.715337790666954,3.766252281094965,2.644375,2.7025000000000006,2.506269835264,2.037130964200355,2.3513679757905077,2.8331050524999446,2.048125,2.462499999999999,2.029287159296,2.5912834863175047,1.8306079679319731,1.943247877231531,6.863934027777778,7.46477777777778,7.069422917711644,7.28945233741778,7.282227118236042,6.865411938998406,3.03125,2.8925,2.7243490539519994,2.5469853116036294,1.9043717158821016,2.318157340642488,2.2956250000000002,2.45375,2.2129539952640003,2.4124881889753054,1.7438149454581946,2.149771783681353,,,,,4.39625,4.7625,4.093330890752,4.363200333445221,3.986870523929407,4.598369588382809,3.5868749999999996,3.599999999999999,3.601948050431999,3.563940992884694,3.207735997547838,3.2847054929887243
1998-11-30,POMKH,5.213529411764705,2.46,1.625,6.29,2.665,2.09,,4.35,3.26,5.454753880718954,5.356461397058824,5.130376940888609,5.7164884291291305,4.890824499057959,4.469904942556741,2.66375,2.630000000000001,2.4877619011584,2.153229758384525,2.9026633945200864,2.6236515196913137,2.04,2.058749999999999,1.8675722955776002,2.582523692108451,2.354171660961187,2.2988169572736514,6.462465277777777,7.158277777777779,6.757653750626986,7.06453611993666,7.023810306485205,6.700402352008142,3.01875,3.01375,2.7006094323711998,2.5446714927671303,2.5351393316713575,2.3076025410440946,2.235625,2.3099999999999996,2.1637723971584,2.304884776691025,1.9919928184320064,2.1308954971067084,,,,,4.28125,4.449999999999999,4.1959985344512,4.252180165216676,4.733046109311466,3.964137422470984,3.5662499999999997,3.599999999999999,3.4651688302591994,3.493445354643352,3.2802210075179152,3.2654208292951545
1999-02-28,POMRB,5.686111111111113,3.015,2.565,5.46625,2.985,2.615,5.7,5.25,3.5,5.5096114174836615,5.407842116013073,5.35267060897761,5.739878493546585,5.600432128081752,5.207118731486917,2.743125,2.658750000000001,2.69865714069504,2.861228992013493,3.0351567927627308,2.750637787666422,2.05125,2.0374999999999988,2.14654337734656,2.587996523114532,2.7820007510808713,2.481311062412173,6.318673611111111,6.569590277777778,6.241092250376191,6.714965705733182,6.912645993671831,6.157564995331091,3.120625,3.0487499999999996,2.8143656594227195,2.647668084322445,3.2108884386238437,3.0369610492807153,2.199375,2.2812499999999996,2.34426343829504,2.3059649662899906,2.395756071773291,2.517451605585057,5.7,5.7,5.7,0.0,4.2212499999999995,4.342499999999999,4.61759912067072,4.319135842102199,5.089821157106051,5.268932965213996,3.5818749999999997,3.5737499999999995,3.47910129815552,3.494212667201846,3.6156327839220745,3.6005293156290197
1999-05-31,PREMON,7.2976470588235305,3.825,3.525,8.613999999999999,5.305,3.015,5.7,6.06,4.22,5.512879901960785,5.501665645424838,6.130661188915978,5.7633642655009,8.142145406835956,6.558716627278266,2.90375,2.668750000000001,3.149194284417024,4.122784339142605,4.113956900177349,3.894897458398407,2.0256250000000002,2.0424999999999986,2.697926026407936,2.607820227919249,3.4698861937192818,3.4097138136085685,6.2650625,6.3553402777777785,7.190255350225714,7.097063280011218,7.774668063321109,8.142360931492815,3.2293749999999997,2.98875,3.8106193956536316,3.4913987867250773,4.770573611057434,5.027276305631731,2.234375,2.1899999999999995,2.6125580629770244,2.378931594734595,3.2636474196998915,3.03542023631609,5.7,5.7,5.7,0.0,4.235,4.219999999999999,5.194559472402432,4.538659062840012,5.958331423729722,6.290244024910105,3.4982499999999996,3.55875,3.7754607788933114,3.6988812433321145,4.2872390034339585,4.260009215338195
1999-08-31,MONSOON,3.8729411764705866,1.97,0.525,4.757777777777778,2.055,1.115,,1.23,3.44,5.534355392156863,5.517557189542485,5.227573183937821,5.786946127769745,3.890209694833544,3.763902967350023,3.046875,2.8175000000000012,2.6775165706502144,2.7840862932071757,2.2658612395397513,2.4175825654395062,1.9687500000000002,2.0599999999999987,1.8287556158447615,2.582324769881315,1.853825053123038,1.4973319070092606,6.419836805555557,6.282006944444445,6.21726432124654,6.59256116148924,6.26660730405526,5.130367048774236,3.2225,3.2525,3.108371637392179,3.24031358828916,1.7880821315912363,1.868711371089363,2.283125,2.2087499999999993,2.0135348377862146,2.116421742020332,1.3965259719515137,1.5335046853985448,,,,,4.25125,4.222499999999999,3.608735683441459,3.9184098758906956,2.7228008602645035,3.1305188658423693,3.337666666666667,3.6050000000000004,3.641276467335987,3.664992504533566,3.1925851020480307,3.244483024814485
1999-11-30,POMKH,5.176111111111111,3.15,1.35,6.1544444444444455,2.48,2.295,,4.45,2.406,5.653302287581699,5.508202614379087,5.206988354807137,5.810624481810842,5.043101351408143,4.713988519998113,3.1506250000000002,2.990000000000001,2.8665099423901284,3.0774088511762923,2.8868660273534132,2.6753790769555046,1.930625,1.9912499999999986,1.637253369506857,2.56954865792138,2.377388746535766,2.104495926985389,6.509930555555556,6.248118055555556,6.192136370525702,6.486491163283372,6.213557371634596,6.188453086329679,3.19625,3.20625,2.857022982435307,3.10775986186491,2.7111601343619416,2.582957238542682,2.315,2.2599999999999993,2.1261209026717287,2.0973480521878436,1.8943516735027863,2.182072408064791,,,,,4.277500000000001,4.247499999999999,3.9452414100648756,3.9036556749746834,4.250648809854194,4.103532627145737,3.248442708333333,3.3915,3.1471658804015923,3.3398963926984515,3.2824594447223836,3.2764244143824017
2000-02-29,POMRB,5.895333333333332,3.47,2.385,6.8400000000000025,3.115,2.8,5.7,5.28,3.069333333333333,5.647157329598506,5.560508169934642,5.482326346217615,5.834399721414363,5.714200882958753,5.325806479017042,3.26625,3.103750000000001,3.1079059654340773,3.5466595920425483,3.0748171630844006,2.9384901626286344,1.890625,1.9462499999999987,1.9363520217041141,2.572483654004341,2.8052178347957195,2.4070015592968925,6.549000000000001,6.591555555555558,6.451281822315423,6.546094992932223,6.2942289668523035,5.797979082310661,3.080625,3.23875,2.9602137894611844,3.1647584662371475,3.2968118546056644,3.1082902295462196,2.4068750000000003,2.306249999999999,2.3956725416030373,2.170957437834587,2.4770296259572335,2.7097572203601823,5.7,5.7,5.7,0.0,4.325,4.254999999999999,4.479144846038926,4.048882181472242,4.866058110973317,5.300329129803538,2.984659226190476,3.283833333333334,3.1160328615742885,3.227972794948644,3.4261182004295003,3.4153397948659525
2000-05-31,PREMON,8.04,4.2,3.4000000000000004,7.961,4.965,3.085,5.7,6.24,3.936875,5.6017512400793645,5.746096405228759,6.505395807730569,5.858272245503665,8.275291206231369,6.748750787955025,3.25,3.1975000000000016,3.5447435792604463,4.488621685310079,4.119737114853326,3.9509334138006684,1.888125,1.9149999999999987,2.5218112130224686,2.590628209034115,3.4931032761571257,3.353749671180664,6.68826388888889,6.428305555555559,7.055169093389253,6.827386911427123,7.722681571014994,8.665522701677123,3.0775,3.1537500000000005,3.7621282736767103,3.795461643893079,4.867496907964414,5.176892329738217,2.474375,2.3237499999999986,2.671403524961822,2.286458687051834,3.406241736525195,3.175467179363196,5.7,5.7,5.7,0.0,4.3125,4.3,5.183486907623356,4.368873985363637,5.793952232287486,6.217152863695404,2.8492663690476188,3.2130520833333343,3.444369716944573,3.376308047908624,4.066715729889977,4.059659518231821
2000-08-31,MONSOON,3.0814285714285714,2.52,0.33,5.723333333333333,1.4700000000000002,1.7799999999999998,,1.43,1.6128571428571428,5.847474702380953,5.548218253968255,5.13580891320977,5.882242439685909,4.147024484319563,3.7787868104091804,3.14484375,3.3350000000000013,3.1348461475562677,3.199442481909592,2.271354201350035,2.4081444561516197,1.95703125,1.8662499999999986,1.645086727813481,2.5624235693676716,1.8770421344296904,1.218600926753599,6.540379340277779,6.669694444444447,6.522434789366885,6.581627174549709,6.043735325776674,5.335694357326723,3.1571874999999996,3.0075000000000007,2.8452769642060263,3.2699874253080234,1.7759655981537212,1.9040760716307297,2.429375,2.4899999999999984,2.3148421149770932,2.1619265880924003,1.496204146774078,1.4891893279358124,,,,,4.29125,4.35,3.6820921445740136,3.8390872474804,2.3654176028962404,2.6016662523432967,2.942266369047619,2.75626636904762,2.711764687309601,2.8808938039757797,3.056313880999074,3.1382390908699924
2000-11-30,POMKH,5.604375,2.47,1.525,6.303,3.04,2.17,,4.15,3.15,5.862506087662338,5.655284226190477,5.323235347925862,5.906310716709151,5.087105782521512,4.829953757613632,3.0496875,3.1650000000000014,2.8689076885337608,2.4535704816461843,2.9651041458066794,2.9054825364532526,2.0215625,1.9099999999999988,1.5970520366880887,2.552531021882266,2.400605826472321,1.8427424053093586,6.0696336805555555,6.706833333333336,6.434660873620132,6.508912670346733,6.328589613294065,6.2904295159788655,3.1668749999999997,3.147500000000001,2.9231661785236156,3.244192677922809,2.556073160437542,2.4360490798566987,2.444375,2.4587499999999984,2.256905268986256,2.1242438926666765,2.328235510635601,2.71884727774619,,,,,4.234999999999999,4.2749999999999995,3.869255286744408,3.8184509855343434,4.3524799942026124,4.285960878429059,2.942266369047619,2.94226636904762,2.8870588123857606,2.86460400402621,2.481698216587087,2.459804494374663
2001-02-28,POMRB,7.432857142857142,3.30875,2.76125,5.508368055555557,3.1925,2.565,5.7,5.41,3.069333333333333,5.7149340503246755,6.039665178571429,6.167084065898374,5.93047747668001,5.836209946350278,5.454435139961703,2.8984375,3.124687500000001,3.0448446131202562,2.950914947921577,3.1688004013187983,2.934187151102095,2.0115625,2.004062499999999,2.0627312220128533,2.561335808450823,2.828434915788397,2.446917091734334,5.7755503472222225,6.373925347222224,6.064143746394302,6.2854859761265525,6.418792858276315,6.45210134950808,3.2275,3.1668750000000006,3.0308997071141697,3.2591463029798033,3.3201840343821054,3.136956774637948,2.4812499999999997,2.3999999999999986,2.3801431613917536,2.1623808040831913,2.5805137959427684,2.639611029862735,5.7,5.7,5.7,0.0,4.03,4.307499999999999,4.485553172046645,4.030410666768297,4.895875764552811,5.162311206656801,2.914409226190476,2.94226636904762,2.9599686207647897,2.8449974389281865,3.077491640148378,3.0732211480201608
2001-05-31,PREMON,6.622727272727274,3.6,3.54,5.526666666666666,4.965,3.44,5.7,5.66,3.936875,5.641630478896104,5.685346996753248,6.349341348629935,5.954743117934646,8.684649624393687,7.065445619653278,2.7884375,2.9746875000000017,3.266906767872154,3.581204344486435,4.172823072560374,3.9618578721030824,1.9721875,2.0390624999999987,2.6536387332077123,2.581726115886123,3.516320359469234,3.464845835936013,5.695800347222223,5.7653420138888904,5.849152914503248,6.113068728847282,7.433207004099337,8.08688174686667,3.234375,3.166875,3.8045398242685016,3.825305262906565,4.904377382470484,5.171936815054545,2.3874999999999997,2.4887499999999987,2.804085896835052,2.350153654288784,3.3096216098113276,2.978668678214273,5.7,5.7,5.7,0.0,3.8649999999999998,4.1625,4.955331903227988,4.285728897128294,5.857182870480409,6.265470361602994,2.7759270833333334,2.94226636904762,3.350731172458874,3.084400876419358,3.8536348659713875,3.8621445152504026
2001-08-31,MONSOON,3.318125,1.91,0.11,5.805,1.955,1.7199999999999998,,0.37,1.39,5.329466044372295,5.744521103896106,5.136854809177961,5.979108040691725,4.185576958934374,3.5728167982629313,2.6723437499999996,2.822187500000002,2.724144060723292,2.3199738518172794,2.345024269902946,2.3325830215617005,1.88078125,1.9840624999999985,1.6361832399246274,2.5503306327560025,1.9002592183118179,1.0804232531409612,5.252921006944445,5.785758680555557,5.831491748701949,6.03523248172319,5.144415573411588,4.237770821618453,3.1453124999999997,3.288125,3.064723894561101,3.399563719915285,1.803642074571156,1.8456128925450734,2.2556249999999998,2.4737499999999986,2.3704515381010314,2.214794902986595,1.666571772598409,1.8251338731839124,,,,,3.75,3.8975,3.121199141936793,3.6076622830475795,2.0018743371992223,2.0189639234541374,2.6153854166666664,2.8865520833333345,2.5664387034753244,2.611607581050858,2.4823315792839935,2.4390565528292862
2001-11-30,POMKH,4.781249999999999,2.2,1.4300000000000002,5.583333333333332,2.61,1.48,,3.89,2.265,5.263288825757575,5.5387398538961055,4.9946128855067755,6.003572659536142,5.165881460375091,5.016208175699137,2.6237500000000002,2.7546875000000015,2.5144864364339754,1.9802679036517883,2.942051977977229,2.6902847260267,1.7868750000000002,1.9603124999999983,1.5537099439547766,2.5391658120494087,2.423822908869744,1.6923030015708553,4.969791666666667,5.60584201388889,5.732228382554503,5.927508676131564,5.7081925809292375,5.550334444031106,3.054375,3.180625,2.8828343367366607,3.191988241287014,2.6978806078471314,2.6700870131287435,2.159375,2.3012499999999987,2.014270922860619,2.057764487024544,2.362414930821672,2.570880019083033,,,,,3.51875,3.8325,3.428719485162076,3.584492365524646,3.929313721156893,3.7919095421948152,2.534609375,2.6653020833333345,2.445863222085195,2.434934358215613,2.6196273079851435,2.6056207933930198
2002-02-28,POMRB,5.7586666666666675,2.65,2.125,2.685,2.91,2.2,5.7,4.75,2.67,5.611887648809525,5.120192234848487,5.300234397970732,6.028137381541296,5.731899874969022,5.931723786042894,2.8725,2.5900000000000016,2.568691861860385,2.344256145300854,3.226979595168228,2.9410050316128187,2.21375,1.8012499999999982,1.7822259663728661,2.53858406109642,2.8516519975250394,2.4671346815654784,5.292708333333333,4.9,4.5133370295327015,5.236817514700144,5.770170598628521,5.976977650165514,3.330625,3.1100000000000003,2.8937006020419966,3.0926850419939527,3.3192895754273017,3.139226132718061,2.17625,2.2099999999999986,2.0885625537163715,2.0489135302352603,2.1865744847068243,2.1041270100902145,5.7,5.7,5.7,0.0,3.9137499999999994,3.6674999999999995,3.9572316910972454,3.7230523985271917,4.647091918366872,5.11428703341099,2.4831250000000002,2.5654687500000013,2.535517933251117,2.404861070325068,2.814477915865382,2.8187455031999304
2002-05-31,PREMON,7.767500000000001,3.87,3.425,6.085,4.52,3.035,5.7,4.47,3.69,5.875090773809524,5.4063854166666685,6.287140638782439,6.0528026181053125,8.26165398465515,6.91964820316096,3.285,2.657500000000002,3.0892151171162308,3.9385904415407587,4.138205658694555,3.728356500278495,2.95125,1.772499999999998,2.4393355798237195,2.5575380994280104,3.539537436961797,3.2511192529575075,5.712361111111111,5.039583333333334,5.142002217719622,5.402552551626376,6.166241810639992,6.416404443799339,3.7937499999999997,2.9987500000000002,3.5442203612251975,3.503770949267638,4.833204638603037,5.073057506299602,2.4524999999999997,2.108749999999999,2.467137532229823,2.1886665195027866,2.9327905743457987,2.7759304539538237,5.7,5.7,5.7,0.0,4.731249999999999,3.369999999999999,4.162339014658347,3.8136345438344432,5.366598250637171,5.809580897750882,2.5731249999999997,2.503750000000001,2.99731075995067,2.6802767936856555,3.5926600160919597,3.632786545537834
2002-08-31,MONSOON,4.962142857142856,3.63,3.64,7.83,4.61,2.26,,4.72,1.225,5.947958333333334,5.817389880952382,5.757141526126606,6.077568772063861,4.080838144087013,3.4912555577815834,3.6637499999999994,3.087500000000002,3.3055290702697384,4.421702822738472,2.32860990845204,2.2950573159623255,3.4781249999999995,2.654999999999998,2.9196013478942318,2.579479200357531,1.9234762946834258,0.858280100246652,6.423541666666667,5.545833333333334,6.217201330631773,5.897970567217829,4.396435390433615,3.8409819236686276,4.03125,3.6625,3.9705322167351187,3.9149437752683034,1.6391759300808317,1.7240547880177255,2.716875,2.2437499999999986,2.3842825193378934,2.17617278986593,1.2730878731524906,1.5001252882096319,,,,,5.20625,4.457499999999999,4.385403408795008,3.9494431324039536,1.0594168345183843,1.0668210186447196,2.69875,2.462500000000001,2.288386455970402,2.2660401033825597,1.8648469926297468,1.8053007123592646
2002-11-30,POMKH,5.242857142857143,3.78,3.8,6.9155555555555575,3.66,3.15,,6.08,3.15,5.759791666666667,5.932791666666668,5.551427772818821,6.102436261747903,5.4161400785961735,4.932871220628397,3.9099999999999997,3.4825000000000026,3.495317442161843,4.514336858733512,2.888986065508726,2.92102995935502,3.818125,3.247499999999998,3.271760808736539,2.6035429283116143,2.4470400079712444,2.786674731626105,7.103038194444445,5.87888888888889,6.496543020601287,6.097653673897604,5.748650596882467,6.4197708937073985,4.32125,3.9250000000000007,3.846319330041071,3.9797341809788658,3.2370485100268382,3.1325742793035345,2.81125,2.6612499999999986,2.690569511602736,2.3225084030536696,2.520785905428414,2.8129055604009467,,,,,5.72375,5.004999999999999,5.063242045277005,4.326608528182495,4.733308722608768,5.625924132731715,2.6893750000000005,2.6837500000000007,2.633031873582241,2.4304056602469317,2.313470187446926,2.2755677301867805
2003-02-28,POMRB,5.88,4.1,3.97,7.042222222222222,3.76,2.645,5.7,6.36,2.79,5.436190476190476,5.963125000000001,5.682856663691292,6.127405502415754,6.025062222983011,5.861318633740108,3.73375,3.845000000000002,3.7371904652971057,4.615180272454948,3.1977873178497616,3.205257688503715,3.7600000000000002,3.7087499999999975,3.5510564852419235,2.629852330214073,2.8748691118041045,3.177887700001267,7.026354166666667,6.968194444444446,6.714814701249661,6.281637748339608,6.177914393720335,6.443305614456508,4.121875,4.1375,3.8117915980246426,4.042128245168636,3.985942198415871,3.6573445885994462,2.7781249999999997,2.772499999999998,2.6723417069616415,2.3625771487449336,3.238586845503079,3.4052335097308735,5.7,5.7,5.7,0.0,5.95625,5.407499999999999,5.581945227166203,4.74334576740438,5.858821644521958,5.916924869051332,2.685625,2.7137500000000006,2.6958191241493448,2.4934210066782896,2.798732491393488,2.7826632144847556
