Date,Season,Jalkot,Deoni,Nilanga,Udgir,Latur,Ahmadpur,Chakur,Shirur-anantpal,Ausa,Jalkot_Trend,Jalkot_SMA,Jalkot_EWMA,Jalkot_DES,Jalkot_TES,Jalkot_ARIMA,Deoni_Trend,Deoni_SMA,Deoni_EWMA,Deoni_DES,Deoni_TES,Deoni_ARIMA,Nilanga_Trend,Nilanga_SMA,Nilanga_EWMA,Nilanga_DES,Nilanga_TES,Nilanga_ARIMA,Udgir_Trend,Udgir_SMA,Udgir_EWMA,Udgir_DES,Udgir_TES,Udgir_ARIMA,Latur_Trend,Latur_SMA,Latur_EWMA,Latur_DES,Latur_TES,Latur_ARIMA,Ahmadpur_Trend,Ahmadpur_SMA,Ahmadpur_EWMA,Ahmadpur_DES,Ahmadpur_TES,Ahmadpur_ARIMA,Chakur_Trend,Chakur_SMA,Chakur_EWMA,Chakur_DES,Chakur_TES,Chakur_ARIMA,Shirur-anantpal_Trend,Shirur-anantpal_SMA,Shirur-anantpal_EWMA,Shirur-anantpal_DES,Shirur-anantpal_TES,Shirur-anantpal_ARIMA,Ausa_Trend,Ausa_SMA,Ausa_EWMA,Ausa_DES,Ausa_TES,Ausa_ARIMA
1998-08-31,MONSOON,1.05,0.97,3.75,3.16,3.54,2.283333333333333,1.77,1.05,2.524,6.0737499999999995,7.7425,7.04285881344,8.642365488346726,4.827309128175684,4.917944153406579,2.4362500000000002,2.11,2.0020213534719997,1.941604395584942,1.4799833511325504,1.7791139646416607,5.7953125,6.715625000000003,6.387389695488,6.852652033805351,6.650448276981861,7.996691649474176,4.806874999999999,5.307499999999999,5.096980327935999,4.875889224208606,2.95402231042826,4.95071175506002,6.238437500000001,7.349999999999999,6.852523373568,7.548311343185021,6.961043149991131,6.637039899677548,5.718333333333333,7.533333333333331,6.658863921493333,7.980709899561208,4.206035262891678,7.529835110811593,3.9643750000000004,4.773125000000001,4.519498738944,2.954095963545852,1.8266129930514499,2.3103268955930742,1.9500000000000002,2.3025,2.137362816,1.5859649939415785,1.9807285576560916,2.329714499162421,5.939541666666667,7.021833333333332,6.3903111159808,5.783133297488259,6.867546403310196,7.630079130148227
1998-11-30,POMKH,1.4,2.5,3.45,3.65,3.5,2.833333333333333,2.25,1.1,3.5733333333333337,5.07625,6.687499999999999,4.785715288063999,2.5773291738229616,3.6860834937344165,3.963107259826227,2.64875,2.205,2.2012128120831997,2.033354308562105,0.6625754486849664,1.8666080595729273,5.5315625000000015,5.937500000000003,5.2124338172928,6.288265104214697,5.783487327955913,7.093129626653541,4.939374999999999,4.802499999999998,4.518188196761599,4.66909740540605,6.0894258216297406,4.821656291801955,5.6990625,6.461249999999998,5.5115140241408005,7.55524159510576,5.050150194530898,5.453661743600991,5.0441666666666665,6.134999999999998,5.1286516862293325,5.531605931646806,4.040006914520288,6.074736080271188,4.3603125,4.166250000000002,3.6116992433663997,1.939996498455073,2.04513547631748,2.8691017911027212,1.67,2.0250000000000004,1.7224176895999999,1.3422326859456737,1.4240789922146009,2.4387007247820653,5.427979166666667,6.404541666666665,5.263520002921814,4.048368588200447,4.372549424099327,3.4350513465459604
1999-02-28,POMRB,2.39,4.0,5.525,5.609999999999999,5.1925,4.9,4.255000000000001,1.5,5.938333333333333,4.708749999999999,5.459999999999999,3.827429172838399,1.5616473007120621,4.5579351322020765,3.9198607350071857,2.63125,2.6675,2.92072768724992,2.6809052075011723,1.3765554600667906,2.7272851437239396,6.374500000000001,5.653125000000003,5.337460290375681,6.178614313072149,7.931366607506964,6.535852495664511,5.8909375,4.811249999999999,4.954912918056959,4.713329937835336,4.935452884387814,5.328541015000039,6.45175,6.015624999999997,5.38390841448448,7.562178221499187,6.458220891652152,5.018524860170005,4.918750000000001,5.301666666666664,5.037191011737599,4.588275428578011,6.6630941236144015,6.626865989707536,5.1274999999999995,3.7625000000000024,3.86901954601984,2.970581968943913,5.37821403260648,4.538417826098495,1.785625,1.8750000000000004,1.63345061376,1.253496675458678,1.5114052032510399,2.271180540727978,6.042166666666667,5.474541666666665,5.533445335086421,4.621828400307441,5.879849986494108,5.762475778589673
1999-05-31,PREMON,13.93,3.05,8.915000000000003,7.85,9.2975,9.13,11.5575,2.21,9.49,4.8374999999999995,4.692499999999999,7.8684575037030395,26.59539254919587,13.34966631329386,13.030954185947458,2.57125,2.63,2.972436612349952,2.9097921209384427,6.4300471457881425,5.075837639251722,7.3161875,5.410000000000004,6.76847617422541,6.788594597415603,11.02446596726572,7.428276793079009,6.824999999999999,5.067500000000001,6.112947750834175,5.01031308578718,12.190494495781358,7.604738815656111,7.604749999999999,5.382499999999997,6.949345048690688,7.56912124488849,9.240186306706477,9.792355543841744,5.147916666666667,4.786666666666665,6.67431460704256,5.693871846240072,11.15804706232403,10.474313221535489,5.334375,4.958125000000003,6.944411727611904,11.879432008480139,10.012104796589094,9.690299147448005,2.10625,1.4650000000000003,1.8640703682559998,1.3421906758281006,5.622445102890769,2.961477356293404,6.823571428571428,5.381416666666666,7.1160672010518535,7.599298967637786,8.330121346962335,8.677230137511593
1999-08-31,MONSOON,1.18,0.98,11.466,9.7475,12.094,3.34,3.125,3.615,7.81,4.995,4.724999999999999,5.193074502221824,16.566746448022712,1.439200279040155,1.114340820652171,2.2849999999999997,2.6325,2.175461967409971,2.351532541331331,1.0731158624993216,1.4377002634250542,7.346500000000001,7.339000000000004,8.647485704535246,7.918836643140282,6.654481273683211,5.1868967866757,7.059375,6.714375000000001,7.566768650500506,5.490278079305237,2.5949834661851243,4.86122906713691,8.0456875,7.520999999999997,9.007207029214413,7.5760706621049545,5.125172312386223,4.431409327328399,5.313750000000001,5.0508333333333315,5.3405887642255365,4.487451531712532,4.2433159339191775,5.765150008460327,5.40625,5.296875000000003,5.416647036567142,10.16578487916337,2.2260890746708295,4.134178285472606,2.1987500000000004,2.10625,2.5644422209536,1.7098522104030618,1.4378795079252509,1.6823266271418937,7.0962202380952375,6.702916666666665,7.393640320631112,8.355429564626947,5.061437598930976,4.718742807164557
1999-11-30,POMKH,2.3,2.01,3.2675,4.535,4.17,3.61,2.5500000000000003,1.1,4.5385714285714265,5.01125,4.949999999999999,4.035844701333094,7.628454838553201,1.9544494068255642,2.252631966495092,2.0725,2.51,2.1092771804459827,2.221478503101238,0.8047239974088631,2.019231658815641,7.424312500000001,7.293375000000004,6.495491422721147,7.219376106778042,6.268492617988591,5.728427256270178,7.204999999999999,6.935625000000002,6.354061190300303,5.312583496990893,6.561120413208814,5.7768157626111485,8.7206875,7.688499999999998,7.072324217528648,7.5830264049388525,6.484282981220504,6.610790447151537,5.5808333333333335,5.244999999999998,4.648353258535321,3.7420894440010386,4.090246530209256,4.98447529682949,5.235520833333333,5.371875000000003,4.269988221940285,7.033589452494804,2.794471215141563,3.256364795023228,2.47125,2.10625,1.97866533257216,1.4463800722978997,1.382657693238741,1.8712894679045078,7.124464285714286,6.944226190476188,6.2516127638072385,6.506806316801245,6.056032599492716,5.39081728804163
2000-02-29,POMRB,2.75,2.2,5.95,6.6,8.05,5.45,4.53,2.24,7.154285714285715,5.085,5.039999999999999,3.521506820799856,3.4040421650675112,4.065385915977215,3.9368115813807267,2.01875,2.0599999999999996,2.1455663082675898,2.181347493004706,1.621579644304318,2.926814428562415,6.693874999999999,7.399625000000004,6.2772948536326885,7.093471072888926,8.36314746505166,6.390369953779812,6.5053125,7.183125000000002,6.452436714180182,5.394555774730589,5.456574482664756,5.804541982392241,8.133,8.402874999999996,7.463394530517189,7.589988560764962,7.651858197601668,7.752105473555925,6.204166666666666,5.3824999999999985,4.969011955121193,3.978446175133512,6.7224723118994,6.186955646368498,4.916354166666667,5.4406250000000025,4.373992933164171,5.816684253316272,5.963028042009873,4.6002876171569245,2.318125,2.2912500000000002,2.083199199543296,1.4997394323091628,1.4766669150799077,1.9784062993609601,6.555089285714285,7.248214285714283,6.612681943998629,6.982825308341077,7.209928788163531,7.885454818052994
2000-05-31,PREMON,13.7,3.15,9.1125,8.025,11.84,10.716666666666667,9.916666666666666,3.65,8.5,5.9375,4.9825,7.592904092479914,17.61050262855638,13.258533403611183,13.675027791215978,1.9512500000000002,2.085,2.547339784960554,2.494534293591158,5.177192787876497,3.914577523329486,6.1771875,7.4490000000000025,7.411376912179613,7.630277334860687,11.444904953366606,7.236211927713109,5.845625,7.2268750000000015,7.08146202850811,5.631213045112786,12.767689049868377,8.121033693522405,7.438250000000001,9.038499999999996,9.214036718310314,7.596957134849246,10.957491050385935,10.730382519295034,6.73625,5.779166666666665,7.268073839739383,6.632544465911107,11.223479442745235,10.131856253614636,4.935104166666666,5.030416666666669,6.59106242656517,9.239636347569368,10.483482165588152,10.217839983747922,2.335,2.65125,2.7099195197259776,1.8454424038902497,5.712704931116269,2.308430040022244,6.114642857142857,7.000714285714283,7.367609166399177,8.180141091383282,9.604045533317333,9.660952311756425
2000-08-31,MONSOON,2.0,0.45,5.425,3.975,4.85,6.7399999999999975,2.2125,0.95,4.245,6.77375,5.1875,5.355742455487948,8.112788277688313,1.28268285731402,1.1989082468861647,1.9500000000000002,1.9524999999999997,1.7084038709763323,1.831310792176141,0.650922983707446,1.245633338763105,6.467708333333333,5.938750000000002,6.616826147307767,7.337418715282431,7.048970479572648,9.148260639439899,5.951874999999999,5.783750000000001,5.838877217104866,5.373385235530659,3.124079755614402,4.779557573030771,7.505249999999999,7.227499999999996,7.468422030986188,7.603932058593254,7.102190725378369,7.82948587433248,7.378749999999999,6.629166666666665,7.056844303843629,7.252691264779869,4.3286465928566695,5.147355356629157,5.498854166666667,4.802291666666669,4.839637455939101,5.517185184908717,1.9240924882439447,3.2109713121887804,2.5675,1.9849999999999999,2.0059517118355865,1.5238906752381576,1.7459096228045192,3.0311565739863697,6.25720238095238,6.1094642857142825,6.118565499839506,6.089452344895226,5.221423477143869,5.467296911229946
2000-11-30,POMKH,8.3,2.0,5.175,5.029999999999999,5.856,4.466666666666666,3.6125,3.9,4.58,6.9662500000000005,6.6875,6.533445473292769,9.056661671393986,2.257717777220184,2.4917713820282916,1.9837500000000001,1.9499999999999997,1.8250423225857995,1.8094981327162243,0.6396043415748196,1.7858340850837604,6.528645833333334,6.415625000000002,6.04009568838466,6.988791074068104,6.217076690472614,5.890758266643356,5.905625000000001,5.9075000000000015,5.515326330262919,5.268607414219036,6.336611654993325,4.600754885174153,7.399749999999999,7.648999999999996,6.8234532185917125,7.610913393080079,5.559170645768992,4.6530327977335,8.540208333333332,6.843333333333331,6.020773248972843,6.6676959768278525,4.219632637439946,4.6343346933645435,5.761874999999999,5.067916666666669,4.34878247356346,4.010432439429185,2.2689422703023645,2.6980225500628157,2.4625,2.685,2.763571027101352,1.926208216653379,1.2110120646774312,1.765453326721068,6.6154166666666665,6.119821428571426,5.503139299903704,5.0191816136007406,4.383181277256,3.490224220843734
2001-02-28,POMRB,3.44,2.2,6.366666666666667,6.955,6.9,9.733333333333334,7.9775,1.3,8.253333333333332,7.163749999999999,6.86,5.2960672839756615,4.381473099536116,7.050916995203298,6.057211196503758,2.25125,1.95,1.9750253935514797,1.8773519570200499,1.337613225943368,2.584136497890077,6.710208333333333,6.519791666666669,6.170724079697463,6.900478049000956,8.406166159147151,6.51229034819396,5.96875,5.996250000000002,6.091195798157751,5.39859540936721,5.318111451136867,5.769210345812291,7.683624999999999,7.361499999999995,6.854071931155028,7.617901144458113,7.5485411408232235,6.121391379380915,8.770833333333334,7.914166666666664,7.50579728271704,8.355311079279272,6.861608610363149,6.034786686644444,5.894479166666666,5.929791666666668,5.800269484138076,6.5094991500471915,6.018946878419491,5.0063975007973225,2.70125,2.45,2.1781426162608115,1.6659936957170705,1.7844736536467307,2.4390405790185685,7.198874999999999,6.3945833333333315,6.6032169132755545,6.8534881154608795,6.380569512171975,6.581265507424826
2001-05-31,PREMON,14.55,3.42,9.183333333333334,7.3000000000000025,12.146,15.725,8.573333333333332,3.75,10.266666666666666,6.4775,7.072500000000001,8.997640370385398,17.686642015967358,15.163231153994289,15.939271976097894,2.46625,2.0174999999999996,2.5530152361308875,2.394976699385154,4.374508340789292,3.5428694787113306,6.913541666666668,6.537500000000002,7.375767781151811,7.408002709943511,11.483307829487268,7.3324205163289715,6.11,5.815000000000003,6.574717478894652,5.553115450635096,12.688239038899948,8.091992612198688,7.960687500000001,7.437999999999996,8.970843158693018,7.624895347655157,10.524751513644237,11.103113644685115,8.217083333333333,9.166249999999996,10.793478369630224,12.717372573934446,11.418175761289362,10.25260977878055,6.2628125,5.593958333333335,6.909495023816179,8.843263092880402,11.781209187486857,11.594883716258227,2.695,2.475,2.8068855697564867,2.0072800475940764,5.819187565363848,2.95464180242924,7.978166666666667,6.836249999999998,8.068596814631999,9.533187301139812,9.723537074433889,9.881295807743207
2001-08-31,MONSOON,2.73,2.32,6.8066666666666675,5.205,6.815,3.5766666666666667,4.616666666666666,2.76,7.146000000000001,5.7325,7.255000000000001,6.490584222231238,8.210136878165281,2.6907842031505655,1.8944834645649777,2.4412499999999997,2.485,2.4598091416785324,2.4500505728840047,0.3574571475291104,1.011068375533089,7.137916666666667,6.882916666666669,7.148127335357754,7.377017548728119,7.061244543157366,5.466471893573468,6.076041666666667,6.122500000000002,6.026830487336792,5.448127412762917,2.9674287136854067,6.451389117721006,8.509937500000001,7.929249999999996,8.108505895215812,7.631895935506331,6.901954652857951,6.990837369495534,7.78375,8.375416666666665,7.9067536884448,10.86452704384818,4.58827476062201,5.476209718199033,6.625104166666667,6.195000000000002,5.992363680956374,6.997016419745854,2.254810257141049,2.4575447002960056,2.6875,2.9275,2.7881313418538918,2.049761827116185,1.851346333438141,1.8509722538058948,8.440166666666666,7.561499999999998,7.6995580887792,8.946995008843835,6.151388921859421,6.279873901755687
2001-11-30,POMKH,2.08,1.85,5.419999999999999,4.93,6.1075,3.2,4.155,2.04,7.913333333333332,5.8149999999999995,5.7,4.726350533338743,2.9813830748886843,3.3465402679172818,4.121726375125947,2.57625,2.4475,2.2158854850071195,2.3122942606256665,0.9383689385087002,2.204878886523916,7.454583333333333,6.944166666666669,6.456876401214652,7.044317514014088,6.293535225358215,6.551484761898734,6.154583333333334,6.097500000000002,5.588098292402075,5.3245306207192336,6.345789583459101,5.021941402561603,8.90575,7.992124999999996,7.308103537129487,7.638902945822456,6.040399233903326,5.541434073843313,6.973125,8.058749999999998,6.02405221306688,8.67551873223876,4.434417577877768,4.599714062764417,7.8062499999999995,6.330625000000002,5.257418208573824,5.216912336213504,3.358841579976108,3.8675234520506634,4.05,2.4625,2.488878805112335,1.9277092231786617,1.5914670669106785,3.2052749237217295,8.574041666666666,8.394833333333331,7.785068186600853,8.874880320240543,6.28297199768145,5.410123790836202
2002-02-28,POMRB,3.7,2.15,7.916666666666668,6.783333333333334,11.0425,7.533333333333332,10.333333333333334,3.1,8.616,5.93,5.765,4.315810320003246,2.6855141211446223,4.698436070732078,3.696308045082938,2.7462500000000003,2.4349999999999996,2.1895312910042715,2.287177206466755,1.51512153338534,2.3876020706131653,7.614583333333333,7.331666666666669,7.040792507395459,7.248984487025933,8.471317116496943,6.669896919084637,6.491458333333333,6.054583333333335,6.066192308774578,5.4297422168743275,5.314232840560111,5.717230172119189,9.139687499999999,9.027749999999996,8.801862122277694,7.645916423490488,7.957467259798414,6.915921624063432,6.9087499999999995,7.508749999999997,6.627764661173461,8.430496120803243,7.057199321430739,6.681603911390848,9.353333333333333,6.919583333333335,7.287784258477629,8.973384203111534,6.908419039015574,5.757101446417497,5.2612499999999995,2.9124999999999996,2.7333272830674016,2.070631167166142,1.803448321905952,1.9814839051511979,8.788083333333335,8.485499999999998,8.11744091196051,9.161427577461131,8.985718673048966,9.113220276402524
2002-05-31,PREMON,14.95,4.55,10.166666666666666,8.1,11.17,11.44,15.666666666666664,12.85,10.975,6.013749999999999,5.864999999999999,8.569486192001948,24.353350663879496,14.04081697951832,13.66403435722661,2.7600000000000002,2.7175,3.133718774602563,3.1634722807590543,4.173869367754991,3.4144033414672617,7.826250000000001,7.5775000000000015,8.291142171103942,7.917011368301927,11.626618896233689,7.469205523208199,6.807083333333335,6.2545833333333345,6.879715385264747,5.674507895902178,12.664294730649736,7.77202319726337,9.6621875,8.783749999999996,9.749117273366615,7.652936341227777,12.108745187678366,12.570252965776811,7.7612499999999995,6.4374999999999964,8.552658796704076,9.849957358983422,11.582188982705757,11.209644147614961,10.496458333333333,8.692916666666669,10.639337221753243,16.828682534235302,13.207581165412048,12.118588435720778,5.32875,5.1875,6.7799963698404415,4.371427492962264,6.1255170928334195,3.1362187507186974,8.775166666666665,8.662583333333332,9.260464547176305,10.865356563806882,11.225298069436223,11.170692531686804
2002-08-31,MONSOON,3.25,2.55,7.1033333333333335,7.1000000000000005,9.6625,7.346666666666668,9.9,3.35,8.15,6.7,5.994999999999999,6.441691715201168,15.349657073651585,2.2851871499800565,2.2613336013171357,2.83625,2.7749999999999995,2.900231264761538,3.183885904369455,0.954050594756207,1.636369805605848,8.144583333333333,7.651666666666668,7.8160186359956985,7.887426108453208,7.245193996505427,7.494070416922245,6.9141666666666675,6.728333333333335,6.967829231158849,5.775105710890799,3.0420195322755363,4.462558709514465,9.620624999999999,9.495624999999997,9.71447036401997,7.659962693649001,7.680241622438721,7.901666971187531,8.1675,7.3799999999999955,8.070261944689113,9.271381135712758,4.692986517785776,5.144009726621684,11.301666666666666,10.013750000000002,10.343602333051946,16.495981794374895,5.756107958072208,5.890648063399173,5.37125,5.335000000000001,5.407997821904265,4.014758063310923,3.576467551032851,3.513079530530293,8.62725,8.913583333333332,8.816278728305782,9.876539846709594,7.262752803620009,6.811611497416893
