Date,Season,Ramanagaram,Kanakapura,Magadi,Channapatna,Ramanagaram_Trend,Ramanagaram_SMA,Ramanagaram_EWMA,Ramanagaram_DES,Ramanagaram_TES,Ramanagaram_ARIMA,Kanakapura_Trend,Kanakapura_SMA,Kanakapura_EWMA,Kanakapura_DES,Kanakapura_TES,Kanakapura_ARIMA,Magadi_Trend,Magadi_SMA,Magadi_EWMA,Magadi_DES,Magadi_TES,Magadi_ARIMA,Channapatna_Trend,Channapatna_SMA,Channapatna_EWMA,Channapatna_DES,Channapatna_TES,Channapatna_ARIMA
2002-11-30,POMKH,9.6675,6.142000000000001,10.55,12.785,9.408125,9.118125000000003,9.13961229881099,8.496724446989791,6.9313100225720765,7.50715708982543,7.101563852813854,6.184595959595962,6.151663879361687,5.5358917375103385,2.8308224630251027,4.2874964630336105,9.767142857142858,8.598642857142854,9.165529962651952,8.570335132884418,6.803512088956837,8.19300647963679,12.689661458333333,10.712499999999999,11.2345465831411,10.24412048397202,7.676226036748041,9.376866047716696
2003-02-28,POMRB,10.32,8.124285714285715,9.8475,12.2325,8.64125,9.938125000000003,9.611767379286594,8.936676476568298,9.043039649987904,8.702416649818616,6.857452380952382,7.252889610389611,6.940712613331298,6.181734588943648,4.625027727187679,5.535547659693849,9.872113095238095,9.634017857142855,9.438317977591172,8.904189364439137,8.73878892171865,8.683119100094606,12.445781250000001,12.464374999999999,11.63372794988466,10.792489858171654,10.441382592559247,10.401076671618101
2003-05-31,PREMON,6.54,6.076666666666667,9.325,12.918958333333334,8.2434375,8.878125000000002,8.383060427571957,8.346484167113717,10.190780492520505,9.094405048521907,6.648635416666667,6.950238095238095,6.595094234665446,6.076246404764271,6.5362222903229465,7.204717610921687,9.496041666666667,9.900267857142856,9.392990786554703,8.993249957460216,10.729345891289212,8.677125167687057,11.295989583333334,12.914947916666666,12.14782010326413,11.379481812400378,12.486804647706725,10.951455046214738
2003-08-31,MONSOON,7.09,6.715714285714286,9.653333333333334,9.97,8.342916666666666,8.404375000000002,7.865836256543174,8.034905899399517,8.820089953181707,7.481928045377809,6.409880952380952,6.764666666666666,6.643342255084982,6.178677883121595,6.291968955316746,6.458678730420923,9.7556875,9.843958333333333,9.497127805266155,9.150080023479326,9.273674757570776,8.704398036130698,11.04046875,11.976614583333332,11.276692061958478,10.929098583157502,12.887191958824651,11.54272809765075
2003-11-30,POMKH,8.379999999999999,5.213749999999999,7.7666666666666675,7.34,9.292499999999999,8.0825,8.071501753925904,8.114378844445861,6.615872674447904,8.472812629842018,6.4115029761904765,6.532604166666665,6.071505353050989,5.835440807476228,4.095222345653511,4.33165169522295,11.223875000000003,9.148125,8.80494334982636,8.724968701187311,8.128270309282982,8.964453668218333,11.959453125000001,10.615364583333331,9.702015237175086,9.841947436171692,9.246611693779705,11.070092678485429
2004-02-29,POMRB,12.403333333333334,7.1425,14.708000000000002,15.633333333333335,9.831666666666667,8.603333333333333,9.804234385688876,9.156308711518312,8.450470963025078,8.556849548189767,6.419665178571429,6.287157738095236,6.499903211830594,6.125795736643371,5.836212292198204,5.678122011263558,11.769916666666669,10.36325,11.166166009895818,10.397170305405147,8.64278967732928,8.268499658916076,12.197083333333333,11.465572916666664,12.074542475638385,11.505282712514525,9.732825479190055,9.949127192630108
2004-05-31,PREMON,12.053333333333333,7.071428571428571,16.21,16.87,9.557604166666668,9.981666666666667,10.70387396474666,9.85792075863475,10.361101222253474,10.06185409320954,6.248707837301587,6.535848214285712,6.728513355669785,6.31468227194832,6.596812054060898,6.6243109658884265,11.785333333333334,12.084500000000002,13.183699605937491,12.0151883903422,12.347520541480883,11.197557605426999,12.57375,12.45333333333333,13.992725485383032,13.038174045183887,13.113179939640196,11.65734182602167
2004-08-31,MONSOON,5.89,5.78625,7.136666666666668,7.92,9.092812499999999,9.681666666666668,8.778324378847994,8.883720041134282,10.513683111298752,9.484133742883456,6.011259920634921,6.30348214285714,6.35160801340187,6.093459198653766,6.64337877036905,6.585164118316066,11.747458333333334,11.455333333333336,10.764886430229161,10.585806233597614,12.713347622537585,11.943211192209136,12.786666666666667,11.94083333333333,11.563635291229819,11.496286285722332,14.593582629684402,13.223847112884384
2004-11-30,POMKH,7.3874999999999975,4.775555555555556,10.406666666666668,12.403333333333334,8.339166666666666,9.433541666666667,8.221994627308796,8.5133165010837,7.484513506280504,7.381464464849968,5.832296626984128,6.19393353174603,5.721187030263344,5.654716001427518,4.567712537353271,4.476887922562416,11.14027777777778,12.115333333333336,10.621598524804163,10.498381842083525,9.507980843937567,8.8997635920105,11.99875,13.206666666666663,11.899514508071224,11.723866487460533,9.732741671832557,11.629937774245855
2005-02-28,POMRB,9.6775,5.681111111111113,11.765,12.273333333333332,8.549166666666666,8.752083333333333,8.804196776385279,8.792406516515703,8.788507672278602,9.291629711924745,5.838475694444445,5.828586309523809,5.705156662602452,5.592349005281869,6.313316931168095,5.6884450811625555,11.24013888888889,11.379583333333336,11.078959114882498,10.822595324048956,10.4583633483049,10.527232739323514,12.105833333333333,12.366666666666662,12.049042038176067,11.845983519325104,11.70585653512101,11.862358200007638
2005-05-31,PREMON,8.75,7.101111111111113,14.295555555555561,13.926666666666668,8.714270833333334,7.92625,8.782518065831166,8.776861874970205,9.82564031765483,9.454955803089073,5.632214285714286,5.836006944444444,6.263538442005917,5.9427066282309555,6.75079476733712,6.275788180611691,11.172222222222224,10.900972222222226,12.365597691151724,11.773425117587065,12.517371624332965,10.728690958633967,11.942604166666666,11.630833333333328,12.800091889572307,12.416083099522181,13.353779855872476,11.98586423045054
2005-08-31,MONSOON,10.873333333333335,5.805999999999999,9.85,11.72,7.680208333333335,9.172083333333333,9.618844172832034,9.283322166193358,9.189112378819713,8.480064940128063,5.288702380952381,5.840944444444443,6.08052306520355,5.834425839811024,6.437780650233311,6.222713560063386,10.136835317460319,11.579305555555559,11.359358614691034,11.185638819293507,12.162358287252045,11.955401840727614,10.856958333333333,12.580833333333327,12.368055133743384,12.17117546427941,13.799884217176388,12.569113155589292
2005-11-30,POMKH,3.725,3.1057142857142854,7.15,7.2974999999999985,6.843645833333333,8.256458333333335,7.26130650369922,7.921321588617316,7.958302062318353,9.794955870415384,4.961437996031746,5.423484126984126,4.890599553407844,5.007616485141982,4.652275378681636,4.578457308093182,8.98825396825397,10.765138888888892,9.67561516881462,9.998924678367,10.085936845053238,10.336885012530603,9.379958333333333,11.304374999999993,10.33983308024603,10.703752398452833,10.431302744174664,12.313938117637374
2006-02-28,POMRB,5.0675,4.602857142857141,6.738571428571428,8.693999999999999,6.33,7.103958333333335,6.383783902219532,7.2201624191230485,8.08305620387768,6.173614943692028,4.933205357142856,5.153920634920633,4.775502589187563,4.83157971744759,6.077662185332091,5.294488435745963,8.606011904761905,9.508531746031748,8.500797672717344,9.036876289192524,9.710139368478853,9.448880675577069,8.245375,10.40954166666666,9.681499848147618,10.07982712437732,10.51886443703825,10.80640077867906
2006-05-31,PREMON,6.6675,5.561249999999999,10.133333333333333,5.69,6.756875,6.583333333333336,6.497270341331719,7.081018221236375,8.007017018166174,8.007051494553169,5.40267857142857,4.768955357142855,5.089801553512538,4.972025678825623,6.720202043373968,5.876818309825955,9.324940476190477,8.467976190476191,9.15381193696374,9.317710066649521,10.289557662487312,8.984288369785807,8.728687500000001,8.350374999999993,8.084899908888572,8.761007861631843,11.389637501347083,10.171583210112475
2006-08-31,MONSOON,8.846666666666666,7.119999999999999,10.954285714285717,10.88,8.398645833333333,6.076666666666668,7.437028871465698,7.5077428019378,7.295258842721412,7.6033592879669305,5.758638392857142,5.097455357142856,5.901880932107522,5.506294064137997,6.0559762569749935,5.611017619569681,10.72184523809524,8.74404761904762,9.874001447892532,9.751247404826765,9.265541470432868,10.026549767572673,10.007333333333333,8.140374999999993,9.202939945333142,9.352530826122429,9.798117043124497,8.824780186042638
2006-11-30,POMKH,9.166666666666666,5.547499999999999,11.797142857142859,12.004,9.692395833333332,7.437083333333334,8.128883989546084,7.9081689759539024,6.026584011395071,7.952634221035062,5.835718749999999,5.707901785714284,5.760128559264513,5.452721811398921,4.110359758211082,4.428273609485719,11.256190476190476,9.905833333333335,10.643258011592662,10.299748450490883,8.572876016116654,10.1734706778298,11.257666666666667,9.316999999999993,10.323363967199885,10.098022391837894,7.456633265853032,9.442413761231029
2007-02-28,POMRB,12.76,5.008749999999999,13.266666666666666,14.216666666666667,10.518749999999999,9.360208333333333,9.98133039372765,9.08759138567869,8.253461894268181,7.776888791040552,5.7126874999999995,5.809374999999999,5.459577135558707,5.265053070997399,5.711299354490658,5.940263667960826,11.595863095238096,11.537857142857145,11.692621473622264,11.108403392009755,10.327545997473553,10.656061344146094,13.123083333333334,10.69766666666666,11.8806850469866,11.270681128426673,10.039417104244603,10.212220307499113
2007-05-31,PREMON,9.325,5.772,7.88,10.17,11.028020833333333,10.024583333333332,9.718798236236589,9.140161544463968,10.321942984965766,9.762408786054174,5.604875,5.862062499999999,5.584546281335224,5.343048529197586,6.479375377555371,6.272116539378555,12.070059523809524,10.974523809523813,10.167572884173358,10.151624174538997,12.9511385396557,11.404512518665154,14.466125000000002,11.81766666666666,11.19641102819196,10.911084016140416,12.859972400764947,11.415634416620822
2007-08-31,MONSOON,12.8,5.925,15.925,21.323333333333334,10.669374999999999,11.012916666666666,10.951278941741954,10.027948768182403,9.70785135425505,8.026636289649035,5.74645486111111,5.5633124999999986,5.720727768801135,5.4419190084273925,6.426933235508817,5.9696302408957385,11.773958333333333,12.217202380952383,12.470543730504016,11.759262768717342,10.227330373881578,9.39446856871266,14.504479166666666,14.428499999999994,15.247179950248508,13.924011300407432,12.246139393755346,11.041297018309237
2007-11-30,POMKH,9.2875,5.88,10.62,12.305,10.5340625,11.043125,10.28576736504517,9.841316013357265,8.878435829851776,10.915007863740938,5.919555555555555,5.646437499999998,5.784436661280681,5.500729486908787,4.495771493156715,4.411744885743008,12.646666666666668,11.922916666666667,11.73032623830241,11.394629584567715,10.921126391513884,12.845656583572183,15.035833333333333,14.503749999999995,14.070307970149106,13.403853978229947,12.501926394159979,14.131249152060374
2008-02-29,POMRB,9.77,5.808888888888888,12.075,14.2225,10.657812499999999,10.295625,10.079460419027102,9.818096191886344,10.326710803013775,8.869418632641091,6.14383207070707,5.8464722222222205,5.794217552323964,5.5235541843191545,5.529388474280506,5.675560263248202,12.836994047619047,11.625,11.868195742981445,11.548961372229734,11.456561435074626,10.56027111864083,14.587291666666665,14.505208333333329,14.131184782089463,13.599237291938257,13.54353016719327,13.58242571949531
2008-05-31,PREMON,11.2325,6.3566666666666665,16.053333333333335,14.415,10.409270833333334,10.7725,10.540676251416262,10.157481803738467,10.951679023173252,10.13057608683176,6.152108585858585,5.992638888888887,6.019197198061045,5.692685935048751,6.3491401032458334,6.40490396561023,12.01627976190476,13.668333333333333,13.5422507791222,12.790739595322108,13.27756075775511,11.653838872473521,14.500625,15.566458333333326,14.244710869253677,13.793129940101487,15.227671916632874,13.77478050489076
2008-08-31,MONSOON,11.8825,7.134545454545455,9.274285714285714,13.49,10.446666666666667,10.543125,11.077405750849756,10.572472694339687,10.701873003857015,10.593037875416204,6.161455808080809,6.29502525252525,6.465336500654809,6.030929484736625,6.391627220540925,6.2130319179691345,11.855186011904763,12.005654761904761,11.835064753187606,11.746212422254924,13.267557140860456,13.169397683983524,15.3915625,13.60812499999999,13.942826521552206,13.658735511209064,15.223678564253607,13.967178930102628
2008-11-30,POMKH,8.216666666666667,4.736666666666667,10.705,19.445,10.545104166666668,10.275416666666667,9.933110117176522,9.991288303665673,9.327489978695912,10.690476693320477,6.458386363636363,6.009191919191918,5.773868567059552,5.60710497172151,5.029029791659959,5.067087828390358,11.258229166666666,12.026904761904762,11.383038851912563,11.409520775607499,10.609802527062559,10.632811362432122,16.183125,15.393124999999992,16.143695912931324,15.307944837704166,11.967561738011463,13.823777369548205
2009-02-28,POMRB,11.14,7.026999999999999,10.70125,14.21,10.131979166666666,10.617916666666666,10.415866070305913,10.265729099198968,10.342450852189218,9.123136627535557,6.511703598484848,6.313719696969695,6.275121140235731,5.940603211183061,5.685730352617074,5.625608817209048,11.086562500000001,11.683467261904763,11.110323311147537,11.168714882960614,11.282303670976244,11.473538758008809,18.483750000000004,15.389999999999993,15.370217547758795,14.935793396530212,15.502177115192206,15.513064231516852
2009-05-31,PREMON,10.65,7.5139999999999985,12.651428571428573,20.76,9.988333333333333,10.472291666666665,10.509519642183548,10.353445034926649,11.353513397218247,11.209456393385473,6.641048611111111,6.603053030303028,6.770672684141438,6.316088028187737,6.494776859365542,6.4893675324589655,11.367366071428572,10.832991071428573,11.726765415259951,11.55210175513839,12.68846619549096,11.137131753066294,18.171458333333334,16.976249999999993,17.526130528655276,16.591888711997676,16.5459932565824,15.121468055503847
2009-08-31,MONSOON,9.16,6.4037500000000005,11.302857142857144,25.55,9.998750000000001,9.791666666666666,9.969711785310128,10.056065665134003,10.823077418077558,10.194459206577307,6.734368055555555,6.420354166666664,6.623903610484863,6.277068195719369,6.7918221250527075,6.819022502033544,11.46390625,11.34013392857143,11.557202106298828,11.441403708307858,11.705669971945486,11.928031393219038,16.32604166666667,19.991249999999994,20.735678317193166,19.160207762676315,18.1749126978096,16.8159567034054
2009-11-30,POMKH,9.79,6.502222222222222,10.922857142857142,4.886666666666667,9.790312499999999,10.184999999999999,9.897827071186077,9.98519006458568,8.637965156429093,9.747014770708764,6.533715277777778,6.861743055555553,6.575231055179806,6.276877407457492,5.101910323903296,5.060741783905145,11.549821428571429,11.394598214285715,11.303464120922154,11.254467006728508,10.289652741138294,11.352700188851728,15.706041666666666,16.35166666666666,14.396073656982566,14.91709898091356,17.877771633334753,19.440706791202
2010-02-28,POMRB,9.65,6.007999999999999,11.255714285714284,14.005,9.664375,9.812499999999998,9.798696242711646,9.89748645019668,10.298058222844563,10.272818472089222,6.362885416666667,6.606993055555552,6.3483386331078835,6.139565109159462,6.286945154610983,6.1640700762323695,11.504464285714286,11.533214285714285,11.284364186839007,11.2160621815569,11.148220176321038,11.303941110103377,14.023333333333333,16.300416666666656,14.23964419418954,14.600661786807743,14.763196090436919,15.066934324380844
2010-05-31,PREMON,10.4725,6.927777777777778,12.784285714285714,16.005,9.364999999999998,9.768125,10.068217745626988,10.03197094748736,10.896983643490472,9.909915858977293,6.305993055555556,6.460437499999997,6.580114290975841,6.297462854573485,6.930822737205161,6.686010783483795,11.455892857142857,11.56642857142857,11.88433279781769,11.62361465023837,12.792512593042103,11.3733347598162,14.120416666666667,15.111666666666654,14.945786516513724,14.963594379908232,15.980475567328503,14.74780238096128
2010-08-31,MONSOON,8.33,5.623333333333334,10.807142857142859,16.843333333333334,9.0659375,9.560624999999998,9.372930647376194,9.610675169266162,10.446097978392205,10.2621111421292,6.462059027777778,6.265333333333331,6.197401907918838,6.04810258097295,6.8057464115288155,6.452623773141256,11.211696428571429,11.442499999999999,11.453456821547757,11.35128684122737,11.819680383384293,11.970529312598455,15.311458333333333,12.934999999999988,15.704805243241568,15.464538101440787,16.248444821273072,15.125614746768553
