Date,Season,Ankola,Haliyal,Yellapur,Kumta,Mundgod,Honavar,Siddapur,Bhatkal,Karwar,Supa,Sirsi,Ankola_Trend,Ankola_SMA,Ankola_EWMA,Ankola_DES,Ankola_TES,Ankola_ARIMA,Haliyal_Trend,Haliyal_SMA,Haliyal_EWMA,Haliyal_DES,Haliyal_TES,Haliyal_ARIMA,Yellapur_Trend,Yellapur_SMA,Yellapur_EWMA,Yellapur_DES,Yellapur_TES,Yellapur_ARIMA,Kumta_Trend,Kumta_SMA,Kumta_EWMA,Kumta_DES,Kumta_TES,Kumta_ARIMA,Mundgod_Trend,Mundgod_SMA,Mundgod_EWMA,Mundgod_DES,Mundgod_TES,Mundgod_ARIMA,Honavar_Trend,Honavar_SMA,Honavar_EWMA,Honavar_DES,Honavar_TES,Honavar_ARIMA,Siddapur_Trend,Siddapur_SMA,Siddapur_EWMA,Siddapur_DES,Siddapur_TES,Siddapur_ARIMA,Bhatkal_Trend,Bhatkal_SMA,Bhatkal_EWMA,Bhatkal_DES,Bhatkal_TES,Bhatkal_ARIMA,Karwar_Trend,Karwar_SMA,Karwar_EWMA,Karwar_DES,Karwar_TES,Karwar_ARIMA,Supa_Trend,Supa_SMA,Supa_EWMA,Supa_DES,Supa_TES,Supa_ARIMA,Sirsi_Trend,Sirsi_SMA,Sirsi_EWMA,Sirsi_DES,Sirsi_TES,Sirsi_ARIMA
1998-08-31,MONSOON,4.365,2.81,2.98,1.7659999999999996,5.62,2.26,3.996,4.09,0.655,1.9,8.556666666666667,6.053125,5.5925,5.550531887616,4.9766851636854055,3.9334707691716337,2.7810490792047835,5.614166666666667,4.405000000000001,4.508066023424,5.1705383966934635,3.3211987783072896,2.7720105805317887,5.5443750000000005,5.1925,5.182644949504,4.427861086033666,2.6685114161124606,2.9566791893913305,4.242625,4.082,3.6231193969663997,3.5035771863147644,3.4396413720242123,3.2843885665647607,6.575625,6.248750000000001,6.5118377328640005,5.811365641129879,3.656293565332655,2.6770144603528934,4.1975,4.002500000000001,3.6995105505280006,3.1111901559087,2.7663741691061334,2.5191974419119663,5.926500000000001,5.996083333333334,5.556798439424,5.27002011549935,4.148659477629722,3.371610140279061,5.828125,5.537499999999998,5.176351465984,4.118265160465056,4.048089639770041,3.297753540056685,1.5775000000000001,1.255625,1.241741319424,1.428112034006505,0.8101749637364428,0.9808494461258922,5.386520833333333,4.877666666666666,4.4653947375616,3.166599597470232,2.5309734478288237,2.2442138406844143,10.978166666666667,9.382916666666668,9.399284697770666,9.603269986109352,7.01534371110797,8.166595206728953
1998-11-30,POMKH,5.095,5.666666666666668,4.18,4.816000000000002,4.475,4.32,5.91,6.225,1.6725,5.044,10.253333333333332,6.091875000000001,5.9225,5.368319132569599,4.958138391507161,5.215475077086381,3.9550538176315726,5.841666666666667,5.530416666666668,4.9715062807210675,5.4735877581084305,3.1378963637242903,2.642261628432696,5.984999999999999,5.3825,4.7815869697024,4.328894181006717,4.696669426975038,4.267614700335199,4.0905000000000005,4.341,4.100271638179841,3.7264400077325397,4.335969388242898,3.9447953714036417,6.86125,6.468750000000002,5.6971026397184,5.2882164250832595,4.991951942486089,6.060261886458695,4.082708333333334,4.145000000000001,3.9477063303168003,3.4170268104816404,4.3386602931120075,4.072609638769388,5.939,6.014833333333334,5.698079063654401,5.225476310580293,5.71891817752666,5.724337675274638,5.626875,5.744999999999998,5.595810879590401,4.654658885536543,5.420477795920892,5.242854281097883,1.6643124999999999,1.5137500000000002,1.4140447916544,1.37841958133378,1.119621997748368,1.2720195163798396,5.516625,5.182666666666666,4.69683684253696,3.3508346167798693,4.301926340846614,4.309156438512127,12.083,10.072083333333333,9.740904151995732,9.68530697737918,9.003532733907065,9.053571769697243
1999-02-28,POMRB,7.33,4.82,7.035,4.975,7.635,5.065,6.783333333333334,7.1000000000000005,2.51,6.8275,16.932000000000002,6.12625,6.183750000000001,6.152991479541759,5.5211811047814825,8.127987342768765,6.711928864093877,5.742916666666667,5.697916666666668,4.91090376843264,5.583633626644468,5.290860649091378,4.674524407693,6.166874999999999,5.706250000000001,5.68295218182144,4.980495440847575,6.736322873092867,6.546825843933072,4.1795,4.1442499999999995,4.450162982907904,3.991216201899293,6.1334521375466196,5.464348865493774,6.701875,6.682500000000001,6.47226158383104,5.926935243741701,7.3571553109226535,7.875322508868916,4.057291666666667,4.250000000000002,4.39462379819008,3.9030795927820217,5.120523060733579,4.782883219906974,6.167833333333334,5.838166666666667,6.132180771525974,5.362703792262777,6.903478701234648,7.3607650151187185,5.394375000000001,5.911249999999999,6.197486527754241,5.397527758590793,7.55275955086859,7.057575904379454,1.714875,1.6412500000000003,1.85242687499264,1.4013908167754316,2.268684285638875,2.2337227533353,5.659125,5.590375,5.549102105522175,3.871042401298728,5.870332773056832,5.605013778759453,12.24925,11.88425,12.61734249119744,10.520249832087698,10.399302630186671,10.459742394039763
1999-05-31,PREMON,7.21,10.645,10.86,4.59,10.43,4.016666666666667,7.47,3.955,1.912,8.0,13.385,6.306875,6.000000000000001,6.575794887725056,6.02591537180504,7.8214275202018495,6.965880759254566,5.377083333333333,5.9854166666666675,7.204542261059585,6.786212021993028,7.388600507315964,6.992516599150013,6.375937499999999,6.263750000000001,7.753771309092864,6.653032971539675,9.244360335777367,10.513600751647886,4.273791666666667,4.03675,4.506097789744742,4.1467377269863315,5.42080662879731,5.672062768296854,6.237499999999999,7.040000000000001,8.055356950298624,7.540844778422551,9.76137894980809,10.575771500111934,4.145,3.915416666666668,4.243440945580715,4.077381240709234,5.235456386911979,5.3380846140721685,6.297083333333333,6.039833333333333,6.667308462915583,5.636920128804234,7.984344267471808,7.901034955877782,5.31875,5.3424999999999985,5.300491916652544,5.255562000882958,5.745689884207919,6.153246432559609,1.6603125,1.687375,1.8762561249955838,1.3813778921359312,1.938141473984837,2.6029230938535197,5.888416666666666,5.442875,6.529461263313305,4.609038941578544,8.724303143429637,7.912171489985,12.330708333333334,12.281749999999999,12.924405494718464,10.909656393167344,13.840570426453013,13.182429986304147
1999-08-31,MONSOON,5.375,0.87,2.205,2.908,2.915,3.3950000000000005,5.0200000000000005,4.505,0.875,3.63,8.296666666666667,6.3425,6.252500000000001,6.095476932635034,6.012221715766513,4.570241913802637,3.315348770993149,5.473749999999999,5.500416666666668,4.67072535663575,6.086713496649239,4.097429943207109,2.8695859049910144,6.9,6.070000000000001,5.534262785455718,5.935039816920096,2.995397485414573,2.5657879394741823,4.374083333333333,4.32225,3.8668586738468456,3.8624040758526132,2.7321081744487543,2.401129381773699,6.0024999999999995,6.3637500000000005,5.999214170179174,6.354751925091029,4.55974402392913,4.433361089504771,4.085625,4.1991666666666685,3.9040645673484287,4.054072449988803,2.558839865315179,2.352198922305048,6.338541666666666,6.295833333333333,6.008385077749351,5.467639774092773,4.027187296070631,4.3083085674394495,5.108750000000001,5.446249999999998,4.9822951499915265,5.22610093054163,4.017063389898085,3.5757443319376945,1.49825,1.742375,1.4757536749973503,1.2858586952679003,0.7776937171590736,0.5139365630757361,5.8734375,5.875375,5.369676757987983,4.515167494456332,2.5309734478286914,2.121270346333059,11.821708333333333,12.21675,11.073309963497746,10.698128954995896,9.561319737200218,10.996962738190252
1999-11-30,POMKH,5.53,4.68,6.6275,4.428333333333334,3.465,3.8866666666666654,5.919999999999999,5.205,1.016,5.1483333333333325,11.165,6.312916666666667,6.361250000000002,5.86928615958102,6.013111796985393,5.680128759490021,4.33887034529449,5.474375,5.253750000000001,4.67443521398145,6.064597854561151,4.619626803847406,3.8139855826953664,7.29,6.681875000000002,5.971557671273431,6.3458187757731706,4.829394584434162,4.018612856331194,4.462833333333333,4.225333333333333,4.0914485376414405,3.982697949454629,4.60180818522323,3.9794380333970283,5.80875,6.11125,4.985528502107504,5.443761474837676,4.533197544714245,4.247855028924033,4.113333333333333,4.090833333333335,3.897105407075723,4.134203184607588,4.427952183560226,4.232000965264674,6.436875000000001,6.298333333333333,5.97303104664961,5.478475723676838,5.853380103289905,6.2017971969678385,4.846875000000001,5.191249999999998,5.071377089994916,5.352382467252059,5.570842150645077,5.585971679932008,1.41775,1.57825,1.2918522049984102,1.2100547952937226,1.3841678036591687,1.1013313779439122,5.970729166666667,5.901458333333333,5.281139388126123,4.69439957031485,4.301926340847226,4.57162187299692,11.171041666666666,12.444666666666667,11.109985978098647,10.818216553752155,10.743944269736746,11.228016446352182
2000-02-29,POMRB,7.18,6.58,8.780000000000001,6.164999999999999,6.7650000000000015,5.023333333333333,7.105,6.44,1.8700000000000003,6.6033333333333335,11.948333333333332,5.999375000000001,6.323750000000002,6.393571695748612,6.419619314513422,8.331546528185845,6.871373136173441,5.503125000000001,5.693750000000001,5.43666112838887,6.369035623045857,5.6535896025523105,4.8335070782669085,7.837187500000001,7.118125000000002,7.094934602764059,7.278836697505859,7.276929395457847,6.290024749139809,4.383916666666667,4.522833333333333,4.920869122584864,4.550793823572047,5.704834478995895,5.310910102167216,5.833125,5.893750000000001,5.697317101264503,5.760359086682127,6.690303436125803,7.324005392989642,3.963958333333333,4.080416666666668,4.347596577578767,4.487822760591775,5.12772416879308,4.963336038651587,6.33625,6.378749999999999,6.425818627989766,5.714546554147239,7.0101319614117195,7.331710069779697,4.39375,5.026249999999998,5.61882625399695,5.772608630096515,7.370958556309107,7.060691038415713,1.3526250000000002,1.41825,1.5231113229990463,1.208410487500283,2.3208747618105736,2.227873126151472,5.997916666666667,5.845416666666667,5.810016966209007,5.133122731557754,5.87033277305753,5.955459071143977,11.269583333333333,11.198749999999999,11.44532492019252,11.017440431507584,11.901790736922349,13.557926228735731
2000-05-31,PREMON,7.123333333333334,8.89,12.235,4.11,9.75,4.279999999999999,7.935,2.52,1.9080000000000001,9.0025,13.163333333333332,5.805833333333334,6.302083333333336,6.685476350782501,6.769463923523979,8.044221687527044,7.027285764157097,5.795000000000001,5.255000000000002,6.817996677033323,7.081884179363093,9.004601351152326,9.017096321801233,8.1515625,7.461875000000003,9.150960761658435,9.099123242494569,9.997190374212765,10.318551560118307,4.420624999999999,4.402833333333333,4.596521473550919,4.548024338640098,5.2792012338256935,5.484526785928345,5.955625,5.723750000000001,7.318390260758703,7.128763981838614,9.01783782407442,10.089524773827803,3.8341666666666665,4.146250000000002,4.32055794654726,4.605757394089769,4.981341819941676,4.492854517264694,6.165416666666666,6.494999999999999,7.02949117679386,6.101743664344278,8.139038207740505,7.595429663535875,4.171875,4.667499999999999,4.3792957523981695,5.130778949255907,5.249849996523176,5.506504483418443,1.32275,1.4172500000000001,1.677066793799428,1.2136917514699328,1.8106462017604352,1.8099364544606797,5.94375,6.096041666666666,7.087010179725404,6.012871236721932,8.724303143429772,7.937348941752653,11.608958333333334,11.143333333333333,12.132528285448846,11.340980451887582,13.480955680129574,12.860161633792458
2000-08-31,MONSOON,2.953333333333333,2.8550000000000004,5.2075,2.7566666666666664,3.79,1.9366666666666663,3.75,2.315,0.358,2.845,9.306666666666667,6.3125,5.696666666666669,5.192619143802833,6.001905357125594,5.2665040914788435,3.8536132560357577,5.375,5.7512500000000015,5.232798006219994,6.612991564217219,3.449665502304139,3.125969136411899,7.77375,8.212500000000002,7.573576456995061,8.881156281653023,3.8578587187016806,2.4585626319375025,4.367625,4.364999999999999,3.860579550797218,4.181269935251631,2.9179416284539763,2.2453610151534678,5.971875,5.942500000000001,5.907034156455222,6.278232664791512,3.8401899339162457,3.6896763448341217,3.8518749999999997,3.781666666666669,3.3670014345950228,4.083325132250284,2.8274161390521164,3.0192148785977677,6.146041666666667,6.177499999999999,5.7176947060763155,5.709600082867074,4.251213264373657,4.239086629738794,4.2406250000000005,4.119999999999999,3.5535774514389016,4.4649622807493055,3.9417023314105215,3.8410769705475554,1.3546875000000003,1.288,1.1494400762796566,1.1013810130809676,0.7017603343108403,0.7532982112810273,5.995,5.899791666666666,5.390206107835242,5.694851209080858,2.5309734478295773,2.5537719119310545,11.541875,11.395833333333332,11.002183637935975,11.205716377096085,9.241308349365172,10.128012722783803
2000-11-30,POMKH,6.403333333333332,5.03,6.1400000000000015,4.873333333333334,3.57,4.306666666666667,5.823333333333332,5.62,1.294,5.5,12.87,6.945416666666667,5.915000000000002,5.676904819615033,6.1365359102591555,5.6461300392119025,4.649275965811381,4.884375,5.838750000000002,5.151678803731997,6.52081517800482,5.1912169315052195,5.504575405335171,7.3308333333333335,8.090625000000003,7.000145874197038,8.78530575306888,6.068947324855545,4.658627840452148,4.668583333333333,4.476249999999999,4.265681063811664,4.36896503173744,4.611870868800386,4.281270841525581,6.021249999999999,5.968750000000001,4.972220493873133,5.417407332888596,4.415594167362923,4.434521518923573,4.11,3.88666666666667,3.7428675274236802,4.180781055061966,4.150681373958423,4.0111117733114146,6.206875,6.153333333333333,5.759950156979122,5.709586751740202,5.7435942074880755,6.103321177642121,4.8025,4.223749999999999,4.380146470863341,4.685481405241461,5.188781151048383,5.467987878084637,1.443125,1.3575,1.207264045767794,1.0706289975331342,1.0785103727155227,1.3791692013363892,6.015229166666666,5.987708333333333,5.434123664701145,5.846267443121221,4.3019263408478885,4.736945467510736,11.296458333333334,11.822083333333332,11.749310182761583,11.476887216640721,10.805764350069055,11.278448112534809
2001-02-28,POMRB,10.36,2.87,6.244999999999999,5.296,6.79,4.745,7.046666666666668,6.575,1.8475,6.661666666666666,9.706666666666667,7.3029166666666665,6.710000000000003,7.5501428917690205,7.293236556778669,7.983909152547826,6.93617854321909,4.684375,4.911250000000003,4.239007282239198,6.006730627625482,6.468962870307061,5.730621319456827,6.925729166666668,7.456875000000002,6.698087524518222,8.61677183582878,8.212161985203107,7.002574145739757,5.066083333333333,4.2589999999999995,4.677808638286999,4.651644647448854,5.987380250602597,5.3138652422153845,6.313125,5.9750000000000005,5.699332296323879,5.752962172561775,6.65673374723826,7.2028769184824615,4.410833333333334,3.8170833333333363,4.143720516454208,4.378098489462088,5.044765075016762,5.001676325842124,6.322708333333334,6.13875,6.27463676085414,5.9365859053077825,6.903277309455686,7.142074995078337,5.5493749999999995,4.2574999999999985,5.258087882518005,5.149242487742418,6.898423928254187,6.892601117981189,1.5680625,1.351875,1.4633584274606763,1.0879056735721122,2.040845558732115,2.224041567182466,5.949791666666666,6.002291666666666,5.925140865487354,6.188642224399374,5.870332773058221,6.116708211612387,11.106666666666667,11.261666666666665,10.932252776323617,11.370517227479908,12.435349485756424,13.777214054950255
2001-05-31,PREMON,9.006666666666668,8.675,11.226666666666668,7.386666666666666,10.12,6.623333333333334,8.48,6.879999999999999,2.638,9.105999999999998,13.441666666666668,7.258958333333334,7.180833333333336,8.13275240172808,8.030310505504595,8.15177737984508,7.045674267773518,4.640000000000001,4.857500000000003,6.013404369343519,6.567404738187259,9.09086690928804,8.68449491888575,6.9975000000000005,7.204791666666669,8.509519181377602,9.701655075129924,10.320940940636453,10.824095723836919,5.023791666666667,5.078166666666666,5.761351849638865,5.465884545259185,4.820732895625892,4.867226318418692,7.0325,6.067500000000001,7.467599377794327,7.266528486009664,9.006378433098881,9.977396143875028,4.42,4.40291666666667,5.135565643205858,5.051651808838605,4.740161569143467,4.3568333288924395,6.421666666666667,6.2749999999999995,7.156782056512484,6.4230589194369605,8.04302472631353,7.499815688967628,5.676875,5.347499999999998,5.906852729510803,5.668368361190386,4.418807476694122,4.734880335290138,1.6132499999999999,1.534375,1.9332150564764057,1.1701864967859534,1.7572193763373067,1.9102127597948904,5.803666666666666,6.028166666666667,7.197484519292411,6.967951937435435,8.724303143430333,8.202453920658579,10.706666666666669,11.331249999999999,11.936018332460838,11.688773424372222,13.21777809678798,12.60550677499003
