Date,Season,Umarda,Saurikh,Kannauj,Jalalabad,Talgram,Chhibramau,Haseran,Umarda_Trend,Umarda_SMA,Umarda_EWMA,Umarda_DES,Umarda_TES,Umarda_ARIMA,Saurikh_Trend,Saurikh_SMA,Saurikh_EWMA,Saurikh_DES,Saurikh_TES,Saurikh_ARIMA,Kannauj_Trend,Kannauj_SMA,Kannauj_EWMA,Kannauj_DES,Kannauj_TES,Kannauj_ARIMA,Jalalabad_Trend,Jalalabad_SMA,Jalalabad_EWMA,Jalalabad_TES,Jalalabad_ARIMA,Talgram_Trend,Talgram_SMA,Talgram_EWMA,Talgram_DES,Talgram_TES,Talgram_ARIMA,Chhibramau_Trend,Chhibramau_SMA,Chhibramau_EWMA,Chhibramau_DES,Chhibramau_TES,Chhibramau_ARIMA,Haseran_Trend,Haseran_SMA,Haseran_EWMA,Haseran_DES,Haseran_TES,Haseran_ARIMA
1998-11-30,POMKH,4.44,3.0900000000000003,6.163333333333334,2.31,9.215,5.96,1.34,5.227500000000001,5.779999999999999,5.4171882786816,6.365085632194384,5.082299392971503,5.152929577680127,3.07375,3.07375,3.0981488328192004,3.140261910087604,3.0865258977702337,3.0476340765388144,7.028125,7.339583333333332,6.984788982408533,6.940342435743759,7.432080359671249,7.550999573290047,1.9368750000000001,2.5012500000000006,2.4731469692928,3.1235582730544427,2.782833087309073,6.70375,7.433750000000001,7.629453044940799,7.406904580516755,7.0198409036656795,6.2623123550503985,12.148125,12.148125,9.77274242048,12.35963566904852,6.145135702993658,6.306494793018416,3.1937499999999996,3.30875,2.758436085248,2.646194373882139,3.172834701196157,3.005414950105829
1999-02-28,POMRB,4.68,3.1175,5.836666666666666,0.32,4.48,16.705,4.195,5.0321875,5.592499999999999,5.122312967208959,6.360538983359823,5.392974843892209,5.817756605965984,3.0737500000000004,3.07375,3.10588929969152,3.1440948444081034,3.1106433991347853,3.1021221183797434,7.323124999999999,7.104999999999999,6.525540056111787,6.500542819447987,7.1898406935456345,7.034449007706281,1.625,1.9212500000000006,1.6118881815756798,2.3104784043536877,2.213131416762967,6.696562500000001,6.838750000000001,6.369671826964479,6.682699813487333,7.9509644814543385,7.696315304184404,12.813875,12.148125,12.545645452288,12.826359511020199,16.887017133135394,16.09167623449292,2.9312500000000004,3.50625,3.3330616511488,2.9964787964449826,3.239989903812993,3.007391428260567
1999-05-31,PREMON,6.48,2.81,9.53,2.64,7.35,16.2175,3.735,5.313125,4.862499999999999,5.665387780325376,6.355995584093923,6.732052301781805,7.803586734113079,3.07375,3.07375,2.987533579814912,2.9594723147855895,2.7968828370929093,2.8560600889987953,8.177083333333332,6.951249999999999,7.727324033667072,7.578475240585168,7.476830424325768,6.5885914335050515,1.05375,1.9525000000000006,2.0231329089454078,1.536158814215526,0.7200275146840713,6.5225,6.568750000000001,6.761803096178687,6.853292012760467,7.986848294846022,7.086605768604429,14.636708333333335,12.148125,14.0143872713728,13.199558083984643,16.396441760376636,16.17412185605591,3.3299999999999996,2.8812500000000005,3.49383699068928,3.1625693353575324,5.273422462452675,5.36323702108776
1999-08-31,MONSOON,5.2075000000000005,3.2775000000000003,9.25,-0.08,6.2525,15.035999999999998,2.655,5.5981250000000005,5.2018749999999985,5.482232668195225,6.351455428925692,5.102355030900279,4.675641980485698,3.07375,3.07375,3.1035201478889474,3.1061816408150467,3.300948010864688,3.0806201379870157,9.202083333333333,7.6949999999999985,8.336394420200243,8.153037544098261,6.918352268374042,7.683479751152865,0.84375,1.2975000000000005,1.1818797453672445,1.5018444678276353,2.3977117171526743,6.551875000000001,6.824375000000001,6.558081857707212,6.7081301038927785,4.79621917870029,5.787104776576827,15.793791666666666,13.479625,14.42303236282368,13.419286323577598,9.885877626011442,10.000875516161038,3.7575,2.98125,3.158302194413568,2.8928318742292687,2.2525149647011586,2.362128751690812
1999-11-30,POMKH,5.33,3.0900000000000003,10.02,0.36,6.8,15.216666666666667,4.13,5.734375000000001,5.424374999999999,5.421339600917135,6.346918516967924,4.488697898443809,5.57863275359051,3.07375,3.07375,3.0981120887333686,3.1093217184791997,3.0865258047195483,3.059060187766515,9.7725,8.659166666666666,9.009836652120146,8.79635475323293,8.168544101939071,8.266587744291794,0.62125,0.8100000000000006,0.8531278472203467,0.8695573099529506,0.10299615933919884,6.894374999999999,6.220625000000001,6.654849114624327,6.735406507347151,6.970941641226149,6.732784452411581,15.793791666666666,15.793791666666666,14.740486084360874,13.635751527442778,6.722942711072079,9.025852768306994,3.9749999999999996,3.67875,3.5469813166481408,3.2987423283887947,1.9771369231413636,2.30090534805567
2000-02-29,POMRB,6.07,3.1175,10.18,0.59,7.13,16.705,4.825,5.5496875,5.771874999999999,5.6808037605502815,6.34238484653699,5.38563274840479,5.923315192660195,3.0737500000000004,3.07375,3.105867253240021,3.1242177850234,3.110643365854041,3.127752629527239,9.783750000000001,9.745,9.477901991272088,9.259198131359142,9.10656222234266,8.919261926108959,0.34875,0.8775000000000006,0.747876708332208,0.3142846109767432,0.023971281331256644,6.9740625,6.883125000000001,6.844909468774596,6.838105413351915,7.102417923531465,6.283854772890895,15.793791666666667,15.793791666666667,15.526291650616525,13.979238405352811,18.454629227238822,19.73608159331611,4.248749999999999,3.8362499999999997,4.058188789988884,3.9734998650416955,4.022478223702238,4.116815875548109
2000-05-31,PREMON,6.18,2.81,9.75,0.59,7.44,16.2175,4.845,5.390000000000001,5.696874999999999,5.880482256330168,6.3378544146715825,7.276883374318952,8.09674637714561,3.07375,3.07375,2.9875203519440126,2.9493800368017067,2.796882825189634,2.8817429026181776,9.702499999999999,9.799999999999999,9.586741194763253,9.392318642938141,10.311449777915662,9.388547315519501,0.32875,0.36500000000000055,0.6847260249993248,1.461804411713913,1.2053296420021213,7.015,6.905625000000001,7.082945681264759,6.992507666417258,8.320670369299828,7.458016965227315,15.793791666666667,15.793791666666667,15.802774990369915,14.241101245018653,17.866575865745123,14.443330626570628,4.359999999999999,4.11375,4.372913273993331,4.5630215818214905,5.010916314987072,4.686184838479668
2000-08-31,MONSOON,4.03,3.2775000000000003,9.12,-0.21,6.8,15.035999999999998,3.735,5.392916666666667,5.402499999999999,5.140289353798101,6.333327216741509,5.313342980062442,4.6743761091446485,3.07375,3.07375,3.1035122111664077,3.1036708379947417,3.3009480066073325,3.062846530405072,9.449583333333333,9.767499999999998,9.400044716857952,9.244950221155225,8.763957469494043,9.523091065524829,0.31625000000000003,0.3325000000000006,0.32683561499959485,-0.2479507326670387,0.06975937134136023,7.059218749999999,7.0424999999999995,6.969767408758855,6.949135417890125,5.047639156190847,6.129773879729723,15.793791666666666,15.793791666666667,15.49606499422195,14.360245657319851,16.02602352262073,15.328868573299358,4.2906249999999995,4.383749999999999,4.117747964395998,4.5361609946276955,3.076131164117888,2.851784824625942
2000-11-30,POMKH,5.23,3.0900000000000003,9.5,0.33,6.58,15.216666666666667,3.94,5.483333333333333,5.3774999999999995,5.176173612278861,6.3288032538709995,4.151011480908996,4.9760384508283595,3.07375,3.07375,3.0981073266998447,3.1116721754508743,3.086525803196852,3.0582572589809485,9.299166666666666,9.6375,9.440026830114771,9.291698957080879,9.266850656728742,9.373048248309628,0.355,0.3250000000000006,0.32810136899975695,0.49342495352780236,0.0017658193587131443,7.2009375,6.9875,6.8138604452553135,6.861739015780571,7.322424809380968,7.093918133531894,15.793791666666666,15.793791666666667,15.384305663199836,14.485840607647251,15.231100445236631,15.461088237338567,4.161875,4.33625,4.046648778637599,4.524956412239967,3.5751388160319073,3.434851589202938
2001-02-28,POMRB,6.1933333333333325,3.1175,8.676666666666666,0.52,7.7037499999999985,16.705,4.46,5.779583333333333,5.408333333333332,5.58303750070065,6.324282523506593,5.141870404667671,5.913947827418884,3.0737500000000004,3.07375,3.105864396019907,3.128994062962879,3.1106433653094294,3.1693539365284247,9.362916666666665,9.261666666666665,9.13468276473553,9.01917583844525,9.592723042214045,9.420303569707375,0.41125,0.30750000000000066,0.4048608213998542,0.23168884455749472,0.057620960020901224,7.2396875,7.130937499999999,7.1698162671531875,7.075966720028109,7.260762666696092,6.581029125383374,15.793791666666667,15.793791666666667,15.9125833979199,14.747232747264336,16.87773768949495,16.725723910468353,4.189375,4.245,4.21198926718256,4.681164625130442,4.6974811787799045,4.626261044199769
2001-05-31,PREMON,6.78,2.81,10.05,0.97,8.0,16.2175,4.18,6.128333333333334,5.558333333333333,6.06182250042039,6.319765022953132,7.178182417531831,7.739678618013243,3.07375,3.07375,2.9875186376119442,2.9545947392052865,2.796882824994847,2.85611408951032,9.401666666666666,9.336666666666666,9.500809658841318,9.35152208141766,10.045058272682315,9.143499193732408,0.41875,0.40250000000000075,0.6309164928399125,1.3898904456021963,1.0729732768887184,7.2809375,7.270937499999998,7.501889760291912,7.310765431997939,8.619405453786058,7.753256463258092,15.793791666666667,15.793791666666667,16.03455003875194,14.934928895488234,16.53001322892387,16.39705965098434,4.31375,4.07875,4.199193560309536,4.650164606636166,5.073751939174217,4.318603029435479
2001-08-31,MONSOON,5.8,3.2775000000000003,9.33,-0.14,6.55,15.035999999999998,4.62,6.265833333333333,6.000833333333333,5.957093500252233,6.315250748297451,5.490740426045753,4.809765828946561,3.07375,3.07375,3.103511182567167,3.108264561242277,3.3009480065376646,3.090923321999734,9.610833333333334,9.389166666666666,9.43248579530479,9.296320307540352,8.711810999106948,9.4809264888344,0.41625,0.4200000000000007,0.3225498957039475,0.06337969365071672,0.42171974819230706,7.36046875,7.208437499999998,7.121133856175147,7.126055729216149,5.43467131940662,6.6308788779438315,15.793791666666666,15.793791666666667,15.635130023251165,14.98706903645823,15.411592436375368,15.237515539114462,4.3500000000000005,4.300000000000001,4.3675161361857215,4.768127829287257,3.322052893289126,3.498480208849269
2001-11-30,POMKH,6.25,3.0900000000000003,9.6,0.32,7.16,15.216666666666667,4.05,6.3583333333333325,6.2558333333333325,6.07425610015134,6.310739698701226,4.957741143417623,5.835776381368816,3.07375,3.07375,3.0981067095403003,3.1150928095283694,3.0865258031719347,3.056939583431862,9.805,9.414166666666667,9.499491477182875,9.360640419561696,9.313864535965722,9.42474703876326,0.4375,0.41750000000000065,0.32152993742236846,0.6000957779636897,0.10481875833516252,7.38375,7.353437499999998,7.136680313705089,7.139177263282982,7.494165612271153,7.19612287705436,15.793791666666666,15.793791666666667,15.467744680617365,15.052130446872509,15.549402366922193,15.356658724340527,4.6362499999999995,4.327500000000001,4.240509681711433,4.596030183784837,3.8365642955518457,4.474112908925567
2002-02-28,POMRB,6.2733333333333325,3.1175,10.25,0.51,7.76,16.705,4.64,6.748333333333333,6.275833333333333,6.153886993424137,6.306231871423358,6.032875892151257,6.427456188965129,3.0737500000000004,3.07375,3.1058640257241805,3.1311265806491484,3.1106433653005174,3.145396669361127,9.887500000000001,9.807500000000001,9.799694886309727,9.639387960654302,9.659779618391898,9.489981545004843,0.48,0.4150000000000006,0.3969179624534211,0.23941730000320782,0.0944037991909212,7.5512500000000005,7.367499999999998,7.3860081882230535,7.2984914350861665,7.570478728899543,7.051811247883759,15.793791666666667,15.793791666666667,15.962646808370419,15.258834887009945,17.014293649638425,16.742074122735872,4.904999999999999,4.3725000000000005,4.400305809026859,4.6698715009973455,4.682264969270035,4.524317185870349
2002-05-31,PREMON,7.44,2.81,10.03,1.15,8.13,16.2175,6.29,7.247083333333334,6.440833333333332,6.668332196054482,6.301727265334202,7.748711286509521,7.594859270237119,3.07375,3.07375,2.9875184154345082,2.9556211148794125,2.7968828249916595,2.842145347043333,10.04125,9.802500000000002,9.891816931785836,9.733848180762134,10.681883839649705,9.772883632826249,0.58,0.4600000000000006,0.6981507774720526,1.3825843304434415,1.0533101458267056,7.701249999999999,7.399999999999999,7.683604912933832,7.5103891227465445,8.84346013736651,8.004869056726568,15.793791666666667,15.793791666666667,16.06458808502225,15.397124632127916,16.519777282093198,16.35128956215753,4.895625,4.9,5.156183485416115,5.430477112755975,4.8331481228679465,4.546996162400246
2002-08-31,MONSOON,8.26,3.2775000000000003,10.01,0.02,7.76,15.035999999999998,4.66,7.632916666666667,7.055833333333331,7.3049993176326895,6.297225877777441,6.096624673082148,5.29540974349874,3.07375,3.07375,3.103511049260705,3.108452279376983,3.300948006536524,3.103363943788636,9.88375,9.972500000000002,9.939090159071501,9.785861079043,9.100183658179605,9.868590199685999,0.78375,0.5000000000000006,0.42689046648323153,0.21491801196646798,0.550391659616794,8.160625,7.702499999999998,7.7141629477602995,7.577482174016032,5.626939286492777,6.828546815671894,15.793791666666666,15.793791666666667,15.653152851013349,15.404629641412155,15.338695997996975,15.21775392570345,4.8237499999999995,4.91,4.957710091249669,5.359508986061587,4.474850001785341,4.9403703840857744
2002-11-30,POMKH,7.78,3.0900000000000003,10.15,0.96,7.15,15.216666666666667,3.935,7.960000000000001,7.438333333333331,7.494999590579614,6.292727705121338,6.2962970623473735,7.036196028806984,3.07375,3.07375,3.098106629556423,3.1147580708963813,3.0865258031715266,3.0563682422292606,9.447499999999998,10.110000000000001,10.0234540954429,9.869873308110403,9.812549071618163,9.921227247479202,0.98625,0.6600000000000006,0.640134279889939,0.7588100014182693,0.2844677980325579,9.109375,7.699999999999998,7.48849776865618,7.475963796800672,8.030386249970917,7.726569746182273,15.793791666666666,15.793791666666667,15.478558377274677,15.429366420698493,15.515629166510495,15.337717816883572,4.57125,4.88125,4.548626054749802,4.938328031792101,4.316949797937683,4.293953130742284
2003-02-28,POMRB,7.83,3.1175,8.440000000000001,1.5,11.445,16.705,4.18,7.827500000000001,7.827499999999997,7.628999754347769,6.288232745612786,7.447082780701611,7.088721737928157,3.0737500000000004,3.07375,3.105863977733854,3.130545364274477,3.1106433653003718,3.1203665860047165,8.92625,9.657500000000002,9.390072457265742,9.29564518960025,10.177874903230403,10.006383455057481,1.0925,0.9075000000000006,0.9840805679339635,0.8062845975006832,0.7726247343114085,10.085,8.621249999999998,9.071098661193709,8.469496377600281,7.922098665230195,7.497823080442686,15.793791666666667,15.793791666666667,15.969135026364807,15.59964045693228,16.9983411734785,16.723898804124076,4.218125000000001,4.766249999999999,4.401175632849881,4.653913555332279,4.935699898712804,4.645190869614075
2003-05-31,PREMON,8.5,2.81,8.35,1.78,12.035,16.2175,4.73,7.14,8.092499999999998,7.977399852608661,6.283740997592191,9.219212526369272,8.27901532001228,3.07375,3.07375,2.9875183866403123,2.955013244363415,2.796882824991607,2.8577817672176007,8.13625,9.237500000000002,8.974043474359444,8.901875379614673,10.31934646877069,9.42332767950602,1.06375,1.0650000000000008,1.3024483407603782,2.308288144985053,2.051232143392403,11.020000000000001,9.597499999999998,10.256659196716225,9.363164674616767,10.321629045331496,9.495897643050833,15.793791666666667,15.793791666666667,16.068481015818886,15.705017952354227,16.505161213360594,16.333819028761244,4.026875,4.37625,4.532705379709929,4.640752226222346,5.548840513435629,5.157662618591646
2003-08-31,MONSOON,6.14,3.2775000000000003,7.52,0.24,11.66,15.035999999999998,3.395,6.35375,7.562499999999998,7.242439911565196,6.279252455659334,7.4049124005498665,6.272641168168397,3.07375,3.07375,3.1035110319841874,3.1079315169669233,3.3009480065365056,3.0912391327913733,7.43875,8.615000000000004,8.392426084615666,8.350143982451044,8.239298723324664,9.02380232664645,0.95125,1.120000000000001,0.8774690044562269,0.8898510244524458,1.1360110538411152,11.419375,10.5725,10.817995518029736,9.941408865642995,7.925279917714598,9.251933240073045,15.793791666666666,15.793791666666667,15.655488609491332,15.682789111228288,15.318704041869264,15.200983336856089,3.966875,4.06,4.077623227825958,4.100795913948133,4.190269768992746,4.580508682433139
2003-11-30,POMKH,4.4,3.0900000000000003,6.32,0.51,10.73,15.216666666666667,3.67,5.78,6.717499999999998,6.105463946939118,6.274767118159665,6.2498639227090615,6.180373795581307,3.07375,3.07375,3.0981066191905127,3.114380059641928,3.08652580317152,3.0608304056937548,7.144583333333334,7.657500000000004,7.5634556507693995,7.563501441371811,8.335429940657768,8.4640411589656,1.1099999999999999,1.007500000000001,0.7304814026737361,1.0479383316770166,0.5611869298560157,11.370000000000001,11.4675,10.782797310817841,10.144347055356539,10.870023607134993,10.492481843378753,15.793791666666666,15.793791666666667,15.479959832361466,15.680663495255097,15.494652894629878,15.321628050605279,3.8725,3.993749999999999,3.9145739366955747,3.787843927343358,3.5896289978966527,3.7846677382001586
2004-02-29,POMRB,4.92,3.1175,6.69,1.05,11.06,16.705,3.965,5.5975,5.989999999999998,5.63127836816347,6.2702849851210685,6.083358635480377,5.659195784773042,3.0737500000000004,3.07375,3.1058639715143075,3.1303173624537366,3.110643365300369,3.137804266679407,7.051666666666667,7.220000000000003,7.21407339046164,7.2049478501232365,7.81074764338573,7.665963538368499,1.3512499999999998,0.8950000000000009,0.8582888416042417,0.46859719181830717,0.38388006073180514,11.394375,11.37125,10.893678386490706,10.37906763658743,11.011948946821844,11.061416037779821,15.793791666666667,15.793791666666667,15.96997589941688,15.826669289430598,16.978289300336517,16.708447268722292,3.9112500000000003,3.9399999999999995,3.9347443620173452,3.6894019653180705,4.1486009139370665,4.29692899937667
2004-05-31,PREMON,6.82,2.81,7.746666666666667,3.5,12.025,16.2175,4.19,5.76125,5.5699999999999985,6.106767020898083,6.265806055669275,7.244462605638187,6.976319957186693,3.07375,3.07375,2.9875183829085845,2.954910243025169,2.7968828249916062,2.866644582190507,7.13875,7.0691666666666695,7.427110700943651,7.3671308587880375,8.185655710108929,7.302680093349915,1.3287499999999999,1.3250000000000008,1.9149733049625453,1.8753543490481608,1.5799529970975144,11.433125,11.368749999999999,11.346207031894423,10.795845341917614,12.237119086998174,11.702673640463646,15.793791666666667,15.793791666666667,16.06898553965013,15.910122173628954,16.486099776796145,16.318958943672534,4.085,3.8049999999999997,4.036846617210408,3.742920211949917,4.852810685135636,4.97011538981715
2004-08-31,MONSOON,6.36,3.2775000000000003,7.38,0.45,11.865,15.035999999999998,4.245,6.061250000000001,5.624999999999998,6.20806021253885,6.261330325096562,5.546635745628903,5.482734579465573,3.07375,3.07375,3.103511029745151,3.1079210728590896,3.3009480065365056,3.0843769124845473,7.339166666666667,7.03416666666667,7.40826642056619,7.334578626131155,6.68448578483121,7.467945459888236,1.32875,1.3775000000000008,1.328983982977527,2.2827067818592894,2.7866729849903904,11.561250000000001,11.419999999999998,11.553724219136654,11.069227898178644,9.190031434254252,10.811606576530046,15.793791666666666,15.793791666666667,15.655791323790076,15.868086023174587,15.299987484143678,15.186708895148787,4.226875000000001,4.0175,4.120107970326245,3.846210609883733,3.533529590587854,3.6963263011172094
2004-11-30,POMKH,5.49,3.0900000000000003,7.156666666666666,0.12,10.835,15.216666666666667,4.21,6.282500000000001,5.897499999999999,5.920836127523311,6.2568577906976195,5.212838275619597,6.010837555528366,3.07375,3.07375,3.0981066178470904,3.11442545483041,3.08652580317152,3.059809451671033,7.567916666666667,7.243333333333338,7.307626519006381,7.232236855434227,7.315788600792573,7.43520947295234,1.1525,1.280000000000001,0.8453903897865161,1.4376765347761933,0.7670867977640422,11.79625,11.44625,11.266234531481993,11.018133273668774,11.776621550312232,11.43702106169051,15.793791666666666,15.793791666666667,15.480141460940711,15.848065927849815,15.476134247931325,15.307923022312913,4.37,4.1525,4.156064782195747,3.941818437140828,3.6064416891614774,3.933540847760075
