Date,Season,Raniganj,Forbesganj,Palasi,Araria,Narpatganj,Bhargama,Jokihat,Raniganj_Trend,Raniganj_SMA,Raniganj_EWMA,Raniganj_DES,Raniganj_TES,Raniganj_ARIMA,Forbesganj_Trend,Forbesganj_SMA,Forbesganj_EWMA,Forbesganj_DES,Forbesganj_TES,Forbesganj_ARIMA,Palasi_Trend,Palasi_SMA,Palasi_EWMA,Palasi_DES,Palasi_TES,Palasi_ARIMA,Araria_Trend,Araria_SMA,Araria_EWMA,Araria_DES,Araria_TES,Araria_ARIMA,Narpatganj_Trend,Narpatganj_SMA,Narpatganj_EWMA,Narpatganj_DES,Narpatganj_TES,Narpatganj_ARIMA,Bhargama_Trend,Bhargama_SMA,Bhargama_EWMA,Bhargama_DES,Bhargama_TES,Bhargama_ARIMA,Jokihat_Trend,Jokihat_SMA,Jokihat_EWMA,Jokihat_DES,Jokihat_TES,Jokihat_ARIMA
1998-08-31,MONSOON,6.1,1.35,1.5466666666666669,2.8525,1.52,0.995,1.12,5.8475,6.072499999999998,6.036918356992,5.594077119742085,4.76017109708318,4.928671538036699,1.59,1.7558333333333334,1.659676680192,1.4404150183397986,1.3502254703890653,1.3772207262990095,2.3525,2.3525,2.1613892706986664,2.2895221792946963,1.5555715205941603,1.5466666556522644,3.7681250000000004,3.8381249999999993,3.621130545664,3.903661510202563,2.802946487754726,2.903751812543341,2.4675,2.4675,2.3026226355199997,2.3253823509607283,1.6124944598820148,1.5333333333333332,2.3891666666666667,2.3891666666666667,2.110349787648,2.1015753282439165,1.075428708912446,0.995,1.850625,1.8962499999999995,1.8488038942720002,2.0595500656980237,1.1730353976974757,1.1199999598292818
1998-11-30,POMKH,5.23,1.29,2.49,3.71,2.0,2.24,1.18,6.132499999999999,5.879999999999998,5.714151014195201,5.385421743045639,5.897731476695029,5.9974170678604235,1.57375,1.6574999999999998,1.5118060081152,1.3589047702010872,1.607593522418061,1.6309081338506963,2.3525,2.3525,2.2928335624192,2.286957148658343,2.496707404540695,2.490000012085049,3.7606249999999997,3.785624999999999,3.6566783273984,3.7868622984772036,3.748332127984711,3.613448572406395,2.4675,2.4675,2.1815735813119996,2.1142459389602046,2.0777943042838167,2.0,2.3891666666666667,2.3891666666666667,2.1622098725888,2.1204340300055433,2.3246967173183113,2.24,1.87875,1.8962499999999998,1.5812823365632,1.8123891856864296,1.2281405222430912,1.179999957677279
1999-02-28,POMRB,6.39,1.72,2.53,4.04,2.95,2.855,1.66,6.1725,5.814999999999998,5.98449060851712,5.5007714715436205,5.903048043981881,5.991299046056042,1.61375,1.5225,1.59508360486912,1.355662698148586,2.2215426446157003,2.266676330738499,2.3525,2.3525,2.38770013745152,2.312282742398467,2.5489369331029166,2.5300000060612287,3.7240625,3.7506249999999994,3.8100069964390397,3.775726931131452,4.204202705085492,4.248127633080397,2.4743749999999998,2.4675000000000002,2.4889441487872,2.4465158663078403,2.9717681751706526,2.95,2.3891666666666667,2.3891666666666667,2.4393259235532803,2.3005847981565903,2.943504581772263,2.855,1.9851785714285715,1.8049999999999997,1.61276940193792,1.7150110734338075,2.1400953596668915,2.109464921709427
1999-05-31,PREMON,8.08,2.14,2.8433333333333333,4.48,3.4,3.4666666666666663,3.85,5.8575,6.4499999999999975,6.822694365110273,5.981033312689242,7.246903418008526,6.502580764237898,1.7225000000000001,1.625,1.813050162921472,1.4246768064269661,2.0885649418905032,1.962983167407575,2.3525,2.3525,2.569953415804245,2.4500963435048773,2.8223812765619716,2.8433333369404514,3.6950000000000003,3.7706249999999994,4.078004197863423,3.8900566194985924,4.697621332630353,4.567497364122319,2.4812499999999997,2.4675000000000002,2.85336648927232,2.9754296805640665,3.4216276235102407,3.4,2.389166666666666,2.3891666666666667,2.850262220798635,2.6341457916664495,3.5585336923534228,3.4666666666666663,2.017857142857143,1.9524999999999997,2.507661641162752,2.2001408246524004,3.015037447330048,3.0157331997852426
1999-08-31,MONSOON,3.88,1.26,1.5466666666666669,2.48,1.575,0.995,1.3814285714285717,5.671250000000001,5.894999999999998,5.645616619066164,5.358483106603364,5.454614260442822,5.851558239558875,1.9375,1.6025,1.5918300977528832,1.360764515638994,1.309228473856169,1.3590619538542665,2.3525,2.3525,2.1606387161492138,2.154155590011457,1.5555715888394777,1.546666653925063,3.7275,3.6774999999999993,3.4388025187180538,3.5048980522241595,2.7442386715720266,2.903207852344793,2.4812499999999997,2.48125,2.342019893563392,2.4485322604370037,1.5621036741913403,1.52,2.3891666666666667,2.3891666666666667,2.108157332479181,2.2967298542400676,1.0897981757393285,0.995,2.017857142857143,2.0178571428571423,2.0571684132690797,2.0271919965454726,1.1766165542054459,1.1199999723507035
1999-11-30,POMKH,4.93,2.25,2.49,3.85,2.0,2.24,1.18,5.9275,5.819999999999998,5.3593699714396985,5.140007208008213,5.576227432302529,5.552813596446758,1.9837500000000001,1.8425,1.85509805865173,1.4586742242767274,1.4526182115209196,1.4034904977760112,2.3525,2.3525,2.2923832296895283,2.207120843680706,2.4967074248589896,2.4899999788700096,3.6825,3.7124999999999995,3.6032815112308323,3.5048599468969335,3.6399159407572106,3.557120406565964,2.48125,2.48125,2.205211936138035,2.216598766596337,2.045803304911172,2.0,2.3891666666666667,2.3891666666666667,2.1608943994875087,2.2928441926694463,2.3373126095043877,2.24,2.017857142857143,2.0178571428571423,1.7063010479614478,1.8140642174719532,1.2332733446174982,1.179999970869491
2000-02-29,POMRB,5.2,2.48,2.53,4.16,2.95,2.855,1.66,6.66125,5.522499999999997,5.295621982863819,5.040353599505882,5.589040105240583,5.764212477224782,1.9124999999999999,2.0324999999999998,2.1050588351910378,1.5940743045160648,2.145039377059977,1.9038560100028876,2.3525,2.3525,2.387429937813717,2.278745768714949,2.54893693914899,2.5299999765150822,3.67,3.7424999999999997,3.8259689067384994,3.5983337042112153,4.1351385609773565,4.21173478576414,2.474375,2.48125,2.503127161682821,2.522591144558834,2.9913782392884034,2.95,2.3891666666666667,2.3891666666666667,2.4385366396925052,2.447633802314527,2.9544242916643095,2.855,2.017857142857143,2.0178571428571423,1.6877806287768689,1.7415419231160552,2.0084001704868033,1.8867550677296496
2000-05-31,PREMON,11.32,1.75,2.8433333333333333,4.0,3.4,3.4666666666666663,3.85,6.984999999999999,6.332499999999998,7.705373189718292,6.394330893931819,6.627532966170991,6.16491735405428,1.8133333333333335,1.9349999999999996,1.9630353011146227,1.612438288037787,2.305605403668327,2.0804664026704307,2.3525,2.3525,2.569791296021563,2.454596601533709,2.822381278357911,2.8433333208575164,3.7487500000000002,3.6224999999999996,3.8955813440430997,3.655953526336029,4.6585071709017525,4.566121309043506,2.4675,2.48125,2.861876297009693,3.0230959419216727,3.4400655889704903,3.4,2.389166666666666,2.3891666666666667,2.8497886504821697,2.753919002469524,3.567816288741954,3.4666666666666663,2.017857142857143,2.0178571428571423,2.552668377266121,2.250884016951412,3.2999065974014563,3.4051156890853607
2000-08-31,MONSOON,6.51,1.08,1.5466666666666669,2.86,1.52,0.995,1.3814285714285717,7.05375,6.9899999999999975,7.227223913830976,6.2799349288103485,6.180583694958242,6.207843481597623,1.6391666666666667,1.8899999999999997,1.6098211806687734,1.525761963231665,1.4153456081131608,1.2933161224561007,2.3525,2.3525,2.1605414442796045,2.183171064393664,1.555571589369766,1.5466666713863952,3.6693749999999996,3.7174999999999994,3.48134880642586,3.4294512249492426,2.6352830103209555,2.650175086546927,2.38,2.4675000000000002,2.325125778205816,2.446093482369226,1.6101442636382526,1.575,2.3891666666666667,2.3891666666666667,2.1078731902893018,2.3897290147915977,1.0975041520589337,0.995,2.017857142857143,2.0178571428571423,2.0841724549311014,2.0933130536643496,1.2618750776985774,1.2630129638760612
2000-11-30,POMKH,4.89,1.6366666666666667,2.49,4.1,2.0,2.24,1.18,6.31375,6.979999999999997,6.292334348298585,5.816718491966109,6.965923839021189,6.769840419440831,1.5722916666666666,1.7366666666666664,1.6205593750679308,1.5304087843154515,1.8100910564011392,1.9653052898811505,2.3525,2.3525,2.2923248665677627,2.2524225202768258,2.4967074250123793,2.4899999965721564,3.565,3.78,3.728809283855516,3.540717185076108,3.6084166072340262,3.7395813151220567,2.2925,2.4675000000000002,2.1950754669234898,2.204327214488465,2.0352975398314075,2.0,2.3891666666666667,2.3891666666666667,2.1607239141735812,2.36054095104107,2.343503641235533,2.24,2.017857142857143,2.0178571428571423,1.7225034729586608,1.8872402101053127,1.2367791913117834,1.1799999788151523
2001-02-28,POMRB,5.79,1.7000000000000002,2.53,3.2749999999999995,2.25,2.855,1.66,5.04625,7.127499999999997,6.091400608979152,5.681866665338364,6.4803579226672,6.565379063857109,1.5995833333333334,1.541666666666666,1.6523356250407586,1.546390307106756,2.222745821436984,2.28601109440102,2.3525,2.3525,2.3873949199406574,2.333409208101808,2.5489369391901424,2.5300000111192,3.40875,3.55875,3.547285570313309,3.444099607689603,4.148232029377169,4.25361466950749,2.30625,2.2925000000000004,2.217045280154094,2.151828427780826,2.984811532740334,2.95,2.3891666666666667,2.3891666666666667,2.438434348504149,2.4916144832622438,2.9591630033354774,2.855,2.017857142857143,2.0178571428571423,1.6975020837751966,1.8163060278173253,1.9184202792285976,1.829711727058581
2001-05-31,PREMON,4.81,1.995,2.8433333333333333,4.05,3.4,3.4666666666666663,3.85,4.664999999999999,5.4999999999999964,5.5788403653874905,5.352771617862268,7.413814254130212,7.763090402089825,1.586666666666667,1.6029166666666663,1.7894013750244553,1.6097208653747437,1.972436827050111,1.8612687399404964,2.3525,2.3525,2.5697702852977278,2.5134966562733,2.82238127836564,2.8433333418498847,3.16125,3.57125,3.7483713421879856,3.5574901547763647,4.529332072144462,4.183247750876481,2.3200000000000003,2.2925000000000004,2.6902271680924565,2.7293735835655974,3.395681650136499,3.4,2.389166666666666,2.3891666666666667,2.849727275769156,2.7753663097401953,3.5711660302610855,3.4666666666666663,2.0807142857142855,2.0178571428571423,2.5585012502651177,2.3262572175020213,3.4945380362506877,3.5170324262097283
2001-08-31,MONSOON,2.88,1.0533333333333337,1.5466666666666669,1.56,1.63,0.995,1.3814285714285717,4.77125,4.592499999999996,4.499304219232494,4.657363871153919,4.42345062004307,4.671992600040738,1.5020833333333334,1.5962499999999997,1.4949741583480067,1.5234533445952196,1.230067668734745,1.1518239916762552,2.3525,2.3525,2.1605288378453036,2.239789193880318,1.5555715893675415,1.546666669079021,2.9918750000000003,3.2462500000000003,2.8730228053127913,3.0467661141039617,2.534491359946229,2.7210366038332534,2.3200000000000003,2.3200000000000003,2.266136300855474,2.296280190539521,1.5209178076453131,1.52,2.3891666666666667,2.3891666666666667,2.1078363654614938,2.3939885136860717,1.0995287851359037,0.995,2.2676785714285717,2.0178571428571423,2.0876721787304993,2.1651916208885584,1.3201258644003686,1.2928020305991164
2001-11-30,POMKH,5.47,1.5599999999999998,2.49,3.42,2.0,2.24,1.6828571428571428,4.9025,4.737499999999995,4.887582531539497,4.74402020607126,4.5559271409743936,4.198188611561478,1.4602083333333333,1.577083333333333,1.520984495008804,1.520129984829151,1.699854546861324,1.7473199893807554,2.3525,2.3525,2.292317302707182,2.303643029126396,2.496707425007191,2.490000009626083,2.96,3.0762500000000004,3.0918136831876746,3.0519570367622273,3.3176562601919364,3.520141924518414,2.32,2.3200000000000003,2.159681780513284,2.1228786698289297,2.0038110090496186,2.0,2.3891666666666667,2.3891666666666667,2.1607018192768965,2.3512486639653756,2.3442673355221344,2.24,2.391785714285714,2.1435714285714282,1.9257461643811569,2.0796224166080557,1.2391737725083176,1.1799999841444906
2002-02-28,POMRB,6.06,1.1,2.53,2.6,2.25,2.855,2.652857142857143,4.963749999999999,4.804999999999995,5.356549518923698,4.946221442859598,5.112645677016609,5.075494695576766,1.4741666666666668,1.4270833333333328,1.3525906970052826,1.4461258575948448,1.9981171256614203,1.8973368345880006,2.3525,2.3525,2.387390381624309,2.3772369623348735,2.5489369391840717,2.530000012394668,3.13,2.9075000000000006,2.895088209912605,2.8684296570141696,3.7958115357510436,3.820120183264923,2.3079166666666664,2.3200000000000003,2.1958090683079705,2.1230959694110925,2.3273687448601272,2.25,2.3891666666666667,2.3891666666666667,2.4384210915661377,2.4714515040246163,2.958730042547273,2.855,2.391785714285714,2.3917857142857137,2.2165905557715515,2.244425134080313,1.8569443256624878,1.7890660128198659
2002-05-31,PREMON,5.59,2.26,2.8433333333333333,4.47,3.4,3.4666666666666663,3.85,4.961250000000001,4.999999999999996,5.449929711354219,4.987085835889432,6.616992943653226,6.44513148372212,1.43125,1.4933333333333327,1.7155544182031695,1.558868218440339,1.8855539282424656,1.9499665462006632,2.3525,2.3525,2.5697675623079186,2.5488765077355073,2.8223812783593063,2.843333342223064,3.29375,3.0125,3.5250529259475627,3.1867439102804718,4.125811195904694,3.9771442083678563,2.2958333333333334,2.3200000000000003,2.6774854409847824,2.7449862747053633,3.43425844824967,3.4,2.389166666666666,2.3891666666666667,2.849719321606349,2.7462363942976857,3.569600627881664,3.4666666666666663,2.391785714285714,2.3917857142857137,2.869954333462931,2.7177455834222477,3.627522900738684,3.5967776806455993
2002-08-31,MONSOON,2.59,0.9,1.5466666666666669,2.5,1.5333333333333332,0.995,1.3814285714285717,4.915,4.927499999999996,4.305957826812532,4.317426118921083,4.17629424304045,4.144696661642151,1.4575,1.4549999999999994,1.3893326509219017,1.4554803840358694,1.1199814410058049,1.0864996589192788,2.3525,2.3525,2.160527204051418,2.26646899154732,1.5555715893611297,1.546666660766395,3.3024999999999998,3.2475,3.1150317555685376,2.9953837169329356,2.2614258668600504,2.5129939695002124,2.2083333333333335,2.2958333333333334,2.2198245979242026,2.2870568286739372,1.6511827172880629,1.63,2.3891666666666667,2.3891666666666667,2.107831592963809,2.360494789439073,1.0968949103428283,0.995,2.3917857142857146,2.3917857142857137,2.274544028649187,2.5081912021264223,1.359930908759584,1.3140279595019342
2002-11-30,POMKH,5.74,1.37,2.49,3.79,2.0,2.24,1.6828571428571428,5.50375,4.994999999999996,4.879574696087519,4.553934970535841,4.2938358838968025,4.118023446298974,1.45375,1.4074999999999995,1.381599590553141,1.430181592220537,1.5968264680516155,1.6230792387936601,2.3525,2.3525,2.292316322430851,2.3220488202919904,2.496707425000756,2.4899999934234662,3.24875,3.3400000000000003,3.3850190533411224,3.1506492058978703,3.2367546082624035,3.7251634125638198,2.0833333333333335,2.2958333333333334,2.1318947587545214,2.133381212676472,2.020475761226705,2.0,2.3891666666666667,2.3891666666666667,2.160698955778286,2.315994927877801,2.3406285488447716,2.24,2.271785714285714,2.3917857142857137,2.0378692743323694,2.3681591229227483,1.4001032873066377,1.438358911025383
2003-02-28,POMRB,5.42,1.5,2.53,2.3,1.55,2.855,2.652857142857143,6.4325,4.834999999999996,5.095744817652511,4.655346526416147,5.036036378788035,5.108391769664968,1.4125,1.5074999999999994,1.4289597543318848,1.4277906209219804,1.6265754562223518,1.3685038698264942,2.3525,2.3525,2.38738979345851,2.388176749635663,2.54893693917763,2.529999987374713,3.2575,3.265,2.951011432004673,2.9248457129687173,3.786337995868831,3.591453396668822,2.0354166666666664,2.1208333333333336,1.8991368552527128,1.8066646754889364,2.276649046648374,2.25,2.3891666666666667,2.3891666666666667,2.4384193734669717,2.436101954176081,2.95414934141062,2.855,2.1517857142857144,2.3917857142857137,2.2838644217422788,2.4762954151313714,2.1294469369401527,2.262183600519305
2003-05-31,PREMON,10.94,1.83,2.8433333333333333,4.34,3.1,3.4666666666666663,2.89,6.411874999999999,6.172499999999997,7.433446890591506,6.019005388377937,6.34399099740548,6.002609123917117,1.3862500000000002,1.3999999999999995,1.5893758525991308,1.4790879671245902,2.0437281829732914,2.1555959658331725,2.3525,2.3525,2.5697672094084396,2.5532484159206787,2.8223812783528626,2.843333327222997,3.2670833333333333,3.2325,3.5066068592028037,3.2401277713930976,4.070314861302064,4.0273285941928485,2.0250000000000004,2.0458333333333334,2.379482113151628,2.3590413046795686,3.3854463477734797,3.4,2.389166666666666,2.3891666666666667,2.84971829074685,2.711911487853519,3.564140301532599,3.4666666666666663,2.1517857142857144,2.151785714285714,2.5263186530453674,2.6336343535966167,3.7183801851033906,3.6556407089083587
2003-08-31,MONSOON,4.67,1.0,1.5466666666666669,2.7,1.45,0.995,1.3814285714285717,5.930000000000001,6.692499999999996,6.328068134354904,5.571109889583525,5.863417372571176,5.5284972267108765,1.3787500000000001,1.4249999999999994,1.3536255115594784,1.3996272781162375,1.0019262350623337,0.9628039217165012,2.3525,2.3525,2.1605269923117305,2.2660819330276536,1.5555715893546855,1.5466666674957612,3.482916666666667,3.2824999999999998,3.183964115521682,3.120029183035685,2.1941272751130905,2.476321431346065,2.096875,2.025,2.0076892678909766,1.9820174034178983,1.5111707565593984,1.5333333333333332,2.3891666666666667,2.3891666666666667,2.10783097444811,2.3291112455660596,1.0906164046998703,0.995,2.1517857142857144,2.151785714285714,2.0683626203986494,2.3836436400546797,1.3871203708829014,1.329695631036102
2003-11-30,POMKH,3.495,1.06,2.49,3.6666666666666665,2.0,2.24,1.6828571428571428,5.048125,6.131249999999996,5.194840880612942,4.963439898961056,6.1179121592594665,6.097998401084996,1.49375,1.3474999999999995,1.2361753069356871,1.3338108983744765,1.5040110067805053,1.4552246529209374,2.3525,2.3525,2.2923161953870386,2.3181295613799153,2.4967074249943115,2.489999992702459,3.6504166666666666,3.251666666666667,3.377045135979676,3.2535712194430446,3.211799257769083,3.789609024172191,2.16875,2.025,2.004613560734586,1.9496650569444305,1.9675406502752901,2.0,2.3891666666666667,2.3891666666666667,2.160698584668866,2.2883746414059667,2.3335923406894734,2.24,2.1517857142857144,2.151785714285714,1.9141604293820467,2.219666079022037,1.5100493348194128,1.4951939734606383
2004-02-29,POMRB,3.81,1.75,2.53,4.15,2.125,2.855,2.652857142857143,3.8225000000000002,5.728749999999996,4.640904528367765,4.58452205402039,5.441671309320069,5.586465730076713,1.58875,1.4099999999999995,1.4417051841614124,1.380488747711949,1.5403526429689145,1.4557184902142386,2.3525,2.3525,2.387389717232223,2.3818430837906033,2.548936939171185,2.529999996364049,3.495416666666667,3.7141666666666664,3.6862270815878055,3.50421112473647,3.745798401207736,3.228871597517122,2.1687499999999997,2.1687499999999997,2.0527681364407515,1.998888008485959,1.5917769126876204,1.5500000000000003,2.3891666666666667,2.3891666666666667,2.4384191508013195,2.412630132535021,2.9464148219884883,2.855,2.1517857142857144,2.1517857142857135,2.2096391147720853,2.3137123762734566,2.315623902798955,2.3513682716879662
2004-05-31,PREMON,5.495,2.5,2.8433333333333333,3.83,3.1,3.4666666666666663,2.89,2.954375,4.367499999999996,4.982542717020658,4.695621544301752,6.046994734022972,6.426568988856136,1.68625,1.5774999999999992,1.8650231104968475,1.547291930443639,1.9704088032627243,1.939644906874613,2.3525,2.3525,2.569767163672667,2.5453811225091316,2.822381278346418,2.8433333327944235,3.3220833333333335,3.586666666666667,3.743736248952683,3.652050594609951,4.329258973948999,4.561262210652548,2.16875,2.1687499999999997,2.4716608818644508,2.5646263162244045,3.1622524690592533,3.1,2.389166666666666,2.3891666666666667,2.8497181571474584,2.6928175845743647,3.5557656689796726,3.4666666666666663,2.1517857142857144,2.1517857142857135,2.4817834688632514,2.4649516066587833,3.4763570224075173,3.2175448331963814
2004-08-31,MONSOON,0.31,1.09,1.5466666666666669,1.97,1.45,0.995,1.3814285714285717,2.2199999999999998,3.277499999999996,3.1135256302123953,3.5683589765599892,3.7718758981210083,3.5136351230400407,1.81,1.5999999999999992,1.5550138662981086,1.4865653812624982,1.094501830057472,0.9874741674729941,2.3525,2.3525,2.160526964870267,2.257878583655382,1.5555715893482405,1.5466666717056918,3.144375,3.404166666666667,3.03424174937161,3.3022745929424953,2.3312616035388523,2.4054760283459524,2.240625,2.1687499999999997,2.0629965291186703,2.161832986804202,1.5016172439946436,1.45,2.3891666666666667,2.3891666666666667,2.107830894288475,2.3142872136312356,1.0816585657614144,0.995,2.1517857142857144,2.1517857142857135,2.0416415098893794,2.22020766715243,1.4056968144273916,1.3415054537588822
