Date,Season,South Andaman,Havelock Island,Neil Island,South Andaman_Trend,South Andaman_SMA,South Andaman_EWMA,South Andaman_TES,South Andaman_ARIMA,Havelock Island_Trend,Havelock Island_SMA,Havelock Island_EWMA,Havelock Island_TES,Havelock Island_ARIMA,Neil Island_Trend,Neil Island_SMA,Neil Island_EWMA,Neil Island_TES,Neil Island_ARIMA
2000-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.497604256360142,1.2270859962636729,1.151397346020613,1.8224649470899472,1.822464947089947,1.6810523109458626,1.3277397930794803,1.239179722079121,3.116908333333333,3.116908333333333,2.9404531826517326,2.4647718628836293,2.389083305776014
2001-02-28,POMRB,,,,,,,,,,,,,,,,,,
2001-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7247243488322144,2.145833196452768,2.0654042710387377,1.8224649470899474,1.8224649470899472,1.9709313865675178,2.3026742241226605,2.4057498070007566,3.1169083333333325,3.116908333333333,3.3021652429243726,3.9251620422457787,3.844733231619492
2001-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2001-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4953935959846796,1.2360941840316877,1.151397346020613,1.8224649470899472,1.822464947089947,1.6782307896124684,1.194539069677471,1.2391797882947482,3.116908333333333,3.116908333333333,2.9369324790879565,2.473780050651644,2.389083299276987
2002-02-28,POMRB,,,,,,,,,,,,,,,,,,
2002-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7233979526069372,2.1539090693125855,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.969238473767481,2.464904015719196,2.4057499292289184,3.1169083333333325,3.116908333333333,3.3000528207861075,3.9332379151055967,3.844733247304241
2002-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2002-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4945977582495134,1.2432644924001328,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6772150419324463,1.3277416442203496,1.239179777612988,3.116908333333333,3.116908333333333,2.9356650258049974,2.48095035902009,2.3890833141956738
2003-02-28,POMRB,,,,,,,,,,,,,,,,,,
2003-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7229204499658373,2.1602026632796507,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.9686290251594678,2.3026747997526718,2.405749867993169,3.1169083333333325,3.116908333333333,3.2992923488163317,3.9395315090726624,3.8447332601289195
2003-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2003-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4943112566648533,1.2487100762177645,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6768493727676383,1.194539248675004,1.2391798178854745,3.116908333333333,3.116908333333333,2.935208742623132,2.4863959428377216,2.3890833111747503
2004-02-29,POMRB,,,,,,,,,,,,,,,,,,
2004-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7227485490150412,2.164828779204632,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.968409623660583,2.4649040713800496,2.4057499432413425,3.1169083333333325,3.116908333333333,3.2990185789072126,3.944157624997644,3.8447332673392736
2004-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2004-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4942081160943756,1.2525470887886643,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6767177318683075,1.3277416615285837,1.2391798059132548,3.116908333333333,3.116908333333333,2.9350444806776608,2.4902329554086218,2.3890833187101905
2005-02-28,POMRB,,,,,,,,,,,,,,,,,,
2005-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7226866646727546,2.167908639599256,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.9683306391209847,2.3026748051350605,2.4057498994440736,3.1169083333333325,3.116908333333333,3.2989200217399297,3.947237485392268,3.844733276099601
2005-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2005-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4941709854890037,1.2549011079489096,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6766703411445485,1.1945392503486392,1.2391798342394882,3.116908333333333,3.116908333333333,2.9349853463772906,2.4925869745688667,2.389083317171685
2006-02-28,POMRB,,,,,,,,,,,,,,,,,,
2006-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7226643863095314,2.1695674908758,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.9683022046867291,2.464904071900358,2.4057499527355524,3.1169083333333325,3.116908333333333,3.2988845411597074,3.948896336668812,3.8447332797617455
2006-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2006-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4941576184710699,1.2558968303077958,1.1513974667133775,1.8224649470899472,1.822464947089947,1.676653280483995,1.3277416616903435,1.239179823112432,3.116908333333333,3.116908333333333,2.9349640580291574,2.493582696927753,2.389083321514649
2007-02-28,POMRB,,,,,,,,,,,,,,,,,,
2007-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.722656366098771,2.169933272676226,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.9682919682903972,2.3026748051855908,2.405749918712098,3.1169083333333325,3.116908333333333,3.2988717681508275,3.9492621184692376,3.8447332863305133
2007-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2007-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4941528063446137,1.2556648022355112,1.1513974667133775,1.8224649470899472,1.822464947089947,1.676647138646196,1.194539250364282,1.239179844723904,3.116908333333333,3.116908333333333,2.9349563942238293,2.4933506688554683,2.389083320719154
2008-02-29,POMRB,,,,,,,,,,,,,,,,,,
2008-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.7226534788228975,2.1691345300875953,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.9682882831877178,2.464904071905098,2.4057499595452243,3.1169083333333325,3.116908333333333,3.2988671698676306,3.948463375880607,3.844733288232003
2008-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2008-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4941510739790895,1.254331427928374,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6766449275845883,1.3277416616917825,1.2391798346846812,3.116908333333333,3.116908333333333,2.9349536352539114,2.4920172945483317,2.38908332342242
2009-02-28,POMRB,,,,,,,,,,,,,,,,,,
2009-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.6084009771268504,1.6084009771268502,1.722652439403583,2.1672993978831507,2.0654044875403232,1.8224649470899474,1.8224649470899472,1.968286956550753,2.3026748051862675,2.405749931751755,3.1169083333333325,3.116908333333333,3.29886551448568,3.946628243676163,3.844733293450591
2009-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2009-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.6084009771268502,1.6084009771268502,1.4941504503275007,1.2520260155581482,1.1513974667133775,1.8224649470899472,1.822464947089947,1.6766441316024094,1.1945392503644225,1.2391798520492694,3.116908333333333,3.116908333333333,2.934952642024741,2.4897118821781055,2.3890833230386224
2010-02-28,POMRB,,,,,,,,,,,,,,,,,,
2010-05-31,PREMON,2.0654044875403232,2.4057500000000003,3.844733333333333,1.5380663252752191,1.6084009771268502,1.7226520652126296,2.1645538289509423,2.0654044875403232,1.705773974867725,1.8224649470899472,1.9682864789614458,2.4649040719050173,2.4057499646546208,3.1700666666666657,3.116908333333333,3.298864918548178,3.9438826747439544,3.8447332943824164
2010-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2010-11-30,POMKH,1.1513974667133775,1.2391798941798942,2.389083333333333,1.4595397487051052,1.6084009771268502,1.4941502258129287,1.2488711015793093,1.1513974667133775,1.517310515873016,1.822464947089947,1.6766438450488252,1.3277416616917224,1.2391798430081615,3.0802145833333334,3.116908333333333,2.9349522844622395,2.4865569681992667,2.3890833248028556
2011-02-28,POMRB,,,,,,,,,,,,,,,,,,
2011-05-31,PREMON,1.5027272727272731,1.4722222222222223,4.2700000000000005,1.4682111386421686,1.4677316734235877,1.4975810445786664,2.161020892240193,2.0654044875403232,1.4189859457671958,1.5890830026455023,1.594875195918184,2.302674805186478,2.405749941171862,2.9627375000000002,3.2232249999999993,3.4689713706773437,3.9403497380332047,3.844733298693829
2011-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2011-11-30,POMKH,1.0858620689655172,0.665,1.245,1.5094443900096275,1.4513478239866227,1.3328934543334068,1.2138165545046202,1.1513974667133775,1.3861127645502647,1.4455380291005286,1.2229251175509104,0.5513007740800628,0.7532167576988587,2.9384479166666666,2.9372041666666666,2.5793828224064064,2.506236154170545,2.2004862888292096
2012-02-29,POMRB,,,,,,,,,,,,,,,,,,
2012-05-31,PREMON,2.2003110047846888,2.193333333333333,4.0489999999999995,1.533814326721541,1.485074453297714,1.6798604745139196,2.122183674049402,2.0654044875403232,1.3797916666666663,1.392433862433862,1.6110884038638793,1.8692497573416729,2.10970363952692,2.8886249999999998,2.988270833333333,3.1672296934438435,3.8961972515278576,4.3471763551316185
2012-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2012-11-30,POMKH,1.3463569604086845,1.1886111111111108,1.9905,1.5338143267215407,1.5338143267215407,1.5464590688718256,1.2135999019536579,1.1513974667133775,1.3797916666666663,1.3797916666666659,1.4420974867627718,0.9961536193975784,1.1285594228944285,2.888625,2.888625,2.6965378160663063,2.4497050447676054,2.2984724339229374
2013-02-28,POMRB,,,,,,,,,,,,,,,,,,
2013-05-31,PREMON,1.5027272727272731,1.4722222222222223,4.2700000000000005,1.6210122932287179,1.5338143267215407,1.5289663504140045,2.1362172102206105,1.4211147236240231,1.4699305555555553,1.3797916666666659,1.454147380946552,2.1647204224553565,2.2632691100882045,2.861,2.888625,3.3259226896397838,3.8810727015711963,4.149824645950542
2013-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2013-11-30,POMKH,1.0858620689655172,0.665,1.245,1.7407721211662908,1.5338143267215407,1.3517246378346095,1.18884626630018,1.0763565998868105,1.625520833333333,1.3797916666666659,1.138488428567931,0.5084025524798688,0.7430730964146061,2.9265625,2.888625,2.4935536137838703,2.446654745246261,1.9128973977514474
2014-02-28,POMRB,,,,,,,,,,,,,,,,,,
2014-05-31,PREMON,2.8978947368421046,2.9144444444444435,3.8280000000000003,1.8600243235057774,1.7082102597358948,1.9701926774376077,2.097092292448325,2.219878288607639,1.9398611111111108,1.5600694444444434,1.8488708349185359,1.8559101491317629,2.121748202943962,2.9091250000000004,2.833375,3.0273321682703225,3.8367930277305367,4.255881804487488
2014-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2014-11-30,POMKH,1.6068518518518518,1.712222222222222,2.736,1.9441706813043829,1.7733339825966867,1.8248563472033053,1.2270954584708713,1.374634524940313,2.2988194444444443,1.690972222222221,1.7942113898400103,1.4888803252705793,1.511232854789728,2.966375,3.01975,2.9107993009621937,2.3781868632182004,2.3075617578072114
2015-02-28,POMRB,,,,,,,,,,,,,,,,,,
2015-05-31,PREMON,2.19625,3.4633333333333334,3.385,1.8951590868578652,1.9467146644148683,1.9734138083219832,2.1638662585660406,1.947784638905594,2.429427083333333,2.188749999999999,2.4618601672373397,2.67872773564181,2.4474714958161217,3.2040833333333336,2.7984999999999998,3.100479580577316,3.851355782318916,3.798878547343791
2015-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2015-11-30,POMKH,1.0655102040816329,1.5455555555555556,2.588,1.7967412440403514,1.941626698193897,1.610252366625843,1.2546690252791628,1.137698202978518,2.4415625000000003,2.408888888888888,2.095338322564626,2.0401942521747394,1.7696139495612433,3.236916666666667,3.1342499999999998,2.8954877483463894,2.368110155732215,2.2346586313372776
2016-02-29,POMRB,,,,,,,,,,,,,,,,,,
2016-05-31,PREMON,2.526153846153846,3.0787500000000003,4.386666666666667,1.752980350794164,1.8486914755218322,1.9766129584370442,2.161305889661056,2.8923683842956693,2.3186631944444445,2.449965277777777,2.4887029935387757,2.9389737508231555,2.6609338387578307,3.2403611111111115,3.2739166666666666,3.4919593156745004,3.833469944254633,3.578924045214776
2016-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2016-11-30,POMKH,1.1912500000000004,1.645,2.4400000000000004,1.7371965997937637,1.7447910125588693,1.6624677750622265,1.2699503139593638,1.490428963325601,2.1500793650793653,2.4331597222222214,2.1512217961232656,1.9388823951013916,1.616518762588347,3.295743055555556,3.1999166666666667,3.0711755894047004,2.4063196901478108,2.2193577680817507
2017-02-28,POMRB,,,,,,,,,,,,,,,,,,
2017-05-31,PREMON,2.261764705882353,2.5473611111111114,3.7085555555555554,1.5234088252433842,1.7611696890294575,1.902186547390277,2.1829154491530587,2.296840811470073,1.8486483134920635,2.204166666666666,2.3096775221184043,2.7723413045924934,2.5127631348919226,3.181597222222222,3.2808055555555558,3.3261275758650424,3.863289536906618,3.788449261420843
2017-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2017-11-30,POMKH,0.8737254901960786,1.1128571428571428,2.7075,1.3203360380768472,1.7132235105580689,1.4908021245125975,1.2766287011353377,1.062558302834431,1.4899851190476192,2.095992063492063,1.8309493704138995,1.43816229091458,1.267430966010544,3.0747638888888895,3.310680555555556,3.0786765455190253,2.398319867607146,2.3009076634509946
2018-02-28,POMRB,,,,,,,,,,,,,,,,,,
2018-05-31,PREMON,1.007636363636364,1.1,3.354,,1.3335941399286986,1.2975358201621041,2.1719662578382977,1.9204717762187222,,1.6013045634920628,1.5385696222483398,2.453619467507005,2.4739649502476917,,3.052513888888889,3.188805927311415,3.8704660024896294,3.8108348689981884
2018-08-31,MONSOON,,,,,,,,,,,,,,,,,,
2018-11-30,POMKH,1.0851851851851857,0.7544444444444446,2.6180000000000003,,1.307077936224995,1.2125955661713368,1.195742329177785,0.9249276878728718,,1.378665674603174,1.2249195511267816,0.42451793293238804,0.5866693342540432,,3.097013888888889,2.960483556386849,2.386056230772777,2.688602475678891
